"Entry year","Provider name","Accepted applicants"
"2006 - 2007","W60 West Suffolk College, A Partner College of ARU","115"
"2007 - 2008","W60 West Suffolk College, A Partner College of ARU","10"
"2006 - 2007","S84 University of Sunderland","2135"
"2007 - 2008","S84 University of Sunderland","2135"
"2008 - 2009","S84 University of Sunderland","2530"
"2009 - 2010","S84 University of Sunderland","2745"
"2010 - 2011","S84 University of Sunderland","2560"
"2011 - 2012","S84 University of Sunderland","2910"
"2012 - 2013","S84 University of Sunderland","2460"
"2013 - 2014","S84 University of Sunderland","2775"
"2014 - 2015","S84 University of Sunderland","2695"
"2015 - 2016","S84 University of Sunderland","2750"
"2016 - 2017","S84 University of Sunderland","2250"
"2017 - 2018","S84 University of Sunderland","2775"
"2018 - 2019","S84 University of Sunderland","2830"
"2019 - 2020","S84 University of Sunderland","3805"
"2020 - 2021","S84 University of Sunderland","4075"
"2021 - 2022","S84 University of Sunderland","4285"
"2022 - 2023","S84 University of Sunderland","2930"
"2023 - 2024","S84 University of Sunderland","2290"
"2021 - 2022","T24 The Engineering & Design Institute London","25"
"2022 - 2023","T24 The Engineering & Design Institute London","45"
"2023 - 2024","T24 The Engineering & Design Institute London","55"
"2019 - 2020","T89 Two Mile Ash School Centred Initial Teacher Training","10"
"2020 - 2021","T89 Two Mile Ash School Centred Initial Teacher Training","10"
"2021 - 2022","T89 Two Mile Ash School Centred Initial Teacher Training","15"
"2022 - 2023","T89 Two Mile Ash School Centred Initial Teacher Training","15"
"2023 - 2024","T89 Two Mile Ash School Centred Initial Teacher Training","25"
"2020 - 2021","U01 University Academy 92 (UA92)","125"
"2021 - 2022","U01 University Academy 92 (UA92)","170"
"2022 - 2023","U01 University Academy 92 (UA92)","285"
"2023 - 2024","U01 University Academy 92 (UA92)","350"
"2018 - 2019","U10 UCFB","880"
"2019 - 2020","U10 UCFB","825"
"2020 - 2021","U10 UCFB","1060"
"2021 - 2022","U10 UCFB","1130"
"2022 - 2023","U10 UCFB","1105"
"2023 - 2024","U10 UCFB","1110"
"2006 - 2007","T40 University of West London (formerly Thames Valley University)","1765"
"2007 - 2008","T40 University of West London (formerly Thames Valley University)","1800"
"2008 - 2009","T40 University of West London (formerly Thames Valley University)","2235"
"2009 - 2010","T40 University of West London (formerly Thames Valley University)","2950"
"2010 - 2011","T40 University of West London (formerly Thames Valley University)","2570"
"2011 - 2012","T40 University of West London (formerly Thames Valley University)","2635"
"2012 - 2013","T40 University of West London (formerly Thames Valley University)","60"
"2011 - 2012","W05 University of West London","85"
"2012 - 2013","W05 University of West London","2345"
"2013 - 2014","W05 University of West London","2520"
"2014 - 2015","W05 University of West London","2555"
"2015 - 2016","W05 University of West London","2890"
"2016 - 2017","W05 University of West London","2830"
"2017 - 2018","W05 University of West London","2815"
"2018 - 2019","W05 University of West London","2880"
"2019 - 2020","W05 University of West London","3195"
"2020 - 2021","W05 University of West London","3095"
"2021 - 2022","W05 University of West London","2990"
"2022 - 2023","W05 University of West London","2765"
"2023 - 2024","W05 University of West London","2295"
"2006 - 2007","W50 University of Westminster, London","4525"
"2007 - 2008","W50 University of Westminster, London","4815"
"2008 - 2009","W50 University of Westminster, London","4985"
"2009 - 2010","W50 University of Westminster, London","5475"
"2010 - 2011","W50 University of Westminster, London","5260"
"2011 - 2012","W50 University of Westminster, London","5195"
"2012 - 2013","W50 University of Westminster, London","4445"
"2013 - 2014","W50 University of Westminster, London","5120"
"2014 - 2015","W50 University of Westminster, London","5575"
"2015 - 2016","W50 University of Westminster, London","5245"
"2016 - 2017","W50 University of Westminster, London","4460"
"2017 - 2018","W50 University of Westminster, London","4770"
"2018 - 2019","W50 University of Westminster, London","5105"
"2019 - 2020","W50 University of Westminster, London","5565"
"2020 - 2021","W50 University of Westminster, London","5780"
"2021 - 2022","W50 University of Westminster, London","5390"
"2022 - 2023","W50 University of Westminster, London","6720"
"2023 - 2024","W50 University of Westminster, London","6230"
"2006 - 2007","W75 University of Wolverhampton","3640"
"2007 - 2008","W75 University of Wolverhampton","4280"
"2008 - 2009","W75 University of Wolverhampton","4255"
"2009 - 2010","W75 University of Wolverhampton","5255"
"2010 - 2011","W75 University of Wolverhampton","4495"
"2011 - 2012","W75 University of Wolverhampton","4900"
"2012 - 2013","W75 University of Wolverhampton","4625"
"2013 - 2014","W75 University of Wolverhampton","4285"
"2014 - 2015","W75 University of Wolverhampton","4790"
"2015 - 2016","W75 University of Wolverhampton","4735"
"2016 - 2017","W75 University of Wolverhampton","4465"
"2017 - 2018","W75 University of Wolverhampton","4140"
"2018 - 2019","W75 University of Wolverhampton","4715"
"2019 - 2020","W75 University of Wolverhampton","4545"
"2020 - 2021","W75 University of Wolverhampton","4880"
"2021 - 2022","W75 University of Wolverhampton","3735"
"2022 - 2023","W75 University of Wolverhampton","4310"
"2023 - 2024","W75 University of Wolverhampton","3655"
"2006 - 2007","W80 University of Worcester","1140"
"2007 - 2008","W80 University of Worcester","1615"
"2008 - 2009","W80 University of Worcester","2060"
"2009 - 2010","W80 University of Worcester","2540"
"2010 - 2011","W80 University of Worcester","2690"
"2011 - 2012","W80 University of Worcester","2975"
"2012 - 2013","W80 University of Worcester","2600"
"2013 - 2014","W80 University of Worcester","2965"
"2014 - 2015","W80 University of Worcester","2780"
"2015 - 2016","W80 University of Worcester","3220"
"2016 - 2017","W80 University of Worcester","3285"
"2017 - 2018","W80 University of Worcester","3165"
"2018 - 2019","W80 University of Worcester","2780"
"2019 - 2020","W80 University of Worcester","2910"
"2020 - 2021","W80 University of Worcester","2805"
"2021 - 2022","W80 University of Worcester","2495"
"2022 - 2023","W80 University of Worcester","2380"
"2023 - 2024","W80 University of Worcester","2305"
"2006 - 2007","C71 The Northern School of Art","185"
"2007 - 2008","C71 The Northern School of Art","235"
"2008 - 2009","C71 The Northern School of Art","210"
"2009 - 2010","C71 The Northern School of Art","205"
"2010 - 2011","C71 The Northern School of Art","185"
"2011 - 2012","C71 The Northern School of Art","260"
"2012 - 2013","C71 The Northern School of Art","220"
"2013 - 2014","C71 The Northern School of Art","195"
"2014 - 2015","C71 The Northern School of Art","215"
"2015 - 2016","C71 The Northern School of Art","200"
"2016 - 2017","C71 The Northern School of Art","175"
"2017 - 2018","C71 The Northern School of Art","235"
"2018 - 2019","C71 The Northern School of Art","250"
"2019 - 2020","C71 The Northern School of Art","245"
"2020 - 2021","C71 The Northern School of Art","190"
"2021 - 2022","C71 The Northern School of Art","190"
"2022 - 2023","C71 The Northern School of Art","205"
"2023 - 2024","C71 The Northern School of Art","205"
"2006 - 2007","H18 Hereford College of Arts","145"
"2007 - 2008","H18 Hereford College of Arts","120"
"2008 - 2009","H18 Hereford College of Arts","190"
"2009 - 2010","H18 Hereford College of Arts","180"
"2010 - 2011","H18 Hereford College of Arts","170"
"2011 - 2012","H18 Hereford College of Arts","155"
"2012 - 2013","H18 Hereford College of Arts","125"
"2013 - 2014","H18 Hereford College of Arts","165"
"2014 - 2015","H18 Hereford College of Arts","125"
"2015 - 2016","H18 Hereford College of Arts","135"
"2016 - 2017","H18 Hereford College of Arts","150"
"2017 - 2018","H18 Hereford College of Arts","130"
"2018 - 2019","H18 Hereford College of Arts","130"
"2019 - 2020","H18 Hereford College of Arts","110"
"2020 - 2021","H18 Hereford College of Arts","130"
"2021 - 2022","H18 Hereford College of Arts","115"
"2022 - 2023","H18 Hereford College of Arts","125"
"2023 - 2024","H18 Hereford College of Arts","125"
"2021 - 2022","M91 Morley College London","45"
"2022 - 2023","M91 Morley College London","25"
"2023 - 2024","M91 Morley College London","40"
"2017 - 2018","K14 Morley College London","5"
