"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2022"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 9009 lines in total
------------------------------------------------------------------
tariff_band,Cycle,statistic,equality_dimension,agegroup,value
Medium tariff providers,2020,June deadline applications,Mixed ethnic group,18 year olds,19775
Medium tariff providers,2020,June deadline applications,Other ethnic group,18 year olds,8465
Medium tariff providers,2020,June deadline applications,POLAR4 Q1,18 year olds,47175
Medium tariff providers,2020,June deadline applications,POLAR4 Q2,18 year olds,61565
Medium tariff providers,2020,June deadline applications,POLAR4 Q3,18 year olds,78020
Medium tariff providers,2020,June deadline applications,POLAR4 Q4,18 year olds,96505
Medium tariff providers,2020,June deadline applications,POLAR4 Q5,18 year olds,124905
Medium tariff providers,2020,June deadline applications,Men,18 year olds,176055
Medium tariff providers,2020,June deadline applications,Women,18 year olds,232540
Medium tariff providers,2021,June deadline applications,Total,18 year olds,456420
Medium tariff providers,2021,June deadline applications,White ethnic group,18 year olds,323695
Medium tariff providers,2021,June deadline applications,Black ethnic group,18 year olds,32275
Medium tariff providers,2021,June deadline applications,Asian ethnic group,18 year olds,64770
Medium tariff providers,2021,June deadline applications,Mixed ethnic group,18 year olds,22815
Medium tariff providers,2021,June deadline applications,Other ethnic group,18 year olds,9940
Medium tariff providers,2021,June deadline applications,POLAR4 Q1,18 year olds,51500
Medium tariff providers,2021,June deadline applications,POLAR4 Q2,18 year olds,68800
Medium tariff providers,2021,June deadline applications,POLAR4 Q3,18 year olds,87020
Medium tariff providers,2021,June deadline applications,POLAR4 Q4,18 year olds,107825
Medium tariff providers,2021,June deadline applications,POLAR4 Q5,18 year olds,140800
Medium tariff providers,2021,June deadline applications,Men,18 year olds,197210
Medium tariff providers,2021,June deadline applications,Women,18 year olds,259205
Medium tariff providers,2022,June deadline applications,Total,18 year olds,479020
Medium tariff providers,2022,June deadline applications,White ethnic group,18 year olds,331080
Medium tariff providers,2022,June deadline applications,Black ethnic group,18 year olds,36535
Medium tariff providers,2022,June deadline applications,Asian ethnic group,18 year olds,70995
Medium tariff providers,2022,June deadline applications,Mixed ethnic group,18 year olds,25750
Medium tariff providers,2022,June deadline applications,Other ethnic group,18 year olds,11845
Medium tariff providers,2022,June deadline applications,POLAR4 Q1,18 year olds,56840
Medium tariff providers,2022,June deadline applications,POLAR4 Q2,18 year olds,73330
Medium tariff providers,2022,June deadline applications,POLAR4 Q3,18 year olds,91930
Medium tariff providers,2022,June deadline applications,POLAR4 Q4,18 year olds,112585
Medium tariff providers,2022,June deadline applications,POLAR4 Q5,18 year olds,143985
Medium tariff providers,2022,June deadline applications,Men,18 year olds,209565
Medium tariff providers,2022,June deadline applications,Women,18 year olds,269455
Medium tariff providers,2010,Offers,Total,18 year olds,292045
Medium tariff providers,2010,Offers,White ethnic group,18 year olds,245945
Medium tariff providers,2010,Offers,Black ethnic group,18 year olds,10295
Medium tariff providers,2010,Offers,Asian ethnic group,18 year olds,24005
Medium tariff providers,2010,Offers,Mixed ethnic group,18 year olds,8240
Medium tariff providers,2010,Offers,Other ethnic group,18 year olds,2135
Medium tariff providers,2010,Offers,POLAR4 Q1,18 year olds,26405
Medium tariff providers,2010,Offers,POLAR4 Q2,18 year olds,41300
Medium tariff providers,2010,Offers,POLAR4 Q3,18 year olds,55810
Medium tariff providers,2010,Offers,POLAR4 Q4,18 year olds,69950
Medium tariff providers,2010,Offers,POLAR4 Q5,18 year olds,98085
Medium tariff providers,2010,Offers,Men,18 year olds,138975
Medium tariff providers,2010,Offers,Women,18 year olds,153075
Medium tariff providers,2011,Offers,Total,18 year olds,285350
Medium tariff providers,2011,Offers,White ethnic group,18 year olds,240065
Medium tariff providers,2011,Offers,Black ethnic group,18 year olds,10075
Medium tariff providers,2011,Offers,Asian ethnic group,18 year olds,22960
Medium tariff providers,2011,Offers,Mixed ethnic group,18 year olds,8800
Medium tariff providers,2011,Offers,Other ethnic group,18 year olds,2130
Medium tariff providers,2011,Offers,POLAR4 Q1,18 year olds,25370
Medium tariff providers,2011,Offers,POLAR4 Q2,18 year olds,39765
Medium tariff providers,2011,Offers,POLAR4 Q3,18 year olds,53250
Medium tariff providers,2011,Offers,POLAR4 Q4,18 year olds,67975
Medium tariff providers,2011,Offers,POLAR4 Q5,18 year olds,98580
Medium tariff providers,2011,Offers,Men,18 year olds,135635
Medium tariff providers,2011,Offers,Women,18 year olds,149715
Medium tariff providers,2012,Offers,Total,18 year olds,281785
Medium tariff providers,2012,Offers,White ethnic group,18 year olds,235990
Medium tariff providers,2012,Offers,Black ethnic group,18 year olds,10620
Medium tariff providers,2012,Offers,Asian ethnic group,18 year olds,22825
Medium tariff providers,2012,Offers,Mixed ethnic group,18 year olds,8645
Medium tariff providers,2012,Offers,Other ethnic group,18 year olds,2580
Medium tariff providers,2012,Offers,POLAR4 Q1,18 year olds,25190
Medium tariff providers,2012,Offers,POLAR4 Q2,18 year olds,39150
Medium tariff providers,2012,Offers,POLAR4 Q3,18 year olds,52830
Medium tariff providers,2012,Offers,POLAR4 Q4,18 year olds,67515
Medium tariff providers,2012,Offers,POLAR4 Q5,18 year olds,96675
Medium tariff providers,2012,Offers,Men,18 year olds,131040
Medium tariff providers,2012,Offers,Women,18 year olds,150750
Medium tariff providers,2013,Offers,Total,18 year olds,296680
Medium tariff providers,2013,Offers,White ethnic group,18 year olds,244865
Medium tariff providers,2013,Offers,Black ethnic group,18 year olds,12745
Medium tariff providers,2013,Offers,Asian ethnic group,18 year olds,25185
Medium tariff providers,2013,Offers,Mixed ethnic group,18 year olds,9800
Medium tariff providers,2013,Offers,Other ethnic group,18 year olds,3000
Medium tariff providers,2013,Offers,POLAR4 Q1,18 year olds,27330
Medium tariff providers,2013,Offers,POLAR4 Q2,18 year olds,42190
Medium tariff providers,2013,Offers,POLAR4 Q3,18 year olds,56185
Medium tariff providers,2013,Offers,POLAR4 Q4,18 year olds,71645
Medium tariff providers,2013,Offers,POLAR4 Q5,18 year olds,99005
Medium tariff providers,2013,Offers,Men,18 year olds,139130
Medium tariff providers,2013,Offers,Women,18 year olds,157550
Medium tariff providers,2014,Offers,Total,18 year olds,309295
Medium tariff providers,2014,Offers,White ethnic group,18 year olds,250875
Medium tariff providers,2014,Offers,Black ethnic group,18 year olds,14375
Medium tariff providers,2014,Offers,Asian ethnic group,18 year olds,28640
Medium tariff providers,2014,Offers,Mixed ethnic group,18 year olds,10840
Medium tariff providers,2014,Offers,Other ethnic group,18 year olds,3450
Medium tariff providers,2014,Offers,POLAR4 Q1,18 year olds,30650
Medium tariff providers,2014,Offers,POLAR4 Q2,18 year olds,45470
Medium tariff providers,2014,Offers,POLAR4 Q3,18 year olds,58670
Medium tariff providers,2014,Offers,POLAR4 Q4,18 year olds,73270
Medium tariff providers,2014,Offers,POLAR4 Q5,18 year olds,100910
Medium tariff providers,2014,Offers,Men,18 year olds,145200
Medium tariff providers,2014,Offers,Women,18 year olds,164095
Medium tariff providers,2015,Offers,Total,18 year olds,320740
Medium tariff providers,2015,Offers,White ethnic group,18 year olds,256335
Medium tariff providers,2015,Offers,Black ethnic group,18 year olds,15895
Medium tariff providers,2015,Offers,Asian ethnic group,18 year olds,30705
Medium tariff providers,2015,Offers,Mixed ethnic group,18 year olds,12430
Medium tariff providers,2015,Offers,Other ethnic group,18 year olds,3875
Medium tariff providers,2015,Offers,POLAR4 Q1,18 year olds,32165
Medium tariff providers,2015,Offers,POLAR4 Q2,18 year olds,47220
Medium tariff providers,2015,Offers,POLAR4 Q3,18 year olds,61505
Medium tariff providers,2015,Offers,POLAR4 Q4,18 year olds,76040
Medium tariff providers,2015,Offers,POLAR4 Q5,18 year olds,103510
Medium tariff providers,2015,Offers,Men,18 year olds,145390
Medium tariff providers,2015,Offers,Women,18 year olds,175350
Medium tariff providers,2016,Offers,Total,18 year olds,331165
Medium tariff providers,2016,Offers,White ethnic group,18 year olds,261525
Medium tariff providers,2016,Offers,Black ethnic group,18 year olds,16665
Medium tariff providers,2016,Offers,Asian ethnic group,18 year olds,33630
Medium tariff providers,2016,Offers,Mixed ethnic group,18 year olds,13115
Medium tariff providers,2016,Offers,Other ethnic group,18 year olds,4430
Medium tariff providers,2016,Offers,POLAR4 Q1,18 year olds,33785
Medium tariff providers,2016,Offers,POLAR4 Q2,18 year olds,49415
Medium tariff providers,2016,Offers,POLAR4 Q3,18 year olds,62830
Medium tariff providers,2016,Offers,POLAR4 Q4,18 year olds,77960
Medium tariff providers,2016,Offers,POLAR4 Q5,18 year olds,106840
Medium tariff providers,2016,Offers,Men,18 year olds,150835
Medium tariff providers,2016,Offers,Women,18 year olds,180330
Medium tariff providers,2017,Offers,Total,18 year olds,334095
Medium tariff providers,2017,Offers,White ethnic group,18 year olds,259170
Medium tariff providers,2017,Offers,Black ethnic group,18 year olds,17415
Medium tariff providers,2017,Offers,Asian ethnic group,18 year olds,36640
Medium tariff providers,2017,Offers,Mixed ethnic group,18 year olds,14135
Medium tariff providers,2017,Offers,Other ethnic group,18 year olds,4965
Medium tariff providers,2017,Offers,POLAR4 Q1,18 year olds,35240
Medium tariff providers,2017,Offers,POLAR4 Q2,18 year olds,49530
Medium tariff providers,2017,Offers,POLAR4 Q3,18 year olds,63995
Medium tariff providers,2017,Offers,POLAR4 Q4,18 year olds,79350
Medium tariff providers,2017,Offers,POLAR4 Q5,18 year olds,105625
Medium tariff providers,2017,Offers,Men,18 year olds,151670
Medium tariff providers,2017,Offers,Women,18 year olds,182425
Medium tariff providers,2018,Offers,Total,18 year olds,333695
Medium tariff providers,2018,Offers,White ethnic group,18 year olds,252025
Medium tariff providers,2018,Offers,Black ethnic group,18 year olds,19305
Medium tariff providers,2018,Offers,Asian ethnic group,18 year olds,40315
Medium tariff providers,2018,Offers,Mixed ethnic group,18 year olds,14650
Medium tariff providers,2018,Offers,Other ethnic group,18 year olds,5500
Medium tariff providers,2018,Offers,POLAR4 Q1,18 year olds,35335
Medium tariff providers,2018,Offers,POLAR4 Q2,18 year olds,49585
Medium tariff providers,2018,Offers,POLAR4 Q3,18 year olds,63580
Medium tariff providers,2018,Offers,POLAR4 Q4,18 year olds,79130
Medium tariff providers,2018,Offers,POLAR4 Q5,18 year olds,105710
Medium tariff providers,2018,Offers,Men,18 year olds,150860
Medium tariff providers,2018,Offers,Women,18 year olds,182835
Medium tariff providers,2019,Offers,Total,18 year olds,335990
Medium tariff providers,2019,Offers,White ethnic group,18 year olds,245730
Medium tariff providers,2019,Offers,Black ethnic group,18 year olds,21410
Medium tariff providers,2019,Offers,Asian ethnic group,18 year olds,44820
Medium tariff providers,2019,Offers,Mixed ethnic group,18 year olds,15540
Medium tariff providers,2019,Offers,Other ethnic group,18 year olds,6405
Medium tariff providers,2019,Offers,POLAR4 Q1,18 year olds,36805
Medium tariff providers,2019,Offers,POLAR4 Q2,18 year olds,49270
Medium tariff providers,2019,Offers,POLAR4 Q3,18 year olds,64370
Medium tariff providers,2019,Offers,POLAR4 Q4,18 year olds,79365
Medium tariff providers,2019,Offers,POLAR4 Q5,18 year olds,105790
Medium tariff providers,2019,Offers,Men,18 year olds,151585
Medium tariff providers,2019,Offers,Women,18 year olds,184400
Medium tariff providers,2020,Offers,Total,18 year olds,338940
Medium tariff providers,2020,Offers,White ethnic group,18 year olds,242290
Medium tariff providers,2020,Offers,Black ethnic group,18 year olds,23030
Medium tariff providers,2020,Offers,Asian ethnic group,18 year olds,48240
Medium tariff providers,2020,Offers,Mixed ethnic group,18 year olds,16480
Medium tariff providers,2020,Offers,Other ethnic group,18 year olds,6805
Medium tariff providers,2020,Offers,POLAR4 Q1,18 year olds,38205
Medium tariff providers,2020,Offers,POLAR4 Q2,18 year olds,50080
Medium tariff providers,2020,Offers,POLAR4 Q3,18 year olds,64290
Medium tariff providers,2020,Offers,POLAR4 Q4,18 year olds,79985
Medium tariff providers,2020,Offers,POLAR4 Q5,18 year olds,106045
Medium tariff providers,2020,Offers,Men,18 year olds,151300
