"Year","Achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","14 point(s)","Quintile 3","Main scheme applicant","All","2520","2315","0.918","0"
"2017","14 point(s)","Quintile 3","Main scheme applicant","All","2510","2315","0.922","0"
"2018","14 point(s)","Quintile 3","Main scheme applicant","All","2355","2160","0.919","0"
"2019","14 point(s)","Quintile 3","Main scheme applicant","All","2410","2215","0.92","0"
"2020","14 point(s)","Quintile 3","Main scheme applicant","All","3025","2765","0.914","0"
"2021","14 point(s)","Quintile 3","Main scheme applicant","All","3430","3065","0.893","0"
"2022","14 point(s)","Quintile 3","Main scheme applicant","All","3170","2780","0.878","0"
"2023","14 point(s)","Quintile 3","Main scheme applicant","All","2795","2495","0.894","0"
"2010","15 point(s)","Quintile 3","Main scheme applicant","All","2435","2220","0.91","0"
"2011","15 point(s)","Quintile 3","Main scheme applicant","All","2605","2435","0.934","0"
"2012","15 point(s)","Quintile 3","Main scheme applicant","All","2420","2200","0.908","0"
"2013","15 point(s)","Quintile 3","Main scheme applicant","All","2395","2190","0.914","0"
"2014","15 point(s)","Quintile 3","Main scheme applicant","All","2225","2035","0.915","0"
"2015","15 point(s)","Quintile 3","Main scheme applicant","All","2170","2005","0.924","0"
"2016","15 point(s)","Quintile 3","Main scheme applicant","All","2175","2015","0.925","0"
"2017","15 point(s)","Quintile 3","Main scheme applicant","All","2230","2070","0.928","0"
"2018","15 point(s)","Quintile 3","Main scheme applicant","All","2125","1955","0.92","0"
"2019","15 point(s)","Quintile 3","Main scheme applicant","All","2000","1835","0.917","0"
"2020","15 point(s)","Quintile 3","Main scheme applicant","All","2865","2645","0.924","0"
"2021","15 point(s)","Quintile 3","Main scheme applicant","All","3525","3185","0.904","0"
"2022","15 point(s)","Quintile 3","Main scheme applicant","All","2985","2600","0.871","0"
"2023","15 point(s)","Quintile 3","Main scheme applicant","All","2350","2080","0.886","0"
"2010","16 point(s)","Quintile 3","Main scheme applicant","All","1830","1670","0.912","0"
"2011","16 point(s)","Quintile 3","Main scheme applicant","All","1780","1660","0.934","0"
"2012","16 point(s)","Quintile 3","Main scheme applicant","All","1700","1555","0.915","0"
"2013","16 point(s)","Quintile 3","Main scheme applicant","All","1745","1590","0.913","0"
"2014","16 point(s)","Quintile 3","Main scheme applicant","All","1595","1465","0.918","0"
"2015","16 point(s)","Quintile 3","Main scheme applicant","All","1645","1535","0.932","0"
"2016","16 point(s)","Quintile 3","Main scheme applicant","All","1630","1515","0.93","0"
"2017","16 point(s)","Quintile 3","Main scheme applicant","All","1540","1430","0.929","0"
"2018","16 point(s)","Quintile 3","Main scheme applicant","All","1540","1430","0.928","0"
"2019","16 point(s)","Quintile 3","Main scheme applicant","All","1415","1325","0.9380000000000001","0"
"2020","16 point(s)","Quintile 3","Main scheme applicant","All","2285","2140","0.937","0"
"2021","16 point(s)","Quintile 3","Main scheme applicant","All","2940","2635","0.896","0"
"2022","16 point(s)","Quintile 3","Main scheme applicant","All","2490","2190","0.879","0"
"2023","16 point(s)","Quintile 3","Main scheme applicant","All","1815","1645","0.906","0"
"2010","17 point(s)","Quintile 3","Main scheme applicant","All","1000","910","0.911","0"
"2011","17 point(s)","Quintile 3","Main scheme applicant","All","1030","960","0.931","0"
"2012","17 point(s)","Quintile 3","Main scheme applicant","All","945","875","0.923","0"
"2013","17 point(s)","Quintile 3","Main scheme applicant","All","930","870","0.9380000000000001","0"
"2014","17 point(s)","Quintile 3","Main scheme applicant","All","970","885","0.916","0"
"2015","17 point(s)","Quintile 3","Main scheme applicant","All","960","895","0.932","0"
"2016","17 point(s)","Quintile 3","Main scheme applicant","All","935","865","0.923","0"
"2017","17 point(s)","Quintile 3","Main scheme applicant","All","995","915","0.923","0"
"2018","17 point(s)","Quintile 3","Main scheme applicant","All","925","855","0.926","0"
"2019","17 point(s)","Quintile 3","Main scheme applicant","All","825","770","0.931","0"
"2020","17 point(s)","Quintile 3","Main scheme applicant","All","1695","1610","0.9500000000000001","0"
"2021","17 point(s)","Quintile 3","Main scheme applicant","All","2320","2080","0.897","0"
"2022","17 point(s)","Quintile 3","Main scheme applicant","All","1850","1655","0.895","0"
"2023","17 point(s)","Quintile 3","Main scheme applicant","All","1175","1080","0.921","0"
"2010","18 point(s)","Quintile 3","Main scheme applicant","All","670","635","0.9480000000000001","0"
"2011","18 point(s)","Quintile 3","Main scheme applicant","All","700","665","0.9480000000000001","0"
"2012","18 point(s)","Quintile 3","Main scheme applicant","All","680","625","0.915","0"
"2013","18 point(s)","Quintile 3","Main scheme applicant","All","675","630","0.93","0"
"2014","18 point(s)","Quintile 3","Main scheme applicant","All","685","650","0.9460000000000001","0"
"2015","18 point(s)","Quintile 3","Main scheme applicant","All","700","665","0.9480000000000001","0"
"2016","18 point(s)","Quintile 3","Main scheme applicant","All","640","610","0.9470000000000001","0"
"2017","18 point(s)","Quintile 3","Main scheme applicant","All","710","665","0.9410000000000001","0"
"2018","18 point(s)","Quintile 3","Main scheme applicant","All","665","630","0.9530000000000001","0"
"2019","18 point(s)","Quintile 3","Main scheme applicant","All","740","700","0.9450000000000001","0"
"2020","18 point(s)","Quintile 3","Main scheme applicant","All","1810","1715","0.9470000000000001","0"
"2021","18 point(s)","Quintile 3","Main scheme applicant","All","2675","2455","0.918","0"
"2022","18 point(s)","Quintile 3","Main scheme applicant","All","2080","1880","0.904","0"
"2023","18 point(s)","Quintile 3","Main scheme applicant","All","1000","925","0.928","0"
"2010","3 point(s)","Quintile 4","Main scheme applicant","All","110","45","0.41300000000000003","0"
"2011","3 point(s)","Quintile 4","Main scheme applicant","All","75","40","0.553","0"
"2012","3 point(s)","Quintile 4","Main scheme applicant","All","55","30","0.556","0"
"2013","3 point(s)","Quintile 4","Main scheme applicant","All","70","40","0.559","0"
"2014","3 point(s)","Quintile 4","Main scheme applicant","All","65","35","0.516","0"
"2015","3 point(s)","Quintile 4","Main scheme applicant","All","60","45","0.705","0"
"2016","3 point(s)","Quintile 4","Main scheme applicant","All","45","30","0.622","0"
"2017","3 point(s)","Quintile 4","Main scheme applicant","All","55","35","0.667","0"
"2018","3 point(s)","Quintile 4","Main scheme applicant","All","80","60","0.725","0"
"2019","3 point(s)","Quintile 4","Main scheme applicant","All","95","65","0.677","0"
"2020","3 point(s)","Quintile 4","Main scheme applicant","All","45","35","0.8","0"
"2021","3 point(s)","Quintile 4","Main scheme applicant","All","65","40","0.641","0"
"2022","3 point(s)","Quintile 4","Main scheme applicant","All","105","65","0.612","0"
"2023","3 point(s)","Quintile 4","Main scheme applicant","All","145","110","0.778","0"
"2010","4 point(s)","Quintile 4","Main scheme applicant","All","345","190","0.548","0"
"2011","4 point(s)","Quintile 4","Main scheme applicant","All","285","155","0.544","0"
"2012","4 point(s)","Quintile 4","Main scheme applicant","All","275","165","0.593","0"
"2013","4 point(s)","Quintile 4","Main scheme applicant","All","230","145","0.639","0"
"2014","4 point(s)","Quintile 4","Main scheme applicant","All","260","175","0.672","0"
"2015","4 point(s)","Quintile 4","Main scheme applicant","All","255","185","0.725","0"
"2016","4 point(s)","Quintile 4","Main scheme applicant","All","245","180","0.734","0"
"2017","4 point(s)","Quintile 4","Main scheme applicant","All","255","185","0.728","0"
"2018","4 point(s)","Quintile 4","Main scheme applicant","All","260","195","0.756","0"
"2019","4 point(s)","Quintile 4","Main scheme applicant","All","390","300","0.762","0"
"2020","4 point(s)","Quintile 4","Main scheme applicant","All","130","105","0.786","0"
"2021","4 point(s)","Quintile 4","Main scheme applicant","All","145","115","0.8130000000000001","0"
"2022","4 point(s)","Quintile 4","Main scheme applicant","All","295","215","0.717","0"
"2023","4 point(s)","Quintile 4","Main scheme applicant","All","450","325","0.717","0"
"2010","5 point(s)","Quintile 4","Main scheme applicant","All","860","545","0.636","0"
"2011","5 point(s)","Quintile 4","Main scheme applicant","All","790","475","0.601","0"
"2012","5 point(s)","Quintile 4","Main scheme applicant","All","680","440","0.647","0"
"2013","5 point(s)","Quintile 4","Main scheme applicant","All","660","455","0.6900000000000001","0"
"2014","5 point(s)","Quintile 4","Main scheme applicant","All","620","440","0.711","0"
"2015","5 point(s)","Quintile 4","Main scheme applicant","All","575","410","0.71","0"
"2016","5 point(s)","Quintile 4","Main scheme applicant","All","600","445","0.736","0"
"2017","5 point(s)","Quintile 4","Main scheme applicant","All","635","490","0.774","0"
"2018","5 point(s)","Quintile 4","Main scheme applicant","All","695","555","0.799","0"
"2019","5 point(s)","Quintile 4","Main scheme applicant","All","790","605","0.767","0"
"2020","5 point(s)","Quintile 4","Main scheme applicant","All","315","240","0.758","0"
"2021","5 point(s)","Quintile 4","Main scheme applicant","All","305","240","0.79","0"
"2022","5 point(s)","Quintile 4","Main scheme applicant","All","580","450","0.776","0"
"2023","5 point(s)","Quintile 4","Main scheme applicant","All","870","670","0.771","0"
"2010","6 point(s)","Quintile 4","Main scheme applicant","All","1555","1055","0.68","0"
"2011","6 point(s)","Quintile 4","Main scheme applicant","All","1385","945","0.684","0"
"2012","6 point(s)","Quintile 4","Main scheme applicant","All","1270","875","0.6880000000000001","0"
"2013","6 point(s)","Quintile 4","Main scheme applicant","All","1235","905","0.732","0"
"2014","6 point(s)","Quintile 4","Main scheme applicant","All","1300","965","0.743","0"
"2015","6 point(s)","Quintile 4","Main scheme applicant","All","1245","985","0.791","0"
"2016","6 point(s)","Quintile 4","Main scheme applicant","All","1220","970","0.796","0"
"2017","6 point(s)","Quintile 4","Main scheme applicant","All","1240","990","0.795","0"
"2018","6 point(s)","Quintile 4","Main scheme applicant","All","1220","995","0.8150000000000001","0"
"2019","6 point(s)","Quintile 4","Main scheme applicant","All","1415","1155","0.8150000000000001","0"
"2020","6 point(s)","Quintile 4","Main scheme applicant","All","580","490","0.84","0"
"2021","6 point(s)","Quintile 4","Main scheme applicant","All","575","465","0.8150000000000001","0"
"2022","6 point(s)","Quintile 4","Main scheme applicant","All","990","790","0.8","0"
"2023","6 point(s)","Quintile 4","Main scheme applicant","All","1460","1165","0.797","0"
"2010","7 point(s)","Quintile 4","Main scheme applicant","All","2325","1735","0.745","0"
"2011","7 point(s)","Quintile 4","Main scheme applicant","All","2220","1670","0.753","0"
"2012","7 point(s)","Quintile 4","Main scheme applicant","All","2095","1610","0.768","0"
"2013","7 point(s)","Quintile 4","Main scheme applicant","All","2035","1595","0.784","0"
"2014","7 point(s)","Quintile 4","Main scheme applicant","All","2005","1615","0.806","0"
"2015","7 point(s)","Quintile 4","Main scheme applicant","All","2045","1670","0.8160000000000001","0"
"2016","7 point(s)","Quintile 4","Main scheme applicant","All","2070","1690","0.8160000000000001","0"
"2017","7 point(s)","Quintile 4","Main scheme applicant","All","2080","1755","0.843","0"
"2018","7 point(s)","Quintile 4","Main scheme applicant","All","1980","1660","0.839","0"
"2019","7 point(s)","Quintile 4","Main scheme applicant","All","2095","1765","0.843","0"
"2020","7 point(s)","Quintile 4","Main scheme applicant","All","1015","860","0.849","0"
"2021","7 point(s)","Quintile 4","Main scheme applicant","All","965","800","0.8300000000000001","0"
"2022","7 point(s)","Quintile 4","Main scheme applicant","All","1515","1230","0.812","0"
"2023","7 point(s)","Quintile 4","Main scheme applicant","All","2115","1710","0.808","0"
"2010","8 point(s)","Quintile 4","Main scheme applicant","All","3130","2445","0.78","0"
"2011","8 point(s)","Quintile 4","Main scheme applicant","All","2990","2375","0.795","0"
"2012","8 point(s)","Quintile 4","Main scheme applicant","All","2915","2305","0.79","0"
"2013","8 point(s)","Quintile 4","Main scheme applicant","All","2830","2315","0.8170000000000001","0"
"2014","8 point(s)","Quintile 4","Main scheme applicant","All","2975","2445","0.8220000000000001","0"
"2015","8 point(s)","Quintile 4","Main scheme applicant","All","2915","2395","0.8210000000000001","0"
"2016","8 point(s)","Quintile 4","Main scheme applicant","All","2905","2440","0.841","0"
"2017","8 point(s)","Quintile 4","Main scheme applicant","All","2830","2400","0.849","0"
"2018","8 point(s)","Quintile 4","Main scheme applicant","All","2715","2290","0.845","0"
"2019","8 point(s)","Quintile 4","Main scheme applicant","All","2895","2505","0.866","0"
"2020","8 point(s)","Quintile 4","Main scheme applicant","All","1705","1500","0.88","0"
"2021","8 point(s)","Quintile 4","Main scheme applicant","All","1420","1195","0.84","0"
"2022","8 point(s)","Quintile 4","Main scheme applicant","All","2050","1705","0.833","0"
"2023","8 point(s)","Quintile 4","Main scheme applicant","All","2800","2350","0.838","0"
"2010","9 point(s)","Quintile 4","Main scheme applicant","All","3860","3130","0.81","0"
"2011","9 point(s)","Quintile 4","Main scheme applicant","All","3925","3285","0.837","0"
"2012","9 point(s)","Quintile 4","Main scheme applicant","All","3730","3075","0.8240000000000001","0"
"2013","9 point(s)","Quintile 4","Main scheme applicant","All","3645","3050","0.837","0"
"2014","9 point(s)","Quintile 4","Main scheme applicant","All","3640","3065","0.843","0"
"2015","9 point(s)","Quintile 4","Main scheme applicant","All","3805","3200","0.841","0"
"2016","9 point(s)","Quintile 4","Main scheme applicant","All","3740","3250","0.868","0"
"2017","9 point(s)","Quintile 4","Main scheme applicant","All","3755","3220","0.857","0"
"2018","9 point(s)","Quintile 4","Main scheme applicant","All","3455","2985","0.863","0"
"2019","9 point(s)","Quintile 4","Main scheme applicant","All","3545","3085","0.87","0"
"2020","9 point(s)","Quintile 4","Main scheme applicant","All","2570","2285","0.891","0"
"2021","9 point(s)","Quintile 4","Main scheme applicant","All","2175","1930","0.886","0"
"2022","9 point(s)","Quintile 4","Main scheme applicant","All","2775","2375","0.856","0"
"2023","9 point(s)","Quintile 4","Main scheme applicant","All","3365","2820","0.838","0"
