"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2022","International","Not EU","Monaco","18","Male","5","0","0"
"2023","International","Not EU","Azerbaijan","18","Male","5","0","0"
"2020","International","Not EU","Kazakhstan","18","Male","5","5","5"
"2021","International","Not EU","Kazakhstan","18","Male","5","0","0"
"2023","International","Not EU","Kazakhstan","18","Male","5","0","0"
"2019","International","Not EU","Russian Federation","18","Male","10","5","5"
"2020","International","Not EU","Russian Federation","18","Male","15","15","10"
"2021","International","Not EU","Russian Federation","18","Male","10","5","5"
"2022","International","Not EU","Russian Federation","18","Male","5","5","5"
"2023","International","Not EU","Russian Federation","18","Male","5","5","5"
"2020","International","Not EU","Ukraine","18","Male","5","5","5"
"2021","International","Not EU","Ukraine","18","Male","5","5","5"
"2022","International","Not EU","Ukraine","18","Male","5","0","0"
"2023","International","Not EU","Ukraine","18","Male","5","5","5"
"2020","International","Not EU","Uzbekistan","18","Male","5","0","0"
"2023","International","Not EU","Uzbekistan","18","Male","5","0","0"
"2019","UK","England","England","19","Male","1595","1310","1300"
"2020","UK","England","England","19","Male","1910","1640","1625"
"2021","UK","England","England","19","Male","1485","1090","1065"
"2022","UK","England","England","19","Male","1465","1020","1000"
"2023","UK","England","England","19","Male","1760","1225","1190"
"2019","UK","Northern Ireland","Northern Ireland","19","Male","60","30","30"
"2020","UK","Northern Ireland","Northern Ireland","19","Male","75","45","45"
"2021","UK","Northern Ireland","Northern Ireland","19","Male","40","25","25"
"2022","UK","Northern Ireland","Northern Ireland","19","Male","40","20","20"
"2023","UK","Northern Ireland","Northern Ireland","19","Male","55","30","30"
"2019","UK","Scotland","Scotland","19","Male","50","25","20"
"2020","UK","Scotland","Scotland","19","Male","65","45","45"
"2021","UK","Scotland","Scotland","19","Male","40","15","15"
"2022","UK","Scotland","Scotland","19","Male","60","30","30"
"2023","UK","Scotland","Scotland","19","Male","75","30","30"
"2019","UK","Wales","Wales","19","Male","60","45","45"
"2020","UK","Wales","Wales","19","Male","60","50","50"
"2021","UK","Wales","Wales","19","Male","50","35","35"
"2022","UK","Wales","Wales","19","Male","45","30","30"
"2023","UK","Wales","Wales","19","Male","50","35","35"
"2020","International","EU (excluding UK)","Austria","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Belgium","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Belgium","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Bulgaria","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Bulgaria","19","Male","5","0","0"
"2022","International","EU (excluding UK)","Bulgaria","19","Male","5","0","0"
"2021","International","EU (excluding UK)","Finland","19","Male","5","0","0"
"2019","International","EU (excluding UK)","France","19","Male","5","0","0"
"2020","International","EU (excluding UK)","France","19","Male","10","5","5"
"2021","International","EU (excluding UK)","France","19","Male","5","0","0"
"2022","International","EU (excluding UK)","France","19","Male","5","0","0"
"2023","International","EU (excluding UK)","France","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Germany","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Germany","19","Male","15","5","5"
"2022","International","EU (excluding UK)","Germany","19","Male","5","0","0"
"2023","International","EU (excluding UK)","Germany","19","Male","10","0","0"
"2020","International","EU (excluding UK)","Greece","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Hungary","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Hungary","19","Male","5","5","5"
"2022","International","EU (excluding UK)","Hungary","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Ireland","19","Male","10","0","0"
"2020","International","EU (excluding UK)","Ireland","19","Male","5","0","0"
"2021","International","EU (excluding UK)","Ireland","19","Male","15","0","0"
"2022","International","EU (excluding UK)","Ireland","19","Male","10","5","5"
"2023","International","EU (excluding UK)","Ireland","19","Male","20","5","5"
"2019","International","EU (excluding UK)","Italy","19","Male","10","5","5"
"2020","International","EU (excluding UK)","Italy","19","Male","20","10","10"
"2021","International","EU (excluding UK)","Italy","19","Male","10","5","5"
"2022","International","EU (excluding UK)","Italy","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Luxembourg","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Netherlands","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Poland","19","Male","40","15","15"
"2020","International","EU (excluding UK)","Poland","19","Male","30","10","10"
"2021","International","EU (excluding UK)","Poland","19","Male","10","0","0"
"2023","International","EU (excluding UK)","Poland","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Portugal","19","Male","5","5","5"
"2019","International","EU (excluding UK)","Romania","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Romania","19","Male","15","5","5"
"2021","International","EU (excluding UK)","Romania","19","Male","5","0","0"
"2023","International","EU (excluding UK)","Romania","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Spain","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Spain","19","Male","15","5","5"
"2021","International","EU (excluding UK)","Spain","19","Male","10","5","5"
"2019","International","EU (excluding UK)","Sweden","19","Male","5","5","5"
"2020","International","EU (excluding UK)","Sweden","19","Male","5","0","0"
"2021","International","EU (excluding UK)","Sweden","19","Male","5","0","0"
"2022","International","EU (excluding UK)","Sweden","19","Male","10","0","0"
"2020","International","EU (excluding UK)","Estonia","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Latvia","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Lithuania","19","Male","10","5","0"
"2020","International","EU (excluding UK)","Lithuania","19","Male","10","5","5"
"2021","International","EU (excluding UK)","Lithuania","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Croatia","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Czech Republic","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Czech Republic","19","Male","5","5","5"
"2023","International","EU (excluding UK)","Czech Republic","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Slovakia","19","Male","5","0","0"
"2020","International","EU (excluding UK)","Slovakia","19","Male","5","0","0"
"2019","International","EU (excluding UK)","Cyprus (European Union)","19","Male","5","5","5"
"2020","International","EU (excluding UK)","Cyprus (European Union)","19","Male","30","25","25"
"2021","International","EU (excluding UK)","Cyprus (European Union)","19","Male","5","0","0"
"2023","International","EU (excluding UK)","Cyprus (European Union)","19","Male","5","5","5"
"2021","International","Not EU","Jersey","19","Male","5","0","0"
"2022","International","Not EU","Jersey","19","Male","5","5","5"
"2021","International","Not EU","Isle of Man","19","Male","5","0","0"
"2022","International","Not EU","Isle of Man","19","Male","5","0","0"
"2019","International","Not EU","Australia","19","Male","5","0","0"
"2023","International","Not EU","Australia","19","Male","5","0","0"
"2023","International","Not EU","Bahrain","19","Male","5","5","5"
"2020","International","Not EU","Brunei Darussalam","19","Male","5","0","0"
"2021","International","Not EU","Brunei Darussalam","19","Male","5","0","0"
"2022","International","Not EU","Brunei Darussalam","19","Male","5","0","0"
"2023","International","Not EU","Brunei Darussalam","19","Male","10","5","5"
"2020","International","Not EU","Burma (Myanmar)","19","Male","5","0","0"
"2022","International","Not EU","Canada","19","Male","5","0","0"
"2020","International","Not EU","Sri Lanka","19","Male","5","0","0"
"2019","International","Not EU","China","19","Male","50","35","35"
"2020","International","Not EU","China","19","Male","95","80","80"
"2021","International","Not EU","China","19","Male","85","35","30"
"2022","International","Not EU","China","19","Male","60","20","20"
"2023","International","Not EU","China","19","Male","55","20","20"
"2020","International","Not EU","Taiwan","19","Male","5","5","5"
"2019","International","Not EU","Hong Kong","19","Male","50","35","35"
"2020","International","Not EU","Hong Kong","19","Male","70","40","40"
"2021","International","Not EU","Hong Kong","19","Male","55","25","25"
"2022","International","Not EU","Hong Kong","19","Male","35","15","15"
"2023","International","Not EU","Hong Kong","19","Male","30","15","15"
"2019","International","Not EU","India","19","Male","10","5","5"
"2020","International","Not EU","India","19","Male","10","10","5"
"2021","International","Not EU","India","19","Male","20","5","0"
"2022","International","Not EU","India","19","Male","20","5","5"
"2023","International","Not EU","India","19","Male","25","15","10"
"2020","International","Not EU","Iran, Islamic Republic of","19","Male","5","0","0"
"2020","International","Not EU","Japan","19","Male","5","5","5"
"2021","International","Not EU","Japan","19","Male","5","0","0"
"2022","International","Not EU","Japan","19","Male","5","0","0"
"2020","International","Not EU","Kenya","19","Male","10","5","5"
"2021","International","Not EU","Kenya","19","Male","5","0","0"
"2022","International","Not EU","Kenya","19","Male","5","5","5"
"2023","International","Not EU","Kenya","19","Male","5","0","0"
"2019","International","Not EU","Korea, Republic of","19","Male","5","0","0"
"2020","International","Not EU","Korea, Republic of","19","Male","20","10","10"
"2021","International","Not EU","Korea, Republic of","19","Male","10","0","0"
"2022","International","Not EU","Korea, Republic of","19","Male","5","0","0"
"2023","International","Not EU","Korea, Republic of","19","Male","10","0","0"
"2019","International","Not EU","Kuwait","19","Male","5","5","5"
"2020","International","Not EU","Kuwait","19","Male","5","5","5"
"2022","International","Not EU","Kuwait","19","Male","5","5","5"
"2021","International","Not EU","Macao","19","Male","5","0","0"
"2022","International","Not EU","Macao","19","Male","5","0","0"
"2019","International","Not EU","Malaysia","19","Male","35","10","10"
"2020","International","Not EU","Malaysia","19","Male","35","20","20"
"2021","International","Not EU","Malaysia","19","Male","40","10","10"
"2022","International","Not EU","Malaysia","19","Male","20","5","5"
"2023","International","Not EU","Malaysia","19","Male","25","5","5"
"2023","International","Not EU","Oman","19","Male","5","0","0"
"2019","International","Not EU","Nigeria","19","Male","5","5","5"
"2020","International","Not EU","Nigeria","19","Male","5","5","5"
