"Year","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","21 - 24","Not EU","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2020","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2021","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","20","5"," ","0"
"2022","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","30","0"," ","0"
"2023","25 - 29","Not EU","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2019","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","30 - 34","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2023","35 and over","Not EU","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2020","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","17 and under","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2019","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","45","0"," ","0"
"2020","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","65","10"," ","0"
"2021","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","60","5"," ","0"
"2022","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","80","5"," ","0"
"2023","18","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","55","5"," ","0"
"2019","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2020","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2021","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","60","5"," ","0"
"2022","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","0"," ","0"
"2023","19","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","50","5"," ","0"
"2019","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2020","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","25","5"," ","0"
"2021","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","25","0"," ","0"
"2022","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","20","0"," ","0"
"2023","20","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","10"," ","0"
"2020","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2021","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","40","5"," ","0"
"2022","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2023","21 - 24","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","30","5"," ","0"
"2019","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","15","0"," ","0"
"2022","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","25 - 29","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","30 - 34","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","10","0"," ","0"
"2020","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","35 and over","EU (excluding UK)","Female","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","18","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","18","England","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","18","England","Male","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","18","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","20","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","20","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","21 - 24","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","21 - 24","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","21 - 24","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","21 - 24","England","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","21 - 24","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","25 - 29","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","25 - 29","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","25 - 29","England","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","25 - 29","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","25 - 29","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","30 - 34","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","30 - 34","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","30 - 34","England","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","30 - 34","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","35 and over","England","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","35 and over","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2021","35 and over","England","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2022","35 and over","England","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","35 and over","England","Male","Main scheme applicant","Main scheme application","10","0"," ","0"
"2021","18","Scotland","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","21 - 24","Not EU","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","All","England","Female","Not main scheme applicant","Not main scheme application","125","100","0.8230000000000001","0"
"2020","All","England","Female","Not main scheme applicant","Not main scheme application","130","100","0.762","0"
"2021","All","England","Female","Not main scheme applicant","Not main scheme application","65","50","0.738","0"
"2022","All","England","Female","Not main scheme applicant","Not main scheme application","115","80","0.7010000000000001","0"
"2023","All","England","Female","Not main scheme applicant","Not main scheme application","280","220","0.795","0"
"2020","All","Scotland","Female","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","All","Scotland","Female","Not main scheme applicant","Not main scheme application","10","0"," ","0"
"2023","All","Scotland","Female","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","All","Wales","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","Wales","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","All","Not EU","Female","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","All","Northern Ireland","Female","Main scheme applicant","Not main scheme application","30","20","0.667","0"
