"Year","Difference between predicted and achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2011","0 points","18","All","Male","All","Main scheme application","4185","3375","0.807","0"
"2012","0 points","18","All","Male","All","Main scheme application","1875","1450","0.774","0"
"2013","0 points","18","All","Male","All","Main scheme application","2800","2300","0.8230000000000001","0"
"2014","0 points","18","All","Male","All","Main scheme application","3485","2850","0.8180000000000001","0"
"2015","0 points","18","All","Male","All","Main scheme application","4125","3415","0.8270000000000001","0"
"2016","0 points","18","All","Male","All","Main scheme application","4185","3440","0.8220000000000001","0"
"2017","0 points","18","All","Male","All","Main scheme application","4150","3395","0.8180000000000001","0"
"2018","0 points","18","All","Male","All","Main scheme application","3885","3165","0.8150000000000001","0"
"2019","0 points","18","All","Male","All","Main scheme application","3555","2905","0.8180000000000001","0"
"2020","0 points","18","All","Male","All","Main scheme application","3885","3210","0.8260000000000001","0"
"2021","0 points","18","All","Male","All","Main scheme application","4470","3595","0.804","0"
"2022","0 points","18","All","Male","All","Main scheme application","3340","2480","0.743","0"
"2023","0 points","18","All","Male","All","Main scheme application","3235","2425","0.75","0"
"2010","1 points","18","All","Male","All","Main scheme application","2110","1710","0.811","0"
"2011","1 points","18","All","Male","All","Main scheme application","2125","1720","0.811","0"
"2012","1 points","18","All","Male","All","Main scheme application","1855","1500","0.809","0"
"2013","1 points","18","All","Male","All","Main scheme application","1760","1470","0.834","0"
"2014","1 points","18","All","Male","All","Main scheme application","1935","1625","0.839","0"
"2015","1 points","18","All","Male","All","Main scheme application","2190","1850","0.844","0"
"2016","1 points","18","All","Male","All","Main scheme application","2235","1885","0.843","0"
"2017","1 points","18","All","Male","All","Main scheme application","2130","1755","0.8260000000000001","0"
"2018","1 points","18","All","Male","All","Main scheme application","1870","1525","0.8160000000000001","0"
"2019","1 points","18","All","Male","All","Main scheme application","1795","1465","0.8170000000000001","0"
"2020","1 points","18","All","Male","All","Main scheme application","1920","1605","0.837","0"
"2021","1 points","18","All","Male","All","Main scheme application","2360","1935","0.8190000000000001","0"
"2022","1 points","18","All","Male","All","Main scheme application","2235","1725","0.773","0"
"2023","1 points","18","All","Male","All","Main scheme application","2160","1685","0.779","0"
"2010","2 points","18","All","Male","All","Main scheme application","930","755","0.811","0"
"2011","2 points","18","All","Male","All","Main scheme application","925","765","0.8250000000000001","0"
"2012","2 points","18","All","Male","All","Main scheme application","975","790","0.8130000000000001","0"
"2013","2 points","18","All","Male","All","Main scheme application","1040","870","0.834","0"
"2014","2 points","18","All","Male","All","Main scheme application","1195","1010","0.844","0"
"2015","2 points","18","All","Male","All","Main scheme application","1205","1010","0.84","0"
"2016","2 points","18","All","Male","All","Main scheme application","1205","1010","0.839","0"
"2017","2 points","18","All","Male","All","Main scheme application","1100","920","0.836","0"
"2018","2 points","18","All","Male","All","Main scheme application","935","755","0.808","0"
"2019","2 points","18","All","Male","All","Main scheme application","760","625","0.8240000000000001","0"
"2020","2 points","18","All","Male","All","Main scheme application","930","750","0.803","0"
"2021","2 points","18","All","Male","All","Main scheme application","1215","955","0.786","0"
"2022","2 points","18","All","Male","All","Main scheme application","1145","900","0.788","0"
"2023","2 points","18","All","Male","All","Main scheme application","1030","805","0.783","0"
"2010","3 points","18","All","Male","All","Main scheme application","305","230","0.762","0"
"2011","3 points","18","All","Male","All","Main scheme application","255","215","0.844","0"
"2012","3 points","18","All","Male","All","Main scheme application","1035","865","0.839","0"
"2013","3 points","18","All","Male","All","Main scheme application","930","760","0.8190000000000001","0"
"2014","3 points","18","All","Male","All","Main scheme application","870","745","0.854","0"
"2015","3 points","18","All","Male","All","Main scheme application","770","640","0.8320000000000001","0"
"2016","3 points","18","All","Male","All","Main scheme application","675","555","0.8180000000000001","0"
"2017","3 points","18","All","Male","All","Main scheme application","640","540","0.845","0"
"2018","3 points","18","All","Male","All","Main scheme application","420","345","0.8190000000000001","0"
"2019","3 points","18","All","Male","All","Main scheme application","325","270","0.833","0"
"2020","3 points","18","All","Male","All","Main scheme application","415","345","0.8270000000000001","0"
"2021","3 points","18","All","Male","All","Main scheme application","510","410","0.809","0"
"2022","3 points","18","All","Male","All","Main scheme application","420","325","0.773","0"
"2023","3 points","18","All","Male","All","Main scheme application","355","275","0.765","0"
"2010","More than 3 points","18","All","Male","All","Main scheme application","75","50","0.632","0"
"2011","More than 3 points","18","All","Male","All","Main scheme application","55","45","0.796","0"
"2012","More than 3 points","18","All","Male","All","Main scheme application","255","205","0.802","0"
"2013","More than 3 points","18","All","Male","All","Main scheme application","330","270","0.8130000000000001","0"
"2014","More than 3 points","18","All","Male","All","Main scheme application","295","245","0.8300000000000001","0"
"2015","More than 3 points","18","All","Male","All","Main scheme application","260","210","0.8","0"
"2016","More than 3 points","18","All","Male","All","Main scheme application","185","155","0.849","0"
"2017","More than 3 points","18","All","Male","All","Main scheme application","175","145","0.8140000000000001","0"
"2018","More than 3 points","18","All","Male","All","Main scheme application","125","105","0.841","0"
"2019","More than 3 points","18","All","Male","All","Main scheme application","85","70","0.81","0"
"2020","More than 3 points","18","All","Male","All","Main scheme application","125","100","0.8210000000000001","0"
"2021","More than 3 points","18","All","Male","All","Main scheme application","155","120","0.773","0"
"2022","More than 3 points","18","All","Male","All","Main scheme application","120","90","0.739","0"
"2023","More than 3 points","18","All","Male","All","Main scheme application","90","70","0.795","0"
"2010","-1 points","18","All","Male","All","Main scheme application","1235","805","0.651","0"
"2011","-1 points","18","All","Male","All","Main scheme application","1270","800","0.631","0"
"2012","-1 points","18","All","Male","All","Main scheme application","1245","850","0.682","0"
"2013","-1 points","18","All","Male","All","Main scheme application","1395","1005","0.721","0"
"2014","-1 points","18","All","Male","All","Main scheme application","1735","1315","0.758","0"
"2015","-1 points","18","All","Male","All","Main scheme application","2015","1510","0.749","0"
"2016","-1 points","18","All","Male","All","Main scheme application","2075","1560","0.75","0"
"2017","-1 points","18","All","Male","All","Main scheme application","1770","1340","0.758","0"
"2018","-1 points","18","All","Male","All","Main scheme application","1770","1420","0.802","0"
"2019","-1 points","18","All","Male","All","Main scheme application","1800","1360","0.755","0"
"2020","-1 points","18","All","Male","All","Main scheme application","1790","1405","0.786","0"
"2021","-1 points","18","All","Male","All","Main scheme application","1885","1410","0.747","0"
"2022","-1 points","18","All","Male","All","Main scheme application","2190","1570","0.717","0"
"2023","-1 points","18","All","Male","All","Main scheme application","2140","1520","0.711","0"
"2010","-2 points","18","All","Male","All","Main scheme application","555","305","0.549","0"
