"Year","Age group","Individual age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2006","35 and over","46","Scotland","All","155","100","0.639"
"2007","35 and over","46","Scotland","All","130","70","0.546"
"2008","35 and over","46","Scotland","All","105","70","0.657"
"2009","35 and over","46","Scotland","All","140","85","0.607"
"2010","35 and over","46","Scotland","All","250","140","0.552"
"2011","35 and over","46","Scotland","All","205","90","0.434"
"2012","35 and over","46","Scotland","All","205","95","0.454"
"2013","35 and over","46","Scotland","All","195","100","0.503"
"2014","35 and over","46","Scotland","All","230","95","0.422"
"2015","35 and over","46","Scotland","All","310","115","0.377"
"2016","35 and over","46","Scotland","All","380","110","0.289"
"2017","35 and over","46","Scotland","All","340","135","0.4"
"2018","35 and over","46","Scotland","All","370","165","0.449"
"2019","35 and over","46","Scotland","All","370","150","0.41100000000000003"
"2020","35 and over","46","Scotland","All","470","190","0.404"
"2021","35 and over","46","Scotland","All","485","175","0.365"
"2022","35 and over","46","Scotland","All","385","165","0.423"
"2023","35 and over","46","Scotland","All","295","135","0.458"
"2006","35 and over","47","Scotland","All","105","60","0.59"
"2007","35 and over","47","Scotland","All","120","70","0.583"
"2008","35 and over","47","Scotland","All","110","75","0.664"
"2009","35 and over","47","Scotland","All","85","50","0.612"
"2010","35 and over","47","Scotland","All","190","95","0.5"
"2011","35 and over","47","Scotland","All","195","90","0.47200000000000003"
"2012","35 and over","47","Scotland","All","195","90","0.462"
"2013","35 and over","47","Scotland","All","195","80","0.4"
"2014","35 and over","47","Scotland","All","195","75","0.385"
"2015","35 and over","47","Scotland","All","320","130","0.40900000000000003"
"2016","35 and over","47","Scotland","All","265","100","0.385"
"2017","35 and over","47","Scotland","All","340","125","0.365"
"2018","35 and over","47","Scotland","All","335","135","0.406"
"2019","35 and over","47","Scotland","All","435","180","0.41600000000000004"
"2020","35 and over","47","Scotland","All","350","125","0.36"
"2021","35 and over","47","Scotland","All","375","135","0.36"
"2022","35 and over","47","Scotland","All","305","130","0.42"
"2023","35 and over","47","Scotland","All","280","150","0.532"
"2006","35 and over","48","Scotland","All","70","40","0.586"
"2007","35 and over","48","Scotland","All","70","50","0.714"
"2008","35 and over","48","Scotland","All","75","50","0.64"
"2009","35 and over","48","Scotland","All","90","45","0.522"
"2010","35 and over","48","Scotland","All","160","75","0.456"
"2011","35 and over","48","Scotland","All","140","55","0.40700000000000003"
"2012","35 and over","48","Scotland","All","145","85","0.6"
"2013","35 and over","48","Scotland","All","185","85","0.459"
"2014","35 and over","48","Scotland","All","165","85","0.509"
"2015","35 and over","48","Scotland","All","230","75","0.322"
"2016","35 and over","48","Scotland","All","280","100","0.354"
"2017","35 and over","48","Scotland","All","275","105","0.375"
"2018","35 and over","48","Scotland","All","335","135","0.4"
"2019","35 and over","48","Scotland","All","320","140","0.441"
"2020","35 and over","48","Scotland","All","345","145","0.42"
"2021","35 and over","48","Scotland","All","395","160","0.405"
"2022","35 and over","48","Scotland","All","275","110","0.4"
"2023","35 and over","48","Scotland","All","215","115","0.526"
"2006","35 and over","49","Scotland","All","75","55","0.707"
"2007","35 and over","49","Scotland","All","85","45","0.553"
"2008","35 and over","49","Scotland","All","55","35","0.636"
"2009","35 and over","49","Scotland","All","75","45","0.6"
"2010","35 and over","49","Scotland","All","145","70","0.49"
"2011","35 and over","49","Scotland","All","135","55","0.422"
"2012","35 and over","49","Scotland","All","115","65","0.548"
"2013","35 and over","49","Scotland","All","145","60","0.428"
"2014","35 and over","49","Scotland","All","175","65","0.36"
"2015","35 and over","49","Scotland","All","260","105","0.40800000000000003"
"2016","35 and over","49","Scotland","All","240","95","0.392"
"2017","35 and over","49","Scotland","All","270","100","0.374"
"2018","35 and over","49","Scotland","All","225","105","0.47100000000000003"
"2019","35 and over","49","Scotland","All","260","90","0.338"
"2020","35 and over","49","Scotland","All","280","120","0.436"
"2021","35 and over","49","Scotland","All","300","100","0.333"
"2022","35 and over","49","Scotland","All","245","110","0.457"
"2023","35 and over","49","Scotland","All","240","115","0.483"
"2006","35 and over","50","Scotland","All","50","35","0.68"
"2007","35 and over","50","Scotland","All","60","50","0.8"
"2008","35 and over","50","Scotland","All","75","50","0.64"
"2009","35 and over","50","Scotland","All","80","55","0.6880000000000001"
"2010","35 and over","50","Scotland","All","105","55","0.514"
"2011","35 and over","50","Scotland","All","95","50","0.516"
"2012","35 and over","50","Scotland","All","125","35","0.296"
"2013","35 and over","50","Scotland","All","90","50","0.5670000000000001"
"2014","35 and over","50","Scotland","All","115","35","0.322"
"2015","35 and over","50","Scotland","All","205","80","0.38"
"2016","35 and over","50","Scotland","All","205","75","0.356"
"2017","35 and over","50","Scotland","All","180","65","0.367"
"2018","35 and over","50","Scotland","All","240","95","0.392"
"2019","35 and over","50","Scotland","All","185","80","0.427"
"2020","35 and over","50","Scotland","All","270","100","0.378"
"2021","35 and over","50","Scotland","All","255","90","0.34500000000000003"
"2022","35 and over","50","Scotland","All","190","85","0.453"
"2023","35 and over","50","Scotland","All","170","80","0.47100000000000003"
"2006","35 and over","51","Scotland","All","50","25","0.54"
"2007","35 and over","51","Scotland","All","40","35","0.85"
"2008","35 and over","51","Scotland","All","30","20","0.6"
"2009","35 and over","51","Scotland","All","60","45","0.717"
"2010","35 and over","51","Scotland","All","80","40","0.47500000000000003"
"2011","35 and over","51","Scotland","All","70","25","0.371"
"2012","35 and over","51","Scotland","All","100","40","0.39"
"2013","35 and over","51","Scotland","All","100","45","0.45"
"2014","35 and over","51","Scotland","All","85","60","0.682"
"2015","35 and over","51","Scotland","All","115","45","0.391"
"2016","35 and over","51","Scotland","All","145","50","0.34500000000000003"
"2017","35 and over","51","Scotland","All","140","75","0.529"
"2018","35 and over","51","Scotland","All","180","60","0.34400000000000003"
"2019","35 and over","51","Scotland","All","205","70","0.35100000000000003"
"2020","35 and over","51","Scotland","All","195","95","0.497"
"2021","35 and over","51","Scotland","All","280","110","0.389"
"2022","35 and over","51","Scotland","All","195","75","0.385"
"2023","35 and over","51","Scotland","All","120","60","0.508"
"2006","35 and over","52","Scotland","All","45","35","0.778"
"2007","35 and over","52","Scotland","All","40","20","0.55"
"2008","35 and over","52","Scotland","All","30","25","0.833"
"2009","35 and over","52","Scotland","All","30","20","0.6"
"2010","35 and over","52","Scotland","All","75","30","0.4"
"2011","35 and over","52","Scotland","All","45","20","0.422"
"2012","35 and over","52","Scotland","All","60","25","0.4"
"2013","35 and over","52","Scotland","All","40","25","0.675"
"2014","35 and over","52","Scotland","All","95","35","0.379"
"2015","35 and over","52","Scotland","All","115","35","0.28700000000000003"
"2016","35 and over","52","Scotland","All","135","60","0.43"
"2017","35 and over","52","Scotland","All","135","55","0.393"
"2018","35 and over","52","Scotland","All","195","65","0.323"
"2019","35 and over","52","Scotland","All","170","70","0.418"
"2020","35 and over","52","Scotland","All","225","100","0.449"
"2021","35 and over","52","Scotland","All","185","75","0.395"
"2022","35 and over","52","Scotland","All","195","85","0.441"
"2023","35 and over","52","Scotland","All","140","55","0.40700000000000003"
"2006","35 and over","53","Scotland","All","35","20","0.629"
"2007","35 and over","53","Scotland","All","40","25","0.5750000000000001"
"2008","35 and over","53","Scotland","All","30","20","0.733"
"2009","35 and over","53","Scotland","All","25","15","0.6"
"2010","35 and over","53","Scotland","All","50","30","0.6"
"2011","35 and over","53","Scotland","All","55","20","0.364"
"2012","35 and over","53","Scotland","All","65","30","0.446"
"2013","35 and over","53","Scotland","All","50","25","0.46"
"2014","35 and over","53","Scotland","All","70","30","0.457"
"2015","35 and over","53","Scotland","All","95","30","0.337"
"2016","35 and over","53","Scotland","All","105","30","0.295"
"2017","35 and over","53","Scotland","All","105","55","0.533"
"2018","35 and over","53","Scotland","All","150","55","0.373"
"2019","35 and over","53","Scotland","All","145","55","0.372"
"2020","35 and over","53","Scotland","All","160","55","0.356"
"2021","35 and over","53","Scotland","All","165","65","0.394"
"2022","35 and over","53","Scotland","All","100","40","0.42"
"2023","35 and over","53","Scotland","All","175","85","0.47400000000000003"
"2006","35 and over","54","Scotland","All","20","15","0.85"
"2007","35 and over","54","Scotland","All","10","5"," "
"2008","35 and over","54","Scotland","All","10","5"," "
"2009","35 and over","54","Scotland","All","30","30","0.933"
"2010","35 and over","54","Scotland","All","40","20","0.47500000000000003"
"2011","35 and over","54","Scotland","All","40","20","0.47500000000000003"
"2012","35 and over","54","Scotland","All","40","10","0.25"
"2013","35 and over","54","Scotland","All","65","30","0.492"
"2014","35 and over","54","Scotland","All","50","25","0.46"
"2015","35 and over","54","Scotland","All","65","25","0.41500000000000004"
"2016","35 and over","54","Scotland","All","65","20","0.277"
"2017","35 and over","54","Scotland","All","90","20","0.211"
"2018","35 and over","54","Scotland","All","120","50","0.417"
"2019","35 and over","54","Scotland","All","130","35","0.269"
"2020","35 and over","54","Scotland","All","140","65","0.464"
"2021","35 and over","54","Scotland","All","150","55","0.353"
"2022","35 and over","54","Scotland","All","85","40","0.482"
"2023","35 and over","54","Scotland","All","75","50","0.64"
"2006","35 and over","55","Scotland","All","10","5"," "
"2007","35 and over","55","Scotland","All","10","10"," "
"2008","35 and over","55","Scotland","All","25","20","0.76"
"2009","35 and over","55","Scotland","All","20","5"," "
"2010","35 and over","55","Scotland","All","45","30","0.667"
"2011","35 and over","55","Scotland","All","35","15","0.429"
"2012","35 and over","55","Scotland","All","30","15","0.533"
"2013","35 and over","55","Scotland","All","25","10","0.44"
"2014","35 and over","55","Scotland","All","30","10","0.4"
"2015","35 and over","55","Scotland","All","50","25","0.46"
"2016","35 and over","55","Scotland","All","45","15","0.333"
"2017","35 and over","55","Scotland","All","100","30","0.31"
"2018","35 and over","55","Scotland","All","115","45","0.40900000000000003"
"2019","35 and over","55","Scotland","All","115","45","0.4"
"2020","35 and over","55","Scotland","All","125","55","0.44"
"2021","35 and over","55","Scotland","All","115","50","0.426"
"2022","35 and over","55","Scotland","All","110","50","0.464"
"2023","35 and over","55","Scotland","All","85","45","0.506"
"2006","35 and over","56","Scotland","All","15","15","0.867"
"2007","35 and over","56","Scotland","All","20","10","0.5"
"2008","35 and over","56","Scotland","All","5","0"," "
"2009","35 and over","56","Scotland","All","10","10"," "
"2010","35 and over","56","Scotland","All","20","10","0.55"
"2011","35 and over","56","Scotland","All","20","10"," "
"2012","35 and over","56","Scotland","All","20","5"," "
"2013","35 and over","56","Scotland","All","15","10","0.667"
"2014","35 and over","56","Scotland","All","25","15","0.52"
"2015","35 and over","56","Scotland","All","55","20","0.34500000000000003"
"2016","35 and over","56","Scotland","All","50","15","0.3"
"2017","35 and over","56","Scotland","All","55","25","0.491"
"2018","35 and over","56","Scotland","All","80","30","0.363"
"2019","35 and over","56","Scotland","All","65","30","0.492"
"2020","35 and over","56","Scotland","All","70","30","0.41400000000000003"
"2021","35 and over","56","Scotland","All","85","30","0.365"
"2022","35 and over","56","Scotland","All","65","30","0.492"
"2023","35 and over","56","Scotland","All","60","20","0.333"
"2006","35 and over","57","Scotland","All","5","5"," "
"2007","35 and over","57","Scotland","All","15","5"," "
"2008","35 and over","57","Scotland","All","15","10","0.8"
"2009","35 and over","57","Scotland","All","15","10","0.667"
"2010","35 and over","57","Scotland","All","15","10"," "
"2011","35 and over","57","Scotland","All","15","5"," "
"2012","35 and over","57","Scotland","All","30","10","0.333"
"2013","35 and over","57","Scotland","All","15","5"," "
"2014","35 and over","57","Scotland","All","25","10","0.4"
"2015","35 and over","57","Scotland","All","20","5"," "
"2016","35 and over","57","Scotland","All","35","10","0.343"
"2017","35 and over","57","Scotland","All","40","20","0.47500000000000003"
"2018","35 and over","57","Scotland","All","40","15","0.35000000000000003"
"2019","35 and over","57","Scotland","All","65","30","0.431"
"2020","35 and over","57","Scotland","All","50","25","0.54"
"2021","35 and over","57","Scotland","All","95","40","0.432"
"2022","35 and over","57","Scotland","All","45","20","0.467"
"2023","35 and over","57","Scotland","All","60","35","0.5670000000000001"
"2006","35 and over","58","Scotland","All","10","5"," "
"2007","35 and over","58","Scotland","All","15","10"," "
"2008","35 and over","58","Scotland","All","10","5"," "
"2009","35 and over","58","Scotland","All","15","10"," "
"2010","35 and over","58","Scotland","All","10","5"," "
