"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2013","Female","30 - 34","All","37535","11640","0.31"
"2014","Female","30 - 34","All","39200","12795","0.326"
"2015","Female","30 - 34","All","38550","13380","0.34700000000000003"
"2016","Female","30 - 34","All","39005","13350","0.342"
"2017","Female","30 - 34","All","32715","13145","0.402"
"2018","Female","30 - 34","All","29660","13200","0.445"
"2019","Female","30 - 34","All","29105","13725","0.47200000000000003"
"2020","Female","30 - 34","All","32420","15685","0.484"
"2021","Female","30 - 34","All","39310","17535","0.446"
"2022","Female","30 - 34","All","36335","15315","0.422"
"2023","Female","30 - 34","All","28765","12290","0.427"
"2006","Male","30 - 34","All","14490","6505","0.449"
"2007","Male","30 - 34","All","14205","6590","0.464"
"2008","Male","30 - 34","All","13425","6150","0.458"
"2009","Male","30 - 34","All","16430","7075","0.431"
"2010","Male","30 - 34","All","20690","7875","0.381"
"2011","Male","30 - 34","All","22375","7885","0.352"
"2012","Male","30 - 34","All","19355","6905","0.357"
"2013","Male","30 - 34","All","18145","7025","0.387"
"2014","Male","30 - 34","All","18810","7375","0.392"
"2015","Male","30 - 34","All","18030","7250","0.402"
"2016","Male","30 - 34","All","17490","6885","0.394"
"2017","Male","30 - 34","All","14255","6280","0.44"
"2018","Male","30 - 34","All","13515","6380","0.47200000000000003"
"2019","Male","30 - 34","All","12485","6115","0.49"
"2020","Male","30 - 34","All","13605","6750","0.496"
"2021","Male","30 - 34","All","15135","7030","0.464"
"2022","Male","30 - 34","All","14860","6425","0.432"
"2023","Male","30 - 34","All","13710","6055","0.442"
"2006","Female","35 and over","All","29730","14655","0.493"
"2007","Female","35 and over","All","30680","15015","0.489"
"2008","Female","35 and over","All","35675","17200","0.482"
"2009","Female","35 and over","All","41860","18650","0.445"
"2010","Female","35 and over","All","57025","19600","0.34400000000000003"
"2011","Female","35 and over","All","60855","18380","0.302"
"2012","Female","35 and over","All","55175","16270","0.295"
"2013","Female","35 and over","All","52865","16480","0.312"
"2014","Female","35 and over","All","58085","18900","0.325"
"2015","Female","35 and over","All","57625","19205","0.333"
"2016","Female","35 and over","All","62055","20720","0.334"
"2017","Female","35 and over","All","52480","20400","0.389"
"2018","Female","35 and over","All","48460","21640","0.447"
"2019","Female","35 and over","All","49375","22500","0.456"
"2020","Female","35 and over","All","57160","26830","0.46900000000000003"
"2021","Female","35 and over","All","66060","28490","0.431"
"2022","Female","35 and over","All","62280","25795","0.41400000000000003"
"2023","Female","35 and over","All","56265","24485","0.435"
"2006","Male","35 and over","All","15580","7175","0.461"
"2007","Male","35 and over","All","15430","7180","0.465"
"2008","Male","35 and over","All","16365","7565","0.462"
"2009","Male","35 and over","All","21110","8720","0.41300000000000003"
"2010","Male","35 and over","All","27685","9395","0.339"
"2011","Male","35 and over","All","29025","9130","0.315"
"2012","Male","35 and over","All","26860","8625","0.321"
"2013","Male","35 and over","All","25180","8735","0.34700000000000003"
"2014","Male","35 and over","All","27095","9300","0.343"
"2015","Male","35 and over","All","28025","9700","0.34600000000000003"
"2016","Male","35 and over","All","27620","9500","0.34400000000000003"
"2017","Male","35 and over","All","22290","8375","0.376"
"2018","Male","35 and over","All","20495","8920","0.435"
"2019","Male","35 and over","All","20065","9045","0.451"
"2020","Male","35 and over","All","23390","10615","0.454"
"2021","Male","35 and over","All","24455","9970","0.40800000000000003"
"2022","Male","35 and over","All","24655","9620","0.39"
"2023","Male","35 and over","All","24330","9835","0.404"
"2006","All","17 and under","All","36585","23180","0.634"
"2007","All","17 and under","All","39415","25235","0.64"
"2008","All","17 and under","All","33630","21325","0.634"
"2009","All","17 and under","All","35790","22370","0.625"
"2010","All","17 and under","All","37995","22300","0.587"
"2011","All","17 and under","All","39490","22950","0.581"
"2012","All","17 and under","All","41175","24855","0.604"
"2013","All","17 and under","All","44625","27590","0.618"
"2014","All","17 and under","All","49625","31085","0.626"
"2015","All","17 and under","All","51225","33170","0.647"
"2016","All","17 and under","All","53695","34640","0.645"
"2017","All","17 and under","All","56475","37195","0.659"
"2018","All","17 and under","All","62545","41440","0.663"
"2019","All","17 and under","All","61990","40885","0.66"
"2020","All","17 and under","All","69285","46480","0.671"
"2021","All","17 and under","All","69625","43095","0.619"
"2022","All","17 and under","All","77170","43490","0.5640000000000001"
"2023","All","17 and under","All","74755","42115","0.5630000000000001"
"2006","All","18","All","1309130","958470","0.732"
"2007","All","18","All","1333830","972700","0.729"
"2008","All","18","All","1194645","886665","0.742"
"2009","All","18","All","1265330","925070","0.731"
"2010","All","18","All","1367455","948800","0.6940000000000001"
"2011","All","18","All","1394120","939700","0.674"
"2012","All","18","All","1350445","949195","0.7030000000000001"
"2013","All","18","All","1370955","1008130","0.735"
"2014","All","18","All","1419070","1061415","0.748"
"2015","All","18","All","1483810","1120365","0.755"
"2016","All","18","All","1501260","1141680","0.76"
"2017","All","18","All","1505670","1163270","0.773"
"2018","All","18","All","1498845","1164610","0.777"
"2019","All","18","All","1527240","1188675","0.778"
"2020","All","18","All","1572825","1230210","0.782"
"2021","All","18","All","1734390","1319900","0.761"
"2022","All","18","All","1835665","1318655","0.718"
"2023","All","18","All","1812630","1336685","0.737"
"2006","All","19","All","370705","235165","0.634"
"2007","All","19","All","450980","286960","0.636"
"2008","All","19","All","425265","273880","0.644"
"2009","All","19","All","468190","295060","0.63"
"2010","All","19","All","554255","323865","0.584"
"2011","All","19","All","605585","348265","0.5750000000000001"
"2012","All","19","All","520245","313835","0.603"
"2013","All","19","All","566560","362410","0.64"
"2014","All","19","All","586570","382175","0.652"
"2015","All","19","All","596550","397180","0.666"
"2016","All","19","All","600610","403850","0.672"
"2017","All","19","All","565660","388560","0.687"
"2018","All","19","All","540995","374415","0.6920000000000001"
"2019","All","19","All","535935","372905","0.6960000000000001"
"2020","All","19","All","518490","361145","0.6970000000000001"
"2021","All","19","All","488850","326725","0.668"
"2022","All","19","All","500945","312650","0.624"
"2023","All","19","All","502580","316900","0.631"
"2006","All","20","All","144215","85230","0.591"
"2007","All","20","All","158905","93340","0.587"
"2008","All","20","All","163530","96310","0.589"
"2009","All","20","All","178935","101930","0.5700000000000001"
"2010","All","20","All","211430","107785","0.51"
"2011","All","20","All","226530","111225","0.491"
"2012","All","20","All","202665","104070","0.513"
"2013","All","20","All","206595","113995","0.552"
"2014","All","20","All","221935","125000","0.5630000000000001"
"2015","All","20","All","215030","122090","0.5680000000000001"
"2016","All","20","All","208875","120480","0.577"
"2017","All","20","All","199465","119545","0.599"
"2018","All","20","All","187405","114335","0.61"
"2019","All","20","All","182295","113195","0.621"
"2020","All","20","All","184490","116770","0.633"
"2021","All","20","All","176380","108105","0.613"
"2022","All","20","All","175330","100565","0.5740000000000001"
"2023","All","20","All","173665","100620","0.579"
"2006","All","21 - 24","All","197895","101410","0.512"
"2007","All","21 - 24","All","213535","108320","0.507"
"2008","All","21 - 24","All","210360","107480","0.511"
"2009","All","21 - 24","All","240660","116420","0.484"
"2010","All","21 - 24","All","290005","121250","0.418"
"2011","All","21 - 24","All","306285","122895","0.401"
"2012","All","21 - 24","All","274250","112160","0.40900000000000003"
"2013","All","21 - 24","All","279745","122570","0.438"
"2014","All","21 - 24","All","289105","128300","0.444"
"2015","All","21 - 24","All","285755","130025","0.455"
"2016","All","21 - 24","All","274345","125765","0.458"
"2017","All","21 - 24","All","246085","121330","0.493"
"2018","All","21 - 24","All","234905","119705","0.51"
"2019","All","21 - 24","All","224835","117845","0.524"
"2020","All","21 - 24","All","226275","122135","0.54"
"2021","All","21 - 24","All","237205","119865","0.505"
"2022","All","21 - 24","All","228910","108280","0.47300000000000003"
"2023","All","21 - 24","All","212695","101770","0.47800000000000004"
"2006","All","25 - 29","All","76330","34400","0.451"
"2007","All","25 - 29","All","78045","35940","0.46"
"2008","All","25 - 29","All","80100","36930","0.461"
"2009","All","25 - 29","All","91280","39600","0.434"
"2010","All","25 - 29","All","116955","42185","0.361"
"2011","All","25 - 29","All","121700","40650","0.334"
"2012","All","25 - 29","All","108025","36655","0.339"
"2013","All","25 - 29","All","109670","39285","0.358"
"2014","All","25 - 29","All","115045","42725","0.371"
"2015","All","25 - 29","All","116500","44565","0.383"
"2016","All","25 - 29","All","114755","43750","0.381"
"2017","All","25 - 29","All","98310","41695","0.424"
"2018","All","25 - 29","All","89850","41250","0.459"
"2019","All","25 - 29","All","86840","40825","0.47000000000000003"
"2020","All","25 - 29","All","90780","44635","0.492"
"2021","All","25 - 29","All","104085","46480","0.447"
"2022","All","25 - 29","All","92325","39800","0.431"
"2023","All","25 - 29","All","77625","33360","0.43"
"2006","All","30 - 34","All","35260","15795","0.448"
"2007","All","30 - 34","All","34240","15270","0.446"
"2008","All","30 - 34","All","36065","16180","0.449"
"2009","All","30 - 34","All","44265","18510","0.418"
"2010","All","30 - 34","All","57695","19875","0.34400000000000003"
"2011","All","30 - 34","All","63430","19770","0.312"
"2012","All","30 - 34","All","57410","17825","0.311"
"2013","All","30 - 34","All","55680","18670","0.335"
"2014","All","30 - 34","All","58010","20170","0.34800000000000003"
"2015","All","30 - 34","All","56580","20630","0.365"
"2016","All","30 - 34","All","56490","20235","0.358"
"2017","All","30 - 34","All","46970","19425","0.41400000000000003"
"2018","All","30 - 34","All","43175","19580","0.454"
"2019","All","30 - 34","All","41590","19845","0.47700000000000004"
"2020","All","30 - 34","All","46025","22440","0.488"
"2021","All","30 - 34","All","54440","24560","0.451"
"2022","All","30 - 34","All","51200","21740","0.425"
"2023","All","30 - 34","All","42475","18340","0.432"
"2006","All","35 and over","All","45310","21830","0.482"
"2007","All","35 and over","All","46115","22195","0.481"
"2008","All","35 and over","All","52040","24760","0.47600000000000003"
"2009","All","35 and over","All","62970","27370","0.435"
"2010","All","35 and over","All","84710","28990","0.342"
"2011","All","35 and over","All","89875","27510","0.306"
"2012","All","35 and over","All","82035","24895","0.303"
"2013","All","35 and over","All","78040","25215","0.323"
"2014","All","35 and over","All","85180","28200","0.331"
"2015","All","35 and over","All","85645","28905","0.337"
"2016","All","35 and over","All","89670","30220","0.337"
"2017","All","35 and over","All","74770","28780","0.385"
"2018","All","35 and over","All","68955","30555","0.443"
"2019","All","35 and over","All","69440","31540","0.454"
"2020","All","35 and over","All","80550","37445","0.465"
"2021","All","35 and over","All","90515","38455","0.425"
"2022","All","35 and over","All","86935","35415","0.40700000000000003"
"2023","All","35 and over","All","80595","34320","0.426"
"2006","Female","All","All","1205680","772430","0.641"
"2007","Female","All","All","1287075","820905","0.638"
"2008","Female","All","All","1216855","780550","0.641"
"2009","Female","All","All","1311600","818555","0.624"
"2010","Female","All","All","1508105","849245","0.5630000000000001"
"2011","Female","All","All","1583135","858560","0.542"
"2012","Female","All","All","1480345","840370","0.5680000000000001"
"2013","Female","All","All","1522465","909785","0.598"
"2014","Female","All","All","1596185","972755","0.609"
"2015","Female","All","All","1642870","1027515","0.625"
"2016","Female","All","All","1654205","1048305","0.634"
