"Year","Subject group HECoS","Detailed subject group HECoS","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","35 and over","All","Male","975","710","0.728"
"2019","(CAH17) business and management","(CAH17-01-02) business studies","35 and over","All","Male","370","245","0.657"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","35 and over","All","Male","550","380","0.6950000000000001"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","35 and over","All","Male","380","240","0.628"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","35 and over","All","Male","355","200","0.5670000000000001"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","35 and over","All","Male","1605","665","0.41500000000000004"
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","35 and over","All","Male","175","130","0.733"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","35 and over","All","Male","150","110","0.75"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","35 and over","All","Male","170","105","0.621"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","35 and over","All","Male","150","85","0.5700000000000001"
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","35 and over","All","Male","145","65","0.445"
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","35 and over","All","Male","40","20","0.555"
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","35 and over","All","Male","45","25","0.606"
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","35 and over","All","Male","35","20","0.538"
"2022","(CAH17) business and management","(CAH17-01-05) human resource management","35 and over","All","Male","45","25","0.5720000000000001"
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","35 and over","All","Male","45","15","0.35000000000000003"
"2019","(CAH17) business and management","(CAH17-01-04) management studies","35 and over","All","Male","175","85","0.489"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","35 and over","All","Male","220","115","0.516"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","35 and over","All","Male","195","100","0.511"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","35 and over","All","Male","175","80","0.451"
"2023","(CAH17) business and management","(CAH17-01-04) management studies","35 and over","All","Male","185","80","0.42"
"2019","(CAH17) business and management","(CAH17-01-08) accounting","35 and over","All","Male","285","160","0.558"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","35 and over","All","Male","280","155","0.559"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","35 and over","All","Male","205","115","0.5670000000000001"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","35 and over","All","Male","190","100","0.534"
"2023","(CAH17) business and management","(CAH17-01-08) accounting","35 and over","All","Male","225","115","0.512"
"2019","(CAH17) business and management","(CAH17-01-07) finance","35 and over","All","Male","115","60","0.502"
"2020","(CAH17) business and management","(CAH17-01-07) finance","35 and over","All","Male","125","70","0.54"
"2021","(CAH17) business and management","(CAH17-01-07) finance","35 and over","All","Male","95","45","0.492"
"2022","(CAH17) business and management","(CAH17-01-07) finance","35 and over","All","Male","100","45","0.47400000000000003"
"2023","(CAH17) business and management","(CAH17-01-07) finance","35 and over","All","Male","125","55","0.423"
"2019","(CAH15) social sciences","(CAH15-03-01) politics","35 and over","All","Male","220","120","0.554"
"2020","(CAH15) social sciences","(CAH15-03-01) politics","35 and over","All","Male","200","105","0.523"
"2021","(CAH15) social sciences","(CAH15-03-01) politics","35 and over","All","Male","190","105","0.542"
"2022","(CAH15) social sciences","(CAH15-03-01) politics","35 and over","All","Male","155","80","0.515"
"2023","(CAH15) social sciences","(CAH15-03-01) politics","35 and over","All","Male","150","55","0.37"
"2019","(CAH15) social sciences","(CAH15-01-04) anthropology","35 and over","All","Male","20","5"," "
"2020","(CAH15) social sciences","(CAH15-01-04) anthropology","35 and over","All","Male","30","15","0.47200000000000003"
"2021","(CAH15) social sciences","(CAH15-01-04) anthropology","35 and over","All","Male","20","10","0.615"
"2022","(CAH15) social sciences","(CAH15-01-04) anthropology","35 and over","All","Male","15","10","0.687"
"2023","(CAH15) social sciences","(CAH15-01-04) anthropology","35 and over","All","Male","25","10","0.403"
"2019","(CAH15) social sciences","(CAH15-02-01) economics","35 and over","All","Male","95","40","0.403"
"2020","(CAH15) social sciences","(CAH15-02-01) economics","35 and over","All","Male","100","50","0.504"
"2021","(CAH15) social sciences","(CAH15-02-01) economics","35 and over","All","Male","75","25","0.34600000000000003"
"2022","(CAH15) social sciences","(CAH15-02-01) economics","35 and over","All","Male","70","25","0.34"
"2023","(CAH15) social sciences","(CAH15-02-01) economics","35 and over","All","Male","100","35","0.364"
"2019","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","35 and over","All","Male","45","25","0.522"
"2020","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","35 and over","All","Male","35","20","0.629"
"2021","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","35 and over","All","Male","50","35","0.675"
"2022","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","35 and over","All","Male","40","30","0.756"
"2023","(CAH15) social sciences","(CAH15-04-02) childhood and youth studies","35 and over","All","Male","35","25","0.762"
"2019","(CAH15) social sciences","(CAH15-04-01) social work","35 and over","All","Male","1300","390","0.302"
"2020","(CAH15) social sciences","(CAH15-04-01) social work","35 and over","All","Male","1430","475","0.333"
"2021","(CAH15) social sciences","(CAH15-04-01) social work","35 and over","All","Male","1505","405","0.27"
"2022","(CAH15) social sciences","(CAH15-04-01) social work","35 and over","All","Male","1330","305","0.229"
"2023","(CAH15) social sciences","(CAH15-04-01) social work","35 and over","All","Male","1105","290","0.262"
"2019","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","35 and over","All","Male","70","45","0.622"
"2020","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","35 and over","All","Male","95","65","0.665"
"2021","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","35 and over","All","Male","100","80","0.788"
"2022","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","35 and over","All","Male","75","45","0.591"
"2023","(CAH15) social sciences","(CAH15-01-01) social sciences (non-specific)","35 and over","All","Male","65","50","0.777"
"2019","(CAH15) social sciences","(CAH15-04-03) health studies","35 and over","All","Male","385","325","0.84"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","35 and over","All","Male","370","320","0.863"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","35 and over","All","Male","495","425","0.855"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","35 and over","All","Male","410","345","0.846"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","35 and over","All","Male","395","325","0.8230000000000001"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","35 and over","All","Male","45","30","0.652"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","35 and over","All","Male","60","45","0.737"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","35 and over","All","Male","40","30","0.752"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","35 and over","All","Male","35","25","0.707"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","35 and over","All","Male","30","15","0.581"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","35 and over","All","Male","255","180","0.6970000000000001"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","35 and over","All","Male","265","180","0.678"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","35 and over","All","Male","250","185","0.746"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","35 and over","All","Male","245","150","0.613"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","35 and over","All","Male","185","120","0.652"
"2019","(CAH15) social sciences","(CAH15-01-05) development studies","35 and over","All","Male","15","10"," "
"2020","(CAH15) social sciences","(CAH15-01-05) development studies","35 and over","All","Male","10","5"," "
"2021","(CAH15) social sciences","(CAH15-01-05) development studies","35 and over","All","Male","5","5"," "
"2022","(CAH15) social sciences","(CAH15-01-05) development studies","35 and over","All","Male","5","5"," "
"2023","(CAH15) social sciences","(CAH15-01-05) development studies","35 and over","All","Male","5","5"," "
"2019","(CAH15) social sciences","(CAH15-01-06) cultural studies","35 and over","All","Male","10","10"," "
"2021","(CAH15) social sciences","(CAH15-01-06) cultural studies","35 and over","All","Male","10","10"," "
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","35 and over","All","Male","5","5"," "
"2023","(CAH15) social sciences","(CAH15-01-06) cultural studies","35 and over","All","Male","5","5"," "
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","35 and over","All","Male","245","175","0.711"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","35 and over","All","Male","275","190","0.683"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","35 and over","All","Male","235","155","0.66"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","35 and over","All","Male","275","205","0.752"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","35 and over","All","Male","235","165","0.705"
"2019","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","35 and over","All","Male","5","0"," "
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","35 and over","All","Male","10","5"," "
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","35 and over","All","Male","5","0"," "
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","35 and over","All","Male","5","5"," "
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","35 and over","All","Male","10","0"," "
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","35 and over","All","Male","15","5"," "
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","35 and over","All","Male","15","10","0.8230000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","35 and over","All","Male","15","10"," "
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","35 and over","All","Male","35","30","0.854"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","35 and over","All","Male","45","40","0.856"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","35 and over","All","Male","60","35","0.595"
