"Year","Age group","Individual age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","30","10","0.34500000000000003","0"
"2014","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","30","10","0.333","0"
"2015","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","40","15","0.317","0"
"2016","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","35","5"," ","0"
"2017","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","30","10","0.367","0"
"2018","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","25","10"," ","0"
"2019","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","20","10"," ","0"
"2020","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","25","10"," ","0"
"2021","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","20","10"," ","0"
"2022","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2023","30 - 34","32","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2006","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","30","10","0.367","0"
"2007","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","25","10"," ","0"
"2008","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","30","5"," ","0"
"2009","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","30","10","0.34500000000000003","0"
"2010","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","35","15","0.382","0"
"2011","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","40","15","0.333","0"
"2012","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","25","10","0.37","0"
"2013","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","35","10","0.333","0"
"2014","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","30","10"," ","0"
"2015","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","25","10"," ","0"
"2016","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2017","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","30","5"," ","0"
"2018","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","25","10"," ","0"
"2019","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","25","10","0.462","0"
"2020","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2021","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","15","0"," ","0"
"2022","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2023","30 - 34","33","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2006","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","30","15","0.536","0"
"2007","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2008","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","25","15","0.5650000000000001","0"
"2009","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2010","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","25","10","0.48","0"
"2011","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2012","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","25","10"," ","0"
"2013","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","30","10","0.333","0"
"2014","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","25","10"," ","0"
"2015","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","30","5"," ","0"
"2016","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2017","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2018","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","15","10"," ","0"
"2019","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","15","10"," ","0"
"2020","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","15","10"," ","0"
"2021","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2022","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","10","0"," ","0"
"2023","30 - 34","34","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2006","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2007","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2008","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2009","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2010","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","25","10","0.37","0"
"2011","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2012","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","25","10"," ","0"
"2013","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2014","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2015","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","30","10"," ","0"
"2016","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","25","5"," ","0"
"2017","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2018","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2019","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2020","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","10","0"," ","0"
"2021","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2022","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2023","35 and over","35","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2006","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2007","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2008","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","10","0"," ","0"
"2009","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2010","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","25","5"," ","0"
"2011","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","25","5"," ","0"
"2012","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2013","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2014","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","25","10","0.4","0"
"2015","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2016","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","20","10"," ","0"
"2017","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2018","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2019","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2020","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2021","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2022","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","5","0"," ","0"
"2023","35 and over","36","EU (excluding UK)","Female","All","Main scheme application","5","0"," ","0"
"2006","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2007","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2008","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2009","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2010","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","20","10"," ","0"
"2011","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2012","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","15","0"," ","0"
"2013","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","20","5"," ","0"
"2014","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2015","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2016","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","20","10"," ","0"
"2017","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","15","10"," ","0"
"2018","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2019","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2020","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2021","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","10","0"," ","0"
"2022","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","10","0"," ","0"
"2023","35 and over","37","EU (excluding UK)","Female","All","Main scheme application","5","5"," ","0"
"2006","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
"2007","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2008","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2009","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2010","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2011","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2012","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2013","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","10","5"," ","0"
"2014","35 and over","38","EU (excluding UK)","Female","All","Main scheme application","15","5"," ","0"
