"Year","Subject group HECoS","Age group","Domicile","Gender","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2020","(CAH24) media, journalism and communications","18","Northern Ireland","All","15","30","65","110"
"2020","(CAH24) media, journalism and communications","18","Wales","All","30","100","120","245"
"2021","(CAH24) media, journalism and communications","18","England","All","0","980","170","1150"
"2021","(CAH24) media, journalism and communications","18","Northern Ireland","All","0","5","0","5"
"2021","(CAH24) media, journalism and communications","18","Wales","All","0","105","10","115"
"2022","(CAH24) media, journalism and communications","18","England","All","220","1725","255","2200"
"2022","(CAH24) media, journalism and communications","18","Northern Ireland","All","0","10","0","10"
"2022","(CAH24) media, journalism and communications","18","Wales","All","10","60","20","90"
"2023","(CAH24) media, journalism and communications","18","England","All","0","1185","300","1485"
"2023","(CAH24) media, journalism and communications","18","Northern Ireland","All","0","10","0","10"
"2023","(CAH24) media, journalism and communications","18","Wales","All","0","35","10","45"
"2019","(CAH23) combined and general studies","18","England","All","345","60","15","420"
"2019","(CAH23) combined and general studies","18","Northern Ireland","All","5","0","0","5"
"2019","(CAH23) combined and general studies","18","Wales","All","5","0","0","5"
"2020","(CAH23) combined and general studies","18","England","All","30","130","70","225"
"2020","(CAH23) combined and general studies","18","Northern Ireland","All","0","0","5","5"
"2020","(CAH23) combined and general studies","18","Wales","All","0","0","10","15"
"2021","(CAH23) combined and general studies","18","England","All","0","60","10","70"
"2022","(CAH23) combined and general studies","18","England","All","15","85","15","115"
"2023","(CAH23) combined and general studies","18","England","All","0","65","5","70"
"2019","(CAH17) business and management","18","England","All","11585","4540","3040","19165"
"2019","(CAH17) business and management","18","Northern Ireland","All","75","50","25","150"
"2019","(CAH17) business and management","18","Wales","All","215","235","150","600"
"2020","(CAH17) business and management","18","England","All","5915","10260","7795","23975"
"2020","(CAH17) business and management","18","Northern Ireland","All","30","85","460","570"
"2020","(CAH17) business and management","18","Wales","All","45","295","675","1015"
"2021","(CAH17) business and management","18","England","All","0","2880","540","3420"
"2021","(CAH17) business and management","18","Northern Ireland","All","0","30","5","35"
"2021","(CAH17) business and management","18","Wales","All","0","230","140","375"
"2022","(CAH17) business and management","18","England","All","510","5315","1145","6970"
"2022","(CAH17) business and management","18","Northern Ireland","All","5","25","10","35"
"2022","(CAH17) business and management","18","Wales","All","5","100","150","250"
"2023","(CAH17) business and management","18","England","All","0","3455","535","3995"
"2023","(CAH17) business and management","18","Northern Ireland","All","0","10","0","10"
"2023","(CAH17) business and management","18","Wales","All","0","30","10","40"
"2019","(CAH15) social sciences","18","England","All","10350","3355","2285","15985"
"2019","(CAH15) social sciences","18","Northern Ireland","All","60","30","20","110"
"2019","(CAH15) social sciences","18","Wales","All","220","255","75","545"
"2020","(CAH15) social sciences","18","England","All","4325","6360","5050","15735"
"2020","(CAH15) social sciences","18","Northern Ireland","All","20","40","350","415"
"2020","(CAH15) social sciences","18","Wales","All","45","360","405","815"
"2021","(CAH15) social sciences","18","England","All","0","2125","280","2405"
"2021","(CAH15) social sciences","18","Northern Ireland","All","0","25","5","25"
"2021","(CAH15) social sciences","18","Wales","All","0","305","10","315"
"2022","(CAH15) social sciences","18","England","All","880","3665","1060","5610"
"2022","(CAH15) social sciences","18","Northern Ireland","All","0","20","5","25"
"2022","(CAH15) social sciences","18","Wales","All","25","70","45","135"
"2023","(CAH15) social sciences","18","England","All","0","2635","720","3355"
"2023","(CAH15) social sciences","18","Northern Ireland","All","0","15","5","20"
"2023","(CAH15) social sciences","18","Wales","All","0","30","45","75"
"2019","(CAH03) biological and sport sciences","18","England","All","5160","3010","1910","10080"
"2019","(CAH03) biological and sport sciences","18","Northern Ireland","All","40","30","15","85"
"2019","(CAH03) biological and sport sciences","18","Wales","All","140","250","60","450"
"2020","(CAH03) biological and sport sciences","18","England","All","1485","6420","5710","13620"
"2020","(CAH03) biological and sport sciences","18","Northern Ireland","All","10","60","340","410"
"2020","(CAH03) biological and sport sciences","18","Wales","All","30","370","825","1225"
"2021","(CAH03) biological and sport sciences","18","England","All","0","1435","530","1965"
"2021","(CAH03) biological and sport sciences","18","Northern Ireland","All","0","15","5","20"
"2021","(CAH03) biological and sport sciences","18","Wales","All","0","285","220","500"
"2022","(CAH03) biological and sport sciences","18","England","All","695","1975","950","3615"
"2022","(CAH03) biological and sport sciences","18","Northern Ireland","All","5","10","0","15"
"2022","(CAH03) biological and sport sciences","18","Wales","All","30","55","235","320"
"2023","(CAH03) biological and sport sciences","18","England","All","0","1760","610","2375"
"2023","(CAH03) biological and sport sciences","18","Northern Ireland","All","0","5","5","10"
"2023","(CAH03) biological and sport sciences","18","Wales","All","0","10","30","40"
"2019","(CAH13) architecture, building and planning","18","England","All","1930","840","320","3095"
"2019","(CAH13) architecture, building and planning","18","Northern Ireland","All","20","15","5","40"
"2019","(CAH13) architecture, building and planning","18","Wales","All","45","30","5","80"
"2020","(CAH13) architecture, building and planning","18","England","All","1220","1295","880","3400"
"2020","(CAH13) architecture, building and planning","18","Northern Ireland","All","5","5","70","80"
"2020","(CAH13) architecture, building and planning","18","Wales","All","30","35","65","130"
"2021","(CAH13) architecture, building and planning","18","England","All","0","870","285","1155"
"2021","(CAH13) architecture, building and planning","18","Northern Ireland","All","0","15","0","15"
"2021","(CAH13) architecture, building and planning","18","Wales","All","0","50","5","55"
"2022","(CAH13) architecture, building and planning","18","England","All","70","1105","225","1405"
"2022","(CAH13) architecture, building and planning","18","Northern Ireland","All","0","10","0","10"
"2022","(CAH13) architecture, building and planning","18","Wales","All","5","35","10","45"
"2023","(CAH13) architecture, building and planning","18","England","All","0","775","235","1015"
"2023","(CAH13) architecture, building and planning","18","Northern Ireland","All","0","5","0","5"
"2023","(CAH13) architecture, building and planning","18","Wales","All","0","20","15","35"
"2019","(CAH01) medicine and dentistry","18","England","All","65","10","25","95"
"2019","(CAH01) medicine and dentistry","18","Wales","All","10","0","0","10"
"2020","(CAH01) medicine and dentistry","18","England","All","0","80","100","180"
"2020","(CAH01) medicine and dentistry","18","Wales","All","0","5","15","20"
"2021","(CAH01) medicine and dentistry","18","England","All","0","25","10","35"
"2021","(CAH01) medicine and dentistry","18","Wales","All","0","5","0","5"
"2022","(CAH01) medicine and dentistry","18","England","All","0","10","5","10"
"2023","(CAH01) medicine and dentistry","18","England","All","0","15","10","25"
"2019","(CAH20) historical, philosophical and religious studies","18","England","All","4715","790","770","6270"
"2019","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","All","25","10","5","45"
"2019","(CAH20) historical, philosophical and religious studies","18","Wales","All","130","85","25","240"
"2020","(CAH20) historical, philosophical and religious studies","18","England","All","1600","2100","1090","4795"
"2020","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","All","10","15","50","70"
"2020","(CAH20) historical, philosophical and religious studies","18","Wales","All","30","100","80","210"
"2021","(CAH20) historical, philosophical and religious studies","18","England","All","0","525","95","620"
"2021","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","All","0","5","0","5"
"2021","(CAH20) historical, philosophical and religious studies","18","Wales","All","0","50","0","50"
"2022","(CAH20) historical, philosophical and religious studies","18","England","All","105","945","355","1405"
"2022","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","All","0","5","0","5"
"2022","(CAH20) historical, philosophical and religious studies","18","Wales","All","0","15","30","45"
"2023","(CAH20) historical, philosophical and religious studies","18","England","All","0","930","215","1145"
"2023","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","All","0","5","0","5"
"2023","(CAH20) historical, philosophical and religious studies","18","Wales","All","0","10","20","35"
"2019","(CAH11) computing","18","England","All","4365","1805","1375","7545"
"2019","(CAH11) computing","18","Northern Ireland","All","60","25","20","105"
"2019","(CAH11) computing","18","Wales","All","105","185","30","320"
"2020","(CAH11) computing","18","England","All","1825","4450","2665","8940"
"2020","(CAH11) computing","18","Northern Ireland","All","20","50","170","240"
"2020","(CAH11) computing","18","Wales","All","35","265","220","520"
