"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2023","All","18","England","All","Not main scheme applicant","Not main scheme application","3200","597300","0.005"
"2006","All","18","England","All","Main scheme applicant","Not main scheme application","11480","591260","0.019"
"2007","All","18","England","All","Main scheme applicant","Not main scheme application","12090","582770","0.021"
"2008","All","18","England","All","Main scheme applicant","Not main scheme application","13780","592930","0.023"
"2009","All","18","England","All","Main scheme applicant","Not main scheme application","15290","590060","0.026000000000000002"
"2010","All","18","England","All","Main scheme applicant","Not main scheme application","16440","587090","0.028"
"2011","All","18","England","All","Main scheme applicant","Not main scheme application","20720","589490","0.035"
"2012","All","18","England","All","Main scheme applicant","Not main scheme application","19210","592110","0.032"
"2013","All","18","England","All","Main scheme applicant","Not main scheme application","18600","579570","0.032"
"2014","All","18","England","All","Main scheme applicant","Not main scheme application","20950","574350","0.036000000000000004"
"2015","All","18","England","All","Main scheme applicant","Not main scheme application","21990","584820","0.038"
"2016","All","18","England","All","Main scheme applicant","Not main scheme application","23080","571290","0.04"
"2017","All","18","England","All","Main scheme applicant","Not main scheme application","23750","565250","0.042"
"2018","All","18","England","All","Main scheme applicant","Not main scheme application","23960","552650","0.043000000000000003"
"2019","All","18","England","All","Main scheme applicant","Not main scheme application","27070","537770","0.05"
"2020","All","18","England","All","Main scheme applicant","Not main scheme application","29370","535350","0.055"
"2021","All","18","England","All","Main scheme applicant","Not main scheme application","22650","555040","0.041"
"2022","All","18","England","All","Main scheme applicant","Not main scheme application","29000","572320","0.051000000000000004"
"2023","All","18","England","All","Main scheme applicant","Not main scheme application","31450","597300","0.053"
"2006","All","18","England","All","Not main scheme applicant","Main scheme application","0","591260","0"
"2007","All","18","England","All","Not main scheme applicant","Main scheme application","0","582770","0"
"2008","All","18","England","All","Not main scheme applicant","Main scheme application","0","592930","0"
"2009","All","18","England","All","Not main scheme applicant","Main scheme application","0","590060","0"
"2010","All","18","England","All","Not main scheme applicant","Main scheme application","0","587090","0"
"2011","All","18","England","All","Not main scheme applicant","Main scheme application","0","589490","0"
"2012","All","18","England","All","Not main scheme applicant","Main scheme application","0","592110","0"
"2013","All","18","England","All","Not main scheme applicant","Main scheme application","0","579570","0"
"2014","All","18","England","All","Not main scheme applicant","Main scheme application","0","574350","0"
"2015","All","18","England","All","Not main scheme applicant","Main scheme application","0","584820","0"
"2016","All","18","England","All","Not main scheme applicant","Main scheme application","0","571290","0"
"2017","All","18","England","All","Not main scheme applicant","Main scheme application","0","565250","0"
"2018","All","18","England","All","Not main scheme applicant","Main scheme application","0","552650","0"
"2019","All","18","England","All","Not main scheme applicant","Main scheme application","0","537770","0"
"2020","All","18","England","All","Not main scheme applicant","Main scheme application","0","535350","0"
"2021","All","18","England","All","Not main scheme applicant","Main scheme application","0","555040","0"
"2022","All","18","England","All","Not main scheme applicant","Main scheme application","0","572320","0"
"2023","All","18","England","All","Not main scheme applicant","Main scheme application","0","597300","0"
"2006","All","18","England","All","Main scheme applicant","Main scheme application","120460","591260","0.20400000000000001"
"2007","All","18","England","All","Main scheme applicant","Main scheme application","120690","582770","0.20700000000000002"
"2008","All","18","England","All","Main scheme applicant","Main scheme application","128950","592930","0.217"
"2009","All","18","England","All","Main scheme applicant","Main scheme application","132610","590060","0.225"
"2010","All","18","England","All","Main scheme applicant","Main scheme application","132780","587090","0.226"
"2011","All","18","England","All","Main scheme applicant","Main scheme application","135580","589490","0.23"
"2012","All","18","England","All","Main scheme applicant","Main scheme application","130280","592110","0.22"
"2013","All","18","England","All","Main scheme applicant","Main scheme application","137500","579570","0.23700000000000002"
"2014","All","18","England","All","Main scheme applicant","Main scheme application","141040","574350","0.246"
