"Year","Difference between predicted and achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","-2 points","Quintile 5","All","Not main scheme application","1490","1400","0.9400000000000001","0"
"2019","-2 points","Quintile 5","All","Not main scheme application","1540","1470","0.9530000000000001","0"
"2020","-2 points","Quintile 5","All","Not main scheme application","2245","2155","0.961","5"
"2021","-2 points","Quintile 5","All","Not main scheme application","1270","1200","0.9460000000000001","0"
"2022","-2 points","Quintile 5","All","Not main scheme application","1535","1410","0.92","0"
"2023","-2 points","Quintile 5","All","Not main scheme application","1305","1215","0.93","5"
"2010","-3 points","Quintile 5","All","Not main scheme application","1310","1180","0.903","0"
"2011","-3 points","Quintile 5","All","Not main scheme application","1675","1520","0.909","0"
"2012","-3 points","Quintile 5","All","Not main scheme application","1510","1395","0.926","0"
"2013","-3 points","Quintile 5","All","Not main scheme application","1520","1430","0.9420000000000001","0"
"2014","-3 points","Quintile 5","All","Not main scheme application","1745","1615","0.928","0"
"2015","-3 points","Quintile 5","All","Not main scheme application","1690","1600","0.9480000000000001","0"
"2016","-3 points","Quintile 5","All","Not main scheme application","1955","1840","0.9410000000000001","5"
"2017","-3 points","Quintile 5","All","Not main scheme application","1835","1740","0.9500000000000001","0"
"2018","-3 points","Quintile 5","All","Not main scheme application","1640","1550","0.9470000000000001","0"
"2019","-3 points","Quintile 5","All","Not main scheme application","1830","1740","0.9520000000000001","0"
"2020","-3 points","Quintile 5","All","Not main scheme application","1595","1520","0.9540000000000001","5"
"2021","-3 points","Quintile 5","All","Not main scheme application","980","925","0.9440000000000001","0"
"2022","-3 points","Quintile 5","All","Not main scheme application","1520","1425","0.936","0"
"2023","-3 points","Quintile 5","All","Not main scheme application","1855","1760","0.9470000000000001","0"
"2010","-4 points","Quintile 5","All","Not main scheme application","770","695","0.903","0"
"2011","-4 points","Quintile 5","All","Not main scheme application","1020","905","0.888","0"
"2012","-4 points","Quintile 5","All","Not main scheme application","980","905","0.926","0"
"2013","-4 points","Quintile 5","All","Not main scheme application","1015","930","0.917","0"
"2014","-4 points","Quintile 5","All","Not main scheme application","1255","1180","0.937","0"
"2015","-4 points","Quintile 5","All","Not main scheme application","1280","1200","0.937","0"
"2016","-4 points","Quintile 5","All","Not main scheme application","1410","1320","0.937","0"
"2017","-4 points","Quintile 5","All","Not main scheme application","1500","1400","0.935","0"
"2018","-4 points","Quintile 5","All","Not main scheme application","1445","1360","0.9400000000000001","0"
"2019","-4 points","Quintile 5","All","Not main scheme application","1735","1650","0.9500000000000001","0"
"2020","-4 points","Quintile 5","All","Not main scheme application","825","775","0.9380000000000001","5"
"2021","-4 points","Quintile 5","All","Not main scheme application","595","565","0.9500000000000001","0"
"2022","-4 points","Quintile 5","All","Not main scheme application","1255","1170","0.932","0"
"2023","-4 points","Quintile 5","All","Not main scheme application","1820","1700","0.932","0"
"2010","-5 points","Quintile 5","All","Not main scheme application","380","335","0.877","0"
"2011","-5 points","Quintile 5","All","Not main scheme application","495","430","0.871","0"
"2012","-5 points","Quintile 5","All","Not main scheme application","465","425","0.91","0"
"2013","-5 points","Quintile 5","All","Not main scheme application","495","445","0.895","0"
"2014","-5 points","Quintile 5","All","Not main scheme application","635","595","0.931","0"
"2015","-5 points","Quintile 5","All","Not main scheme application","685","635","0.927","0"
"2016","-5 points","Quintile 5","All","Not main scheme application","785","730","0.93","0"
"2017","-5 points","Quintile 5","All","Not main scheme application","945","880","0.933","0"
"2018","-5 points","Quintile 5","All","Not main scheme application","965","905","0.9400000000000001","0"
"2019","-5 points","Quintile 5","All","Not main scheme application","1240","1180","0.9520000000000001","0"
"2020","-5 points","Quintile 5","All","Not main scheme application","450","425","0.9510000000000001","0"
"2021","-5 points","Quintile 5","All","Not main scheme application","330","305","0.927","0"
"2022","-5 points","Quintile 5","All","Not main scheme application","845","790","0.937","0"
"2023","-5 points","Quintile 5","All","Not main scheme application","1565","1440","0.918","0"
"2010","-6 points","Quintile 5","All","Not main scheme application","185","170","0.909","0"
"2011","-6 points","Quintile 5","All","Not main scheme application","215","190","0.893","0"
"2012","-6 points","Quintile 5","All","Not main scheme application","195","185","0.934","0"
"2013","-6 points","Quintile 5","All","Not main scheme application","215","195","0.925","0"
"2014","-6 points","Quintile 5","All","Not main scheme application","295","270","0.912","0"
"2015","-6 points","Quintile 5","All","Not main scheme application","355","330","0.924","0"
"2016","-6 points","Quintile 5","All","Not main scheme application","370","335","0.901","0"
"2017","-6 points","Quintile 5","All","Not main scheme application","515","490","0.9500000000000001","0"
"2018","-6 points","Quintile 5","All","Not main scheme application","570","540","0.9540000000000001","0"
"2019","-6 points","Quintile 5","All","Not main scheme application","835","790","0.9430000000000001","0"
"2020","-6 points","Quintile 5","All","Not main scheme application","185","170","0.919","0"
"2021","-6 points","Quintile 5","All","Not main scheme application","145","135","0.9380000000000001","0"
"2022","-6 points","Quintile 5","All","Not main scheme application","470","430","0.921","0"
"2023","-6 points","Quintile 5","All","Not main scheme application","1035","970","0.937","0"
"2010","Less than -6 points","Quintile 5","All","Not main scheme application","145","115","0.799","5"
"2011","Less than -6 points","Quintile 5","All","Not main scheme application","175","140","0.79","5"
"2012","Less than -6 points","Quintile 5","All","Not main scheme application","165","145","0.878","0"
"2013","Less than -6 points","Quintile 5","All","Not main scheme application","170","155","0.895","5"
"2014","Less than -6 points","Quintile 5","All","Not main scheme application","240","210","0.874","0"
"2015","Less than -6 points","Quintile 5","All","Not main scheme application","280","260","0.918","0"
"2016","Less than -6 points","Quintile 5","All","Not main scheme application","320","285","0.885","0"
"2017","Less than -6 points","Quintile 5","All","Not main scheme application","500","450","0.898","0"
"2018","Less than -6 points","Quintile 5","All","Not main scheme application","620","560","0.908","5"
"2019","Less than -6 points","Quintile 5","All","Not main scheme application","885","790","0.892","0"
"2020","Less than -6 points","Quintile 5","All","Not main scheme application","140","130","0.908","0"
"2021","Less than -6 points","Quintile 5","All","Not main scheme application","145","125","0.869","0"
"2022","Less than -6 points","Quintile 5","All","Not main scheme application","645","570","0.883","0"
"2023","Less than -6 points","Quintile 5","All","Not main scheme application","1340","1210","0.904","0"
"2010","0 points","Unknown","All","Main scheme application","40","35","0.854","0"
"2011","0 points","Unknown","All","Main scheme application","40","35","0.875","0"
"2012","0 points","Unknown","All","Main scheme application","25","20","0.808","0"
"2013","0 points","Unknown","All","Main scheme application","30","25","0.857","0"
"2014","0 points","Unknown","All","Main scheme application","25","20","0.88","0"
"2015","0 points","Unknown","All","Main scheme application","25","20","0.88","0"
"2016","0 points","Unknown","All","Main scheme application","15","10","0.923","0"
"2017","0 points","Unknown","All","Main scheme application","30","25","0.964","0"
"2018","0 points","Unknown","All","Main scheme application","20","15","0.842","0"
"2019","0 points","Unknown","All","Main scheme application","10","10"," ","0"
"2020","0 points","Unknown","All","Main scheme application","25","20","0.75","0"
"2021","0 points","Unknown","All","Main scheme application","25","20","0.875","0"
"2022","0 points","Unknown","All","Main scheme application","10","10","0.833","0"
"2023","0 points","Unknown","All","Main scheme application","5","5"," ","0"
"2010","1 points","Unknown","All","Main scheme application","25","25","1","0"
"2011","1 points","Unknown","All","Main scheme application","15","10","0.8","0"
"2012","1 points","Unknown","All","Main scheme application","20","15","0.722","0"
"2013","1 points","Unknown","All","Main scheme application","10","5"," ","0"
"2014","1 points","Unknown","All","Main scheme application","10","10"," ","0"
"2015","1 points","Unknown","All","Main scheme application","10","5"," ","0"
"2016","1 points","Unknown","All","Main scheme application","5","5"," ","0"
"2017","1 points","Unknown","All","Main scheme application","5","5"," ","0"
"2018","1 points","Unknown","All","Main scheme application","10","5"," ","0"
"2019","1 points","Unknown","All","Main scheme application","10","10"," ","0"
"2020","1 points","Unknown","All","Main scheme application","15","10","0.857","0"
"2021","1 points","Unknown","All","Main scheme application","20","15","0.81","0"
"2022","1 points","Unknown","All","Main scheme application","5","5"," ","0"
"2010","2 points","Unknown","All","Main scheme application","5","5"," ","0"
"2011","2 points","Unknown","All","Main scheme application","10","5"," ","0"
"2013","2 points","Unknown","All","Main scheme application","5","5"," ","0"
"2014","2 points","Unknown","All","Main scheme application","5","5"," ","0"
"2016","2 points","Unknown","All","Main scheme application","5","5"," ","0"
"2017","2 points","Unknown","All","Main scheme application","5","0"," ","0"
"2020","2 points","Unknown","All","Main scheme application","5","5"," ","0"
"2021","2 points","Unknown","All","Main scheme application","10","5"," ","0"
"2022","2 points","Unknown","All","Main scheme application","5","5"," ","0"
"2021","3 points","Unknown","All","Main scheme application","5","5"," ","0"
"2021","More than 3 points","Unknown","All","Main scheme application","5","0"," ","0"
"2010","-1 points","Unknown","All","Main scheme application","50","40","0.875","0"
"2011","-1 points","Unknown","All","Main scheme application","45","35","0.8","0"
"2012","-1 points","Unknown","All","Main scheme application","50","45","0.88","0"
"2013","-1 points","Unknown","All","Main scheme application","30","25","0.8","0"
"2014","-1 points","Unknown","All","Main scheme application","35","30","0.8","0"
"2015","-1 points","Unknown","All","Main scheme application","30","20","0.71","0"
"2016","-1 points","Unknown","All","Main scheme application","35","35","0.9430000000000001","0"
"2017","-1 points","Unknown","All","Main scheme application","20","15","0.722","0"
"2018","-1 points","Unknown","All","Main scheme application","25","25","0.852","0"
"2019","-1 points","Unknown","All","Main scheme application","20","20","0.8180000000000001","0"
"2020","-1 points","Unknown","All","Main scheme application","30","20","0.677","0"
"2021","-1 points","Unknown","All","Main scheme application","25","20","0.75","0"
"2022","-1 points","Unknown","All","Main scheme application","10","10"," ","0"
"2023","-1 points","Unknown","All","Main scheme application","10","10"," ","0"
"2010","-2 points","Unknown","All","Main scheme application","45","40","0.809","0"
"2011","-2 points","Unknown","All","Main scheme application","40","25","0.658","0"
"2012","-2 points","Unknown","All","Main scheme application","40","25","0.659","0"
"2013","-2 points","Unknown","All","Main scheme application","45","35","0.841","0"
"2014","-2 points","Unknown","All","Main scheme application","35","25","0.7030000000000001","0"
"2015","-2 points","Unknown","All","Main scheme application","25","15","0.667","0"
"2016","-2 points","Unknown","All","Main scheme application","30","20","0.581","0"
"2017","-2 points","Unknown","All","Main scheme application","30","20","0.656","0"
"2018","-2 points","Unknown","All","Main scheme application","20","10","0.5710000000000001","0"
"2019","-2 points","Unknown","All","Main scheme application","25","20","0.808","0"
"2020","-2 points","Unknown","All","Main scheme application","10","10"," ","0"
"2021","-2 points","Unknown","All","Main scheme application","10","5"," ","0"
"2022","-2 points","Unknown","All","Main scheme application","5","5"," ","0"
"2023","-2 points","Unknown","All","Main scheme application","10","10"," ","0"
"2010","-3 points","Unknown","All","Main scheme application","35","15","0.5","0"
"2011","-3 points","Unknown","All","Main scheme application","20","10","0.579","0"
"2012","-3 points","Unknown","All","Main scheme application","35","20","0.486","0"
"2013","-3 points","Unknown","All","Main scheme application","25","20","0.6920000000000001","0"
"2014","-3 points","Unknown","All","Main scheme application","25","15","0.542","0"
"2015","-3 points","Unknown","All","Main scheme application","25","15","0.739","0"
"2016","-3 points","Unknown","All","Main scheme application","25","15","0.609","0"
"2017","-3 points","Unknown","All","Main scheme application","20","15","0.65","0"
"2018","-3 points","Unknown","All","Main scheme application","25","15","0.63","0"
"2019","-3 points","Unknown","All","Main scheme application","20","10","0.556","0"
"2020","-3 points","Unknown","All","Main scheme application","15","10","0.625","0"
"2021","-3 points","Unknown","All","Main scheme application","10","10"," ","0"
"2022","-3 points","Unknown","All","Main scheme application","10","5"," ","0"
"2023","-3 points","Unknown","All","Main scheme application","10","5"," ","0"
"2010","-4 points","Unknown","All","Main scheme application","15","5"," ","0"
"2011","-4 points","Unknown","All","Main scheme application","20","10","0.556","0"
"2012","-4 points","Unknown","All","Main scheme application","15","5"," ","0"
"2013","-4 points","Unknown","All","Main scheme application","10","5"," ","0"
"2014","-4 points","Unknown","All","Main scheme application","15","10","0.6880000000000001","0"
"2015","-4 points","Unknown","All","Main scheme application","10","5"," ","0"
"2016","-4 points","Unknown","All","Main scheme application","10","5"," ","0"
"2017","-4 points","Unknown","All","Main scheme application","15","10","0.667","0"
"2018","-4 points","Unknown","All","Main scheme application","15","10","0.588","0"
"2019","-4 points","Unknown","All","Main scheme application","20","10","0.556","0"
"2020","-4 points","Unknown","All","Main scheme application","10","5"," ","0"
"2021","-4 points","Unknown","All","Main scheme application","5","0"," ","0"
"2023","-4 points","Unknown","All","Main scheme application","10","10"," ","0"
"2010","-5 points","Unknown","All","Main scheme application","10","0"," ","0"
"2011","-5 points","Unknown","All","Main scheme application","5","0"," ","0"
"2012","-5 points","Unknown","All","Main scheme application","5","0"," ","0"
"2013","-5 points","Unknown","All","Main scheme application","5","5"," ","0"
"2014","-5 points","Unknown","All","Main scheme application","10","5"," ","0"
"2015","-5 points","Unknown","All","Main scheme application","5","5"," ","0"
"2016","-5 points","Unknown","All","Main scheme application","10","5"," ","0"
"2017","-5 points","Unknown","All","Main scheme application","10","10"," ","0"
"2018","-5 points","Unknown","All","Main scheme application","10","5"," ","0"
"2019","-5 points","Unknown","All","Main scheme application","10","5"," ","0"
"2021","-5 points","Unknown","All","Main scheme application","5","0"," ","0"
"2022","-5 points","Unknown","All","Main scheme application","5","0"," ","0"
"2023","-5 points","Unknown","All","Main scheme application","5","0"," ","0"
"2011","-6 points","Unknown","All","Main scheme application","10","0"," ","0"
"2012","-6 points","Unknown","All","Main scheme application","5","0"," ","0"
"2014","-6 points","Unknown","All","Main scheme application","5","5"," ","0"
"2015","-6 points","Unknown","All","Main scheme application","5","0"," ","0"
