"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Northern Ireland","295","245","0.8300000000000001"
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Northern Ireland","315","280","0.888"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Northern Ireland","360","300","0.835"
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Northern Ireland","350","290","0.8240000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Northern Ireland","545","445","0.8210000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Northern Ireland","560","470","0.837"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Northern Ireland","630","535","0.851"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Northern Ireland","675","545","0.805"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Northern Ireland","610","500","0.8220000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Northern Ireland","1090","935","0.857"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Northern Ireland","1070","980","0.917"
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Northern Ireland","1145","1050","0.916"
"2022","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Northern Ireland","1085","985","0.908"
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Northern Ireland","1095","1005","0.919"
"2019","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Northern Ireland","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Northern Ireland","10","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Northern Ireland","10","10","1.103"
"2022","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Northern Ireland","10","10"," "
"2023","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Northern Ireland","10","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Northern Ireland","400","365","0.912"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Northern Ireland","340","325","0.9500000000000001"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Northern Ireland","355","335","0.9390000000000001"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Northern Ireland","315","280","0.886"
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Northern Ireland","410","385","0.9390000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Northern Ireland","640","540","0.843"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Northern Ireland","575","500","0.865"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Northern Ireland","605","555","0.921"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Northern Ireland","495","435","0.882"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Northern Ireland","535","475","0.887"
"2019","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Northern Ireland","30","20","0.717"
"2020","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Northern Ireland","25","20","0.88"
"2022","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Northern Ireland","5","0"," "
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Northern Ireland","1275","1065","0.837"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Northern Ireland","1070","935","0.874"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Northern Ireland","1305","1155","0.884"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Northern Ireland","1225","1060","0.865"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Northern Ireland","1255","1090","0.87"
"2019","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","Northern Ireland","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","Northern Ireland","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","Northern Ireland","5","5"," "
"2022","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","Northern Ireland","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","Northern Ireland","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","Northern Ireland","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-03-07) materials science","Northern Ireland","10","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-07) materials science","Northern Ireland","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-07) materials science","Northern Ireland","10","5"," "
"2022","(CAH10) engineering and technology","(CAH10-03-07) materials science","Northern Ireland","5","0"," "
"2023","(CAH10) engineering and technology","(CAH10-03-07) materials science","Northern Ireland","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Northern Ireland","130","95","0.723"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Northern Ireland","165","130","0.8"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Northern Ireland","140","125","0.9"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Northern Ireland","150","130","0.867"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","Northern Ireland","150","140","0.92"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Northern Ireland","240","165","0.6930000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Northern Ireland","255","195","0.759"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Northern Ireland","210","150","0.707"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Northern Ireland","190","145","0.755"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","Northern Ireland","210","155","0.74"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Northern Ireland","525","285","0.542"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Northern Ireland","560","315","0.56"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Northern Ireland","680","275","0.401"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Northern Ireland","605","260","0.431"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","Northern Ireland","655","330","0.505"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Northern Ireland","90","70","0.789"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Northern Ireland","135","105","0.759"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Northern Ireland","135","110","0.8150000000000001"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Northern Ireland","150","105","0.6930000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Northern Ireland","120","85","0.704"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Northern Ireland","585","180","0.308"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Northern Ireland","655","195","0.294"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Northern Ireland","1605","360","0.223"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Northern Ireland","1620","335","0.20800000000000002"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Northern Ireland","1585","300","0.19"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Northern Ireland","580","440","0.756"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Northern Ireland","515","420","0.8140000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Northern Ireland","550","455","0.8310000000000001"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Northern Ireland","545","435","0.799"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Northern Ireland","515","440","0.857"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Northern Ireland","220","210","0.9520000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Northern Ireland","230","215","0.935"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Northern Ireland","180","175","0.974"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Northern Ireland","190","185","0.974"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Northern Ireland","170","165","0.965"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Northern Ireland","840","360","0.428"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Northern Ireland","910","365","0.401"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Northern Ireland","1015","375","0.367"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Northern Ireland","1105","365","0.329"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Northern Ireland","940","320","0.342"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Northern Ireland","205","195","0.9560000000000001"
