"Year","Predicted SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","19 point(s)","All","All","All","Main scheme applicant","All","35","30","0.784","0"
"2010","20 point(s)","All","All","All","Main scheme applicant","All","10","5"," ","0"
"2011","20 point(s)","All","All","All","Main scheme applicant","All","10","5"," ","0"
"2012","20 point(s)","All","All","All","Main scheme applicant","All","20","15","0.778","0"
"2013","20 point(s)","All","All","All","Main scheme applicant","All","20","15","0.833","0"
"2014","20 point(s)","All","All","All","Main scheme applicant","All","20","15","0.778","0"
"2015","20 point(s)","All","All","All","Main scheme applicant","All","30","25","0.719","0"
"2016","20 point(s)","All","All","All","Main scheme applicant","All","40","30","0.769","0"
"2017","20 point(s)","All","All","All","Main scheme applicant","All","35","25","0.743","0"
"2018","20 point(s)","All","All","All","Main scheme applicant","All","45","35","0.8220000000000001","0"
"2019","20 point(s)","All","All","All","Main scheme applicant","All","40","35","0.786","0"
"2020","20 point(s)","All","All","All","Main scheme applicant","All","45","40","0.907","0"
"2021","20 point(s)","All","All","All","Main scheme applicant","All","65","50","0.776","0"
"2022","20 point(s)","All","All","All","Main scheme applicant","All","60","50","0.867","0"
"2023","20 point(s)","All","All","All","Main scheme applicant","All","50","40","0.784","0"
"2010","All","All","All","All","Main scheme applicant","All","360","235","0.649","0"
"2011","All","All","All","All","Main scheme applicant","All","345","190","0.557","0"
"2012","All","All","All","All","Main scheme applicant","All","470","245","0.523","0"
"2013","All","All","All","All","Main scheme applicant","All","400","230","0.578","0"
"2014","All","All","All","All","Main scheme applicant","All","480","265","0.551","0"
"2015","All","All","All","All","Main scheme applicant","All","510","265","0.524","0"
"2016","All","All","All","All","Main scheme applicant","All","425","245","0.583","0"
"2017","All","All","All","All","Main scheme applicant","All","395","250","0.635","0"
"2018","All","All","All","All","Main scheme applicant","All","420","275","0.652","0"
"2019","All","All","All","All","Main scheme applicant","All","365","235","0.639","0"
"2020","All","All","All","All","Main scheme applicant","All","395","310","0.782","0"
"2021","All","All","All","All","Main scheme applicant","All","400","310","0.775","0"
"2022","All","All","All","All","Main scheme applicant","All","290","200","0.685","0"
"2023","All","All","All","All","Main scheme applicant","All","350","240","0.6880000000000001","0"
"2010","9 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2012","9 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2014","9 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2010","10 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2011","10 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2012","10 point(s)","18","Scotland","Female","All","All","10","0"," ","0"
"2013","10 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2014","10 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2015","10 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2016","10 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2017","10 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2018","10 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2010","11 point(s)","18","Scotland","Female","All","All","20","10","0.667","0"
"2011","11 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2012","11 point(s)","18","Scotland","Female","All","All","25","5"," ","0"
"2013","11 point(s)","18","Scotland","Female","All","All","15","5"," ","0"
"2014","11 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2016","11 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2017","11 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2018","11 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2019","11 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2020","11 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2021","11 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2023","11 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2010","12 point(s)","18","Scotland","Female","All","All","25","10"," ","0"
"2011","12 point(s)","18","Scotland","Female","All","All","20","10"," ","0"
"2012","12 point(s)","18","Scotland","Female","All","All","25","10","0.4","0"
"2013","12 point(s)","18","Scotland","Female","All","All","20","10","0.455","0"
"2014","12 point(s)","18","Scotland","Female","All","All","25","5"," ","0"
"2015","12 point(s)","18","Scotland","Female","All","All","20","10"," ","0"
"2016","12 point(s)","18","Scotland","Female","All","All","15","5"," ","0"
"2017","12 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2018","12 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2019","12 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2020","12 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2021","12 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2022","12 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2023","12 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2010","13 point(s)","18","Scotland","Female","All","All","25","15","0.593","0"
"2011","13 point(s)","18","Scotland","Female","All","All","25","15","0.5650000000000001","0"
"2012","13 point(s)","18","Scotland","Female","All","All","35","10","0.324","0"
"2013","13 point(s)","18","Scotland","Female","All","All","25","10"," ","0"
"2014","13 point(s)","18","Scotland","Female","All","All","35","15","0.424","0"
"2015","13 point(s)","18","Scotland","Female","All","All","30","5"," ","0"
"2016","13 point(s)","18","Scotland","Female","All","All","15","10"," ","0"
"2017","13 point(s)","18","Scotland","Female","All","All","5","0"," ","0"
"2018","13 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2019","13 point(s)","18","Scotland","Female","All","All","15","5"," ","0"
"2020","13 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2021","13 point(s)","18","Scotland","Female","All","All","20","10","0.632","0"
"2022","13 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2023","13 point(s)","18","Scotland","Female","All","All","15","10"," ","0"
"2010","14 point(s)","18","Scotland","Female","All","All","20","15","0.682","0"
"2011","14 point(s)","18","Scotland","Female","All","All","25","10","0.417","0"
"2012","14 point(s)","18","Scotland","Female","All","All","30","15","0.516","0"
"2013","14 point(s)","18","Scotland","Female","All","All","35","15","0.378","0"
"2014","14 point(s)","18","Scotland","Female","All","All","40","25","0.548","0"
"2015","14 point(s)","18","Scotland","Female","All","All","40","15","0.447","0"
"2016","14 point(s)","18","Scotland","Female","All","All","25","15","0.6","0"
"2017","14 point(s)","18","Scotland","Female","All","All","25","15","0.64","0"
"2018","14 point(s)","18","Scotland","Female","All","All","30","20","0.621","0"
"2019","14 point(s)","18","Scotland","Female","All","All","15","5"," ","0"
"2020","14 point(s)","18","Scotland","Female","All","All","35","25","0.8180000000000001","0"
"2021","14 point(s)","18","Scotland","Female","All","All","15","10","0.647","0"
"2022","14 point(s)","18","Scotland","Female","All","All","10","10"," ","0"
"2023","14 point(s)","18","Scotland","Female","All","All","15","10","0.625","0"
"2010","15 point(s)","18","Scotland","Female","All","All","30","15","0.586","0"
"2011","15 point(s)","18","Scotland","Female","All","All","30","15","0.5670000000000001","0"
"2012","15 point(s)","18","Scotland","Female","All","All","45","25","0.532","0"
"2013","15 point(s)","18","Scotland","Female","All","All","35","25","0.676","0"
"2014","15 point(s)","18","Scotland","Female","All","All","45","20","0.468","0"
"2015","15 point(s)","18","Scotland","Female","All","All","45","30","0.667","0"
"2016","15 point(s)","18","Scotland","Female","All","All","25","15","0.654","0"
"2017","15 point(s)","18","Scotland","Female","All","All","30","20","0.613","0"
"2018","15 point(s)","18","Scotland","Female","All","All","35","25","0.667","0"
"2019","15 point(s)","18","Scotland","Female","All","All","30","20","0.656","0"
"2020","15 point(s)","18","Scotland","Female","All","All","20","10","0.632","0"
"2021","15 point(s)","18","Scotland","Female","All","All","25","20","0.783","0"
"2022","15 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2023","15 point(s)","18","Scotland","Female","All","All","20","15","0.75","0"
"2010","16 point(s)","18","Scotland","Female","All","All","20","20","0.864","0"
"2011","16 point(s)","18","Scotland","Female","All","All","25","15","0.63","0"
"2012","16 point(s)","18","Scotland","Female","All","All","30","25","0.767","0"
"2013","16 point(s)","18","Scotland","Female","All","All","20","20","0.857","0"
"2014","16 point(s)","18","Scotland","Female","All","All","35","20","0.6","0"
"2015","16 point(s)","18","Scotland","Female","All","All","35","15","0.429","0"
"2016","16 point(s)","18","Scotland","Female","All","All","30","20","0.5630000000000001","0"
"2017","16 point(s)","18","Scotland","Female","All","All","35","20","0.611","0"
"2018","16 point(s)","18","Scotland","Female","All","All","30","20","0.6900000000000001","0"
"2019","16 point(s)","18","Scotland","Female","All","All","30","20","0.786","0"
"2020","16 point(s)","18","Scotland","Female","All","All","30","25","0.844","0"
"2021","16 point(s)","18","Scotland","Female","All","All","20","10","0.611","0"
"2022","16 point(s)","18","Scotland","Female","All","All","20","15","0.727","0"
"2023","16 point(s)","18","Scotland","Female","All","All","20","15","0.81","0"
"2010","17 point(s)","18","Scotland","Female","All","All","10","10","0.833","0"
"2011","17 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2012","17 point(s)","18","Scotland","Female","All","All","25","20","0.778","0"
"2013","17 point(s)","18","Scotland","Female","All","All","25","20","0.913","0"
"2014","17 point(s)","18","Scotland","Female","All","All","25","20","0.704","0"
"2015","17 point(s)","18","Scotland","Female","All","All","30","20","0.581","0"
"2016","17 point(s)","18","Scotland","Female","All","All","30","20","0.613","0"
"2017","17 point(s)","18","Scotland","Female","All","All","20","15","0.778","0"
"2018","17 point(s)","18","Scotland","Female","All","All","30","20","0.75","0"
"2019","17 point(s)","18","Scotland","Female","All","All","25","15","0.556","0"
"2020","17 point(s)","18","Scotland","Female","All","All","35","25","0.727","0"
"2021","17 point(s)","18","Scotland","Female","All","All","30","25","0.8210000000000001","0"
"2022","17 point(s)","18","Scotland","Female","All","All","20","15","0.591","0"
"2023","17 point(s)","18","Scotland","Female","All","All","25","15","0.739","0"
"2010","18 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2011","18 point(s)","18","Scotland","Female","All","All","10","10"," ","0"
"2012","18 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2013","18 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
"2014","18 point(s)","18","Scotland","Female","All","All","15","10","0.75","0"
"2015","18 point(s)","18","Scotland","Female","All","All","30","25","0.8","0"
"2016","18 point(s)","18","Scotland","Female","All","All","20","10"," ","0"
"2017","18 point(s)","18","Scotland","Female","All","All","15","10","0.706","0"
"2018","18 point(s)","18","Scotland","Female","All","All","25","20","0.792","0"
"2019","18 point(s)","18","Scotland","Female","All","All","25","20","0.846","0"
"2020","18 point(s)","18","Scotland","Female","All","All","25","25","0.889","0"
"2021","18 point(s)","18","Scotland","Female","All","All","30","25","0.8280000000000001","0"
"2022","18 point(s)","18","Scotland","Female","All","All","15","5"," ","0"
"2023","18 point(s)","18","Scotland","Female","All","All","25","15","0.652","0"
"2010","19 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2011","19 point(s)","18","Scotland","Female","All","All","5","5"," ","0"
"2012","19 point(s)","18","Scotland","Female","All","All","15","15","0.8240000000000001","0"
"2013","19 point(s)","18","Scotland","Female","All","All","10","5"," ","0"
