"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","All","All","Wales","Female","59230","40870","0.6900000000000001"
"2022","All","All","Wales","Female","59600","39260","0.659"
"2023","All","All","Wales","Female","54305","37695","0.6940000000000001"
"2006","All","All","Not EU","Female","89040","54325","0.61"
"2007","All","All","Not EU","Female","95970","59165","0.616"
"2008","All","All","Not EU","Female","89190","54235","0.608"
"2009","All","All","Not EU","Female","97330","58865","0.605"
"2010","All","All","Not EU","Female","111355","66360","0.596"
"2011","All","All","Not EU","Female","121580","72195","0.594"
"2012","All","All","Not EU","Female","133585","80425","0.602"
"2013","All","All","Not EU","Female","144730","88985","0.615"
"2014","All","All","Not EU","Female","159215","98690","0.62"
"2015","All","All","Not EU","Female","163545","103640","0.634"
"2016","All","All","Not EU","Female","160650","103360","0.643"
"2017","All","All","Not EU","Female","164350","107780","0.656"
"2018","All","All","Not EU","Female","176780","115250","0.652"
"2019","All","All","Not EU","Female","189540","124930","0.659"
"2020","All","All","Not EU","Female","209670","139520","0.665"
"2021","All","All","Not EU","Female","239200","144980","0.606"
"2022","All","All","Not EU","Female","266970","145455","0.545"
"2023","All","All","Not EU","Female","272145","147765","0.543"
"2006","All","All","EU (excluding UK)","Female","70815","38195","0.539"
"2007","All","All","EU (excluding UK)","Female","80985","45105","0.557"
"2008","All","All","EU (excluding UK)","Female","71640","40785","0.5690000000000001"
"2009","All","All","EU (excluding UK)","Female","81280","45250","0.557"
"2010","All","All","EU (excluding UK)","Female","104240","51905","0.498"
"2011","All","All","EU (excluding UK)","Female","114360","57805","0.505"
"2012","All","All","EU (excluding UK)","Female","101480","52160","0.514"
"2013","All","All","EU (excluding UK)","Female","107110","56555","0.528"
"2014","All","All","EU (excluding UK)","Female","115205","64060","0.556"
"2015","All","All","EU (excluding UK)","Female","125235","71965","0.5750000000000001"
"2016","All","All","EU (excluding UK)","Female","134150","79930","0.596"
"2017","All","All","EU (excluding UK)","Female","125020","77800","0.622"
"2018","All","All","EU (excluding UK)","Female","128220","81390","0.635"
"2019","All","All","EU (excluding UK)","Female","130480","83995","0.644"
"2020","All","All","EU (excluding UK)","Female","129175","84435","0.654"
"2021","All","All","EU (excluding UK)","Female","74510","45370","0.609"
"2022","All","All","EU (excluding UK)","Female","63235","36420","0.5760000000000001"
"2023","All","All","EU (excluding UK)","Female","60120","35420","0.589"
"2006","All","All","Northern Ireland","Male","37325","28835","0.773"
"2007","All","All","Northern Ireland","Male","36580","28310","0.774"
"2008","All","All","Northern Ireland","Male","30875","24320","0.788"
"2009","All","All","Northern Ireland","Male","33330","25960","0.779"
"2010","All","All","Northern Ireland","Male","37660","28340","0.752"
"2011","All","All","Northern Ireland","Male","40160","28180","0.7020000000000001"
"2012","All","All","Northern Ireland","Male","37460","27695","0.739"
"2013","All","All","Northern Ireland","Male","40300","31280","0.776"
"2014","All","All","Northern Ireland","Male","40490","32100","0.793"
"2015","All","All","Northern Ireland","Male","40815","32285","0.791"
"2016","All","All","Northern Ireland","Male","41545","32445","0.781"
"2017","All","All","Northern Ireland","Male","39200","30950","0.79"
"2018","All","All","Northern Ireland","Male","37365","29835","0.798"
"2019","All","All","Northern Ireland","Male","34370","27700","0.806"
"2020","All","All","Northern Ireland","Male","33305","27160","0.8160000000000001"
"2021","All","All","Northern Ireland","Male","34675","27970","0.807"
"2022","All","All","Northern Ireland","Male","33820","26400","0.781"
"2023","All","All","Northern Ireland","Male","32845","26205","0.798"
"2006","All","All","England","Male","712410","504680","0.708"
"2007","All","All","England","Male","758410","532715","0.7020000000000001"
"2008","All","All","England","Male","699375","495745","0.709"
"2009","All","All","England","Male","769270","526530","0.684"
"2010","All","All","England","Male","868030","554895","0.639"
"2011","All","All","England","Male","901135","559485","0.621"
"2012","All","All","England","Male","798915","524990","0.657"
"2013","All","All","England","Male","819205","576230","0.7030000000000001"
"2014","All","All","England","Male","847645","602485","0.711"
"2015","All","All","England","Male","853375","616640","0.723"
"2016","All","All","England","Male","847625","615990","0.727"
"2017","All","All","England","Male","818105","608630","0.744"
"2018","All","All","England","Male","780295","587745","0.753"
"2019","All","All","England","Male","771995","586085","0.759"
"2020","All","All","England","Male","772375","586880","0.76"
"2021","All","All","England","Male","832770","623030","0.748"
"2022","All","All","England","Male","876245","620660","0.708"
"2023","All","All","England","Male","866530","624915","0.721"
"2006","All","All","Scotland","Male","62330","45690","0.733"
"2007","All","All","Scotland","Male","62715","45550","0.726"
"2008","All","All","Scotland","Male","57125","42285","0.74"
"2009","All","All","Scotland","Male","61475","44450","0.723"
"2010","All","All","Scotland","Male","68965","42210","0.612"
"2011","All","All","Scotland","Male","72725","39230","0.539"
"2012","All","All","Scotland","Male","73010","40880","0.56"
"2013","All","All","Scotland","Male","74885","41790","0.558"
"2014","All","All","Scotland","Male","75435","43260","0.5730000000000001"
"2015","All","All","Scotland","Male","79825","43810","0.549"
"2016","All","All","Scotland","Male","80690","43750","0.542"
"2017","All","All","Scotland","Male","78235","44405","0.5680000000000001"
"2018","All","All","Scotland","Male","77355","44575","0.5760000000000001"
"2019","All","All","Scotland","Male","73175","43550","0.595"
"2020","All","All","Scotland","Male","71530","43535","0.609"
"2021","All","All","Scotland","Male","79165","46430","0.587"
"2022","All","All","Scotland","Male","77685","46560","0.599"
"2023","All","All","Scotland","Male","72855","46785","0.642"
"2006","All","All","Wales","Male","35600","25695","0.722"
"2007","All","All","Wales","Male","36890","26480","0.718"
"2008","All","All","Wales","Male","32965","23630","0.717"
"2009","All","All","Wales","Male","36640","25505","0.6960000000000001"
"2010","All","All","Wales","Male","39445","26045","0.66"
"2011","All","All","Wales","Male","40605","26210","0.646"
"2012","All","All","Wales","Male","39165","26750","0.683"
"2013","All","All","Wales","Male","38095","27385","0.719"
"2014","All","All","Wales","Male","39540","28840","0.729"
"2015","All","All","Wales","Male","39415","29215","0.741"
"2016","All","All","Wales","Male","38920","29125","0.748"
"2017","All","All","Wales","Male","37295","28485","0.764"
"2018","All","All","Wales","Male","35465","27470","0.775"
"2019","All","All","Wales","Male","33970","26455","0.779"
"2020","All","All","Wales","Male","33550","26360","0.786"
"2021","All","All","Wales","Male","36460","27940","0.766"
"2022","All","All","Wales","Male","38280","27760","0.725"
"2023","All","All","Wales","Male","35815","26660","0.744"
"2006","All","All","Not EU","Male","106215","65245","0.614"
"2007","All","All","Not EU","Male","110410","68535","0.621"
"2008","All","All","Not EU","Male","102930","63530","0.617"
"2009","All","All","Not EU","Male","108260","66025","0.61"
"2010","All","All","Not EU","Male","117490","70710","0.602"
"2011","All","All","Not EU","Male","121565","73640","0.606"
"2012","All","All","Not EU","Male","131590","80500","0.612"
"2013","All","All","Not EU","Male","138335","86150","0.623"
"2014","All","All","Not EU","Male","144200","90745","0.629"
"2015","All","All","Not EU","Male","147055","93890","0.638"
"2016","All","All","Not EU","Male","144420","93235","0.646"
"2017","All","All","Not EU","Male","147140","97500","0.663"
"2018","All","All","Not EU","Male","155695","101665","0.653"
"2019","All","All","Not EU","Male","168580","110370","0.655"
"2020","All","All","Not EU","Male","184630","122785","0.665"
"2021","All","All","Not EU","Male","209500","127995","0.611"
"2022","All","All","Not EU","Male","233735","129665","0.555"
"2023","All","All","Not EU","Male","246720","134730","0.546"
"2006","All","All","EU (excluding UK)","Male","55870","32905","0.589"
"2007","All","All","EU (excluding UK)","Male","62995","37460","0.595"
"2008","All","All","EU (excluding UK)","Male","55510","33480","0.603"
"2009","All","All","EU (excluding UK)","Male","66835","39300","0.588"
"2010","All","All","EU (excluding UK)","Male","80800","43610","0.54"
"2011","All","All","EU (excluding UK)","Male","87685","47660","0.544"
"2012","All","All","EU (excluding UK)","Male","75770","42305","0.558"
"2013","All","All","EU (excluding UK)","Male","78585","45235","0.5760000000000001"
"2014","All","All","EU (excluding UK)","Male","81050","48890","0.603"
"2015","All","All","EU (excluding UK)","Male","87735","53570","0.611"
"2016","All","All","EU (excluding UK)","Male","92300","57765","0.626"
"2017","All","All","EU (excluding UK)","Male","88130","57375","0.651"
"2018","All","All","EU (excluding UK)","Male","87705","56790","0.648"
"2019","All","All","EU (excluding UK)","Male","87630","57910","0.661"
"2020","All","All","EU (excluding UK)","Male","86150","57265","0.665"
"2021","All","All","EU (excluding UK)","Male","47540","29770","0.626"
"2022","All","All","EU (excluding UK)","Male","39810","23555","0.592"
"2023","All","All","EU (excluding UK)","Male","39045","23175","0.594"
"2006","Not deferred","17 and under","All","Female","18520","10975","0.593"
"2007","Not deferred","17 and under","All","Female","20360","12570","0.617"
"2008","Not deferred","17 and under","All","Female","17710","10920","0.617"
"2009","Not deferred","17 and under","All","Female","18865","11440","0.606"
"2010","Not deferred","17 and under","All","Female","20540","11590","0.5640000000000001"
"2011","Not deferred","17 and under","All","Female","21330","12225","0.5730000000000001"
"2012","Not deferred","17 and under","All","Female","21800","13050","0.599"
"2013","Not deferred","17 and under","All","Female","23485","14280","0.608"
"2014","Not deferred","17 and under","All","Female","27115","16620","0.613"
"2015","Not deferred","17 and under","All","Female","27365","17495","0.639"
"2016","Not deferred","17 and under","All","Female","29205","18615","0.637"
"2017","Not deferred","17 and under","All","Female","30400","19685","0.648"
"2018","Not deferred","17 and under","All","Female","34280","22655","0.661"
"2019","Not deferred","17 and under","All","Female","33775","21965","0.65"
"2020","Not deferred","17 and under","All","Female","38060","25285","0.664"
"2021","Not deferred","17 and under","All","Female","38700","23630","0.611"
"2022","Not deferred","17 and under","All","Female","44050","24715","0.561"
"2023","Not deferred","17 and under","All","Female","40860","23055","0.5640000000000001"
"2006","Deferred","17 and under","All","Female","1990","1535","0.771"
"2007","Deferred","17 and under","All","Female","2040","1465","0.717"
"2008","Deferred","17 and under","All","Female","1625","1130","0.6970000000000001"
"2009","Deferred","17 and under","All","Female","1435","1045","0.728"
"2010","Deferred","17 and under","All","Female","1545","1000","0.649"
"2011","Deferred","17 and under","All","Female","1190","690","0.579"
"2012","Deferred","17 and under","All","Female","1250","780","0.624"
"2013","Deferred","17 and under","All","Female","1135","705","0.622"
"2014","Deferred","17 and under","All","Female","1080","730","0.674"
"2015","Deferred","17 and under","All","Female","1310","860","0.656"
"2016","Deferred","17 and under","All","Female","1250","815","0.651"
"2017","Deferred","17 and under","All","Female","1485","1045","0.7020000000000001"
"2018","Deferred","17 and under","All","Female","1265","920","0.728"
"2019","Deferred","17 and under","All","Female","1185","870","0.736"
"2020","Deferred","17 and under","All","Female","1355","1050","0.773"
"2021","Deferred","17 and under","All","Female","1365","1025","0.75"
"2022","Deferred","17 and under","All","Female","1195","790","0.659"
"2023","Deferred","17 and under","All","Female","1195","815","0.681"
"2006","Not deferred","18","All","Female","662795","467115","0.705"
"2007","Not deferred","18","All","Female","680955","479210","0.704"
"2008","Not deferred","18","All","Female","617010","443940","0.72"
"2009","Not deferred","18","All","Female","652825","463110","0.709"
"2010","Not deferred","18","All","Female","710880","474405","0.667"
"2011","Not deferred","18","All","Female","751195","488300","0.65"
"2012","Not deferred","18","All","Female","719485","486500","0.676"
