"Year","FSM status","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2006","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","4270","82860","0.052000000000000005"
"2006","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","45690","508400","0.09"
"2007","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","4380","80150","0.055"
"2007","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","44650","502610","0.089"
"2008","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","4720","78160","0.06"
"2008","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","48450","514770","0.094"
"2009","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","5290","75430","0.07"
"2009","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","54090","514630","0.105"
"2010","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","5370","73480","0.073"
"2010","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","57250","513610","0.111"
"2011","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","6500","74410","0.08700000000000001"
"2011","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","63770","515080","0.124"
"2012","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","6310","80070","0.079"
"2012","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","55220","512030","0.108"
"2013","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","6790","81800","0.083"
"2013","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","56410","497770","0.113"
"2014","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","7340","82550","0.089"
"2014","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","58480","491810","0.11900000000000001"
"2015","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","8030","87540","0.092"
"2015","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","60070","497280","0.121"
"2016","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","7370","83080","0.089"
"2016","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","58520","488210","0.12"
"2017","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","6800","78900","0.08600000000000001"
"2017","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","57390","486350","0.11800000000000001"
"2018","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","6450","74750","0.08600000000000001"
"2018","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","56720","477910","0.11900000000000001"
"2019","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","6580","71930","0.091"
"2019","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","56920","465840","0.122"
"2020","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","6440","68950","0.093"
"2020","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","57340","466400","0.123"
"2021","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","7400","78830","0.094"
"2021","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","59180","476200","0.124"
"2022","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","9220","91230","0.101"
"2022","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","64850","481100","0.135"
"2023","Receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","9990","111550","0.09"
"2023","Not receiving FSM","Lower tariff","All","England","All","Main scheme applicant","All","58440","485750","0.12"
"2006","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1100","82860","0.013000000000000001"
"2006","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","38890","508400","0.076"
"2007","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1220","80150","0.015"
"2007","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","39230","502610","0.078"
"2008","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1170","78160","0.015"
"2008","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","40600","514770","0.079"
"2009","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1100","75430","0.015"
"2009","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","38680","514630","0.075"
"2010","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1040","73480","0.014"
"2010","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","38110","513610","0.074"
"2011","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1090","74410","0.015"
"2011","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","36400","515080","0.07100000000000001"
"2012","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1300","80070","0.016"
"2012","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","39360","512030","0.077"
"2013","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1610","81800","0.02"
"2013","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","42150","497770","0.085"
"2014","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1710","82550","0.021"
"2014","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","42970","491810","0.08700000000000001"
"2015","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","2070","87540","0.024"
"2015","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","45500","497280","0.091"
"2016","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","2120","83080","0.026000000000000002"
"2016","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","46740","488210","0.096"
"2017","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","2100","78900","0.027"
"2017","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","47840","486350","0.098"
"2018","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","1970","74750","0.026000000000000002"
"2018","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","47530","477910","0.099"
"2019","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","2220","71930","0.031"
"2019","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","48180","465840","0.10300000000000001"
"2020","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","2680","68950","0.039"
"2020","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","57160","466400","0.123"
"2021","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","3340","78830","0.042"
"2021","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","63390","476200","0.133"
"2022","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","3120","91230","0.034"
"2022","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","54790","481100","0.114"
"2023","Receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","3680","111550","0.033"
"2023","Not receiving FSM","Higher tariff","All","England","All","Main scheme applicant","All","53860","485750","0.111"
"2006","Receiving FSM","Medium tariff","All","England","All","Main scheme applicant","All","2070","82860","0.025"
"2006","Not receiving FSM","Medium tariff","All","England","All","Main scheme applicant","All","39920","508400","0.079"
"2007","Receiving FSM","Medium tariff","All","England","All","Main scheme applicant","All","2120","80150","0.026000000000000002"
"2007","Not receiving FSM","Medium tariff","All","England","All","Main scheme applicant","All","41190","502610","0.082"
"2008","Receiving FSM","Medium tariff","All","England","All","Main scheme applicant","All","2450","78160","0.031"
"2008","Not receiving FSM","Medium tariff","All","England","All","Main scheme applicant","All","45340","514770","0.088"
