"Year","Domicile UK International","Domicile","Age group","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2011","UK","Northern Ireland","All","Male","All","Not main scheme application","270","12660","0.021"
"2012","UK","Northern Ireland","All","Male","All","Not main scheme application","330","12750","0.026000000000000002"
"2013","UK","Northern Ireland","All","Male","All","Not main scheme application","290","12440","0.023"
"2014","UK","Northern Ireland","All","Male","All","Not main scheme application","300","12340","0.025"
"2015","UK","Northern Ireland","All","Male","All","Not main scheme application","300","12680","0.023"
"2016","UK","Northern Ireland","All","Male","All","Not main scheme application","290","12530","0.023"
"2017","UK","Northern Ireland","All","Male","All","Not main scheme application","390","12380","0.031"
"2018","UK","Northern Ireland","All","Male","All","Not main scheme application","350","12060","0.029"
"2019","UK","Northern Ireland","All","Male","All","Not main scheme application","290","11470","0.025"
"2020","UK","Northern Ireland","All","Male","All","Not main scheme application","350","11390","0.031"
"2021","UK","Northern Ireland","All","Male","All","Not main scheme application","270","11400","0.024"
"2022","UK","Northern Ireland","All","Male","All","Not main scheme application","380","11800","0.032"
"2023","UK","Northern Ireland","All","Male","All","Not main scheme application","310","11950","0.026000000000000002"
"2006","UK","England","All","Male","All","Not main scheme application","7490","332100","0.023"
"2007","UK","England","All","Male","All","Not main scheme application","7760","327910","0.024"
"2008","UK","England","All","Male","All","Not main scheme application","8650","336660","0.026000000000000002"
"2009","UK","England","All","Male","All","Not main scheme application","9450","342500","0.028"
"2010","UK","England","All","Male","All","Not main scheme application","9400","336200","0.028"
"2011","UK","England","All","Male","All","Not main scheme application","11180","329110","0.034"
"2012","UK","England","All","Male","All","Not main scheme application","11080","332250","0.033"
"2013","UK","England","All","Male","All","Not main scheme application","10670","326760","0.033"
"2014","UK","England","All","Male","All","Not main scheme application","11920","324000","0.037"
"2015","UK","England","All","Male","All","Not main scheme application","12290","329560","0.037"
"2016","UK","England","All","Male","All","Not main scheme application","12970","322880","0.04"
"2017","UK","England","All","Male","All","Not main scheme application","14020","319730","0.044"
"2018","UK","England","All","Male","All","Not main scheme application","14040","312490","0.045"
"2019","UK","England","All","Male","All","Not main scheme application","16490","305830","0.054"
"2020","UK","England","All","Male","All","Not main scheme application","19010","302270","0.063"
"2021","UK","England","All","Male","All","Not main scheme application","13470","312290","0.043000000000000003"
"2022","UK","England","All","Male","All","Not main scheme application","16350","320710","0.051000000000000004"
"2023","UK","England","All","Male","All","Not main scheme application","18800","329990","0.057"
"2006","UK","Scotland","All","Male","All","Not main scheme application","490","32600","0.015"
"2007","UK","Scotland","All","Male","All","Not main scheme application","510","32280","0.016"
"2008","UK","Scotland","All","Male","All","Not main scheme application","710","33160","0.021"
"2009","UK","Scotland","All","Male","All","Not main scheme application","790","32780","0.024"
"2010","UK","Scotland","All","Male","All","Not main scheme application","770","32400","0.024"
"2011","UK","Scotland","All","Male","All","Not main scheme application","500","32150","0.016"
"2012","UK","Scotland","All","Male","All","Not main scheme application","630","31830","0.02"
"2013","UK","Scotland","All","Male","All","Not main scheme application","580","31840","0.018000000000000002"
"2014","UK","Scotland","All","Male","All","Not main scheme application","360","31510","0.011"
"2015","UK","Scotland","All","Male","All","Not main scheme application","590","30830","0.019"
"2016","UK","Scotland","All","Male","All","Not main scheme application","570","30190","0.019"
"2017","UK","Scotland","All","Male","All","Not main scheme application","540","29520","0.018000000000000002"
"2018","UK","Scotland","All","Male","All","Not main scheme application","450","28240","0.016"
"2019","UK","Scotland","All","Male","All","Not main scheme application","460","27450","0.017"
"2020","UK","Scotland","All","Male","All","Not main scheme application","600","27130","0.022"
"2021","UK","Scotland","All","Male","All","Not main scheme application","430","28390","0.015"
"2022","UK","Scotland","All","Male","All","Not main scheme application","540","29050","0.018000000000000002"
"2023","UK","Scotland","All","Male","All","Not main scheme application","580","29070","0.02"
"2006","UK","Wales","All","Male","All","Not main scheme application","460","20240","0.023"
"2007","UK","Wales","All","Male","All","Not main scheme application","400","20300","0.02"
"2008","UK","Wales","All","Male","All","Not main scheme application","500","20420","0.025"
"2009","UK","Wales","All","Male","All","Not main scheme application","530","20790","0.025"
"2010","UK","Wales","All","Male","All","Not main scheme application","490","19980","0.025"
"2011","UK","Wales","All","Male","All","Not main scheme application","460","19600","0.023"
"2012","UK","Wales","All","Male","All","Not main scheme application","520","19750","0.026000000000000002"
"2013","UK","Wales","All","Male","All","Not main scheme application","450","19370","0.023"
"2014","UK","Wales","All","Male","All","Not main scheme application","490","19260","0.025"
"2015","UK","Wales","All","Male","All","Not main scheme application","520","19360","0.027"
"2016","UK","Wales","All","Male","All","Not main scheme application","540","18540","0.029"
"2017","UK","Wales","All","Male","All","Not main scheme application","530","18180","0.029"
"2018","UK","Wales","All","Male","All","Not main scheme application","460","17670","0.026000000000000002"
"2019","UK","Wales","All","Male","All","Not main scheme application","510","17500","0.029"
"2020","UK","Wales","All","Male","All","Not main scheme application","600","16790","0.036000000000000004"
"2021","UK","Wales","All","Male","All","Not main scheme application","420","17110","0.025"
"2022","UK","Wales","All","Male","All","Not main scheme application","540","17290","0.031"
"2023","UK","Wales","All","Male","All","Not main scheme application","520","17840","0.029"
"2006","UK","Northern Ireland","All","Female","All","Main scheme application","4470","13160","0.34"
"2007","UK","Northern Ireland","All","Female","All","Main scheme application","4630","12760","0.363"
"2008","UK","Northern Ireland","All","Female","All","Main scheme application","4730","12750","0.371"
"2009","UK","Northern Ireland","All","Female","All","Main scheme application","4800","12680","0.378"
"2010","UK","Northern Ireland","All","Female","All","Main scheme application","4550","12440","0.365"
"2011","UK","Northern Ireland","All","Female","All","Main scheme application","4370","12340","0.354"
"2012","UK","Northern Ireland","All","Female","All","Main scheme application","4290","12380","0.34600000000000003"
"2013","UK","Northern Ireland","All","Female","All","Main scheme application","4450","12080","0.368"
"2014","UK","Northern Ireland","All","Female","All","Main scheme application","4330","11930","0.363"
"2015","UK","Northern Ireland","All","Female","All","Main scheme application","4340","12160","0.357"
"2016","UK","Northern Ireland","All","Female","All","Main scheme application","4400","11920","0.369"
"2017","UK","Northern Ireland","All","Female","All","Main scheme application","4320","11820","0.365"
"2018","UK","Northern Ireland","All","Female","All","Main scheme application","4120","11140","0.37"
"2019","UK","Northern Ireland","All","Female","All","Main scheme application","4100","10920","0.376"
"2020","UK","Northern Ireland","All","Female","All","Main scheme application","4700","10880","0.432"
"2021","UK","Northern Ireland","All","Female","All","Main scheme application","4860","10940","0.444"
"2022","UK","Northern Ireland","All","Female","All","Main scheme application","4730","11080","0.427"
"2023","UK","Northern Ireland","All","Female","All","Main scheme application","4660","11240","0.41400000000000003"
