"Year","Achieved BTEC Extended diploma points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","9 points (D*D*D)","Black","Main scheme applicant","Not main scheme application","50","40","0.75","0"
"2017","9 points (D*D*D)","Black","Main scheme applicant","Not main scheme application","35","35","0.971","0"
"2018","9 points (D*D*D)","Black","Main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2019","9 points (D*D*D)","Black","Main scheme applicant","Not main scheme application","30","30","0.903","0"
"2020","9 points (D*D*D)","Black","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2021","9 points (D*D*D)","Black","Main scheme applicant","Not main scheme application","45","40","0.891","0"
"2022","9 points (D*D*D)","Black","Main scheme applicant","Not main scheme application","40","35","0.897","0"
"2023","9 points (D*D*D)","Black","Main scheme applicant","Not main scheme application","25","20","0.808","0"
"2012","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","25","20","0.731","0"
"2013","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","40","30","0.737","0"
"2014","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","55","40","0.727","0"
"2015","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","80","75","0.89","0"
"2016","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","70","55","0.838","0"
"2017","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","65","60","0.923","0"
"2018","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","25","25","0.926","0"
"2019","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","35","30","0.882","0"
"2020","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","40","35","0.897","0"
"2021","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","50","45","0.9380000000000001","0"
"2022","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","15","15","0.929","0"
"2023","10 points (D*D*D*)","Black","Main scheme applicant","Not main scheme application","10","10","0.909","0"
"2010","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","15","10","0.706","0"
"2011","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","25","15","0.68","0"
"2012","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2013","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","40","35","0.833","0"
"2014","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","25","25","0.926","0"
"2015","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","35","35","0.971","0"
"2016","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2017","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","20","20","0.905","0"
"2018","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","25","25","0.926","0"
"2019","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","20","15","0.778","0"
"2020","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","25","20","0.846","0"
"2021","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","40","35","0.9490000000000001","0"
"2022","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","25","25","1","0"
"2023","1 point (PPP)","Asian","Main scheme applicant","Not main scheme application","40","35","0.8290000000000001","0"
"2010","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","20","15","0.65","0"
"2011","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","20","15","0.591","0"
"2012","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","30","20","0.71","0"
"2013","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","30","25","0.857","0"
"2014","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","35","30","0.806","0"
"2015","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","30","25","0.871","0"
"2016","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","20","20","0.9","0"
"2017","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2018","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","15","15","0.765","0"
"2019","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2020","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","30","30","0.933","0"
"2021","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","40","35","0.881","0"
"2022","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","40","30","0.756","0"
"2023","2 points (MPP)","Asian","Main scheme applicant","Not main scheme application","60","55","0.919","0"
"2010","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","15","10"," ","0"
"2011","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","25","15","0.654","0"
"2012","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","30","25","0.893","0"
"2013","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","35","35","0.971","0"
"2014","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","40","35","0.9","0"
"2015","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","20","20","1","0"
"2016","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2017","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","30","25","0.929","0"
"2018","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2019","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","25","25","0.9580000000000001","0"
"2020","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","40","40","0.9500000000000001","0"
"2021","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","30","30","0.903","0"
"2022","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","55","45","0.855","0"
"2023","3 points (MMP)","Asian","Main scheme applicant","Not main scheme application","60","60","0.9510000000000001","0"
"2010","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","20","15","0.773","0"
"2011","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","15","10","0.733","0"
"2012","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","35","30","0.8240000000000001","0"
"2013","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","35","35","0.892","0"
"2014","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2015","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","40","30","0.8210000000000001","0"
"2016","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","35","35","0.892","0"
"2017","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","25","20","0.875","0"
"2018","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","40","35","0.923","0"
"2019","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","50","45","0.9590000000000001","0"
"2020","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","60","55","0.885","0"
"2021","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","65","60","0.923","0"
"2022","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","85","80","0.9400000000000001","0"
"2023","4 points (MMM)","Asian","Main scheme applicant","Not main scheme application","75","70","0.933","0"
"2010","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","15","10","0.846","0"
"2011","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","35","25","0.794","0"
"2012","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","50","40","0.857","0"
"2013","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","35","30","0.778","0"
"2014","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","40","30","0.8160000000000001","0"
"2015","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","45","35","0.795","0"
"2016","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","50","45","0.9","0"
"2017","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","40","40","0.975","0"
"2018","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","70","60","0.897","0"
"2019","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","55","50","0.895","0"
"2020","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","65","60","0.984","0"
"2021","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","65","65","0.9550000000000001","0"
"2022","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","90","85","0.924","0"
"2023","5 points (DMM)","Asian","Main scheme applicant","Not main scheme application","90","85","0.9460000000000001","0"
"2010","6 points (DDM)","Asian","Main scheme applicant","Not main scheme application","15","10","0.786","0"
"2011","6 points (DDM)","Asian","Main scheme applicant","Not main scheme application","20","15","0.727","0"
"2012","6 points (DDM)","Asian","Main scheme applicant","Not main scheme application","30","25","0.867","0"
"2013","6 points (DDM)","Asian","Main scheme applicant","Not main scheme application","40","35","0.875","0"
"2014","6 points (DDM)","Asian","Main scheme applicant","Not main scheme application","50","45","0.882","0"
"2015","6 points (DDM)","Asian","Main scheme applicant","Not main scheme application","60","50","0.839","0"
"2016","6 points (DDM)","Asian","Main scheme applicant","Not main scheme application","60","45","0.78","0"
"2017","6 points (DDM)","Asian","Main scheme applicant","Not main scheme application","65","60","0.921","0"
