"Year","Predicted A level points","Age group","Domicile","Gender","Applicants with conditional unconditional offer","Applicants with direct unconditional offer","Applicants with other unconditional offer","Applicants with offer with unconditional component","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2021","17 point(s)","All","Northern Ireland","All","0","25","0","25","0","25","0","30"
"2021","17 point(s)","All","Wales","All","0","15","5","20","0","15","5","20"
"2022","17 point(s)","All","England","All","70","500","180","720","70","575","185","830"
"2022","17 point(s)","All","Northern Ireland","All","0","5","0","5","0","5","0","5"
"2022","17 point(s)","All","Wales","All","0","10","20","30","0","15","20","35"
"2023","17 point(s)","All","England","All","0","455","160","595","0","505","170","675"
"2023","17 point(s)","All","Northern Ireland","All","0","0","0","5","0","0","0","5"
"2023","17 point(s)","All","Wales","All","0","10","10","20","0","10","10","20"
"2013","18 point(s)","All","England","All","0","10","25","35","0","10","25","35"
"2014","18 point(s)","All","England","All","665","180","65","900","695","180","65","940"
"2014","18 point(s)","All","Northern Ireland","All","5","5","0","10","5","5","0","10"
"2014","18 point(s)","All","Wales","All","20","0","0","20","20","0","0","20"
"2015","18 point(s)","All","England","All","1240","190","80","1460","1325","195","80","1600"
"2015","18 point(s)","All","Northern Ireland","All","10","5","5","15","10","5","5","15"
"2015","18 point(s)","All","Wales","All","25","5","5","35","25","5","5","35"
"2016","18 point(s)","All","England","All","1330","190","105","1570","1420","195","105","1720"
"2016","18 point(s)","All","Northern Ireland","All","10","0","0","10","10","0","0","10"
"2016","18 point(s)","All","Wales","All","45","10","5","55","45","10","5","60"
"2017","18 point(s)","All","England","All","1695","130","50","1835","1855","130","50","2035"
"2017","18 point(s)","All","Northern Ireland","All","10","5","10","25","10","5","10","25"
"2017","18 point(s)","All","Wales","All","55","10","5","70","60","10","5","75"
"2018","18 point(s)","All","England","All","2025","130","60","2160","2255","130","60","2450"
"2018","18 point(s)","All","Northern Ireland","All","30","5","0","40","35","5","0","40"
"2018","18 point(s)","All","Wales","All","80","5","5","90","90","5","5","100"
"2019","18 point(s)","All","England","All","2495","85","60","2595","2900","95","60","3055"
"2019","18 point(s)","All","Northern Ireland","All","30","0","0","35","35","0","0","40"
"2019","18 point(s)","All","Wales","All","90","5","5","95","100","5","5","105"
"2020","18 point(s)","All","England","All","765","530","130","1345","775","565","135","1480"
"2020","18 point(s)","All","Northern Ireland","All","5","20","5","30","5","20","5","30"
"2020","18 point(s)","All","Wales","All","30","10","10","50","35","10","10","55"
"2021","18 point(s)","All","England","All","0","380","20","400","0","400","20","420"
"2021","18 point(s)","All","Northern Ireland","All","0","15","0","15","0","20","0","20"
"2021","18 point(s)","All","Wales","All","0","10","5","15","0","15","5","20"
"2022","18 point(s)","All","England","All","60","275","130","445","60","325","130","515"
"2022","18 point(s)","All","Northern Ireland","All","0","10","0","10","0","10","0","10"
"2022","18 point(s)","All","Wales","All","0","5","5","10","0","5","5","10"
"2023","18 point(s)","All","England","All","0","220","90","295","0","235","95","330"
"2023","18 point(s)","All","Wales","All","0","10","5","20","0","15","10","20"
"2013","All","All","England","All","0","535","540","1070","0","550","545","1095"
"2013","All","All","Northern Ireland","All","0","10","5","10","0","10","5","10"
"2013","All","All","Wales","All","0","20","120","135","0","20","120","140"
"2014","All","All","England","All","5580","3345","1995","10590","5820","3420","2040","11280"
"2014","All","All","Northern Ireland","All","35","90","30","160","35","95","35","170"
"2014","All","All","Wales","All","160","85","215","455","165","90","240","495"
"2015","All","All","England","All","11620","4495","5530","20405","12475","4660","5600","22735"
"2015","All","All","Northern Ireland","All","80","100","125","300","85","110","130","325"
"2015","All","All","Wales","All","285","230","295","770","305","245","355","905"
"2016","All","All","England","All","16265","9615","6540","30110","17685","10200","6625","34510"
"2016","All","All","Northern Ireland","All","130","155","70","345","135","165","70","370"
"2016","All","All","Wales","All","405","530","325","1180","420","620","375","1420"
"2017","All","All","England","All","26995","11405","8410","42640","30875","12370","8685","51930"
"2017","All","All","Northern Ireland","All","260","165","210","595","290","180","215","685"
"2017","All","All","Wales","All","675","630","475","1630","720","720","525","1965"
"2018","All","All","England","All","37620","13720","11505","55360","45590","15230","11710","72530"
"2018","All","All","Northern Ireland","All","455","270","205","865","510","300","210","1015"
"2018","All","All","Wales","All","1160","575","445","1935","1370","650","475","2495"
"2019","All","All","England","All","43840","14585","10350","59510","55085","16530","10625","82240"
"2019","All","All","Northern Ireland","All","445","170","125","685","515","195","130","840"
"2019","All","All","Wales","All","1150","800","280","1990","1400","950","295","2645"
"2020","All","All","England","All","19510","28745","19200","56085","21625","35430","22280","79335"
"2020","All","All","Northern Ireland","All","125","335","910","1275","135","395","1145","1675"
"2020","All","All","Wales","All","315","965","1120","2050","335","1210","1420","2965"
"2021","All","All","England","All","5","11760","2400","13635","5","13440","2480","15925"
"2021","All","All","Northern Ireland","All","0","205","20","225","0","230","25","255"
"2021","All","All","Wales","All","0","980","190","1105","0","1220","210","1430"
"2022","All","All","England","All","2385","16655","4860","22655","2475","19600","5030","27105"
"2022","All","All","Northern Ireland","All","25","140","35","195","25","155","35","220"
"2022","All","All","Wales","All","50","530","360","915","55","635","400","1090"
"2023","All","All","England","All","0","12380","4045","15770","0","13935","4295","18230"
"2023","All","All","Northern Ireland","All","0","75","30","100","0","85","30","115"
"2023","All","All","Wales","All","0","235","195","415","0","280","225","505"
"2018","3 point(s)","18","All","All","0","5","0","5","0","5","0","5"
"2019","3 point(s)","18","All","All","0","0","5","5","0","0","5","5"
"2020","3 point(s)","18","All","All","0","0","5","10","0","0","5","10"
"2021","3 point(s)","18","All","All","0","5","0","5","0","5","0","5"
"2018","4 point(s)","18","All","All","0","5","5","15","0","5","5","15"
"2019","4 point(s)","18","All","All","5","5","0","10","5","5","0","10"
"2020","4 point(s)","18","All","All","0","5","25","30","0","5","30","35"
"2021","4 point(s)","18","All","All","0","5","0","5","0","5","0","5"
"2022","4 point(s)","18","All","All","0","0","0","0","0","0","5","5"
"2013","5 point(s)","18","All","All","0","5","0","5","0","5","0","5"
"2014","5 point(s)","18","All","All","0","5","0","10","0","5","0","10"
"2015","5 point(s)","18","All","All","0","0","0","5","0","0","0","5"
"2016","5 point(s)","18","All","All","0","5","5","10","0","5","5","10"
"2017","5 point(s)","18","All","All","0","5","5","10","0","5","5","10"
"2018","5 point(s)","18","All","All","5","10","10","25","5","10","10","25"
"2019","5 point(s)","18","All","All","5","10","10","20","5","10","10","25"
"2020","5 point(s)","18","All","All","5","10","40","50","5","10","45","60"
"2021","5 point(s)","18","All","All","0","15","5","20","0","15","10","25"
"2022","5 point(s)","18","All","All","0","20","0","20","0","20","0","20"
"2023","5 point(s)","18","All","All","0","10","0","10","0","10","0","10"
"2013","6 point(s)","18","All","All","0","5","5","10","0","5","5","10"
"2014","6 point(s)","18","All","All","0","10","5","15","0","10","5","15"
"2015","6 point(s)","18","All","All","0","5","10","15","0","5","10","15"
"2016","6 point(s)","18","All","All","0","10","10","20","0","10","10","20"
"2017","6 point(s)","18","All","All","5","10","5","25","5","10","5","25"
"2018","6 point(s)","18","All","All","15","20","20","50","15","20","20","50"
"2019","6 point(s)","18","All","All","15","30","20","65","20","35","20","75"
"2020","6 point(s)","18","All","All","10","25","145","175","10","25","175","210"
"2021","6 point(s)","18","All","All","0","50","5","55","0","60","5","65"
"2022","6 point(s)","18","All","All","0","55","0","60","0","60","0","60"
"2023","6 point(s)","18","All","All","0","15","10","25","0","20","10","25"
"2013","7 point(s)","18","All","All","0","15","5","25","0","20","5","25"
"2014","7 point(s)","18","All","All","0","25","10","35","0","30","10","35"
"2015","7 point(s)","18","All","All","5","20","25","50","5","20","25","50"
"2016","7 point(s)","18","All","All","10","30","25","65","10","30","25","65"
"2017","7 point(s)","18","All","All","15","35","30","75","15","35","30","80"
"2018","7 point(s)","18","All","All","35","65","45","135","35","70","45","155"
"2019","7 point(s)","18","All","All","30","55","45","120","30","55","45","135"
"2020","7 point(s)","18","All","All","25","65","260","325","25","70","330","425"
"2021","7 point(s)","18","All","All","0","70","15","85","0","75","15","90"
"2022","7 point(s)","18","All","All","0","125","25","150","0","140","30","170"
"2023","7 point(s)","18","All","All","0","35","25","60","0","40","30","70"
"2013","8 point(s)","18","All","All","0","30","10","35","0","30","10","35"
"2014","8 point(s)","18","All","All","0","30","30","60","0","30","30","60"
"2015","8 point(s)","18","All","All","10","45","35","90","10","45","35","90"
"2016","8 point(s)","18","All","All","35","75","75","185","35","80","85","200"
"2017","8 point(s)","18","All","All","35","80","95","200","40","85","100","220"
"2018","8 point(s)","18","All","All","65","140","130","320","65","155","135","360"
"2019","8 point(s)","18","All","All","95","120","120","315","100","135","120","355"
"2020","8 point(s)","18","All","All","65","130","595","745","70","140","735","945"
"2021","8 point(s)","18","All","All","0","170","35","200","0","185","35","220"
"2022","8 point(s)","18","All","All","5","220","60","280","10","250","65","325"
"2023","8 point(s)","18","All","All","0","95","75","165","0","105","80","185"
"2013","9 point(s)","18","All","All","0","40","15","50","0","40","15","55"
"2014","9 point(s)","18","All","All","5","60","55","120","5","60","55","120"
"2015","9 point(s)","18","All","All","15","100","145","260","15","100","145","260"
"2016","9 point(s)","18","All","All","150","325","230","685","160","345","240","750"
"2017","9 point(s)","18","All","All","160","265","450","845","165","285","460","910"
"2018","9 point(s)","18","All","All","260","590","555","1310","270","660","565","1495"
"2019","9 point(s)","18","All","All","750","360","565","1510","815","405","585","1805"
"2020","9 point(s)","18","All","All","740","565","1470","2440","835","650","1770","3255"
"2021","9 point(s)","18","All","All","0","500","125","610","0","585","130","715"
"2022","9 point(s)","18","All","All","45","545","200","760","45","640","210","895"
"2023","9 point(s)","18","All","All","0","400","210","590","0","445","225","670"
"2013","10 point(s)","18","All","All","0","50","40","90","0","50","40","95"
"2014","10 point(s)","18","All","All","5","85","75","165","5","85","75","170"
"2015","10 point(s)","18","All","All","45","140","240","420","45","145","250","440"
"2016","10 point(s)","18","All","All","270","860","285","1365","275","900","295","1470"
"2017","10 point(s)","18","All","All","395","715","690","1710","415","760","705","1880"
"2018","10 point(s)","18","All","All","560","1240","1340","2855","615","1375","1365","3350"
"2019","10 point(s)","18","All","All","1450","915","990","2945","1650","1025","1015","3690"
"2020","10 point(s)","18","All","All","1185","1340","2210","4065","1320","1585","2685","5590"
"2021","10 point(s)","18","All","All","0","840","245","1040","0","985","255","1240"
"2022","10 point(s)","18","All","All","85","1140","290","1470","85","1325","300","1705"
"2023","10 point(s)","18","All","All","0","780","345","1085","0","875","370","1245"
"2013","11 point(s)","18","All","All","0","75","45","115","0","75","45","120"
"2014","11 point(s)","18","All","All","25","120","105","245","25","125","110","255"
"2015","11 point(s)","18","All","All","105","210","755","1055","105","215","770","1090"
