"Year","Qualification group","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","Other","Unknown","Main scheme applicant","Main scheme application","290","145","0.507","0"
"2022","Other","Unknown","Main scheme applicant","Main scheme application","65","35","0.547","0"
"2023","Other","Unknown","Main scheme applicant","Main scheme application","60","35","0.5690000000000001","0"
"2008","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","45","40","0.864","0"
"2009","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","245","200","0.8240000000000001","0"
"2010","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","945","775","0.8210000000000001","0"
"2011","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","1620","1300","0.804","0"
"2012","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","1785","1400","0.784","0"
"2013","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","2095","1700","0.811","0"
"2014","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","2385","1920","0.805","0"
"2015","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","2495","2005","0.803","0"
"2016","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","2610","2095","0.802","0"
"2017","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","2810","2240","0.797","0"
"2018","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","2925","2320","0.794","0"
"2019","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","3095","2395","0.774","0"
"2020","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","3040","2380","0.783","0"
"2021","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","2845","2350","0.8250000000000001","0"
"2022","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","3020","2320","0.768","0"
"2023","A level Only (With extended project)","Quintile 1","Main scheme applicant","Main scheme application","2920","2190","0.751","0"
"2008","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","20305","16130","0.794","0"
"2009","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","21425","16465","0.769","0"
"2010","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","22440","15965","0.711","0"
"2011","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","22700","15890","0.7000000000000001","0"
"2012","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","19350","13660","0.706","0"
"2013","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","18985","13920","0.733","0"
"2014","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","18460","13335","0.722","0"
"2015","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","18150","13165","0.725","0"
"2016","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","18255","13220","0.724","0"
"2017","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","17745","13075","0.737","0"
"2018","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","16920","12575","0.743","0"
"2019","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","16420","12030","0.733","0"
"2020","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","17085","12745","0.746","0"
"2021","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","18285","13940","0.762","0"
"2022","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","18775","13555","0.722","0"
"2023","A level Only (Without extended project)","Quintile 1","Main scheme applicant","Main scheme application","18555","13110","0.707","0"
"2008","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","1320","970","0.734","0"
"2009","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","1760","1260","0.714","0"
"2010","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","2470","1565","0.633","0"
"2011","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","3025","1845","0.611","0"
"2012","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","11310","7670","0.678","0"
"2013","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","12010","8395","0.6990000000000001","0"
"2014","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","14455","10225","0.707","0"
"2015","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","14845","10560","0.711","0"
"2016","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","14200","10260","0.723","0"
"2017","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","12875","9575","0.743","0"
"2018","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","11935","9000","0.754","0"
"2019","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","10860","8245","0.759","0"
"2020","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","10785","8310","0.771","0"
"2021","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","11395","8300","0.728","0"
"2022","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","10835","7580","0.7000000000000001","0"
"2023","BTEC Only","Quintile 1","Main scheme applicant","Main scheme application","9170","6525","0.711","0"
"2008","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","325","260","0.802","0"
"2009","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","530","405","0.767","0"
"2010","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","850","560","0.66","0"
"2011","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","1170","800","0.683","0"
"2012","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","3895","2895","0.743","0"
"2013","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","4560","3475","0.762","0"
"2014","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","5775","4395","0.761","0"
"2015","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","6520","5020","0.77","0"
"2016","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","6315","4860","0.77","0"
"2017","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","5705","4440","0.779","0"
"2018","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","4890","3785","0.773","0"
"2019","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","4860","3790","0.78","0"
"2020","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","5055","3960","0.784","0"
"2021","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","5350","4175","0.78","0"
"2022","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","5185","3875","0.748","0"
"2023","A level & BTEC","Quintile 1","Main scheme applicant","Main scheme application","4780","3565","0.746","0"
"2008","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","1230","800","0.65","0"
"2009","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","1340","865","0.646","0"
"2010","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","1660","945","0.5680000000000001","0"
"2011","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","1620","905","0.558","0"
"2012","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","1695","990","0.584","0"
"2013","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","1775","1065","0.601","0"
"2014","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","1995","1190","0.597","0"
"2015","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","2055","1195","0.581","0"
"2016","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","2130","1300","0.61","0"
"2017","SQA Only","Quintile 1","Main scheme applicant","Main scheme application","2285","1440","0.631","0"
