"Year","Number of applications","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","2 applications","30 - 34","England","Female","Main scheme applicant","All","935","520","0.557","0"
"2017","2 applications","30 - 34","England","Female","Main scheme applicant","All","780","500","0.641","0"
"2018","2 applications","30 - 34","England","Female","Main scheme applicant","All","775","500","0.644","0"
"2019","2 applications","30 - 34","England","Female","Main scheme applicant","All","780","515","0.658","0"
"2020","2 applications","30 - 34","England","Female","Main scheme applicant","All","910","610","0.669","0"
"2021","2 applications","30 - 34","England","Female","Main scheme applicant","All","1040","645","0.622","0"
"2022","2 applications","30 - 34","England","Female","Main scheme applicant","All","950","545","0.5740000000000001","0"
"2023","2 applications","30 - 34","England","Female","Main scheme applicant","All","745","435","0.583","0"
"2006","3 applications","30 - 34","England","Female","Main scheme applicant","All","620","380","0.614","0"
"2007","3 applications","30 - 34","England","Female","Main scheme applicant","All","560","345","0.618","0"
"2008","3 applications","30 - 34","England","Female","Main scheme applicant","All","750","500","0.669","0"
"2009","3 applications","30 - 34","England","Female","Main scheme applicant","All","890","540","0.608","0"
"2010","3 applications","30 - 34","England","Female","Main scheme applicant","All","1020","550","0.537","0"
"2011","3 applications","30 - 34","England","Female","Main scheme applicant","All","1035","485","0.468","0"
"2012","3 applications","30 - 34","England","Female","Main scheme applicant","All","900","455","0.507","0"
"2013","3 applications","30 - 34","England","Female","Main scheme applicant","All","880","475","0.542","0"
"2014","3 applications","30 - 34","England","Female","Main scheme applicant","All","975","555","0.5700000000000001","0"
"2015","3 applications","30 - 34","England","Female","Main scheme applicant","All","835","465","0.561","0"
"2016","3 applications","30 - 34","England","Female","Main scheme applicant","All","830","495","0.593","0"
"2017","3 applications","30 - 34","England","Female","Main scheme applicant","All","790","530","0.668","0"
"2018","3 applications","30 - 34","England","Female","Main scheme applicant","All","675","460","0.679","0"
"2019","3 applications","30 - 34","England","Female","Main scheme applicant","All","735","530","0.722","0"
"2020","3 applications","30 - 34","England","Female","Main scheme applicant","All","870","640","0.733","0"
"2021","3 applications","30 - 34","England","Female","Main scheme applicant","All","1095","740","0.673","0"
"2022","3 applications","30 - 34","England","Female","Main scheme applicant","All","920","600","0.651","0"
"2023","3 applications","30 - 34","England","Female","Main scheme applicant","All","655","420","0.641","0"
"2006","4 applications","30 - 34","England","Female","Main scheme applicant","All","565","330","0.584","0"
"2007","4 applications","30 - 34","England","Female","Main scheme applicant","All","500","270","0.54","0"
