"Year","Achieved BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","1 point (PPP)","Quintile 3","All","All","120","80","0.658","0"
"2019","1 point (PPP)","Quintile 3","All","All","100","70","0.7030000000000001","0"
"2020","1 point (PPP)","Quintile 3","All","All","120","85","0.712","0"
"2021","1 point (PPP)","Quintile 3","All","All","175","110","0.621","0"
"2022","1 point (PPP)","Quintile 3","All","All","130","90","0.674","0"
"2023","1 point (PPP)","Quintile 3","All","All","170","95","0.5740000000000001","0"
"2010","2 points (MPP)","Quintile 3","All","All","345","210","0.604","0"
"2011","2 points (MPP)","Quintile 3","All","All","250","125","0.492","0"
"2012","2 points (MPP)","Quintile 3","All","All","260","150","0.578","0"
"2013","2 points (MPP)","Quintile 3","All","All","235","140","0.6","0"
"2014","2 points (MPP)","Quintile 3","All","All","265","150","0.5700000000000001","0"
"2015","2 points (MPP)","Quintile 3","All","All","240","170","0.707","0"
"2016","2 points (MPP)","Quintile 3","All","All","230","155","0.675","0"
"2017","2 points (MPP)","Quintile 3","All","All","160","115","0.708","0"
"2018","2 points (MPP)","Quintile 3","All","All","200","155","0.771","0"
"2019","2 points (MPP)","Quintile 3","All","All","160","115","0.736","0"
"2020","2 points (MPP)","Quintile 3","All","All","200","160","0.808","0"
"2021","2 points (MPP)","Quintile 3","All","All","245","185","0.753","0"
"2022","2 points (MPP)","Quintile 3","All","All","230","160","0.711","0"
"2023","2 points (MPP)","Quintile 3","All","All","235","170","0.738","0"
"2010","3 points (MMP)","Quintile 3","All","All","420","285","0.684","0"
"2011","3 points (MMP)","Quintile 3","All","All","330","205","0.628","0"
"2012","3 points (MMP)","Quintile 3","All","All","280","185","0.667","0"
"2013","3 points (MMP)","Quintile 3","All","All","290","210","0.722","0"
"2014","3 points (MMP)","Quintile 3","All","All","295","200","0.687","0"
"2015","3 points (MMP)","Quintile 3","All","All","280","205","0.732","0"
"2016","3 points (MMP)","Quintile 3","All","All","280","210","0.738","0"
"2017","3 points (MMP)","Quintile 3","All","All","235","185","0.783","0"
"2018","3 points (MMP)","Quintile 3","All","All","210","170","0.8170000000000001","0"
"2019","3 points (MMP)","Quintile 3","All","All","225","175","0.767","0"
"2020","3 points (MMP)","Quintile 3","All","All","255","220","0.87","0"
"2021","3 points (MMP)","Quintile 3","All","All","215","170","0.785","0"
"2022","3 points (MMP)","Quintile 3","All","All","285","215","0.764","0"
"2023","3 points (MMP)","Quintile 3","All","All","320","240","0.755","0"
"2010","4 points (MMM)","Quintile 3","All","All","635","490","0.767","0"
"2011","4 points (MMM)","Quintile 3","All","All","545","400","0.733","5"
"2012","4 points (MMM)","Quintile 3","All","All","490","380","0.779","0"
"2013","4 points (MMM)","Quintile 3","All","All","485","380","0.789","0"
"2014","4 points (MMM)","Quintile 3","All","All","490","375","0.765","0"
"2015","4 points (MMM)","Quintile 3","All","All","415","335","0.806","0"
"2016","4 points (MMM)","Quintile 3","All","All","400","315","0.794","0"
"2017","4 points (MMM)","Quintile 3","All","All","315","245","0.783","0"
"2018","4 points (MMM)","Quintile 3","All","All","310","255","0.8290000000000001","0"
"2019","4 points (MMM)","Quintile 3","All","All","345","290","0.8320000000000001","0"
"2020","4 points (MMM)","Quintile 3","All","All","350","285","0.8190000000000001","0"
"2021","4 points (MMM)","Quintile 3","All","All","400","325","0.806","0"
"2022","4 points (MMM)","Quintile 3","All","All","470","370","0.786","0"
"2023","4 points (MMM)","Quintile 3","All","All","430","345","0.802","0"
"2010","5 points (DMM)","Quintile 3","All","All","695","545","0.786","0"
"2011","5 points (DMM)","Quintile 3","All","All","640","525","0.8200000000000001","0"
"2012","5 points (DMM)","Quintile 3","All","All","610","490","0.797","0"
"2013","5 points (DMM)","Quintile 3","All","All","630","525","0.833","0"
"2014","5 points (DMM)","Quintile 3","All","All","685","575","0.843","0"
"2015","5 points (DMM)","Quintile 3","All","All","650","555","0.851","0"
"2016","5 points (DMM)","Quintile 3","All","All","595","500","0.844","0"
"2017","5 points (DMM)","Quintile 3","All","All","505","435","0.858","0"
"2018","5 points (DMM)","Quintile 3","All","All","480","410","0.854","0"
"2019","5 points (DMM)","Quintile 3","All","All","490","415","0.847","0"
"2020","5 points (DMM)","Quintile 3","All","All","425","375","0.887","0"
"2021","5 points (DMM)","Quintile 3","All","All","545","455","0.835","0"
"2022","5 points (DMM)","Quintile 3","All","All","635","500","0.79","0"
"2023","5 points (DMM)","Quintile 3","All","All","625","520","0.837","0"
"2010","6 points (DDM)","Quintile 3","All","All","670","535","0.797","0"
"2011","6 points (DDM)","Quintile 3","All","All","620","515","0.833","0"
"2012","6 points (DDM)","Quintile 3","All","All","625","505","0.806","0"
"2013","6 points (DDM)","Quintile 3","All","All","665","555","0.835","0"
"2014","6 points (DDM)","Quintile 3","All","All","710","570","0.807","0"
"2015","6 points (DDM)","Quintile 3","All","All","675","570","0.847","0"
"2016","6 points (DDM)","Quintile 3","All","All","705","600","0.848","0"
"2017","6 points (DDM)","Quintile 3","All","All","585","505","0.862","0"
"2018","6 points (DDM)","Quintile 3","All","All","590","505","0.855","0"
"2019","6 points (DDM)","Quintile 3","All","All","500","420","0.839","0"
"2020","6 points (DDM)","Quintile 3","All","All","545","470","0.862","0"
"2021","6 points (DDM)","Quintile 3","All","All","655","555","0.848","0"
"2022","6 points (DDM)","Quintile 3","All","All","690","560","0.81","0"
"2023","6 points (DDM)","Quintile 3","All","All","650","550","0.85","0"
"2010","7 points (DDD)","Quintile 3","All","All","2235","1805","0.807","0"
"2011","7 points (DDD)","Quintile 3","All","All","2420","2010","0.8290000000000001","5"
"2012","7 points (DDD)","Quintile 3","All","All","700","570","0.811","0"
"2013","7 points (DDD)","Quintile 3","All","All","680","560","0.8280000000000001","0"
"2014","7 points (DDD)","Quintile 3","All","All","745","625","0.84","0"
"2015","7 points (DDD)","Quintile 3","All","All","780","670","0.855","0"
"2016","7 points (DDD)","Quintile 3","All","All","590","485","0.8220000000000001","0"
"2017","7 points (DDD)","Quintile 3","All","All","515","455","0.878","0"
"2018","7 points (DDD)","Quintile 3","All","All","545","480","0.879","0"
"2019","7 points (DDD)","Quintile 3","All","All","620","555","0.898","0"
"2020","7 points (DDD)","Quintile 3","All","All","565","510","0.899","0"
"2021","7 points (DDD)","Quintile 3","All","All","710","615","0.865","0"
"2022","7 points (DDD)","Quintile 3","All","All","720","585","0.8150000000000001","0"
"2023","7 points (DDD)","Quintile 3","All","All","700","575","0.8210000000000001","0"
"2011","8 points (D*DD)","Quintile 3","All","All","5","5"," ","0"
"2012","8 points (D*DD)","Quintile 3","All","All","395","335","0.846","0"
"2013","8 points (D*DD)","Quintile 3","All","All","465","370","0.796","0"
"2014","8 points (D*DD)","Quintile 3","All","All","535","435","0.8180000000000001","0"
"2015","8 points (D*DD)","Quintile 3","All","All","580","480","0.8260000000000001","0"
"2016","8 points (D*DD)","Quintile 3","All","All","600","495","0.8240000000000001","0"
"2017","8 points (D*DD)","Quintile 3","All","All","580","495","0.86","0"
"2018","8 points (D*DD)","Quintile 3","All","All","600","515","0.857","0"
"2019","8 points (D*DD)","Quintile 3","All","All","610","525","0.864","0"
"2020","8 points (D*DD)","Quintile 3","All","All","600","520","0.864","0"
"2021","8 points (D*DD)","Quintile 3","All","All","625","540","0.867","0"
"2022","8 points (D*DD)","Quintile 3","All","All","760","635","0.84","0"
"2023","8 points (D*DD)","Quintile 3","All","All","720","615","0.854","0"
"2011","9 points (D*D*D)","Quintile 3","All","All","5","0"," ","0"
"2012","9 points (D*D*D)","Quintile 3","All","All","405","335","0.8180000000000001","0"
"2013","9 points (D*D*D)","Quintile 3","All","All","460","390","0.846","0"
"2014","9 points (D*D*D)","Quintile 3","All","All","505","425","0.836","0"
"2015","9 points (D*D*D)","Quintile 3","All","All","570","485","0.846","0"
"2016","9 points (D*D*D)","Quintile 3","All","All","655","545","0.8280000000000001","0"
"2017","9 points (D*D*D)","Quintile 3","All","All","660","560","0.853","0"
"2018","9 points (D*D*D)","Quintile 3","All","All","640","550","0.855","0"
"2019","9 points (D*D*D)","Quintile 3","All","All","575","500","0.871","0"
"2020","9 points (D*D*D)","Quintile 3","All","All","725","635","0.877","0"
"2021","9 points (D*D*D)","Quintile 3","All","All","730","610","0.837","0"
"2022","9 points (D*D*D)","Quintile 3","All","All","815","680","0.8320000000000001","0"
"2023","9 points (D*D*D)","Quintile 3","All","All","565","485","0.86","0"
"2011","10 points (D*D*D*)","Quintile 3","All","All","5","5"," ","0"
"2012","10 points (D*D*D*)","Quintile 3","All","All","980","820","0.837","0"
"2013","10 points (D*D*D*)","Quintile 3","All","All","1140","945","0.8300000000000001","0"
"2014","10 points (D*D*D*)","Quintile 3","All","All","1435","1205","0.839","0"
"2015","10 points (D*D*D*)","Quintile 3","All","All","1685","1420","0.843","0"
"2016","10 points (D*D*D*)","Quintile 3","All","All","1635","1405","0.86","0"
"2017","10 points (D*D*D*)","Quintile 3","All","All","1850","1580","0.856","0"
"2018","10 points (D*D*D*)","Quintile 3","All","All","1505","1270","0.844","0"
"2019","10 points (D*D*D*)","Quintile 3","All","All","1285","1105","0.858","0"
"2020","10 points (D*D*D*)","Quintile 3","All","All","1635","1465","0.895","0"
"2021","10 points (D*D*D*)","Quintile 3","All","All","1785","1525","0.856","0"
"2022","10 points (D*D*D*)","Quintile 3","All","All","945","785","0.835","0"
"2023","10 points (D*D*D*)","Quintile 3","All","All","535","440","0.8190000000000001","0"
"2010","1 point (PPP)","Quintile 4","All","All","305","150","0.485","5"
"2011","1 point (PPP)","Quintile 4","All","All","235","135","0.5640000000000001","0"
"2012","1 point (PPP)","Quintile 4","All","All","240","115","0.47900000000000004","0"
"2013","1 point (PPP)","Quintile 4","All","All","230","120","0.526","0"
"2014","1 point (PPP)","Quintile 4","All","All","230","125","0.547","0"
"2015","1 point (PPP)","Quintile 4","All","All","215","120","0.56","0"
"2016","1 point (PPP)","Quintile 4","All","All","150","95","0.631","0"
"2017","1 point (PPP)","Quintile 4","All","All","150","105","0.684","0"
"2018","1 point (PPP)","Quintile 4","All","All","140","100","0.712","0"
"2019","1 point (PPP)","Quintile 4","All","All","120","85","0.725","0"
"2020","1 point (PPP)","Quintile 4","All","All","135","100","0.761","0"
"2021","1 point (PPP)","Quintile 4","All","All","160","115","0.704","0"
"2022","1 point (PPP)","Quintile 4","All","All","150","95","0.655","0"
"2023","1 point (PPP)","Quintile 4","All","All","170","110","0.641","0"
"2010","2 points (MPP)","Quintile 4","All","All","340","205","0.598","0"
"2011","2 points (MPP)","Quintile 4","All","All","265","140","0.525","0"
"2012","2 points (MPP)","Quintile 4","All","All","250","155","0.616","0"
"2013","2 points (MPP)","Quintile 4","All","All","260","175","0.664","0"
"2014","2 points (MPP)","Quintile 4","All","All","220","150","0.685","0"
"2015","2 points (MPP)","Quintile 4","All","All","255","175","0.6940000000000001","0"
"2016","2 points (MPP)","Quintile 4","All","All","235","170","0.709","0"
"2017","2 points (MPP)","Quintile 4","All","All","195","140","0.708","0"
"2018","2 points (MPP)","Quintile 4","All","All","180","130","0.718","0"
"2019","2 points (MPP)","Quintile 4","All","All","180","140","0.777","0"
"2020","2 points (MPP)","Quintile 4","All","All","185","160","0.849","0"
"2021","2 points (MPP)","Quintile 4","All","All","210","155","0.748","0"
"2022","2 points (MPP)","Quintile 4","All","All","240","165","0.6990000000000001","0"
"2023","2 points (MPP)","Quintile 4","All","All","285","210","0.731","0"
"2010","3 points (MMP)","Quintile 4","All","All","385","265","0.6920000000000001","0"
"2011","3 points (MMP)","Quintile 4","All","All","315","195","0.622","0"
"2012","3 points (MMP)","Quintile 4","All","All","285","195","0.685","0"
"2013","3 points (MMP)","Quintile 4","All","All","295","220","0.737","0"
"2014","3 points (MMP)","Quintile 4","All","All","310","210","0.676","0"
"2015","3 points (MMP)","Quintile 4","All","All","330","240","0.738","0"
"2016","3 points (MMP)","Quintile 4","All","All","285","220","0.775","0"
"2017","3 points (MMP)","Quintile 4","All","All","265","210","0.785","0"
"2018","3 points (MMP)","Quintile 4","All","All","235","190","0.806","0"
"2019","3 points (MMP)","Quintile 4","All","All","220","180","0.8190000000000001","0"
"2020","3 points (MMP)","Quintile 4","All","All","265","220","0.833","0"
"2021","3 points (MMP)","Quintile 4","All","All","240","190","0.793","0"
"2022","3 points (MMP)","Quintile 4","All","All","305","235","0.772","0"
"2023","3 points (MMP)","Quintile 4","All","All","340","260","0.763","0"
"2010","4 points (MMM)","Quintile 4","All","All","605","475","0.782","0"
"2011","4 points (MMM)","Quintile 4","All","All","595","450","0.758","5"
"2012","4 points (MMM)","Quintile 4","All","All","490","370","0.757","0"
"2013","4 points (MMM)","Quintile 4","All","All","530","415","0.788","0"
"2014","4 points (MMM)","Quintile 4","All","All","495","390","0.788","0"
"2015","4 points (MMM)","Quintile 4","All","All","455","375","0.8220000000000001","0"
"2016","4 points (MMM)","Quintile 4","All","All","440","365","0.8210000000000001","0"
"2017","4 points (MMM)","Quintile 4","All","All","365","300","0.8320000000000001","0"
"2018","4 points (MMM)","Quintile 4","All","All","370","310","0.841","0"
"2019","4 points (MMM)","Quintile 4","All","All","310","260","0.842","0"
"2020","4 points (MMM)","Quintile 4","All","All","400","340","0.859","0"
"2021","4 points (MMM)","Quintile 4","All","All","430","355","0.8320000000000001","0"
"2022","4 points (MMM)","Quintile 4","All","All","475","380","0.794","0"
"2023","4 points (MMM)","Quintile 4","All","All","480","380","0.794","0"
"2010","5 points (DMM)","Quintile 4","All","All","650","525","0.805","0"
"2011","5 points (DMM)","Quintile 4","All","All","685","560","0.8200000000000001","0"
"2012","5 points (DMM)","Quintile 4","All","All","595","475","0.797","0"
"2013","5 points (DMM)","Quintile 4","All","All","615","505","0.8240000000000001","0"
"2014","5 points (DMM)","Quintile 4","All","All","690","585","0.848","0"
"2015","5 points (DMM)","Quintile 4","All","All","650","545","0.841","0"
"2016","5 points (DMM)","Quintile 4","All","All","610","515","0.843","0"
"2017","5 points (DMM)","Quintile 4","All","All","500","435","0.87","0"
"2018","5 points (DMM)","Quintile 4","All","All","545","470","0.864","0"
"2019","5 points (DMM)","Quintile 4","All","All","545","450","0.8310000000000001","0"
"2020","5 points (DMM)","Quintile 4","All","All","500","440","0.878","0"
"2021","5 points (DMM)","Quintile 4","All","All","625","525","0.843","0"
"2022","5 points (DMM)","Quintile 4","All","All","620","530","0.857","0"
"2023","5 points (DMM)","Quintile 4","All","All","630","535","0.849","0"
"2010","6 points (DDM)","Quintile 4","All","All","650","525","0.809","0"
"2011","6 points (DDM)","Quintile 4","All","All","635","525","0.8250000000000001","0"
"2012","6 points (DDM)","Quintile 4","All","All","630","500","0.795","0"
"2013","6 points (DDM)","Quintile 4","All","All","650","515","0.798","0"
"2014","6 points (DDM)","Quintile 4","All","All","760","640","0.841","0"
"2015","6 points (DDM)","Quintile 4","All","All","735","630","0.858","0"
"2016","6 points (DDM)","Quintile 4","All","All","715","605","0.847","0"
"2017","6 points (DDM)","Quintile 4","All","All","650","565","0.866","0"
