"Year","Qualification group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2015","Other","18","Scotland","Male","All","Main scheme application","160","80","0.491","0"
"2016","Other","18","Scotland","Male","All","Main scheme application","115","65","0.583","0"
"2017","Other","18","Scotland","Male","All","Main scheme application","120","65","0.555","0"
"2018","Other","18","Scotland","Male","All","Main scheme application","115","60","0.544","0"
"2019","Other","18","Scotland","Male","All","Main scheme application","95","60","0.634","0"
"2020","Other","18","Scotland","Male","All","Main scheme application","110","70","0.651","0"
"2021","Other","18","Scotland","Male","All","Main scheme application","110","75","0.6910000000000001","0"
"2022","Other","18","Scotland","Male","All","Main scheme application","125","75","0.595","0"
"2023","Other","18","Scotland","Male","All","Main scheme application","145","85","0.586","0"
"2008","Other","18","Wales","Male","All","Main scheme application","1360","955","0.7010000000000001","0"
"2009","Other","18","Wales","Male","All","Main scheme application","1435","1020","0.712","0"
"2010","Other","18","Wales","Male","All","Main scheme application","1415","875","0.617","0"
"2011","Other","18","Wales","Male","All","Main scheme application","1195","690","0.577","0"
"2012","Other","18","Wales","Male","All","Main scheme application","855","530","0.617","0"
"2013","Other","18","Wales","Male","All","Main scheme application","880","610","0.6900000000000001","0"
"2014","Other","18","Wales","Male","All","Main scheme application","1035","745","0.719","0"
"2015","Other","18","Wales","Male","All","Main scheme application","1120","820","0.734","0"
"2016","Other","18","Wales","Male","All","Main scheme application","1090","800","0.736","0"
"2017","Other","18","Wales","Male","All","Main scheme application","1120","835","0.746","0"
"2018","Other","18","Wales","Male","All","Main scheme application","1275","990","0.776","0"
"2019","Other","18","Wales","Male","All","Main scheme application","1245","960","0.772","0"
"2020","Other","18","Wales","Male","All","Main scheme application","1130","925","0.8190000000000001","0"
"2021","Other","18","Wales","Male","All","Main scheme application","1265","1020","0.806","0"
"2022","Other","18","Wales","Male","All","Main scheme application","1385","950","0.687","0"
"2023","Other","18","Wales","Male","All","Main scheme application","1250","885","0.708","0"
"2015","A level Only (With extended project)","19","Northern Ireland","Male","All","Main scheme application","5","0"," ","0"
"2023","A level Only (With extended project)","19","Northern Ireland","Male","All","Main scheme application","5","5"," ","0"
"2008","A level Only (With extended project)","19","England","Male","All","Main scheme application","10","10","1","0"
"2009","A level Only (With extended project)","19","England","Male","All","Main scheme application","110","85","0.787","0"
"2010","A level Only (With extended project)","19","England","Male","All","Main scheme application","385","310","0.806","0"
"2011","A level Only (With extended project)","19","England","Male","All","Main scheme application","930","735","0.793","0"
"2012","A level Only (With extended project)","19","England","Male","All","Main scheme application","1025","845","0.8220000000000001","0"
"2013","A level Only (With extended project)","19","England","Male","All","Main scheme application","1615","1360","0.842","0"
"2014","A level Only (With extended project)","19","England","Male","All","Main scheme application","1760","1445","0.8220000000000001","0"
"2015","A level Only (With extended project)","19","England","Male","All","Main scheme application","1980","1600","0.808","0"
"2016","A level Only (With extended project)","19","England","Male","All","Main scheme application","2005","1610","0.802","0"
"2017","A level Only (With extended project)","19","England","Male","All","Main scheme application","1900","1535","0.808","0"
"2018","A level Only (With extended project)","19","England","Male","All","Main scheme application","1990","1635","0.8210000000000001","0"
"2019","A level Only (With extended project)","19","England","Male","All","Main scheme application","2050","1655","0.807","0"
"2020","A level Only (With extended project)","19","England","Male","All","Main scheme application","2020","1610","0.796","0"
"2021","A level Only (With extended project)","19","England","Male","All","Main scheme application","1830","1520","0.8290000000000001","0"
"2022","A level Only (With extended project)","19","England","Male","All","Main scheme application","1740","1390","0.798","0"
"2023","A level Only (With extended project)","19","England","Male","All","Main scheme application","2195","1780","0.809","0"
"2010","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2012","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2013","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","10","10"," ","0"
"2014","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2015","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","5","5"," ","0"
"2016","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","10","5"," ","0"
"2017","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","10","10"," ","0"
"2018","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","20","10","0.667","0"
"2019","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","20","15","0.7000000000000001","0"
"2020","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","20","15","0.684","0"
"2021","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","25","15","0.739","0"
"2022","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","20","10","0.47600000000000003","0"
"2023","A level Only (With extended project)","19","Scotland","Male","All","Main scheme application","25","15","0.654","0"
"2011","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","10","10"," ","0"
"2012","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","10","5"," ","0"
"2013","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","5","5"," ","0"
"2014","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","10","10","0.833","0"
"2015","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","15","15","0.8130000000000001","0"
"2016","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","15","15","0.867","0"
"2017","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","15","10","0.714","0"
"2018","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","20","20","0.909","0"
"2019","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","20","15","0.789","0"
"2020","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","25","20","0.792","0"
"2021","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","15","10","0.733","0"
"2022","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","40","30","0.756","0"
"2023","A level Only (With extended project)","19","Wales","Male","All","Main scheme application","30","25","0.897","0"
"2008","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","565","445","0.788","0"
"2009","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","565","440","0.779","0"
"2010","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","710","505","0.714","0"
"2011","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","845","625","0.738","0"
"2012","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","715","505","0.709","0"
"2013","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","800","585","0.727","0"
"2014","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","775","555","0.719","0"
"2015","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","790","515","0.655","0"
"2016","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","865","625","0.722","0"
"2017","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","740","505","0.681","0"
"2018","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","735","530","0.719","0"
"2019","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","580","435","0.755","0"
"2020","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","500","390","0.783","0"
"2021","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","375","300","0.797","0"
"2022","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","365","285","0.771","0"
"2023","A level Only (Without extended project)","19","Northern Ireland","Male","All","Main scheme application","425","300","0.709","0"
