"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2016","9 point(s)","All","Wales","Female","640","505","0.791"
"2017","9 point(s)","All","Wales","Female","620","480","0.774"
"2018","9 point(s)","All","Wales","Female","575","445","0.77"
"2019","9 point(s)","All","Wales","Female","490","410","0.839"
"2020","9 point(s)","All","Wales","Female","460","355","0.774"
"2021","9 point(s)","All","Wales","Female","725","595","0.8180000000000001"
"2022","9 point(s)","All","Wales","Female","580","475","0.8170000000000001"
"2023","9 point(s)","All","Wales","Female","425","330","0.781"
"2010","10 point(s)","All","Northern Ireland","Female","1380","990","0.719"
"2011","10 point(s)","All","Northern Ireland","Female","1270","805","0.635"
"2012","10 point(s)","All","Northern Ireland","Female","1405","885","0.631"
"2013","10 point(s)","All","Northern Ireland","Female","1360","855","0.628"
"2014","10 point(s)","All","Northern Ireland","Female","1230","815","0.664"
"2015","10 point(s)","All","Northern Ireland","Female","1285","905","0.706"
"2016","10 point(s)","All","Northern Ireland","Female","1100","780","0.709"
"2017","10 point(s)","All","Northern Ireland","Female","950","685","0.722"
"2018","10 point(s)","All","Northern Ireland","Female","715","475","0.664"
"2019","10 point(s)","All","Northern Ireland","Female","440","320","0.725"
"2020","10 point(s)","All","Northern Ireland","Female","615","450","0.728"
"2021","10 point(s)","All","Northern Ireland","Female","395","275","0.6960000000000001"
"2022","10 point(s)","All","Northern Ireland","Female","645","440","0.682"
"2023","10 point(s)","All","Northern Ireland","Female","480","335","0.6980000000000001"
"2010","10 point(s)","All","England","Female","37765","26520","0.7020000000000001"
"2011","10 point(s)","All","England","Female","36620","24365","0.665"
"2012","10 point(s)","All","England","Female","33145","22290","0.672"
"2013","10 point(s)","All","England","Female","29870","21760","0.729"
"2014","10 point(s)","All","England","Female","29025","21650","0.746"
"2015","10 point(s)","All","England","Female","29485","22585","0.766"
"2016","10 point(s)","All","England","Female","27760","21190","0.763"
"2017","10 point(s)","All","England","Female","26875","20980","0.781"
"2018","10 point(s)","All","England","Female","23465","18615","0.793"
"2019","10 point(s)","All","England","Female","20780","16600","0.799"
"2020","10 point(s)","All","England","Female","20320","16475","0.811"
"2021","10 point(s)","All","England","Female","21300","17280","0.811"
"2022","10 point(s)","All","England","Female","21080","16745","0.794"
"2023","10 point(s)","All","England","Female","19195","15335","0.799"
"2010","10 point(s)","All","Scotland","Female","25","25","0.96"
"2011","10 point(s)","All","Scotland","Female","15","10"," "
"2012","10 point(s)","All","Scotland","Female","30","20","0.733"
"2013","10 point(s)","All","Scotland","Female","15","10","0.8"
"2014","10 point(s)","All","Scotland","Female","35","25","0.686"
"2015","10 point(s)","All","Scotland","Female","10","10"," "
"2016","10 point(s)","All","Scotland","Female","10","10"," "
"2017","10 point(s)","All","Scotland","Female","25","15","0.52"
"2018","10 point(s)","All","Scotland","Female","5","5"," "
"2019","10 point(s)","All","Scotland","Female","20","20","0.9"
"2020","10 point(s)","All","Scotland","Female","5","0"," "
"2021","10 point(s)","All","Scotland","Female","5","5"," "
"2022","10 point(s)","All","Scotland","Female","25","20","0.72"
"2023","10 point(s)","All","Scotland","Female","10","10"," "
"2010","10 point(s)","All","Wales","Female","2005","1435","0.716"
"2011","10 point(s)","All","Wales","Female","1770","1165","0.658"
"2012","10 point(s)","All","Wales","Female","1720","1225","0.711"
"2013","10 point(s)","All","Wales","Female","1450","1080","0.743"
"2014","10 point(s)","All","Wales","Female","1305","1000","0.765"
"2015","10 point(s)","All","Wales","Female","1255","1005","0.799"
"2016","10 point(s)","All","Wales","Female","1295","955","0.738"
"2017","10 point(s)","All","Wales","Female","1140","865","0.759"
"2018","10 point(s)","All","Wales","Female","930","740","0.797"
"2019","10 point(s)","All","Wales","Female","875","695","0.797"
"2020","10 point(s)","All","Wales","Female","855","705","0.8270000000000001"
"2021","10 point(s)","All","Wales","Female","1020","845","0.8290000000000001"
"2022","10 point(s)","All","Wales","Female","925","715","0.774"
"2023","10 point(s)","All","Wales","Female","890","715","0.804"
"2010","11 point(s)","All","Northern Ireland","Female","2410","1765","0.733"
"2011","11 point(s)","All","Northern Ireland","Female","2140","1370","0.641"
"2012","11 point(s)","All","Northern Ireland","Female","2320","1535","0.662"
"2013","11 point(s)","All","Northern Ireland","Female","2345","1675","0.715"
"2014","11 point(s)","All","Northern Ireland","Female","2240","1640","0.733"
"2015","11 point(s)","All","Northern Ireland","Female","2340","1590","0.679"
"2016","11 point(s)","All","Northern Ireland","Female","2285","1610","0.704"
"2017","11 point(s)","All","Northern Ireland","Female","1880","1325","0.704"
"2018","11 point(s)","All","Northern Ireland","Female","1645","1230","0.747"
"2019","11 point(s)","All","Northern Ireland","Female","1100","810","0.738"
"2020","11 point(s)","All","Northern Ireland","Female","1275","885","0.6940000000000001"
"2021","11 point(s)","All","Northern Ireland","Female","1075","770","0.716"
"2022","11 point(s)","All","Northern Ireland","Female","1075","805","0.75"
"2023","11 point(s)","All","Northern Ireland","Female","1095","810","0.742"
"2010","11 point(s)","All","England","Female","44335","32270","0.728"
"2011","11 point(s)","All","England","Female","46205","32060","0.6940000000000001"
"2012","11 point(s)","All","England","Female","42090","30100","0.715"
"2013","11 point(s)","All","England","Female","41240","31310","0.759"
"2014","11 point(s)","All","England","Female","40845","31680","0.776"
"2015","11 point(s)","All","England","Female","43460","34165","0.786"
"2016","11 point(s)","All","England","Female","41760","33090","0.792"
"2017","11 point(s)","All","England","Female","41065","32890","0.801"
"2018","11 point(s)","All","England","Female","38080","31050","0.8150000000000001"
"2019","11 point(s)","All","England","Female","34205","28190","0.8240000000000001"
"2020","11 point(s)","All","England","Female","32365","26755","0.8270000000000001"
"2021","11 point(s)","All","England","Female","33830","28010","0.8280000000000001"
"2022","11 point(s)","All","England","Female","32665","26230","0.803"
"2023","11 point(s)","All","England","Female","30775","25090","0.8150000000000001"
"2010","11 point(s)","All","Scotland","Female","50","35","0.7000000000000001"
"2011","11 point(s)","All","Scotland","Female","30","20","0.667"
"2012","11 point(s)","All","Scotland","Female","35","25","0.771"
"2013","11 point(s)","All","Scotland","Female","55","40","0.709"
"2014","11 point(s)","All","Scotland","Female","20","10","0.55"
"2015","11 point(s)","All","Scotland","Female","10","10"," "
"2016","11 point(s)","All","Scotland","Female","25","15","0.68"
"2017","11 point(s)","All","Scotland","Female","5","5"," "
"2018","11 point(s)","All","Scotland","Female","15","10"," "
"2019","11 point(s)","All","Scotland","Female","20","15","0.8"
"2020","11 point(s)","All","Scotland","Female","15","10","0.733"
"2021","11 point(s)","All","Scotland","Female","50","40","0.78"
"2023","11 point(s)","All","Scotland","Female","20","15","0.85"
"2010","11 point(s)","All","Wales","Female","2450","1810","0.739"
"2011","11 point(s)","All","Wales","Female","2340","1640","0.7010000000000001"
"2012","11 point(s)","All","Wales","Female","2060","1495","0.727"
"2013","11 point(s)","All","Wales","Female","2100","1540","0.732"
"2014","11 point(s)","All","Wales","Female","2000","1615","0.808"
"2015","11 point(s)","All","Wales","Female","1970","1590","0.807"
"2016","11 point(s)","All","Wales","Female","2015","1595","0.792"
"2017","11 point(s)","All","Wales","Female","1740","1405","0.806"
"2018","11 point(s)","All","Wales","Female","1470","1170","0.795"
"2019","11 point(s)","All","Wales","Female","1390","1115","0.801"
"2020","11 point(s)","All","Wales","Female","1390","1135","0.8170000000000001"
"2021","11 point(s)","All","Wales","Female","1665","1335","0.802"
"2022","11 point(s)","All","Wales","Female","1560","1230","0.789"
"2023","11 point(s)","All","Wales","Female","1190","965","0.8130000000000001"
"2010","12 point(s)","All","Northern Ireland","Female","3245","2295","0.707"
"2011","12 point(s)","All","Northern Ireland","Female","3290","2150","0.654"
"2012","12 point(s)","All","Northern Ireland","Female","3250","2225","0.685"
"2013","12 point(s)","All","Northern Ireland","Female","3445","2455","0.713"
"2014","12 point(s)","All","Northern Ireland","Female","3355","2450","0.731"
"2015","12 point(s)","All","Northern Ireland","Female","3480","2650","0.761"
"2016","12 point(s)","All","Northern Ireland","Female","3430","2555","0.745"
"2017","12 point(s)","All","Northern Ireland","Female","3220","2425","0.752"
"2018","12 point(s)","All","Northern Ireland","Female","2860","2115","0.74"
"2019","12 point(s)","All","Northern Ireland","Female","2225","1750","0.786"
"2020","12 point(s)","All","Northern Ireland","Female","2315","1785","0.77"
"2021","12 point(s)","All","Northern Ireland","Female","2110","1565","0.742"
"2022","12 point(s)","All","Northern Ireland","Female","1995","1395","0.7000000000000001"
"2023","12 point(s)","All","Northern Ireland","Female","2080","1590","0.765"
"2010","12 point(s)","All","England","Female","55435","42125","0.76"
"2011","12 point(s)","All","England","Female","56220","41635","0.741"
"2012","12 point(s)","All","England","Female","54310","40910","0.753"
"2013","12 point(s)","All","England","Female","54970","43555","0.792"
"2014","12 point(s)","All","England","Female","54060","43415","0.803"
"2015","12 point(s)","All","England","Female","56060","45575","0.8130000000000001"
"2016","12 point(s)","All","England","Female","56080","46245","0.8250000000000001"
"2017","12 point(s)","All","England","Female","56740","47000","0.8280000000000001"
"2018","12 point(s)","All","England","Female","54570","45325","0.8310000000000001"
"2019","12 point(s)","All","England","Female","50985","42640","0.836"
"2020","12 point(s)","All","England","Female","49195","41460","0.843"
"2021","12 point(s)","All","England","Female","52060","43600","0.838"
"2022","12 point(s)","All","England","Female","47305","38040","0.804"
"2023","12 point(s)","All","England","Female","44315","36450","0.8230000000000001"
"2010","12 point(s)","All","Scotland","Female","45","25","0.6"
"2011","12 point(s)","All","Scotland","Female","30","15","0.5670000000000001"
"2012","12 point(s)","All","Scotland","Female","40","25","0.65"
"2013","12 point(s)","All","Scotland","Female","45","35","0.756"
"2014","12 point(s)","All","Scotland","Female","75","55","0.733"
"2015","12 point(s)","All","Scotland","Female","35","25","0.743"
"2016","12 point(s)","All","Scotland","Female","45","30","0.644"
"2017","12 point(s)","All","Scotland","Female","30","20","0.733"
"2018","12 point(s)","All","Scotland","Female","50","40","0.84"
"2019","12 point(s)","All","Scotland","Female","40","25","0.65"
"2020","12 point(s)","All","Scotland","Female","40","30","0.7000000000000001"
"2021","12 point(s)","All","Scotland","Female","35","25","0.657"
"2022","12 point(s)","All","Scotland","Female","15","10","0.667"
"2023","12 point(s)","All","Scotland","Female","5","5"," "
"2010","12 point(s)","All","Wales","Female","3185","2340","0.735"
"2011","12 point(s)","All","Wales","Female","3000","2175","0.725"
"2012","12 point(s)","All","Wales","Female","2930","2175","0.743"
"2013","12 point(s)","All","Wales","Female","2860","2280","0.797"
"2014","12 point(s)","All","Wales","Female","2525","1980","0.783"
"2015","12 point(s)","All","Wales","Female","2765","2210","0.8"
"2016","12 point(s)","All","Wales","Female","2765","2250","0.8140000000000001"
"2017","12 point(s)","All","Wales","Female","2615","2165","0.8280000000000001"
"2018","12 point(s)","All","Wales","Female","2275","1870","0.8230000000000001"
"2019","12 point(s)","All","Wales","Female","1940","1580","0.8150000000000001"
"2020","12 point(s)","All","Wales","Female","1790","1490","0.8310000000000001"
"2021","12 point(s)","All","Wales","Female","2340","1930","0.8250000000000001"
"2022","12 point(s)","All","Wales","Female","2145","1625","0.758"
"2023","12 point(s)","All","Wales","Female","1860","1515","0.8140000000000001"
"2010","13 point(s)","All","Northern Ireland","Female","3895","2915","0.748"
"2011","13 point(s)","All","Northern Ireland","Female","3490","2460","0.705"
"2012","13 point(s)","All","Northern Ireland","Female","3755","2665","0.71"
"2013","13 point(s)","All","Northern Ireland","Female","3975","2985","0.75"
"2014","13 point(s)","All","Northern Ireland","Female","4075","3170","0.778"
"2015","13 point(s)","All","Northern Ireland","Female","4680","3650","0.78"
"2016","13 point(s)","All","Northern Ireland","Female","4090","3220","0.787"
"2017","13 point(s)","All","Northern Ireland","Female","4290","3370","0.786"
"2018","13 point(s)","All","Northern Ireland","Female","3845","3095","0.805"
"2019","13 point(s)","All","Northern Ireland","Female","3500","2850","0.8140000000000001"
"2020","13 point(s)","All","Northern Ireland","Female","3290","2680","0.8150000000000001"
