"Year","Applied by deadline","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2014","All","19","Not EU","All","Main scheme applicant","Main scheme application","17330","8230","0.47500000000000003","0"
"2015","All","19","Not EU","All","Main scheme applicant","Main scheme application","17385","8430","0.485","0"
"2016","All","19","Not EU","All","Main scheme applicant","Main scheme application","17115","8055","0.47100000000000003","0"
"2017","All","19","Not EU","All","Main scheme applicant","Main scheme application","17315","8515","0.492","0"
"2018","All","19","Not EU","All","Main scheme applicant","Main scheme application","17600","8485","0.482","0"
"2019","All","19","Not EU","All","Main scheme applicant","Main scheme application","19780","9295","0.47000000000000003","0"
"2020","All","19","Not EU","All","Main scheme applicant","Main scheme application","21580","10410","0.482","0"
"2021","All","19","Not EU","All","Main scheme applicant","Main scheme application","22935","10565","0.461","0"
"2022","All","19","Not EU","All","Main scheme applicant","Main scheme application","23410","10630","0.454","0"
"2023","All","19","Not EU","All","Main scheme applicant","Main scheme application","24625","10480","0.426","0"
"2006","All","20","Not EU","All","Main scheme applicant","Main scheme application","5395","2940","0.545","0"
"2007","All","20","Not EU","All","Main scheme applicant","Main scheme application","5750","3090","0.538","0"
"2008","All","20","Not EU","All","Main scheme applicant","Main scheme application","6465","3365","0.521","0"
"2009","All","20","Not EU","All","Main scheme applicant","Main scheme application","7105","3605","0.508","0"
"2010","All","20","Not EU","All","Main scheme applicant","Main scheme application","7970","4120","0.517","0"
"2011","All","20","Not EU","All","Main scheme applicant","Main scheme application","8055","4140","0.514","0"
"2012","All","20","Not EU","All","Main scheme applicant","Main scheme application","8625","4235","0.491","0"
"2013","All","20","Not EU","All","Main scheme applicant","Main scheme application","9055","4615","0.51","0"
"2014","All","20","Not EU","All","Main scheme applicant","Main scheme application","9705","4675","0.482","0"
"2015","All","20","Not EU","All","Main scheme applicant","Main scheme application","9490","4600","0.485","0"
"2016","All","20","Not EU","All","Main scheme applicant","Main scheme application","8975","4335","0.483","0"
"2017","All","20","Not EU","All","Main scheme applicant","Main scheme application","8630","4285","0.496","0"
"2018","All","20","Not EU","All","Main scheme applicant","Main scheme application","8195","3940","0.481","0"
"2019","All","20","Not EU","All","Main scheme applicant","Main scheme application","8400","3980","0.47400000000000003","0"
"2020","All","20","Not EU","All","Main scheme applicant","Main scheme application","9310","4540","0.488","0"
"2021","All","20","Not EU","All","Main scheme applicant","Main scheme application","10185","5035","0.494","0"
"2022","All","20","Not EU","All","Main scheme applicant","Main scheme application","11090","5360","0.483","0"
"2023","All","20","Not EU","All","Main scheme applicant","Main scheme application","11365","5070","0.446","0"
"2006","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","7935","3930","0.495","0"
"2007","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","7880","3935","0.499","0"
"2008","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","8240","3900","0.47300000000000003","0"
"2009","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","8675","3935","0.454","0"
"2010","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","9590","4290","0.447","0"
"2011","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","9980","4435","0.444","0"
"2012","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","10305","4310","0.418","0"
"2013","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","10125","4470","0.441","0"
"2014","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","9860","4130","0.419","0"
"2015","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","9850","4190","0.425","0"
"2016","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","8995","3770","0.419","0"
"2017","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","8600","3635","0.423","0"
"2018","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","8550","3560","0.417","0"
"2019","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","8370","3515","0.42","0"
"2020","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","8395","3585","0.427","0"
"2021","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","9445","4035","0.427","0"
"2022","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","11310","4640","0.41000000000000003","0"
"2023","All","21 - 24","Not EU","All","Main scheme applicant","Main scheme application","12565","4645","0.37","0"
"2006","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","3165","1440","0.456","0"
"2007","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","2835","1320","0.466","0"
"2008","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","3015","1305","0.433","0"
"2009","All","25 - 29","Not EU","All","Main scheme applicant","Main scheme application","2630","975","0.372","0"
