"Year","Achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","8 point(s)","All","Northern Ireland","All","All","Main scheme application","460","175","0.38","0"
"2018","8 point(s)","All","Northern Ireland","All","All","Main scheme application","395","180","0.452","0"
"2019","8 point(s)","All","Northern Ireland","All","All","Main scheme application","290","140","0.47600000000000003","0"
"2020","8 point(s)","All","Northern Ireland","All","All","Main scheme application","75","50","0.662","0"
"2021","8 point(s)","All","Northern Ireland","All","All","Main scheme application","85","50","0.578","0"
"2022","8 point(s)","All","Northern Ireland","All","All","Main scheme application","200","95","0.467","0"
"2023","8 point(s)","All","Northern Ireland","All","All","Main scheme application","270","130","0.481","0"
"2010","8 point(s)","All","England","All","All","Main scheme application","11940","7605","0.637","0"
"2011","8 point(s)","All","England","All","All","Main scheme application","11690","7305","0.625","0"
"2012","8 point(s)","All","England","All","All","Main scheme application","10765","6940","0.645","0"
"2013","8 point(s)","All","England","All","All","Main scheme application","10560","7125","0.675","0"
"2014","8 point(s)","All","England","All","All","Main scheme application","10965","7200","0.657","0"
"2015","8 point(s)","All","England","All","All","Main scheme application","11260","7610","0.676","0"
"2016","8 point(s)","All","England","All","All","Main scheme application","11250","7475","0.664","0"
"2017","8 point(s)","All","England","All","All","Main scheme application","11170","7520","0.673","0"
"2018","8 point(s)","All","England","All","All","Main scheme application","10890","7290","0.669","0"
"2019","8 point(s)","All","England","All","All","Main scheme application","11025","7055","0.64","0"
"2020","8 point(s)","All","England","All","All","Main scheme application","6940","4540","0.655","0"
"2021","8 point(s)","All","England","All","All","Main scheme application","5910","3890","0.658","0"
"2022","8 point(s)","All","England","All","All","Main scheme application","8525","5285","0.62","0"
"2023","8 point(s)","All","England","All","All","Main scheme application","11140","6795","0.61","0"
"2010","8 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2011","8 point(s)","All","Scotland","All","All","Main scheme application","15","5"," ","0"
"2012","8 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2013","8 point(s)","All","Scotland","All","All","Main scheme application","10","0"," ","0"
"2014","8 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2015","8 point(s)","All","Scotland","All","All","Main scheme application","10","0"," ","0"
"2016","8 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2017","8 point(s)","All","Scotland","All","All","Main scheme application","15","5"," ","0"
"2018","8 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2019","8 point(s)","All","Scotland","All","All","Main scheme application","20","5"," ","0"
"2021","8 point(s)","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2022","8 point(s)","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2023","8 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2010","8 point(s)","All","Wales","All","All","Main scheme application","665","455","0.686","0"
"2011","8 point(s)","All","Wales","All","All","Main scheme application","630","420","0.669","0"
"2012","8 point(s)","All","Wales","All","All","Main scheme application","575","405","0.706","0"
"2013","8 point(s)","All","Wales","All","All","Main scheme application","525","405","0.767","0"
"2014","8 point(s)","All","Wales","All","All","Main scheme application","515","390","0.76","0"
"2015","8 point(s)","All","Wales","All","All","Main scheme application","520","395","0.762","0"
"2016","8 point(s)","All","Wales","All","All","Main scheme application","555","425","0.767","0"
"2017","8 point(s)","All","Wales","All","All","Main scheme application","505","385","0.766","0"
"2018","8 point(s)","All","Wales","All","All","Main scheme application","390","300","0.768","0"
"2019","8 point(s)","All","Wales","All","All","Main scheme application","415","315","0.751","0"
"2020","8 point(s)","All","Wales","All","All","Main scheme application","140","105","0.725","0"
"2021","8 point(s)","All","Wales","All","All","Main scheme application","190","135","0.723","0"
"2022","8 point(s)","All","Wales","All","All","Main scheme application","260","175","0.67","0"
"2023","8 point(s)","All","Wales","All","All","Main scheme application","325","240","0.739","0"
"2010","9 point(s)","All","Northern Ireland","All","All","Main scheme application","805","440","0.547","0"
"2011","9 point(s)","All","Northern Ireland","All","All","Main scheme application","755","395","0.525","0"
"2012","9 point(s)","All","Northern Ireland","All","All","Main scheme application","850","405","0.47600000000000003","0"
"2013","9 point(s)","All","Northern Ireland","All","All","Main scheme application","770","480","0.62","0"
"2014","9 point(s)","All","Northern Ireland","All","All","Main scheme application","780","450","0.577","0"
"2015","9 point(s)","All","Northern Ireland","All","All","Main scheme application","805","330","0.41100000000000003","0"
"2016","9 point(s)","All","Northern Ireland","All","All","Main scheme application","775","405","0.522","0"
"2017","9 point(s)","All","Northern Ireland","All","All","Main scheme application","715","320","0.448","0"
"2018","9 point(s)","All","Northern Ireland","All","All","Main scheme application","610","290","0.47100000000000003","0"
"2019","9 point(s)","All","Northern Ireland","All","All","Main scheme application","460","265","0.5740000000000001","0"
"2020","9 point(s)","All","Northern Ireland","All","All","Main scheme application","210","130","0.63","0"
"2021","9 point(s)","All","Northern Ireland","All","All","Main scheme application","205","125","0.609","0"
"2022","9 point(s)","All","Northern Ireland","All","All","Main scheme application","330","180","0.536","0"
"2023","9 point(s)","All","Northern Ireland","All","All","Main scheme application","450","275","0.608","0"
"2010","9 point(s)","All","England","All","All","Main scheme application","14720","10275","0.6980000000000001","0"
"2011","9 point(s)","All","England","All","All","Main scheme application","14750","10120","0.686","0"
"2012","9 point(s)","All","England","All","All","Main scheme application","13695","9480","0.6920000000000001","0"
"2013","9 point(s)","All","England","All","All","Main scheme application","13635","9670","0.709","0"
"2014","9 point(s)","All","England","All","All","Main scheme application","13590","9410","0.6930000000000001","0"
"2015","9 point(s)","All","England","All","All","Main scheme application","14170","9980","0.704","0"
"2016","9 point(s)","All","England","All","All","Main scheme application","14300","10030","0.7010000000000001","0"
"2017","9 point(s)","All","England","All","All","Main scheme application","14360","9940","0.6920000000000001","0"
"2018","9 point(s)","All","England","All","All","Main scheme application","13605","9420","0.6930000000000001","0"
"2019","9 point(s)","All","England","All","All","Main scheme application","13470","8820","0.655","0"
"2020","9 point(s)","All","England","All","All","Main scheme application","10200","6840","0.671","0"
"2021","9 point(s)","All","England","All","All","Main scheme application","8650","5995","0.6930000000000001","0"
"2022","9 point(s)","All","England","All","All","Main scheme application","10900","6995","0.642","0"
"2023","9 point(s)","All","England","All","All","Main scheme application","13565","8355","0.616","0"
"2010","9 point(s)","All","Scotland","All","All","Main scheme application","15","5"," ","0"
"2011","9 point(s)","All","Scotland","All","All","Main scheme application","15","5"," ","0"
"2012","9 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2013","9 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2014","9 point(s)","All","Scotland","All","All","Main scheme application","15","5"," ","0"
"2015","9 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2016","9 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2017","9 point(s)","All","Scotland","All","All","Main scheme application","10","0"," ","0"
"2018","9 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2019","9 point(s)","All","Scotland","All","All","Main scheme application","10","10"," ","0"
"2020","9 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2021","9 point(s)","All","Scotland","All","All","Main scheme application","5","5"," ","0"
"2022","9 point(s)","All","Scotland","All","All","Main scheme application","15","10"," ","0"
"2023","9 point(s)","All","Scotland","All","All","Main scheme application","10","5"," ","0"
"2010","9 point(s)","All","Wales","All","All","Main scheme application","755","565","0.747","0"
"2011","9 point(s)","All","Wales","All","All","Main scheme application","785","575","0.729","0"
"2012","9 point(s)","All","Wales","All","All","Main scheme application","680","520","0.765","0"
"2013","9 point(s)","All","Wales","All","All","Main scheme application","670","540","0.806","0"
"2014","9 point(s)","All","Wales","All","All","Main scheme application","660","520","0.789","0"
"2015","9 point(s)","All","Wales","All","All","Main scheme application","705","550","0.777","0"
"2016","9 point(s)","All","Wales","All","All","Main scheme application","665","525","0.79","0"
"2017","9 point(s)","All","Wales","All","All","Main scheme application","655","515","0.784","0"
"2018","9 point(s)","All","Wales","All","All","Main scheme application","495","395","0.8","0"
"2019","9 point(s)","All","Wales","All","All","Main scheme application","525","415","0.79","0"
