"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applicant","Main scheme application","Accepted applicants"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","Main scheme applicant","Not main scheme application","105"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Main scheme applicant","Not main scheme application","225"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Main scheme applicant","Not main scheme application","255"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Main scheme applicant","Not main scheme application","140"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Main scheme applicant","Not main scheme application","290"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","Main scheme applicant","Not main scheme application","300"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Main scheme applicant","Not main scheme application","75"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Main scheme applicant","Not main scheme application","115"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Main scheme applicant","Not main scheme application","115"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Main scheme applicant","Not main scheme application","125"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","All","Main scheme applicant","Not main scheme application","100"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","Main scheme applicant","Not main scheme application","660"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","Main scheme applicant","Not main scheme application","740"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","Main scheme applicant","Not main scheme application","690"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","Main scheme applicant","Not main scheme application","805"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","All","Main scheme applicant","Not main scheme application","705"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","Main scheme applicant","Not main scheme application","150"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","Main scheme applicant","Not main scheme application","155"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","Main scheme applicant","Not main scheme application","120"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","Main scheme applicant","Not main scheme application","150"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","All","Main scheme applicant","Not main scheme application","140"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","Main scheme applicant","Not main scheme application","100"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","Main scheme applicant","Not main scheme application","40"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","Main scheme applicant","Not main scheme application","75"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","Main scheme applicant","Not main scheme application","85"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","All","Main scheme applicant","Not main scheme application","45"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","Main scheme applicant","Not main scheme application","210"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","Main scheme applicant","Not main scheme application","275"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","Main scheme applicant","Not main scheme application","215"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","Main scheme applicant","Not main scheme application","295"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","All","Main scheme applicant","Not main scheme application","295"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","Main scheme applicant","Not main scheme application","240"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","Main scheme applicant","Not main scheme application","215"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","Main scheme applicant","Not main scheme application","230"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","Main scheme applicant","Not main scheme application","310"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","All","Main scheme applicant","Not main scheme application","445"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","Main scheme applicant","Not main scheme application","875"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","Main scheme applicant","Not main scheme application","955"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","Main scheme applicant","Not main scheme application","715"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","Main scheme applicant","Not main scheme application","940"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","All","Main scheme applicant","Not main scheme application","710"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","Main scheme applicant","Not main scheme application","235"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","Main scheme applicant","Not main scheme application","345"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","Main scheme applicant","Not main scheme application","195"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","Main scheme applicant","Not main scheme application","260"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","All","Main scheme applicant","Not main scheme application","345"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","Main scheme applicant","Not main scheme application","175"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","Main scheme applicant","Not main scheme application","195"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","Main scheme applicant","Not main scheme application","150"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","Main scheme applicant","Not main scheme application","145"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","All","Main scheme applicant","Not main scheme application","230"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","1965"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","1945"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","1620"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","2070"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","2410"
