"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2009","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","655","485","0.745"
"2010","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","720","490","0.679"
"2011","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","785","510","0.654"
"2012","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","760","485","0.637"
"2013","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","630","385","0.615"
"2014","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","630","375","0.592"
"2015","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","525","320","0.607"
"2016","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","545","300","0.549"
"2017","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","505","295","0.584"
"2018","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","460","255","0.553"
"2019","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","460","250","0.544"
"2020","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","395","240","0.607"
"2021","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","425","235","0.551"
"2022","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","670","290","0.433"
"2023","Not deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","635","290","0.459"
"2006","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","25","20","0.87"
"2007","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","25","25","0.889"
"2008","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","25","20","0.808"
"2009","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","40","15","0.425"
"2010","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","15","15","0.9380000000000001"
"2011","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","10","10","1"
"2012","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","15","15","0.9410000000000001"
"2013","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","20","20","1"
"2014","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","40","25","0.684"
"2015","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","15","15","1"
"2016","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","45","10","0.273"
"2017","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","25","25","0.92"
"2018","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","30","15","0.516"
"2019","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","30","15","0.5"
"2020","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","30","15","0.531"
"2021","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","25","10","0.458"
"2022","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","25","10"," "
"2023","Deferred","21 - 24","Not EU","All","Main scheme applicant","Not main scheme application","25","10","0.37"
"2006","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","135","105","0.793"
"2007","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","110","80","0.725"
"2008","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","120","75","0.608"
"2009","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","155","80","0.506"
"2010","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","175","85","0.48"
"2011","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","165","65","0.383"
"2012","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","175","75","0.426"
"2013","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","145","55","0.374"
"2014","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","120","45","0.358"
"2015","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","140","55","0.388"
"2016","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","130","55","0.422"
"2017","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","120","50","0.393"
"2018","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","105","50","0.505"
"2019","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","105","50","0.462"
"2020","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","105","45","0.41300000000000003"
"2021","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","145","40","0.292"
"2022","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","190","45","0.229"
"2023","Not deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","205","55","0.281"
"2006","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","15","0.9410000000000001"
"2007","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","15","1"
"2008","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","10","10"," "
"2009","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","30","10","0.41400000000000003"
"2010","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2011","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2012","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2013","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","10","0.769"
"2014","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","10","0.667"
"2015","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","10","10"," "
"2016","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","10"," "
"2017","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","10"," "
"2018","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","10"," "
"2019","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","10","5"," "
"2020","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","10"," "
"2021","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","15","10","0.625"
"2022","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","25","10"," "
"2023","Deferred","25 - 29","Not EU","All","Main scheme applicant","Not main scheme application","20","5"," "
"2006","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","50","40","0.8130000000000001"
"2007","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","45","30","0.6980000000000001"
"2008","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","45","35","0.717"
"2009","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","50","20","0.375"
"2010","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","50","25","0.46"
"2011","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","65","20","0.28600000000000003"
"2012","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","70","25","0.377"
"2013","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","50","20","0.429"
"2014","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","45","15","0.295"
"2015","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","60","20","0.379"
"2016","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","30","10","0.34400000000000003"
"2017","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","45","10","0.23900000000000002"
"2018","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","35","20","0.5"
"2019","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","35","5"," "
"2020","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","40","15","0.366"
"2021","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","60","15","0.242"
"2022","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","95","25","0.277"
"2023","Not deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","95","20","0.191"
"2006","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2007","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","10","10","1"
"2008","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","10","10"," "
"2009","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","10","5"," "
"2010","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2011","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2014","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2015","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2017","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2018","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2020","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2021","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","10","5"," "
"2022","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","20","5"," "
"2023","Deferred","30 - 34","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2006","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","45","40","0.907"
"2007","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","35","30","0.757"
"2008","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","35","25","0.714"
"2009","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","35","20","0.541"
"2010","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","40","15","0.436"
"2011","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","35","10","0.294"
"2012","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","55","15","0.245"
"2013","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","30","10"," "
"2014","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","40","15","0.342"
"2015","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","40","10"," "
"2016","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","30","10","0.355"
"2017","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","30","5"," "
"2018","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","45","10"," "
"2019","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","40","15","0.333"
"2020","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","40","15","0.359"
"2021","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","75","15","0.219"
"2022","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","95","15","0.177"
"2023","Not deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","85","15","0.155"
"2006","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2007","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2008","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2009","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2010","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2012","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2013","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2014","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2015","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2016","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","0"," "
"2018","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
"2019","Deferred","35 and over","Not EU","All","Main scheme applicant","Not main scheme application","5","5"," "
