"Year","Achieved SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","18 point(s)","Asian","All","Main scheme application","90","75","0.875","0"
"2018","18 point(s)","Asian","All","Main scheme application","80","70","0.889","0"
"2019","18 point(s)","Asian","All","Main scheme application","80","70","0.91","0"
"2020","18 point(s)","Asian","All","Main scheme application","115","90","0.796","0"
"2021","18 point(s)","Asian","All","Main scheme application","100","90","0.873","0"
"2022","18 point(s)","Asian","All","Main scheme application","100","90","0.891","0"
"2023","18 point(s)","Asian","All","Main scheme application","115","105","0.929","0"
"2010","19 point(s)","Asian","All","Main scheme application","40","30","0.756","0"
"2011","19 point(s)","Asian","All","Main scheme application","50","45","0.878","0"
"2012","19 point(s)","Asian","All","Main scheme application","50","40","0.796","0"
"2013","19 point(s)","Asian","All","Main scheme application","50","40","0.84","0"
"2014","19 point(s)","Asian","All","Main scheme application","60","55","0.903","0"
"2015","19 point(s)","Asian","All","Main scheme application","75","65","0.8310000000000001","0"
"2016","19 point(s)","Asian","All","Main scheme application","70","60","0.8170000000000001","0"
"2017","19 point(s)","Asian","All","Main scheme application","65","60","0.924","0"
"2018","19 point(s)","Asian","All","Main scheme application","85","75","0.893","0"
"2019","19 point(s)","Asian","All","Main scheme application","80","70","0.84","0"
"2020","19 point(s)","Asian","All","Main scheme application","120","105","0.868","0"
"2021","19 point(s)","Asian","All","Main scheme application","140","115","0.841","0"
"2022","19 point(s)","Asian","All","Main scheme application","110","90","0.844","0"
"2023","19 point(s)","Asian","All","Main scheme application","140","120","0.852","0"
"2010","20 point(s)","Asian","All","Main scheme application","85","70","0.845","0"
"2011","20 point(s)","Asian","All","Main scheme application","80","60","0.785","0"
"2012","20 point(s)","Asian","All","Main scheme application","105","90","0.858","0"
"2013","20 point(s)","Asian","All","Main scheme application","115","90","0.793","0"
"2014","20 point(s)","Asian","All","Main scheme application","145","125","0.857","0"
"2015","20 point(s)","Asian","All","Main scheme application","145","125","0.857","0"
"2016","20 point(s)","Asian","All","Main scheme application","170","140","0.839","0"
"2017","20 point(s)","Asian","All","Main scheme application","175","140","0.806","0"
"2018","20 point(s)","Asian","All","Main scheme application","180","155","0.841","0"
"2019","20 point(s)","Asian","All","Main scheme application","190","170","0.88","0"
"2020","20 point(s)","Asian","All","Main scheme application","280","245","0.878","0"
"2021","20 point(s)","Asian","All","Main scheme application","330","280","0.848","0"
"2022","20 point(s)","Asian","All","Main scheme application","460","400","0.865","0"
"2023","20 point(s)","Asian","All","Main scheme application","375","335","0.891","0"
"2010","9 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2012","9 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2019","9 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2020","9 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2023","9 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2012","10 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2014","10 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2017","10 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2019","10 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2020","10 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2021","10 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2022","10 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2023","10 point(s)","Mixed","All","Main scheme application","10","10"," ","0"
"2011","11 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2012","11 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2013","11 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2014","11 point(s)","Mixed","All","Main scheme application","10","0"," ","0"
"2015","11 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2016","11 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2018","11 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2019","11 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2020","11 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2021","11 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2022","11 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2023","11 point(s)","Mixed","All","Main scheme application","20","10","0.667","0"
"2010","12 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2011","12 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2012","12 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2013","12 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2014","12 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2015","12 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2016","12 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2017","12 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2018","12 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2019","12 point(s)","Mixed","All","Main scheme application","15","10"," ","0"
"2020","12 point(s)","Mixed","All","Main scheme application","15","10"," ","0"
"2021","12 point(s)","Mixed","All","Main scheme application","15","5"," ","0"
"2022","12 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2023","12 point(s)","Mixed","All","Main scheme application","20","15","0.684","0"
"2010","13 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2011","13 point(s)","Mixed","All","Main scheme application","15","10"," ","0"
"2012","13 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2013","13 point(s)","Mixed","All","Main scheme application","20","15","0.8","0"
"2014","13 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2015","13 point(s)","Mixed","All","Main scheme application","15","10","0.647","0"
"2016","13 point(s)","Mixed","All","Main scheme application","15","10"," ","0"
"2017","13 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2018","13 point(s)","Mixed","All","Main scheme application","15","5"," ","0"
"2019","13 point(s)","Mixed","All","Main scheme application","20","15","0.7000000000000001","0"
"2020","13 point(s)","Mixed","All","Main scheme application","15","10","0.8","0"
"2021","13 point(s)","Mixed","All","Main scheme application","10","10"," ","0"
"2022","13 point(s)","Mixed","All","Main scheme application","15","10"," ","0"
"2023","13 point(s)","Mixed","All","Main scheme application","25","20","0.833","0"
"2010","14 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2011","14 point(s)","Mixed","All","Main scheme application","25","20","0.8260000000000001","0"
"2012","14 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2013","14 point(s)","Mixed","All","Main scheme application","15","10","0.8","0"
"2014","14 point(s)","Mixed","All","Main scheme application","15","10"," ","0"
"2015","14 point(s)","Mixed","All","Main scheme application","10","5"," ","0"
"2016","14 point(s)","Mixed","All","Main scheme application","15","10","0.647","0"
"2017","14 point(s)","Mixed","All","Main scheme application","15","15","0.933","0"
"2018","14 point(s)","Mixed","All","Main scheme application","10","10","0.909","0"
"2019","14 point(s)","Mixed","All","Main scheme application","15","10","0.667","0"
"2020","14 point(s)","Mixed","All","Main scheme application","15","15","0.765","0"
"2021","14 point(s)","Mixed","All","Main scheme application","15","15","0.765","0"
"2022","14 point(s)","Mixed","All","Main scheme application","25","20","0.769","0"
"2023","14 point(s)","Mixed","All","Main scheme application","30","25","0.774","0"
"2010","15 point(s)","Mixed","All","Main scheme application","15","15","0.875","0"
"2011","15 point(s)","Mixed","All","Main scheme application","20","15","0.789","0"
"2012","15 point(s)","Mixed","All","Main scheme application","20","15","0.737","0"
"2013","15 point(s)","Mixed","All","Main scheme application","15","10","0.647","0"
"2014","15 point(s)","Mixed","All","Main scheme application","20","15","0.8","0"
"2015","15 point(s)","Mixed","All","Main scheme application","20","15","0.789","0"
"2016","15 point(s)","Mixed","All","Main scheme application","20","15","0.773","0"
"2017","15 point(s)","Mixed","All","Main scheme application","20","15","0.85","0"
"2018","15 point(s)","Mixed","All","Main scheme application","20","20","0.864","0"
"2019","15 point(s)","Mixed","All","Main scheme application","30","25","0.742","0"
"2020","15 point(s)","Mixed","All","Main scheme application","20","20","0.9","0"
"2021","15 point(s)","Mixed","All","Main scheme application","20","20","0.909","0"
"2022","15 point(s)","Mixed","All","Main scheme application","25","25","0.885","0"
"2023","15 point(s)","Mixed","All","Main scheme application","40","35","0.897","0"
"2010","16 point(s)","Mixed","All","Main scheme application","20","20","0.905","0"
"2011","16 point(s)","Mixed","All","Main scheme application","20","15","0.722","0"
"2012","16 point(s)","Mixed","All","Main scheme application","20","15","0.8","0"
"2013","16 point(s)","Mixed","All","Main scheme application","30","25","0.9","0"
"2014","16 point(s)","Mixed","All","Main scheme application","20","15","0.667","0"
"2015","16 point(s)","Mixed","All","Main scheme application","25","20","0.8260000000000001","0"
"2016","16 point(s)","Mixed","All","Main scheme application","35","30","0.882","0"
"2017","16 point(s)","Mixed","All","Main scheme application","30","25","0.871","0"
"2018","16 point(s)","Mixed","All","Main scheme application","25","25","0.92","0"
"2019","16 point(s)","Mixed","All","Main scheme application","25","20","0.8150000000000001","0"
"2020","16 point(s)","Mixed","All","Main scheme application","30","20","0.786","0"
"2021","16 point(s)","Mixed","All","Main scheme application","35","25","0.788","0"
"2022","16 point(s)","Mixed","All","Main scheme application","40","35","0.895","0"
"2023","16 point(s)","Mixed","All","Main scheme application","50","45","0.882","0"
"2010","17 point(s)","Mixed","All","Main scheme application","20","20","0.9","0"
"2011","17 point(s)","Mixed","All","Main scheme application","30","30","1","0"
"2012","17 point(s)","Mixed","All","Main scheme application","20","20","0.9520000000000001","0"
"2013","17 point(s)","Mixed","All","Main scheme application","20","15","0.762","0"
"2014","17 point(s)","Mixed","All","Main scheme application","30","30","0.933","0"
"2015","17 point(s)","Mixed","All","Main scheme application","35","30","0.811","0"
