"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applicant","Main scheme application","Accepted applicants"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Mixed","All","Main scheme application","60"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Mixed","All","Main scheme application","165"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Mixed","All","Main scheme application","180"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Mixed","All","Main scheme application","185"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Mixed","All","Main scheme application","235"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Mixed","All","Main scheme application","230"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Mixed","All","Main scheme application","30"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Mixed","All","Main scheme application","45"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Mixed","All","Main scheme application","40"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Mixed","All","Main scheme application","50"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Mixed","All","Main scheme application","40"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","Mixed","All","Main scheme application","40"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","Mixed","All","Main scheme application","35"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","Mixed","All","Main scheme application","30"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","Mixed","All","Main scheme application","30"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","Mixed","All","Main scheme application","50"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","Mixed","All","Main scheme application","10"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","Mixed","All","Main scheme application","20"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","Mixed","All","Main scheme application","25"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","Mixed","All","Main scheme application","25"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","Mixed","All","Main scheme application","25"
"2019","(CAH11) computing","(CAH11-01-07) business computing","Mixed","All","Main scheme application","20"
"2020","(CAH11) computing","(CAH11-01-07) business computing","Mixed","All","Main scheme application","30"
"2021","(CAH11) computing","(CAH11-01-07) business computing","Mixed","All","Main scheme application","25"
"2022","(CAH11) computing","(CAH11-01-07) business computing","Mixed","All","Main scheme application","25"
"2023","(CAH11) computing","(CAH11-01-07) business computing","Mixed","All","Main scheme application","20"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","Mixed","All","Main scheme application","205"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","Mixed","All","Main scheme application","225"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","Mixed","All","Main scheme application","235"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","Mixed","All","Main scheme application","330"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","Mixed","All","Main scheme application","300"
"2019","(CAH11) computing","(CAH11-01-01) computer science","Mixed","All","Main scheme application","470"
"2020","(CAH11) computing","(CAH11-01-01) computer science","Mixed","All","Main scheme application","490"
"2021","(CAH11) computing","(CAH11-01-01) computer science","Mixed","All","Main scheme application","555"
"2022","(CAH11) computing","(CAH11-01-01) computer science","Mixed","All","Main scheme application","655"
"2023","(CAH11) computing","(CAH11-01-01) computer science","Mixed","All","Main scheme application","740"
"2019","(CAH11) computing","(CAH11-01-02) information technology","Mixed","All","Main scheme application","15"
"2020","(CAH11) computing","(CAH11-01-02) information technology","Mixed","All","Main scheme application","15"
"2021","(CAH11) computing","(CAH11-01-02) information technology","Mixed","All","Main scheme application","25"
"2022","(CAH11) computing","(CAH11-01-02) information technology","Mixed","All","Main scheme application","20"
"2023","(CAH11) computing","(CAH11-01-02) information technology","Mixed","All","Main scheme application","15"
"2019","(CAH11) computing","(CAH11-01-03) information systems","Mixed","All","Main scheme application","20"
"2020","(CAH11) computing","(CAH11-01-03) information systems","Mixed","All","Main scheme application","20"
"2021","(CAH11) computing","(CAH11-01-03) information systems","Mixed","All","Main scheme application","25"
"2022","(CAH11) computing","(CAH11-01-03) information systems","Mixed","All","Main scheme application","20"
"2023","(CAH11) computing","(CAH11-01-03) information systems","Mixed","All","Main scheme application","25"
"2019","(CAH11) computing","(CAH11-01-04) software engineering","Mixed","All","Main scheme application","85"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","Mixed","All","Main scheme application","100"
"2021","(CAH11) computing","(CAH11-01-04) software engineering","Mixed","All","Main scheme application","120"
"2022","(CAH11) computing","(CAH11-01-04) software engineering","Mixed","All","Main scheme application","155"
"2023","(CAH11) computing","(CAH11-01-04) software engineering","Mixed","All","Main scheme application","165"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Mixed","All","Main scheme application","45"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Mixed","All","Main scheme application","55"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Mixed","All","Main scheme application","80"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Mixed","All","Main scheme application","65"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Mixed","All","Main scheme application","80"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Mixed","All","Main scheme application","30"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Mixed","All","Main scheme application","45"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Mixed","All","Main scheme application","40"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Mixed","All","Main scheme application","45"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Mixed","All","Main scheme application","50"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Mixed","All","Main scheme application","65"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Mixed","All","Main scheme application","65"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Mixed","All","Main scheme application","85"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Mixed","All","Main scheme application","75"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Mixed","All","Main scheme application","75"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Mixed","All","Main scheme application","45"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Mixed","All","Main scheme application","50"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Mixed","All","Main scheme application","50"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Mixed","All","Main scheme application","60"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Mixed","All","Main scheme application","50"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Mixed","All","Main scheme application","110"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Mixed","All","Main scheme application","85"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Mixed","All","Main scheme application","125"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Mixed","All","Main scheme application","135"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Mixed","All","Main scheme application","125"
"2019","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Mixed","All","Main scheme application","60"
"2020","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Mixed","All","Main scheme application","70"
"2021","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Mixed","All","Main scheme application","90"
"2022","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Mixed","All","Main scheme application","95"
"2023","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Mixed","All","Main scheme application","100"
