"Year","Predicted BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","6 points (DDM)","Quintile 5","All","Not main scheme application","80","75","0.927","0"
"2022","6 points (DDM)","Quintile 5","All","Not main scheme application","75","65","0.8310000000000001","0"
"2023","6 points (DDM)","Quintile 5","All","Not main scheme application","60","55","0.855","0"
"2010","7 points (DDD)","Quintile 5","All","Not main scheme application","55","35","0.642","0"
"2011","7 points (DDD)","Quintile 5","All","Not main scheme application","80","60","0.772","5"
"2012","7 points (DDD)","Quintile 5","All","Not main scheme application","70","55","0.783","0"
"2013","7 points (DDD)","Quintile 5","All","Not main scheme application","50","40","0.76","0"
"2014","7 points (DDD)","Quintile 5","All","Not main scheme application","80","70","0.852","0"
"2015","7 points (DDD)","Quintile 5","All","Not main scheme application","75","60","0.8160000000000001","0"
"2016","7 points (DDD)","Quintile 5","All","Not main scheme application","80","70","0.873","0"
"2017","7 points (DDD)","Quintile 5","All","Not main scheme application","60","55","0.871","0"
"2018","7 points (DDD)","Quintile 5","All","Not main scheme application","75","65","0.918","0"
"2019","7 points (DDD)","Quintile 5","All","Not main scheme application","75","75","0.9480000000000001","0"
"2020","7 points (DDD)","Quintile 5","All","Not main scheme application","85","75","0.893","0"
"2021","7 points (DDD)","Quintile 5","All","Not main scheme application","90","75","0.864","0"
"2022","7 points (DDD)","Quintile 5","All","Not main scheme application","90","85","0.933","0"
"2023","7 points (DDD)","Quintile 5","All","Not main scheme application","80","75","0.924","0"
"2013","8 points (D*DD)","Quintile 5","All","Not main scheme application","5","5"," ","0"
"2014","8 points (D*DD)","Quintile 5","All","Not main scheme application","20","15","0.842","0"
"2015","8 points (D*DD)","Quintile 5","All","Not main scheme application","25","20","0.833","0"
"2016","8 points (D*DD)","Quintile 5","All","Not main scheme application","40","40","1","0"
"2017","8 points (D*DD)","Quintile 5","All","Not main scheme application","25","25","0.926","0"
"2018","8 points (D*DD)","Quintile 5","All","Not main scheme application","35","30","0.9410000000000001","0"
"2019","8 points (D*DD)","Quintile 5","All","Not main scheme application","25","25","0.923","0"
"2020","8 points (D*DD)","Quintile 5","All","Not main scheme application","40","40","0.976","0"
"2021","8 points (D*DD)","Quintile 5","All","Not main scheme application","50","45","0.922","0"
"2022","8 points (D*DD)","Quintile 5","All","Not main scheme application","45","40","0.851","0"
"2023","8 points (D*DD)","Quintile 5","All","Not main scheme application","30","30","0.969","0"
"2012","9 points (D*D*D)","Quintile 5","All","Not main scheme application","10","5"," ","0"
"2013","9 points (D*D*D)","Quintile 5","All","Not main scheme application","15","10","0.857","0"
"2014","9 points (D*D*D)","Quintile 5","All","Not main scheme application","15","10"," ","0"
"2015","9 points (D*D*D)","Quintile 5","All","Not main scheme application","30","25","0.862","0"
"2016","9 points (D*D*D)","Quintile 5","All","Not main scheme application","35","25","0.794","0"
"2017","9 points (D*D*D)","Quintile 5","All","Not main scheme application","30","30","0.933","0"
"2018","9 points (D*D*D)","Quintile 5","All","Not main scheme application","20","20","0.9","0"
"2019","9 points (D*D*D)","Quintile 5","All","Not main scheme application","30","25","0.867","0"
"2020","9 points (D*D*D)","Quintile 5","All","Not main scheme application","35","35","0.973","0"
"2021","9 points (D*D*D)","Quintile 5","All","Not main scheme application","45","35","0.8220000000000001","0"
"2022","9 points (D*D*D)","Quintile 5","All","Not main scheme application","45","45","0.935","0"
"2023","9 points (D*D*D)","Quintile 5","All","Not main scheme application","35","30","0.879","0"
"2013","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","30","20","0.786","0"
"2014","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","55","40","0.792","0"
"2015","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","70","55","0.812","0"
"2016","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","65","50","0.81","0"
"2017","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","85","75","0.88","0"
"2018","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","80","70","0.9","0"
"2019","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","55","45","0.887","0"
"2020","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","65","60","0.937","0"
"2021","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","55","50","0.911","0"
"2022","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","45","40","0.913","0"
"2023","10 points (D*D*D*)","Quintile 5","All","Not main scheme application","30","30","0.935","0"
"2011","3 points (MMP)","Unknown","All","Main scheme application","5","0"," ","0"
"2010","4 points (MMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2011","4 points (MMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2012","4 points (MMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2013","4 points (MMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2014","4 points (MMM)","Unknown","All","Main scheme application","5","0"," ","0"
"2015","4 points (MMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2018","4 points (MMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2010","5 points (DMM)","Unknown","All","Main scheme application","5","0"," ","0"
"2011","5 points (DMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2013","5 points (DMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2014","5 points (DMM)","Unknown","All","Main scheme application","5","0"," ","0"
"2015","5 points (DMM)","Unknown","All","Main scheme application","5","0"," ","0"
"2016","5 points (DMM)","Unknown","All","Main scheme application","5","0"," ","0"
"2018","5 points (DMM)","Unknown","All","Main scheme application","5","5"," ","0"
"2019","5 points (DMM)","Unknown","All","Main scheme application","5","0"," ","0"
"2010","6 points (DDM)","Unknown","All","Main scheme application","5","0"," ","0"
"2011","6 points (DDM)","Unknown","All","Main scheme application","5","5"," ","0"
"2012","6 points (DDM)","Unknown","All","Main scheme application","5","0"," ","0"
"2013","6 points (DDM)","Unknown","All","Main scheme application","5","5"," ","0"
"2014","6 points (DDM)","Unknown","All","Main scheme application","10","5"," ","0"
"2016","6 points (DDM)","Unknown","All","Main scheme application","5","5"," ","0"
"2017","6 points (DDM)","Unknown","All","Main scheme application","5","5"," ","0"
"2018","6 points (DDM)","Unknown","All","Main scheme application","5","5"," ","0"
"2020","6 points (DDM)","Unknown","All","Main scheme application","5","5"," ","0"
"2021","6 points (DDM)","Unknown","All","Main scheme application","5","5"," ","0"
"2010","7 points (DDD)","Unknown","All","Main scheme application","10","10"," ","0"
"2011","7 points (DDD)","Unknown","All","Main scheme application","5","5"," ","0"
"2012","7 points (DDD)","Unknown","All","Main scheme application","10","10"," ","0"
"2013","7 points (DDD)","Unknown","All","Main scheme application","5","5"," ","0"
"2014","7 points (DDD)","Unknown","All","Main scheme application","5","0"," ","0"
"2015","7 points (DDD)","Unknown","All","Main scheme application","5","5"," ","0"
"2017","7 points (DDD)","Unknown","All","Main scheme application","5","5"," ","0"
"2018","7 points (DDD)","Unknown","All","Main scheme application","5","5"," ","0"
"2019","7 points (DDD)","Unknown","All","Main scheme application","10","5"," ","0"
"2020","7 points (DDD)","Unknown","All","Main scheme application","5","5"," ","0"
"2021","7 points (DDD)","Unknown","All","Main scheme application","5","5"," ","0"
"2015","9 points (D*D*D)","Unknown","All","Main scheme application","5","5"," ","0"
"2019","9 points (D*D*D)","Unknown","All","Main scheme application","5","5"," ","0"
"2020","9 points (D*D*D)","Unknown","All","Main scheme application","5","5"," ","0"
"2015","10 points (D*D*D*)","Unknown","All","Main scheme application","5","5"," ","0"
"2016","10 points (D*D*D*)","Unknown","All","Main scheme application","5","0"," ","0"
"2017","10 points (D*D*D*)","Unknown","All","Main scheme application","5","5"," ","0"
"2018","10 points (D*D*D*)","Unknown","All","Main scheme application","5","5"," ","0"
"2020","10 points (D*D*D*)","Unknown","All","Main scheme application","5","0"," ","0"
"2021","10 points (D*D*D*)","Unknown","All","Main scheme application","5","5"," ","0"
"2010","1 point (PPP)","Quintile 1","All","Main scheme application","145","70","0.49","0"
"2011","1 point (PPP)","Quintile 1","All","Main scheme application","105","50","0.486","0"
"2012","1 point (PPP)","Quintile 1","All","Main scheme application","70","35","0.5","0"
"2013","1 point (PPP)","Quintile 1","All","Main scheme application","70","30","0.456","0"
"2014","1 point (PPP)","Quintile 1","All","Main scheme application","65","30","0.492","0"
"2015","1 point (PPP)","Quintile 1","All","Main scheme application","65","40","0.606","0"
"2016","1 point (PPP)","Quintile 1","All","Main scheme application","50","35","0.654","0"
"2017","1 point (PPP)","Quintile 1","All","Main scheme application","35","20","0.514","0"
"2018","1 point (PPP)","Quintile 1","All","Main scheme application","50","30","0.588","0"
"2019","1 point (PPP)","Quintile 1","All","Main scheme application","35","20","0.595","0"
"2020","1 point (PPP)","Quintile 1","All","Main scheme application","45","25","0.556","0"
"2021","1 point (PPP)","Quintile 1","All","Main scheme application","65","40","0.625","0"
"2022","1 point (PPP)","Quintile 1","All","Main scheme application","90","50","0.557","0"
"2023","1 point (PPP)","Quintile 1","All","Main scheme application","95","45","0.485","0"
"2010","2 points (MPP)","Quintile 1","All","Main scheme application","225","115","0.522","0"
"2011","2 points (MPP)","Quintile 1","All","Main scheme application","150","75","0.51","0"
"2012","2 points (MPP)","Quintile 1","All","Main scheme application","120","70","0.587","0"
"2013","2 points (MPP)","Quintile 1","All","Main scheme application","105","70","0.648","0"
"2014","2 points (MPP)","Quintile 1","All","Main scheme application","100","75","0.725","0"
"2015","2 points (MPP)","Quintile 1","All","Main scheme application","110","70","0.631","0"
"2016","2 points (MPP)","Quintile 1","All","Main scheme application","85","60","0.709","0"
"2017","2 points (MPP)","Quintile 1","All","Main scheme application","55","35","0.649","0"
"2018","2 points (MPP)","Quintile 1","All","Main scheme application","65","40","0.636","0"
"2019","2 points (MPP)","Quintile 1","All","Main scheme application","75","45","0.608","0"
"2020","2 points (MPP)","Quintile 1","All","Main scheme application","95","65","0.67","0"
"2021","2 points (MPP)","Quintile 1","All","Main scheme application","90","65","0.7030000000000001","0"
"2022","2 points (MPP)","Quintile 1","All","Main scheme application","125","65","0.528","0"
"2023","2 points (MPP)","Quintile 1","All","Main scheme application","130","85","0.664","0"
"2010","3 points (MMP)","Quintile 1","All","Main scheme application","290","175","0.599","0"
"2011","3 points (MMP)","Quintile 1","All","Main scheme application","260","150","0.5740000000000001","0"
"2012","3 points (MMP)","Quintile 1","All","Main scheme application","150","90","0.608","0"
"2013","3 points (MMP)","Quintile 1","All","Main scheme application","155","95","0.627","0"
"2014","3 points (MMP)","Quintile 1","All","Main scheme application","160","100","0.646","0"
"2015","3 points (MMP)","Quintile 1","All","Main scheme application","135","85","0.644","0"
"2016","3 points (MMP)","Quintile 1","All","Main scheme application","150","110","0.737","0"
"2017","3 points (MMP)","Quintile 1","All","Main scheme application","95","60","0.639","0"
"2018","3 points (MMP)","Quintile 1","All","Main scheme application","110","75","0.661","0"
"2019","3 points (MMP)","Quintile 1","All","Main scheme application","90","55","0.626","0"
"2020","3 points (MMP)","Quintile 1","All","Main scheme application","85","65","0.747","0"
"2021","3 points (MMP)","Quintile 1","All","Main scheme application","105","80","0.748","0"
"2022","3 points (MMP)","Quintile 1","All","Main scheme application","135","80","0.609","0"
