"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Registered for Clearing Plus","Placed at provider of interest through Clearing Plus","Placed on course of interest through Clearing Plus"
"2022","International","All","All","21 - 24","Female","100","10","5"
"2023","International","All","All","21 - 24","Female","95","10","10"
"2020","UK","All","All","25 - 29","Female","500","185","130"
"2021","UK","All","All","25 - 29","Female","305","90","65"
"2022","UK","All","All","25 - 29","Female","230","70","55"
"2023","UK","All","All","25 - 29","Female","350","100","65"
"2020","International","All","All","25 - 29","Female","50","10","5"
"2021","International","All","All","25 - 29","Female","55","5","5"
"2022","International","All","All","25 - 29","Female","60","5","5"
"2023","International","All","All","25 - 29","Female","50","5","5"
"2020","UK","All","All","30 - 34","Female","365","120","95"
"2021","UK","All","All","30 - 34","Female","230","80","55"
"2022","UK","All","All","30 - 34","Female","185","60","40"
"2023","UK","All","All","30 - 34","Female","260","80","50"
"2020","International","All","All","30 - 34","Female","15","5","0"
"2021","International","All","All","30 - 34","Female","30","5","0"
"2022","International","All","All","30 - 34","Female","30","0","0"
"2023","International","All","All","30 - 34","Female","20","0","0"
"2020","UK","All","All","35 and over","Female","800","290","220"
"2021","UK","All","All","35 and over","Female","590","155","110"
"2022","UK","All","All","35 and over","Female","510","125","85"
"2023","UK","All","All","35 and over","Female","595","185","135"
"2020","International","All","All","35 and over","Female","40","5","0"
"2021","International","All","All","35 and over","Female","35","0","0"
"2022","International","All","All","35 and over","Female","55","0","0"
"2023","International","All","All","35 and over","Female","30","0","0"
"2020","UK","All","All","17 and under","Male","20","10","5"
"2021","UK","All","All","17 and under","Male","20","5","5"
"2022","UK","All","All","17 and under","Male","25","10","5"
"2023","UK","All","All","17 and under","Male","35","15","10"
"2020","International","All","All","17 and under","Male","90","25","15"
"2021","International","All","All","17 and under","Male","70","10","5"
"2022","International","All","All","17 and under","Male","90","15","10"
"2023","International","All","All","17 and under","Male","105","15","10"
"2020","UK","All","All","18","Male","4865","2090","1435"
"2021","UK","All","All","18","Male","3170","1760","1275"
"2022","UK","All","All","18","Male","2905","1555","1155"
"2023","UK","All","All","18","Male","4505","2195","1520"
"2020","International","All","All","18","Male","545","150","95"
"2021","International","All","All","18","Male","315","100","70"
"2022","International","All","All","18","Male","290","65","50"
"2023","International","All","All","18","Male","345","90","70"
"2020","UK","All","All","19","Male","1145","540","375"
"2021","UK","All","All","19","Male","735","400","275"
"2022","UK","All","All","19","Male","575","315","235"
"2023","UK","All","All","19","Male","1105","520","335"
"2020","International","All","All","19","Male","305","85","60"
"2021","International","All","All","19","Male","220","60","35"
"2022","International","All","All","19","Male","200","40","25"
"2023","International","All","All","19","Male","220","45","30"
"2020","UK","All","All","20","Male","405","225","170"
"2021","UK","All","All","20","Male","285","130","90"
"2022","UK","All","All","20","Male","230","130","105"
"2023","UK","All","All","20","Male","365","175","125"
"2020","International","All","All","20","Male","120","35","20"
"2021","International","All","All","20","Male","100","15","10"
"2022","International","All","All","20","Male","70","15","10"
"2023","International","All","All","20","Male","100","15","5"
"2020","UK","All","All","21 - 24","Male","555","300","210"
"2021","UK","All","All","21 - 24","Male","380","150","100"
"2022","UK","All","All","21 - 24","Male","300","135","100"
"2023","UK","All","All","21 - 24","Male","505","230","150"
"2020","International","All","All","21 - 24","Male","100","20","15"
"2021","International","All","All","21 - 24","Male","115","20","15"
"2022","International","All","All","21 - 24","Male","140","10","5"
"2023","International","All","All","21 - 24","Male","140","15","5"
"2020","UK","All","All","25 - 29","Male","245","90","65"
"2021","UK","All","All","25 - 29","Male","155","60","40"
"2022","UK","All","All","25 - 29","Male","120","50","40"
"2023","UK","All","All","25 - 29","Male","185","70","45"
"2020","International","All","All","25 - 29","Male","45","15","10"
"2021","International","All","All","25 - 29","Male","50","5","5"
"2022","International","All","All","25 - 29","Male","65","0","0"
"2023","International","All","All","25 - 29","Male","45","5","5"
"2020","UK","All","All","30 - 34","Male","160","60","45"
"2021","UK","All","All","30 - 34","Male","90","20","15"
"2022","UK","All","All","30 - 34","Male","75","25","20"
"2023","UK","All","All","30 - 34","Male","110","40","20"
"2020","International","All","All","30 - 34","Male","15","5","0"
"2021","International","All","All","30 - 34","Male","20","5","0"
"2022","International","All","All","30 - 34","Male","35","0","0"
"2023","International","All","All","30 - 34","Male","15","0","0"
"2020","UK","All","All","35 and over","Male","325","120","90"
"2021","UK","All","All","35 and over","Male","215","55","35"
"2022","UK","All","All","35 and over","Male","255","50","35"
"2023","UK","All","All","35 and over","Male","285","75","50"
"2020","International","All","All","35 and over","Male","25","5","0"
"2021","International","All","All","35 and over","Male","25","0","0"
"2022","International","All","All","35 and over","Male","20","0","0"
"2023","International","All","All","35 and over","Male","25","0","0"
"2020","All","All","All","17 and under","Female","160","40","25"
"2021","All","All","All","17 and under","Female","120","35","20"
"2022","All","All","All","17 and under","Female","135","20","15"
"2023","All","All","All","17 and under","Female","170","30","20"
"2020","All","All","All","18","Female","5905","2575","1845"
"2021","All","All","All","18","Female","4325","2200","1695"
"2022","All","All","All","18","Female","3090","1475","1125"
"2023","All","All","All","18","Female","5885","2640","1910"
"2020","All","All","All","19","Female","1655","720","525"
"2021","All","All","All","19","Female","1095","500","360"
"2022","All","All","All","19","Female","690","285","215"
"2023","All","All","All","19","Female","1475","635","460"
"2020","All","All","All","20","Female","625","285","230"
"2021","All","All","All","20","Female","495","170","125"
"2022","All","All","All","20","Female","310","105","75"
"2023","All","All","All","20","Female","550","220","160"
"2020","All","All","All","21 - 24","Female","915","345","250"
"2021","All","All","All","21 - 24","Female","730","230","180"
"2022","All","All","All","21 - 24","Female","440","135","95"
"2023","All","All","All","21 - 24","Female","760","255","180"
"2020","All","All","All","25 - 29","Female","550","195","140"
"2021","All","All","All","25 - 29","Female","360","95","70"
"2022","All","All","All","25 - 29","Female","290","75","55"
"2023","All","All","All","25 - 29","Female","400","105","70"
"2020","All","All","All","30 - 34","Female","380","120","95"
"2021","All","All","All","30 - 34","Female","265","80","55"
"2022","All","All","All","30 - 34","Female","215","60","40"
"2023","All","All","All","30 - 34","Female","285","85","55"
"2020","All","All","All","35 and over","Female","840","295","220"
"2021","All","All","All","35 and over","Female","625","155","110"
"2022","All","All","All","35 and over","Female","565","125","85"
"2023","All","All","All","35 and over","Female","625","185","135"
"2020","All","All","All","17 and under","Male","110","35","20"
"2021","All","All","All","17 and under","Male","90","15","10"
"2022","All","All","All","17 and under","Male","115","20","15"
"2023","All","All","All","17 and under","Male","140","30","20"
"2020","All","All","All","18","Male","5410","2240","1525"
"2021","All","All","All","18","Male","3485","1860","1350"
"2022","All","All","All","18","Male","3190","1620","1200"
"2023","All","All","All","18","Male","4855","2285","1590"
"2020","All","All","All","19","Male","1445","625","430"
"2021","All","All","All","19","Male","955","460","310"
"2022","All","All","All","19","Male","775","355","260"
"2023","All","All","All","19","Male","1325","565","365"
"2020","All","All","All","20","Male","525","260","190"
"2021","All","All","All","20","Male","385","145","95"
"2022","All","All","All","20","Male","300","140","115"
"2023","All","All","All","20","Male","465","190","130"
"2020","All","All","All","21 - 24","Male","660","320","225"
"2021","All","All","All","21 - 24","Male","495","165","110"
"2022","All","All","All","21 - 24","Male","435","145","105"
"2023","All","All","All","21 - 24","Male","640","240","155"
"2020","All","All","All","25 - 29","Male","290","105","75"
"2021","All","All","All","25 - 29","Male","200","60","45"
"2022","All","All","All","25 - 29","Male","185","55","40"
"2023","All","All","All","25 - 29","Male","230","70","50"
"2020","All","All","All","30 - 34","Male","175","65","45"
"2021","All","All","All","30 - 34","Male","110","25","20"
"2022","All","All","All","30 - 34","Male","110","25","20"
"2023","All","All","All","30 - 34","Male","125","40","25"
"2020","All","All","All","35 and over","Male","345","125","90"
"2021","All","All","All","35 and over","Male","235","55","35"
"2022","All","All","All","35 and over","Male","275","55","35"
"2023","All","All","All","35 and over","Male","310","75","50"
"2020","UK","England","England","All","Female","8560","3780","2770"
"2021","UK","England","England","All","Female","6245","2895","2195"
"2022","UK","England","England","All","Female","4275","1870","1400"
"2023","UK","England","England","All","Female","8035","3545","2530"
"2020","UK","Northern Ireland","Northern Ireland","All","Female","270","120","95"
"2021","UK","Northern Ireland","Northern Ireland","All","Female","185","85","70"
"2022","UK","Northern Ireland","Northern Ireland","All","Female","95","60","45"
"2023","UK","Northern Ireland","Northern Ireland","All","Female","125","30","20"
"2020","UK","Scotland","Scotland","All","Female","645","225","160"
"2021","UK","Scotland","Scotland","All","Female","390","145","115"
"2022","UK","Scotland","Scotland","All","Female","270","95","75"
"2023","UK","Scotland","Scotland","All","Female","595","220","180"
"2020","UK","Wales","Wales","All","Female","340","175","125"
"2021","UK","Wales","Wales","All","Female","295","150","110"
"2022","UK","Wales","Wales","All","Female","185","105","80"
"2023","UK","Wales","Wales","All","Female","355","180","125"
"2020","International","EU (excluding UK)","Austria","All","Female","5","0","0"
"2021","International","EU (excluding UK)","Austria","All","Female","5","0","0"
"2020","International","EU (excluding UK)","Belgium","All","Female","5","0","0"
"2021","International","EU (excluding UK)","Belgium","All","Female","10","0","0"
"2023","International","EU (excluding UK)","Belgium","All","Female","5","0","0"
"2020","International","EU (excluding UK)","Bulgaria","All","Female","5","0","0"
"2020","International","EU (excluding UK)","Denmark","All","Female","5","0","0"
"2023","International","EU (excluding UK)","Denmark","All","Female","5","0","0"
"2020","International","EU (excluding UK)","Finland","All","Female","10","5","0"
"2020","International","EU (excluding UK)","France","All","Female","20","5","5"
"2021","International","EU (excluding UK)","France","All","Female","15","5","5"
"2022","International","EU (excluding UK)","France","All","Female","15","0","0"
"2023","International","EU (excluding UK)","France","All","Female","15","5","5"
"2020","International","EU (excluding UK)","Germany","All","Female","30","10","5"
"2021","International","EU (excluding UK)","Germany","All","Female","10","5","5"
"2022","International","EU (excluding UK)","Germany","All","Female","10","5","5"
"2023","International","EU (excluding UK)","Germany","All","Female","10","5","5"
"2020","International","EU (excluding UK)","Greece","All","Female","15","0","0"
"2021","International","EU (excluding UK)","Greece","All","Female","5","0","0"
"2022","International","EU (excluding UK)","Greece","All","Female","5","0","0"
"2023","International","EU (excluding UK)","Greece","All","Female","10","0","0"
