"Year","Tariff group of provider","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","Higher tariff","25 - 29","All","All","20275","5590","0.276"
"2006","Medium tariff","25 - 29","All","All","22130","10545","0.47700000000000004"
"2007","Medium tariff","25 - 29","All","All","22720","11060","0.487"
"2008","Medium tariff","25 - 29","All","All","23275","11435","0.491"
"2009","Medium tariff","25 - 29","All","All","26175","11990","0.458"
"2010","Medium tariff","25 - 29","All","All","34320","12985","0.378"
"2011","Medium tariff","25 - 29","All","All","36035","12680","0.352"
"2012","Medium tariff","25 - 29","All","All","31890","11580","0.363"
"2013","Medium tariff","25 - 29","All","All","33100","12450","0.376"
"2014","Medium tariff","25 - 29","All","All","34855","13475","0.387"
"2015","Medium tariff","25 - 29","All","All","35390","13835","0.391"
"2016","Medium tariff","25 - 29","All","All","34355","13545","0.394"
"2017","Medium tariff","25 - 29","All","All","30535","13445","0.44"
"2018","Medium tariff","25 - 29","All","All","28740","13635","0.47400000000000003"
"2019","Medium tariff","25 - 29","All","All","27925","13530","0.485"
"2020","Medium tariff","25 - 29","All","All","29640","14760","0.498"
"2021","Medium tariff","25 - 29","All","All","33580","15175","0.452"
"2022","Medium tariff","25 - 29","All","All","29785","13195","0.443"
"2023","Medium tariff","25 - 29","All","All","24740","11010","0.445"
"2006","Lower tariff","30 - 34","All","All","16585","8770","0.529"
"2007","Lower tariff","30 - 34","All","All","16345","8505","0.52"
"2008","Lower tariff","30 - 34","All","All","18240","9305","0.51"
"2009","Lower tariff","30 - 34","All","All","22750","10795","0.47500000000000003"
"2010","Lower tariff","30 - 34","All","All","30500","11445","0.375"
"2011","Lower tariff","30 - 34","All","All","33470","11365","0.34"
"2012","Lower tariff","30 - 34","All","All","30475","10330","0.339"
"2013","Lower tariff","30 - 34","All","All","29385","10815","0.368"
"2014","Lower tariff","30 - 34","All","All","30500","11790","0.387"
"2015","Lower tariff","30 - 34","All","All","28950","11965","0.41300000000000003"
"2016","Lower tariff","30 - 34","All","All","28780","11485","0.399"
"2017","Lower tariff","30 - 34","All","All","22895","10715","0.468"
"2018","Lower tariff","30 - 34","All","All","20495","10845","0.529"
"2019","Lower tariff","30 - 34","All","All","19655","11050","0.562"
"2020","Lower tariff","30 - 34","All","All","21960","12685","0.578"
"2021","Lower tariff","30 - 34","All","All","26175","14155","0.541"
"2022","Lower tariff","30 - 34","All","All","24955","12455","0.499"
"2023","Lower tariff","30 - 34","All","All","21210","10485","0.494"
"2006","Higher tariff","30 - 34","All","All","8605","2240","0.261"
"2007","Higher tariff","30 - 34","All","All","8270","2185","0.264"
"2008","Higher tariff","30 - 34","All","All","8165","2270","0.278"
"2009","Higher tariff","30 - 34","All","All","9605","2510","0.261"
"2010","Higher tariff","30 - 34","All","All","11365","2545","0.224"
"2011","Higher tariff","30 - 34","All","All","12370","2545","0.20600000000000002"
"2012","Higher tariff","30 - 34","All","All","11345","2230","0.197"
"2013","Higher tariff","30 - 34","All","All","10700","2285","0.214"
"2014","Higher tariff","30 - 34","All","All","11065","2465","0.223"
"2015","Higher tariff","30 - 34","All","All","11505","2680","0.233"
"2016","Higher tariff","30 - 34","All","All","11700","2795","0.23900000000000002"
"2017","Higher tariff","30 - 34","All","All","10145","2680","0.264"
"2018","Higher tariff","30 - 34","All","All","9680","2640","0.273"
"2019","Higher tariff","30 - 34","All","All","9070","2730","0.301"
"2020","Higher tariff","30 - 34","All","All","9760","3025","0.31"
"2021","Higher tariff","30 - 34","All","All","11265","2930","0.26"
"2022","Higher tariff","30 - 34","All","All","10005","2500","0.25"
"2023","Higher tariff","30 - 34","All","All","8340","2245","0.269"
"2006","Medium tariff","30 - 34","All","All","10070","4780","0.47500000000000003"
"2007","Medium tariff","30 - 34","All","All","9630","4580","0.47500000000000003"
"2008","Medium tariff","30 - 34","All","All","9660","4605","0.47700000000000004"
"2009","Medium tariff","30 - 34","All","All","11910","5205","0.437"
"2010","Medium tariff","30 - 34","All","All","15835","5880","0.371"
"2011","Medium tariff","30 - 34","All","All","17590","5860","0.333"
"2012","Medium tariff","30 - 34","All","All","15595","5265","0.338"
"2013","Medium tariff","30 - 34","All","All","15595","5565","0.357"
"2014","Medium tariff","30 - 34","All","All","16450","5915","0.36"
"2015","Medium tariff","30 - 34","All","All","16130","5980","0.371"
"2016","Medium tariff","30 - 34","All","All","16015","5960","0.372"
"2017","Medium tariff","30 - 34","All","All","13930","6030","0.433"
"2018","Medium tariff","30 - 34","All","All","13000","6095","0.46900000000000003"
"2019","Medium tariff","30 - 34","All","All","12860","6065","0.47100000000000003"
"2020","Medium tariff","30 - 34","All","All","14300","6725","0.47000000000000003"
"2021","Medium tariff","30 - 34","All","All","17005","7475","0.44"
"2022","Medium tariff","30 - 34","All","All","16240","6790","0.418"
"2023","Medium tariff","30 - 34","All","All","12925","5610","0.434"
"2006","Lower tariff","35 and over","All","All","23000","12190","0.53"
"2007","Lower tariff","35 and over","All","All","24045","12640","0.526"
"2008","Lower tariff","35 and over","All","All","28615","14680","0.513"
"2009","Lower tariff","35 and over","All","All","35005","16520","0.47200000000000003"
"2010","Lower tariff","35 and over","All","All","48255","17470","0.362"
"2011","Lower tariff","35 and over","All","All","52895","16955","0.321"
"2012","Lower tariff","35 and over","All","All","47910","15475","0.323"
"2013","Lower tariff","35 and over","All","All","45600","15610","0.342"
"2014","Lower tariff","35 and over","All","All","50330","17765","0.353"
"2015","Lower tariff","35 and over","All","All","49805","18170","0.365"
"2016","Lower tariff","35 and over","All","All","52455","18930","0.361"
"2017","Lower tariff","35 and over","All","All","42685","17550","0.41100000000000003"
"2018","Lower tariff","35 and over","All","All","37875","18825","0.497"
"2019","Lower tariff","35 and over","All","All","38215","19600","0.513"
"2020","Lower tariff","35 and over","All","All","45280","23775","0.525"
"2021","Lower tariff","35 and over","All","All","51955","24970","0.481"
"2022","Lower tariff","35 and over","All","All","50855","23000","0.452"
"2023","Lower tariff","35 and over","All","All","48930","23125","0.47300000000000003"
"2006","Higher tariff","35 and over","All","All","9130","2970","0.325"
"2007","Higher tariff","35 and over","All","All","9150","2965","0.324"
"2008","Higher tariff","35 and over","All","All","9695","3135","0.323"
"2009","Higher tariff","35 and over","All","All","11125","3095","0.278"
"2010","Higher tariff","35 and over","All","All","14045","3175","0.226"
"2011","Higher tariff","35 and over","All","All","13920","2850","0.20500000000000002"
"2012","Higher tariff","35 and over","All","All","13015","2535","0.195"
"2013","Higher tariff","35 and over","All","All","12240","2575","0.21"
"2014","Higher tariff","35 and over","All","All","12485","2630","0.21"
"2015","Higher tariff","35 and over","All","All","13720","2980","0.217"
"2016","Higher tariff","35 and over","All","All","14400","3225","0.224"
"2017","Higher tariff","35 and over","All","All","12535","3230","0.258"
"2018","Higher tariff","35 and over","All","All","12200","3310","0.271"
"2019","Higher tariff","35 and over","All","All","11815","3350","0.28300000000000003"
"2020","Higher tariff","35 and over","All","All","12810","3555","0.278"
"2021","Higher tariff","35 and over","All","All","13885","3260","0.23500000000000001"
"2022","Higher tariff","35 and over","All","All","12675","3015","0.23800000000000002"
"2023","Higher tariff","35 and over","All","All","11060","2680","0.242"
"2006","Medium tariff","35 and over","All","All","13180","6665","0.506"
"2007","Medium tariff","35 and over","All","All","12920","6590","0.51"
"2008","Medium tariff","35 and over","All","All","13730","6950","0.506"
"2009","Medium tariff","35 and over","All","All","16840","7750","0.46"
"2010","Medium tariff","35 and over","All","All","22410","8345","0.372"
"2011","Medium tariff","35 and over","All","All","23065","7705","0.334"
"2012","Medium tariff","35 and over","All","All","21115","6890","0.326"
"2013","Medium tariff","35 and over","All","All","20200","7030","0.34800000000000003"
"2014","Medium tariff","35 and over","All","All","22360","7810","0.34900000000000003"
"2015","Medium tariff","35 and over","All","All","22125","7755","0.35100000000000003"
"2016","Medium tariff","35 and over","All","All","22820","8065","0.353"
"2017","Medium tariff","35 and over","All","All","19550","7995","0.40900000000000003"
"2018","Medium tariff","35 and over","All","All","18880","8420","0.446"
"2019","Medium tariff","35 and over","All","All","19410","8595","0.443"
"2020","Medium tariff","35 and over","All","All","22455","10110","0.45"
"2021","Medium tariff","35 and over","All","All","24680","10225","0.41400000000000003"
"2022","Medium tariff","35 and over","All","All","23405","9400","0.402"
"2023","Medium tariff","35 and over","All","All","20600","8515","0.41300000000000003"
"2006","All","17 and under","All","All","36585","23180","0.634"
"2007","All","17 and under","All","All","39415","25235","0.64"
"2008","All","17 and under","All","All","33630","21325","0.634"
"2009","All","17 and under","All","All","35790","22370","0.625"
"2010","All","17 and under","All","All","37995","22300","0.587"
"2011","All","17 and under","All","All","39490","22950","0.581"
"2012","All","17 and under","All","All","41175","24855","0.604"
"2013","All","17 and under","All","All","44625","27590","0.618"
"2014","All","17 and under","All","All","49625","31085","0.626"
"2015","All","17 and under","All","All","51225","33170","0.647"
"2016","All","17 and under","All","All","53695","34640","0.645"
"2017","All","17 and under","All","All","56475","37195","0.659"
"2018","All","17 and under","All","All","62545","41440","0.663"
"2019","All","17 and under","All","All","61990","40885","0.66"
"2020","All","17 and under","All","All","69285","46480","0.671"
"2021","All","17 and under","All","All","69625","43095","0.619"
"2022","All","17 and under","All","All","77170","43490","0.5640000000000001"
"2023","All","17 and under","All","All","74755","42115","0.5630000000000001"
"2006","All","18","All","All","1309130","958470","0.732"
"2007","All","18","All","All","1333830","972700","0.729"
"2008","All","18","All","All","1194645","886665","0.742"
"2009","All","18","All","All","1265330","925070","0.731"
"2010","All","18","All","All","1367455","948800","0.6940000000000001"
"2011","All","18","All","All","1394120","939700","0.674"
"2012","All","18","All","All","1350445","949195","0.7030000000000001"
"2013","All","18","All","All","1370955","1008130","0.735"
"2014","All","18","All","All","1419070","1061415","0.748"
"2015","All","18","All","All","1483810","1120365","0.755"
"2016","All","18","All","All","1501260","1141680","0.76"
"2017","All","18","All","All","1505670","1163270","0.773"
"2018","All","18","All","All","1498845","1164610","0.777"
"2019","All","18","All","All","1527240","1188675","0.778"
"2020","All","18","All","All","1572825","1230210","0.782"
"2021","All","18","All","All","1734390","1319900","0.761"
"2022","All","18","All","All","1835665","1318655","0.718"
"2023","All","18","All","All","1812630","1336685","0.737"
"2006","All","19","All","All","370705","235165","0.634"
"2007","All","19","All","All","450980","286960","0.636"
"2008","All","19","All","All","425265","273880","0.644"
"2009","All","19","All","All","468190","295060","0.63"
"2010","All","19","All","All","554255","323865","0.584"
"2011","All","19","All","All","605585","348265","0.5750000000000001"
"2012","All","19","All","All","520245","313835","0.603"
"2013","All","19","All","All","566560","362410","0.64"
"2014","All","19","All","All","586570","382175","0.652"
"2015","All","19","All","All","596550","397180","0.666"
"2016","All","19","All","All","600610","403850","0.672"
"2017","All","19","All","All","565660","388560","0.687"
"2018","All","19","All","All","540995","374415","0.6920000000000001"
"2019","All","19","All","All","535935","372905","0.6960000000000001"
"2020","All","19","All","All","518490","361145","0.6970000000000001"
"2021","All","19","All","All","488850","326725","0.668"
"2022","All","19","All","All","500945","312650","0.624"
"2023","All","19","All","All","502580","316900","0.631"
"2006","All","20","All","All","144215","85230","0.591"
"2007","All","20","All","All","158905","93340","0.587"
