"Year","UK region","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2010","North East","All","All","All","Not main scheme applicant","Main scheme application","0","34120","0"
"2010","North West","All","All","All","Not main scheme applicant","Main scheme application","0","94420","0"
"2010","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","67880","0"
"2010","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","57200","0"
"2010","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","73990","0"
"2010","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","72290","0"
"2010","London","All","All","All","Not main scheme applicant","Main scheme application","0","88850","0"
"2010","South East","All","All","All","Not main scheme applicant","Main scheme application","0","107360","0"
"2010","South West","All","All","All","Not main scheme applicant","Main scheme application","0","64160","0"
"2010","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","25510","0"
"2010","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","63880","0"
"2010","Wales","All","All","All","Not main scheme applicant","Main scheme application","0","39860","0"
"2011","North East","All","All","All","Not main scheme applicant","Main scheme application","0","32230","0"
"2011","North West","All","All","All","Not main scheme applicant","Main scheme application","0","89850","0"
"2011","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","65850","0"
"2011","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","56090","0"
"2011","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","71030","0"
"2011","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","71610","0"
"2011","London","All","All","All","Not main scheme applicant","Main scheme application","0","88420","0"
"2011","South East","All","All","All","Not main scheme applicant","Main scheme application","0","105150","0"
"2011","South West","All","All","All","Not main scheme applicant","Main scheme application","0","63420","0"
"2011","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","25000","0"
"2011","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","62860","0"
"2011","Wales","All","All","All","Not main scheme applicant","Main scheme application","0","38600","0"
"2012","North East","All","All","All","Not main scheme applicant","Main scheme application","0","31550","0"
"2012","North West","All","All","All","Not main scheme applicant","Main scheme application","0","88230","0"
"2012","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","65340","0"
"2012","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","56770","0"
"2012","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","72040","0"
"2012","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","73330","0"
"2012","London","All","All","All","Not main scheme applicant","Main scheme application","0","89500","0"
"2012","South East","All","All","All","Not main scheme applicant","Main scheme application","0","107070","0"
"2012","South West","All","All","All","Not main scheme applicant","Main scheme application","0","64060","0"
"2012","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","25130","0"
"2012","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","61940","0"
"2012","Wales","All","All","All","Not main scheme applicant","Main scheme application","0","38560","0"
"2013","North East","All","All","All","Not main scheme applicant","Main scheme application","0","30920","0"
"2013","North West","All","All","All","Not main scheme applicant","Main scheme application","0","86340","0"
"2013","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","63110","0"
"2013","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","55730","0"
"2013","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","70710","0"
"2013","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","72040","0"
"2013","London","All","All","All","Not main scheme applicant","Main scheme application","0","90250","0"
"2013","South East","All","All","All","Not main scheme applicant","Main scheme application","0","105510","0"
"2013","South West","All","All","All","Not main scheme applicant","Main scheme application","0","62480","0"
"2013","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","24510","0"
"2013","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","61580","0"
"2013","Wales","All","All","All","Not main scheme applicant","Main scheme application","0","37810","0"
"2014","North East","All","All","All","Not main scheme applicant","Main scheme application","0","30270","0"
"2014","North West","All","All","All","Not main scheme applicant","Main scheme application","0","84920","0"
"2014","Yorkshire and The Humber","All","All","All","Not main scheme applicant","Main scheme application","0","63790","0"
"2014","East Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","54550","0"
"2014","West Midlands","All","All","All","Not main scheme applicant","Main scheme application","0","69700","0"
"2014","East of England","All","All","All","Not main scheme applicant","Main scheme application","0","70990","0"
"2014","London","All","All","All","Not main scheme applicant","Main scheme application","0","90670","0"
"2014","South East","All","All","All","Not main scheme applicant","Main scheme application","0","103520","0"
"2014","South West","All","All","All","Not main scheme applicant","Main scheme application","0","61720","0"
"2014","Northern Ireland","All","All","All","Not main scheme applicant","Main scheme application","0","24270","0"
"2014","Scotland","All","All","All","Not main scheme applicant","Main scheme application","0","61270","0"
