"Year","Subject group HECoS","Detailed subject group HECoS","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","England","10610","3135","0.296"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","England","10115","2780","0.275"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","England","13505","2705","0.2"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","England","13925","1960","0.14100000000000001"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","England","12770","2450","0.192"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Scotland","670","210","0.316"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Scotland","715","205","0.28400000000000003"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Scotland","940","260","0.276"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Scotland","905","290","0.323"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Scotland","705","295","0.421"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Wales","365","110","0.296"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Wales","375","115","0.307"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Wales","570","100","0.177"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Wales","635","90","0.14200000000000002"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 3","Wales","460","100","0.213"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Northern Ireland","20","20","1.05"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Northern Ireland","10","10"," "
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Northern Ireland","10","10","1"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Northern Ireland","10","10"," "
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Northern Ireland","25","25","0.92"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","England","195","175","0.899"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","England","220","195","0.89"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","England","210","180","0.866"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","England","270","165","0.607"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","England","305","235","0.766"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Scotland","15","0"," "
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Scotland","10","5"," "
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Scotland","15","0"," "
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Scotland","15","5"," "
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Scotland","20","5"," "
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Wales","35","30","0.886"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Wales","30","25","0.8280000000000001"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Wales","50","40","0.803"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Wales","35","30","0.895"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Quintile 3","Wales","40","30","0.767"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Northern Ireland","240","220","0.917"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Northern Ireland","220","200","0.919"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Northern Ireland","265","240","0.907"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Northern Ireland","250","230","0.91"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Northern Ireland","300","275","0.917"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","England","8705","7630","0.877"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","England","7970","7060","0.886"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","England","7475","6445","0.862"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","England","7705","6335","0.8220000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","England","7840","6535","0.833"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Scotland","730","400","0.55"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Scotland","530","355","0.672"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Scotland","670","380","0.5700000000000001"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Scotland","655","370","0.5650000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Scotland","675","410","0.608"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Wales","370","340","0.917"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Wales","330","300","0.913"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Wales","330","295","0.896"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Wales","310","275","0.891"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Quintile 3","Wales","355","315","0.885"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Northern Ireland","30","25","0.889"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Northern Ireland","10","10"," "
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Northern Ireland","30","25","0.859"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Northern Ireland","30","30","0.981"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Northern Ireland","40","35","0.863"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","England","615","550","0.894"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","England","530","470","0.888"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","England","525","460","0.877"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","England","610","520","0.853"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","England","725","635","0.875"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Scotland","45","30","0.639"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Scotland","40","30","0.725"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Scotland","30","20","0.661"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Scotland","65","35","0.5690000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Scotland","50","30","0.59"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Wales","25","25","0.926"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Wales","35","30","0.843"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Wales","35","25","0.778"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Wales","45","40","0.896"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Quintile 3","Wales","45","45","0.979"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Northern Ireland","5","0"," "
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Northern Ireland","10","5"," "
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Northern Ireland","15","10","0.717"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Northern Ireland","20","10"," "
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Northern Ireland","10","5"," "
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","England","1050","935","0.889"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","England","1005","890","0.885"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","England","935","810","0.866"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","England","1185","900","0.759"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","England","1415","1135","0.803"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Scotland","60","35","0.577"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Scotland","45","15","0.311"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Scotland","60","35","0.5700000000000001"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Scotland","75","35","0.447"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Scotland","60","25","0.45"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Wales","30","25","0.908"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Wales","20","15","0.866"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Wales","30","30","1.016"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Wales","50","45","0.892"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Quintile 3","Wales","30","25","0.805"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 3","Northern Ireland","5","0"," "
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 3","Northern Ireland","5","5"," "
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 3","Northern Ireland","20","10","0.554"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 3","Northern Ireland","10","5"," "
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Quintile 3","England","920","710","0.77"
