"Year","Served in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Has served in UK armed forces","20","Scotland","All","All","Main scheme application","5","5"," ","0"
"2023","Has served in UK armed forces","20","Wales","All","All","Main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","All","Main scheme application","35","15","0.515","0"
"2023","Not declared","21 - 24","England","All","All","Main scheme application","1025","515","0.502","0"
"2023","Not declared","21 - 24","Scotland","All","All","Main scheme application","120","70","0.595","0"
"2023","Not declared","21 - 24","Wales","All","All","Main scheme application","40","20","0.55","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","All","All","Main scheme application","1365","765","0.56","0"
"2023","Has not served in UK armed forces","21 - 24","England","All","All","Main scheme application","30125","17270","0.5730000000000001","0"
"2023","Has not served in UK armed forces","21 - 24","Scotland","All","All","Main scheme application","6295","4015","0.638","0"
"2023","Has not served in UK armed forces","21 - 24","Wales","All","All","Main scheme application","2275","1495","0.657","0"
"2023","Has served in UK armed forces","21 - 24","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","21 - 24","England","All","All","Main scheme application","215","130","0.612","0"
"2023","Has served in UK armed forces","21 - 24","Scotland","All","All","Main scheme application","20","15","0.619","0"
"2023","Has served in UK armed forces","21 - 24","Wales","All","All","Main scheme application","20","10"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2023","Not declared","25 - 29","England","All","All","Main scheme application","670","355","0.531","0"
"2023","Not declared","25 - 29","Scotland","All","All","Main scheme application","50","30","0.596","0"
"2023","Not declared","25 - 29","Wales","All","All","Main scheme application","20","5"," ","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","All","All","Main scheme application","495","220","0.444","0"
"2023","Has not served in UK armed forces","25 - 29","England","All","All","Main scheme application","12605","6995","0.555","0"
"2023","Has not served in UK armed forces","25 - 29","Scotland","All","All","Main scheme application","3290","2020","0.614","0"
"2023","Has not served in UK armed forces","25 - 29","Wales","All","All","Main scheme application","1020","605","0.595","0"
"2023","Has served in UK armed forces","25 - 29","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","25 - 29","England","All","All","Main scheme application","190","105","0.5640000000000001","0"
"2023","Has served in UK armed forces","25 - 29","Scotland","All","All","Main scheme application","35","25","0.676","0"
"2023","Has served in UK armed forces","25 - 29","Wales","All","All","Main scheme application","20","15","0.667","0"
"2023","Not declared","30 - 34","Northern Ireland","All","All","Main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","All","Main scheme application","650","380","0.582","0"
"2023","Not declared","30 - 34","Scotland","All","All","Main scheme application","30","15","0.531","0"
"2023","Not declared","30 - 34","Wales","All","All","Main scheme application","10","5"," ","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","All","All","Main scheme application","275","135","0.487","0"
"2023","Has not served in UK armed forces","30 - 34","England","All","All","Main scheme application","8170","4545","0.556","0"
"2023","Has not served in UK armed forces","30 - 34","Scotland","All","All","Main scheme application","1915","1230","0.642","0"
"2023","Has not served in UK armed forces","30 - 34","Wales","All","All","Main scheme application","605","370","0.611","0"
"2023","Has served in UK armed forces","30 - 34","Northern Ireland","All","All","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","30 - 34","England","All","All","Main scheme application","155","90","0.578","0"
"2023","Has served in UK armed forces","30 - 34","Scotland","All","All","Main scheme application","35","25","0.657","0"
"2023","Has served in UK armed forces","30 - 34","Wales","All","All","Main scheme application","10","5"," ","0"
"2023","Not declared","35 and over","Northern Ireland","All","All","Main scheme application","10","0"," ","0"
"2023","Not declared","35 and over","England","All","All","Main scheme application","1825","1115","0.61","0"
"2023","Not declared","35 and over","Scotland","All","All","Main scheme application","55","40","0.741","0"
"2023","Not declared","35 and over","Wales","All","All","Main scheme application","20","10","0.611","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","All","All","Main scheme application","405","200","0.494","0"
"2023","Has not served in UK armed forces","35 and over","England","All","All","Main scheme application","18640","10285","0.552","0"
"2023","Has not served in UK armed forces","35 and over","Scotland","All","All","Main scheme application","3130","1940","0.62","0"
"2023","Has not served in UK armed forces","35 and over","Wales","All","All","Main scheme application","855","495","0.581","0"
"2023","Has served in UK armed forces","35 and over","Northern Ireland","All","All","Main scheme application","10","5"," ","0"
"2023","Has served in UK armed forces","35 and over","England","All","All","Main scheme application","345","205","0.592","0"
"2023","Has served in UK armed forces","35 and over","Scotland","All","All","Main scheme application","75","40","0.56","0"
"2023","Has served in UK armed forces","35 and over","Wales","All","All","Main scheme application","40","20","0.553","0"
"2023","All","17 and under","Northern Ireland","All","All","Not main scheme application","5","5"," ","0"
"2023","All","17 and under","England","All","All","Not main scheme application","335","260","0.779","25"
"2023","All","17 and under","Scotland","All","All","Not main scheme application","355","330","0.924","10"
"2023","All","17 and under","Wales","All","All","Not main scheme application","20","15","0.722","0"
"2023","All","18","Northern Ireland","All","All","Not main scheme application","1060","885","0.836","5"
"2023","All","18","England","All","All","Not main scheme application","44680","41275","0.924","280"
"2023","All","18","Scotland","All","All","Not main scheme application","1470","1270","0.865","30"
"2023","All","18","Wales","All","All","Not main scheme application","1355","1240","0.915","15"
"2023","All","19","Northern Ireland","All","All","Not main scheme application","385","325","0.845","10"
"2023","All","19","England","All","All","Not main scheme application","16930","15235","0.9","435"
"2023","All","19","Scotland","All","All","Not main scheme application","820","695","0.845","50"
"2023","All","19","Wales","All","All","Not main scheme application","635","580","0.91","20"
"2023","All","20","Northern Ireland","All","All","Not main scheme application","175","145","0.834","10"
"2023","All","20","England","All","All","Not main scheme application","8390","7440","0.887","360"
"2023","All","20","Scotland","All","All","Not main scheme application","515","440","0.855","40"
"2023","All","20","Wales","All","All","Not main scheme application","365","330","0.904","25"
"2023","All","21 - 24","Northern Ireland","All","All","Not main scheme application","200","150","0.751","15"
"2023","All","21 - 24","England","All","All","Not main scheme application","15205","13245","0.871","715"
