"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applicant","Main scheme application","Accepted applicants"
"2022","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","All","Main scheme applicant","Not main scheme application","35"
"2023","(CAH07) physical sciences","(CAH07-04-04) natural sciences (non-specific)","All","Main scheme applicant","Not main scheme application","35"
"2019","(CAH07) physical sciences","(CAH07-02-01) chemistry","All","Main scheme applicant","Not main scheme application","915"
"2020","(CAH07) physical sciences","(CAH07-02-01) chemistry","All","Main scheme applicant","Not main scheme application","880"
"2021","(CAH07) physical sciences","(CAH07-02-01) chemistry","All","Main scheme applicant","Not main scheme application","560"
"2022","(CAH07) physical sciences","(CAH07-02-01) chemistry","All","Main scheme applicant","Not main scheme application","695"
"2023","(CAH07) physical sciences","(CAH07-02-01) chemistry","All","Main scheme applicant","Not main scheme application","780"
"2019","(CAH07) physical sciences","(CAH07-01-02) astronomy","All","Main scheme applicant","Not main scheme application","60"
"2020","(CAH07) physical sciences","(CAH07-01-02) astronomy","All","Main scheme applicant","Not main scheme application","95"
"2021","(CAH07) physical sciences","(CAH07-01-02) astronomy","All","Main scheme applicant","Not main scheme application","45"
"2022","(CAH07) physical sciences","(CAH07-01-02) astronomy","All","Main scheme applicant","Not main scheme application","50"
"2023","(CAH07) physical sciences","(CAH07-01-02) astronomy","All","Main scheme applicant","Not main scheme application","55"
"2019","(CAH07) physical sciences","(CAH07-01-01) physics","All","Main scheme applicant","Not main scheme application","550"
"2020","(CAH07) physical sciences","(CAH07-01-01) physics","All","Main scheme applicant","Not main scheme application","710"
"2021","(CAH07) physical sciences","(CAH07-01-01) physics","All","Main scheme applicant","Not main scheme application","305"
"2022","(CAH07) physical sciences","(CAH07-01-01) physics","All","Main scheme applicant","Not main scheme application","380"
"2023","(CAH07) physical sciences","(CAH07-01-01) physics","All","Main scheme applicant","Not main scheme application","435"
"2019","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","60"
"2020","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","5"
"2022","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","5"
"2023","(CAH07) physical sciences","(CAH07-04-01) physical sciences (non-specific)","All","Main scheme applicant","Not main scheme application","10"
"2019","(CAH04) psychology","(CAH04-01-02) applied psychology","All","Main scheme applicant","Not main scheme application","250"
"2020","(CAH04) psychology","(CAH04-01-02) applied psychology","All","Main scheme applicant","Not main scheme application","195"
"2021","(CAH04) psychology","(CAH04-01-02) applied psychology","All","Main scheme applicant","Not main scheme application","160"
"2022","(CAH04) psychology","(CAH04-01-02) applied psychology","All","Main scheme applicant","Not main scheme application","245"
"2023","(CAH04) psychology","(CAH04-01-02) applied psychology","All","Main scheme applicant","Not main scheme application","240"
"2019","(CAH04) psychology","(CAH04-01-04) psychology and health","All","Main scheme applicant","Not main scheme application","25"
"2020","(CAH04) psychology","(CAH04-01-04) psychology and health","All","Main scheme applicant","Not main scheme application","30"
"2021","(CAH04) psychology","(CAH04-01-04) psychology and health","All","Main scheme applicant","Not main scheme application","35"
"2022","(CAH04) psychology","(CAH04-01-04) psychology and health","All","Main scheme applicant","Not main scheme application","50"
"2023","(CAH04) psychology","(CAH04-01-04) psychology and health","All","Main scheme applicant","Not main scheme application","35"
"2019","(CAH04) psychology","(CAH04-01-03) developmental psychology","All","Main scheme applicant","Not main scheme application","70"
"2020","(CAH04) psychology","(CAH04-01-03) developmental psychology","All","Main scheme applicant","Not main scheme application","65"
"2021","(CAH04) psychology","(CAH04-01-03) developmental psychology","All","Main scheme applicant","Not main scheme application","45"
"2022","(CAH04) psychology","(CAH04-01-03) developmental psychology","All","Main scheme applicant","Not main scheme application","50"
"2023","(CAH04) psychology","(CAH04-01-03) developmental psychology","All","Main scheme applicant","Not main scheme application","60"
"2019","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","All","Main scheme applicant","Not main scheme application","2675"
"2020","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","All","Main scheme applicant","Not main scheme application","2935"
"2021","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","All","Main scheme applicant","Not main scheme application","2055"
"2022","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","All","Main scheme applicant","Not main scheme application","2550"
"2023","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","All","Main scheme applicant","Not main scheme application","2770"
"2019","(CAH04) psychology","(CAH04-01-05) others in psychology","All","Main scheme applicant","Not main scheme application","60"
"2020","(CAH04) psychology","(CAH04-01-05) others in psychology","All","Main scheme applicant","Not main scheme application","60"
"2021","(CAH04) psychology","(CAH04-01-05) others in psychology","All","Main scheme applicant","Not main scheme application","55"
"2022","(CAH04) psychology","(CAH04-01-05) others in psychology","All","Main scheme applicant","Not main scheme application","65"
"2023","(CAH04) psychology","(CAH04-01-05) others in psychology","All","Main scheme applicant","Not main scheme application","70"
"2019","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","All","Main scheme applicant","Not main scheme application","1225"
"2020","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","All","Main scheme applicant","Not main scheme application","1360"
"2021","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","All","Main scheme applicant","Not main scheme application","920"
"2022","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","All","Main scheme applicant","Not main scheme application","1085"
"2023","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","All","Main scheme applicant","Not main scheme application","1245"
"2019","(CAH09) mathematical sciences","(CAH09-01-02) operational research","All","Main scheme applicant","Not main scheme application","5"
"2020","(CAH09) mathematical sciences","(CAH09-01-02) operational research","All","Main scheme applicant","Not main scheme application","10"
"2021","(CAH09) mathematical sciences","(CAH09-01-02) operational research","All","Main scheme applicant","Not main scheme application","5"
"2022","(CAH09) mathematical sciences","(CAH09-01-02) operational research","All","Main scheme applicant","Not main scheme application","30"
"2023","(CAH09) mathematical sciences","(CAH09-01-02) operational research","All","Main scheme applicant","Not main scheme application","15"
"2019","(CAH09) mathematical sciences","(CAH09-01-03) statistics","All","Main scheme applicant","Not main scheme application","40"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","All","Main scheme applicant","Not main scheme application","75"
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","All","Main scheme applicant","Not main scheme application","50"
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","All","Main scheme applicant","Not main scheme application","55"
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","All","Main scheme applicant","Not main scheme application","60"
"2019","(CAH22) education and teaching","(CAH22-01-01) education","All","Main scheme applicant","Not main scheme application","690"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","All","Main scheme applicant","Not main scheme application","650"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","All","Main scheme applicant","Not main scheme application","620"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","All","Main scheme applicant","Not main scheme application","615"
