"Year","Achieved A level points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","8 point(s)","White","All","Not main scheme application","1240","1180","0.9520000000000001","0"
"2019","8 point(s)","White","All","Not main scheme application","1455","1400","0.962","0"
"2020","8 point(s)","White","All","Not main scheme application","740","705","0.9500000000000001","15"
"2021","8 point(s)","White","All","Not main scheme application","500","475","0.9520000000000001","5"
"2022","8 point(s)","White","All","Not main scheme application","860","810","0.9440000000000001","5"
"2023","8 point(s)","White","All","Not main scheme application","1190","1120","0.9400000000000001","5"
"2010","9 point(s)","White","All","Not main scheme application","1445","1300","0.901","5"
"2011","9 point(s)","White","All","Not main scheme application","1820","1620","0.889","0"
"2012","9 point(s)","White","All","Not main scheme application","1485","1330","0.895","0"
"2013","9 point(s)","White","All","Not main scheme application","1395","1280","0.915","0"
"2014","9 point(s)","White","All","Not main scheme application","1560","1430","0.917","0"
"2015","9 point(s)","White","All","Not main scheme application","1635","1510","0.923","0"
"2016","9 point(s)","White","All","Not main scheme application","1680","1580","0.9390000000000001","0"
"2017","9 point(s)","White","All","Not main scheme application","1735","1615","0.933","5"
"2018","9 point(s)","White","All","Not main scheme application","1625","1555","0.9550000000000001","0"
"2019","9 point(s)","White","All","Not main scheme application","1860","1785","0.96","0"
"2020","9 point(s)","White","All","Not main scheme application","1190","1155","0.972","5"
"2021","9 point(s)","White","All","Not main scheme application","800","750","0.9410000000000001","0"
"2022","9 point(s)","White","All","Not main scheme application","1180","1115","0.9460000000000001","0"
"2023","9 point(s)","White","All","Not main scheme application","1580","1500","0.9480000000000001","5"
"2010","10 point(s)","White","All","Not main scheme application","1530","1350","0.882","0"
"2011","10 point(s)","White","All","Not main scheme application","1955","1760","0.9","0"
"2012","10 point(s)","White","All","Not main scheme application","1715","1575","0.918","5"
"2013","10 point(s)","White","All","Not main scheme application","1675","1550","0.925","0"
"2014","10 point(s)","White","All","Not main scheme application","1900","1770","0.932","0"
"2015","10 point(s)","White","All","Not main scheme application","1980","1865","0.9410000000000001","0"
"2016","10 point(s)","White","All","Not main scheme application","1980","1845","0.932","0"
"2017","10 point(s)","White","All","Not main scheme application","2170","2040","0.9400000000000001","5"
"2018","10 point(s)","White","All","Not main scheme application","1970","1860","0.9440000000000001","0"
"2019","10 point(s)","White","All","Not main scheme application","2175","2090","0.96","5"
"2020","10 point(s)","White","All","Not main scheme application","1600","1535","0.961","10"
"2021","10 point(s)","White","All","Not main scheme application","1110","1055","0.9510000000000001","5"
"2022","10 point(s)","White","All","Not main scheme application","1595","1510","0.9460000000000001","0"
"2023","10 point(s)","White","All","Not main scheme application","1855","1780","0.9590000000000001","5"
"2010","11 point(s)","White","All","Not main scheme application","1525","1400","0.917","0"
"2011","11 point(s)","White","All","Not main scheme application","1910","1730","0.905","0"
"2012","11 point(s)","White","All","Not main scheme application","1830","1695","0.927","5"
"2013","11 point(s)","White","All","Not main scheme application","1660","1545","0.93","0"
"2014","11 point(s)","White","All","Not main scheme application","1835","1700","0.925","0"
"2015","11 point(s)","White","All","Not main scheme application","1945","1805","0.929","0"
"2016","11 point(s)","White","All","Not main scheme application","2145","2015","0.9380000000000001","0"
"2017","11 point(s)","White","All","Not main scheme application","2350","2240","0.9520000000000001","5"
"2018","11 point(s)","White","All","Not main scheme application","2085","1990","0.9540000000000001","0"
"2019","11 point(s)","White","All","Not main scheme application","2270","2190","0.964","5"
"2020","11 point(s)","White","All","Not main scheme application","2180","2100","0.964","15"
"2021","11 point(s)","White","All","Not main scheme application","1355","1300","0.96","0"
"2022","11 point(s)","White","All","Not main scheme application","1905","1820","0.9540000000000001","5"
"2023","11 point(s)","White","All","Not main scheme application","1895","1805","0.9530000000000001","5"
"2010","12 point(s)","White","All","Not main scheme application","1340","1250","0.936","0"
"2011","12 point(s)","White","All","Not main scheme application","1680","1550","0.921","0"
"2012","12 point(s)","White","All","Not main scheme application","1555","1450","0.932","0"
"2013","12 point(s)","White","All","Not main scheme application","1450","1365","0.9410000000000001","0"
"2014","12 point(s)","White","All","Not main scheme application","1600","1505","0.9380000000000001","0"
"2015","12 point(s)","White","All","Not main scheme application","1500","1440","0.961","0"
"2016","12 point(s)","White","All","Not main scheme application","1770","1680","0.9490000000000001","0"
"2017","12 point(s)","White","All","Not main scheme application","1865","1770","0.9480000000000001","0"
"2018","12 point(s)","White","All","Not main scheme application","1635","1560","0.9550000000000001","0"
"2019","12 point(s)","White","All","Not main scheme application","1990","1885","0.9490000000000001","5"
"2020","12 point(s)","White","All","Not main scheme application","2610","2505","0.96","15"
"2021","12 point(s)","White","All","Not main scheme application","1505","1425","0.9460000000000001","0"
"2022","12 point(s)","White","All","Not main scheme application","1895","1785","0.9420000000000001","5"
"2023","12 point(s)","White","All","Not main scheme application","1795","1700","0.9470000000000001","0"
"2010","13 point(s)","White","All","Not main scheme application","915","845","0.92","0"
"2011","13 point(s)","White","All","Not main scheme application","1050","965","0.919","0"
"2012","13 point(s)","White","All","Not main scheme application","1050","1005","0.9540000000000001","0"
"2013","13 point(s)","White","All","Not main scheme application","985","940","0.9530000000000001","0"
"2014","13 point(s)","White","All","Not main scheme application","1105","1050","0.9480000000000001","0"
"2015","13 point(s)","White","All","Not main scheme application","1160","1100","0.9490000000000001","0"
"2016","13 point(s)","White","All","Not main scheme application","1265","1190","0.9420000000000001","0"
"2017","13 point(s)","White","All","Not main scheme application","1270","1210","0.9530000000000001","5"
"2018","13 point(s)","White","All","Not main scheme application","1295","1235","0.9540000000000001","0"
"2019","13 point(s)","White","All","Not main scheme application","1325","1275","0.961","0"
"2020","13 point(s)","White","All","Not main scheme application","2275","2210","0.97","15"
"2021","13 point(s)","White","All","Not main scheme application","1300","1230","0.9470000000000001","5"
"2022","13 point(s)","White","All","Not main scheme application","1510","1390","0.92","5"
"2023","13 point(s)","White","All","Not main scheme application","1115","1040","0.934","5"
"2010","14 point(s)","White","All","Not main scheme application","545","490","0.904","0"
"2011","14 point(s)","White","All","Not main scheme application","650","605","0.931","0"
"2012","14 point(s)","White","All","Not main scheme application","660","630","0.9590000000000001","0"
"2013","14 point(s)","White","All","Not main scheme application","680","640","0.9410000000000001","0"
"2014","14 point(s)","White","All","Not main scheme application","735","695","0.9440000000000001","0"
"2015","14 point(s)","White","All","Not main scheme application","750","710","0.9450000000000001","0"
"2016","14 point(s)","White","All","Not main scheme application","780","735","0.9460000000000001","0"
"2017","14 point(s)","White","All","Not main scheme application","845","800","0.9480000000000001","0"
"2018","14 point(s)","White","All","Not main scheme application","835","790","0.9440000000000001","0"
"2019","14 point(s)","White","All","Not main scheme application","800","745","0.935","5"
"2020","14 point(s)","White","All","Not main scheme application","2020","1955","0.968","5"
"2021","14 point(s)","White","All","Not main scheme application","885","830","0.936","5"
"2022","14 point(s)","White","All","Not main scheme application","1055","970","0.916","0"
"2023","14 point(s)","White","All","Not main scheme application","795","745","0.935","0"
"2010","15 point(s)","White","All","Not main scheme application","350","305","0.869","0"
"2011","15 point(s)","White","All","Not main scheme application","390","350","0.895","0"
"2012","15 point(s)","White","All","Not main scheme application","505","465","0.928","0"
"2013","15 point(s)","White","All","Not main scheme application","475","430","0.907","0"
"2014","15 point(s)","White","All","Not main scheme application","465","440","0.9400000000000001","0"
"2015","15 point(s)","White","All","Not main scheme application","500","465","0.93","0"
"2016","15 point(s)","White","All","Not main scheme application","460","415","0.904","0"
"2017","15 point(s)","White","All","Not main scheme application","505","470","0.929","0"
"2018","15 point(s)","White","All","Not main scheme application","535","490","0.918","0"
"2019","15 point(s)","White","All","Not main scheme application","480","435","0.906","0"
