"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH10) engineering and technology","All","Unknown or Prefer Not To Say","1405","1070","0.76"
"2020","(CAH10) engineering and technology","All","Unknown or Prefer Not To Say","1505","1130","0.751"
"2021","(CAH10) engineering and technology","All","Unknown or Prefer Not To Say","1595","1150","0.721"
"2022","(CAH10) engineering and technology","All","Unknown or Prefer Not To Say","1490","1085","0.729"
"2023","(CAH10) engineering and technology","All","Unknown or Prefer Not To Say","1725","1200","0.6970000000000001"
"2019","(CAH02) subjects allied to medicine","All","Unknown or Prefer Not To Say","2270","1100","0.486"
"2020","(CAH02) subjects allied to medicine","All","Unknown or Prefer Not To Say","2585","1275","0.494"
"2021","(CAH02) subjects allied to medicine","All","Unknown or Prefer Not To Say","3270","1535","0.46900000000000003"
"2022","(CAH02) subjects allied to medicine","All","Unknown or Prefer Not To Say","3130","1320","0.422"
"2023","(CAH02) subjects allied to medicine","All","Unknown or Prefer Not To Say","2925","1285","0.44"
"2019","(CAH19) language and area studies","All","Unknown or Prefer Not To Say","850","635","0.747"
"2020","(CAH19) language and area studies","All","Unknown or Prefer Not To Say","825","650","0.786"
"2021","(CAH19) language and area studies","All","Unknown or Prefer Not To Say","820","635","0.772"
"2022","(CAH19) language and area studies","All","Unknown or Prefer Not To Say","850","610","0.718"
"2023","(CAH19) language and area studies","All","Unknown or Prefer Not To Say","685","510","0.742"
"2019","(CAH24) media, journalism and communications","All","Unknown or Prefer Not To Say","180","135","0.746"
"2020","(CAH24) media, journalism and communications","All","Unknown or Prefer Not To Say","265","200","0.755"
"2021","(CAH24) media, journalism and communications","All","Unknown or Prefer Not To Say","325","250","0.771"
"2022","(CAH24) media, journalism and communications","All","Unknown or Prefer Not To Say","350","275","0.779"
"2023","(CAH24) media, journalism and communications","All","Unknown or Prefer Not To Say","340","255","0.747"
"2019","(CAH23) combined and general studies","All","Unknown or Prefer Not To Say","105","80","0.755"
"2020","(CAH23) combined and general studies","All","Unknown or Prefer Not To Say","105","80","0.78"
"2021","(CAH23) combined and general studies","All","Unknown or Prefer Not To Say","120","95","0.772"
"2022","(CAH23) combined and general studies","All","Unknown or Prefer Not To Say","100","70","0.6980000000000001"
"2023","(CAH23) combined and general studies","All","Unknown or Prefer Not To Say","100","65","0.628"
"2019","(CAH17) business and management","All","Unknown or Prefer Not To Say","2375","1910","0.805"
"2020","(CAH17) business and management","All","Unknown or Prefer Not To Say","2390","1900","0.795"
"2021","(CAH17) business and management","All","Unknown or Prefer Not To Say","2350","1820","0.774"
"2022","(CAH17) business and management","All","Unknown or Prefer Not To Say","2385","1775","0.745"
"2023","(CAH17) business and management","All","Unknown or Prefer Not To Say","2790","2030","0.727"
"2019","(CAH15) social sciences","All","Unknown or Prefer Not To Say","2200","1615","0.734"
"2020","(CAH15) social sciences","All","Unknown or Prefer Not To Say","2355","1720","0.73"
"2021","(CAH15) social sciences","All","Unknown or Prefer Not To Say","2465","1725","0.6990000000000001"
"2022","(CAH15) social sciences","All","Unknown or Prefer Not To Say","2070","1395","0.674"
"2023","(CAH15) social sciences","All","Unknown or Prefer Not To Say","2155","1445","0.671"
"2019","(CAH03) biological and sport sciences","All","Unknown or Prefer Not To Say","870","665","0.764"
"2020","(CAH03) biological and sport sciences","All","Unknown or Prefer Not To Say","980","785","0.8"
"2021","(CAH03) biological and sport sciences","All","Unknown or Prefer Not To Say","995","780","0.781"
"2022","(CAH03) biological and sport sciences","All","Unknown or Prefer Not To Say","895","670","0.751"
"2023","(CAH03) biological and sport sciences","All","Unknown or Prefer Not To Say","915","695","0.758"
"2019","(CAH13) architecture, building and planning","All","Unknown or Prefer Not To Say","340","225","0.658"
"2020","(CAH13) architecture, building and planning","All","Unknown or Prefer Not To Say","350","230","0.66"
"2021","(CAH13) architecture, building and planning","All","Unknown or Prefer Not To Say","400","260","0.656"
"2022","(CAH13) architecture, building and planning","All","Unknown or Prefer Not To Say","435","265","0.613"
"2023","(CAH13) architecture, building and planning","All","Unknown or Prefer Not To Say","330","200","0.614"
"2019","(CAH01) medicine and dentistry","All","Unknown or Prefer Not To Say","1285","295","0.231"
"2020","(CAH01) medicine and dentistry","All","Unknown or Prefer Not To Say","1435","300","0.209"
"2021","(CAH01) medicine and dentistry","All","Unknown or Prefer Not To Say","1760","305","0.17300000000000001"
"2022","(CAH01) medicine and dentistry","All","Unknown or Prefer Not To Say","1850","240","0.129"
"2023","(CAH01) medicine and dentistry","All","Unknown or Prefer Not To Say","1720","315","0.182"
"2019","(CAH20) historical, philosophical and religious studies","All","Unknown or Prefer Not To Say","1085","845","0.777"
"2020","(CAH20) historical, philosophical and religious studies","All","Unknown or Prefer Not To Say","1205","955","0.794"
"2021","(CAH20) historical, philosophical and religious studies","All","Unknown or Prefer Not To Say","1080","800","0.742"
"2022","(CAH20) historical, philosophical and religious studies","All","Unknown or Prefer Not To Say","1040","720","0.6940000000000001"
"2023","(CAH20) historical, philosophical and religious studies","All","Unknown or Prefer Not To Say","1045","770","0.738"
"2019","(CAH11) computing","All","Unknown or Prefer Not To Say","1745","1325","0.759"
"2020","(CAH11) computing","All","Unknown or Prefer Not To Say","1605","1230","0.765"
"2021","(CAH11) computing","All","Unknown or Prefer Not To Say","2055","1450","0.706"
"2022","(CAH11) computing","All","Unknown or Prefer Not To Say","2120","1475","0.6960000000000001"
"2023","(CAH11) computing","All","Unknown or Prefer Not To Say","2110","1430","0.678"
"2019","(CAH26) geography, earth and environmental studies","All","Unknown or Prefer Not To Say","305","265","0.875"
"2020","(CAH26) geography, earth and environmental studies","All","Unknown or Prefer Not To Say","320","250","0.782"
"2021","(CAH26) geography, earth and environmental studies","All","Unknown or Prefer Not To Say","335","265","0.797"
"2022","(CAH26) geography, earth and environmental studies","All","Unknown or Prefer Not To Say","350","260","0.739"
"2023","(CAH26) geography, earth and environmental studies","All","Unknown or Prefer Not To Say","355","295","0.8260000000000001"
"2019","(CAH07) physical sciences","All","Unknown or Prefer Not To Say","685","545","0.794"
"2020","(CAH07) physical sciences","All","Unknown or Prefer Not To Say","820","640","0.781"
"2021","(CAH07) physical sciences","All","Unknown or Prefer Not To Say","785","610","0.776"
"2022","(CAH07) physical sciences","All","Unknown or Prefer Not To Say","750","545","0.728"
"2023","(CAH07) physical sciences","All","Unknown or Prefer Not To Say","735","565","0.768"
"2019","(CAH04) psychology","All","Unknown or Prefer Not To Say","715","530","0.744"
"2020","(CAH04) psychology","All","Unknown or Prefer Not To Say","925","715","0.773"
"2021","(CAH04) psychology","All","Unknown or Prefer Not To Say","990","745","0.752"
"2022","(CAH04) psychology","All","Unknown or Prefer Not To Say","820","580","0.708"
"2023","(CAH04) psychology","All","Unknown or Prefer Not To Say","875","625","0.712"
"2019","(CAH09) mathematical sciences","All","Unknown or Prefer Not To Say","535","400","0.745"
"2020","(CAH09) mathematical sciences","All","Unknown or Prefer Not To Say","445","330","0.747"
"2021","(CAH09) mathematical sciences","All","Unknown or Prefer Not To Say","540","400","0.739"
"2022","(CAH09) mathematical sciences","All","Unknown or Prefer Not To Say","505","350","0.6930000000000001"
"2023","(CAH09) mathematical sciences","All","Unknown or Prefer Not To Say","490","325","0.663"
"2019","(CAH22) education and teaching","All","Unknown or Prefer Not To Say","550","340","0.618"
"2020","(CAH22) education and teaching","All","Unknown or Prefer Not To Say","515","305","0.594"
"2021","(CAH22) education and teaching","All","Unknown or Prefer Not To Say","500","225","0.447"
"2022","(CAH22) education and teaching","All","Unknown or Prefer Not To Say","345","175","0.509"
"2023","(CAH22) education and teaching","All","Unknown or Prefer Not To Say","385","210","0.544"
"2019","(CAH06) agriculture, food and related studies","All","Unknown or Prefer Not To Say","75","60","0.794"
"2020","(CAH06) agriculture, food and related studies","All","Unknown or Prefer Not To Say","100","80","0.802"
"2021","(CAH06) agriculture, food and related studies","All","Unknown or Prefer Not To Say","100","85","0.867"
"2022","(CAH06) agriculture, food and related studies","All","Unknown or Prefer Not To Say","90","65","0.6950000000000001"
"2023","(CAH06) agriculture, food and related studies","All","Unknown or Prefer Not To Say","115","100","0.854"
"2019","(CAH16) law","All","Unknown or Prefer Not To Say","970","685","0.705"
"2020","(CAH16) law","All","Unknown or Prefer Not To Say","960","690","0.721"
"2021","(CAH16) law","All","Unknown or Prefer Not To Say","1060","750","0.707"
"2022","(CAH16) law","All","Unknown or Prefer Not To Say","1000","660","0.661"
"2023","(CAH16) law","All","Unknown or Prefer Not To Say","1145","790","0.6890000000000001"
