"Year","Achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","9 points (D*D*D)","All","Wales","Male","Main scheme applicant","All","40","40","0.905","0"
"2018","9 points (D*D*D)","All","Wales","Male","Main scheme applicant","All","40","35","0.902","0"
"2019","9 points (D*D*D)","All","Wales","Male","Main scheme applicant","All","40","35","0.921","0"
"2020","9 points (D*D*D)","All","Wales","Male","Main scheme applicant","All","25","20","0.917","0"
"2021","9 points (D*D*D)","All","Wales","Male","Main scheme applicant","All","35","35","1","0"
"2022","9 points (D*D*D)","All","Wales","Male","Main scheme applicant","All","40","35","0.85","0"
"2023","9 points (D*D*D)","All","Wales","Male","Main scheme applicant","All","35","30","0.879","0"
"2012","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","35","35","0.9440000000000001","0"
"2013","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","40","30","0.737","0"
"2014","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","40","35","0.9","0"
"2015","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","55","50","0.891","0"
"2016","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","55","45","0.855","0"
"2017","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","55","50","0.927","0"
"2018","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","75","60","0.8","0"
"2019","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","40","30","0.738","0"
"2020","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","45","40","0.93","0"
"2021","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","70","60","0.8170000000000001","0"
"2022","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","35","25","0.758","0"
"2023","10 points (D*D*D*)","All","Northern Ireland","Male","Main scheme applicant","All","20","15","0.65","0"
"2011","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","20","20","0.905","0"
"2012","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","1760","1550","0.879","0"
"2013","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","2050","1835","0.897","0"
"2014","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","2605","2330","0.895","0"
"2015","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","3010","2635","0.874","0"
"2016","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","2985","2680","0.898","0"
"2017","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","3330","2905","0.873","0"
"2018","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","2795","2470","0.884","0"
"2019","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","2325","2050","0.881","0"
"2020","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","2755","2460","0.893","0"
"2021","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","3150","2735","0.868","0"
"2022","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","1505","1250","0.8300000000000001","0"
"2023","10 points (D*D*D*)","All","England","Male","Main scheme applicant","All","1000","825","0.8230000000000001","0"
"2012","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","50","45","0.86","0"
"2013","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","70","65","0.903","0"
"2014","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","75","65","0.904","0"
"2015","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","75","70","0.9470000000000001","0"
"2016","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","75","70","0.883","0"
"2017","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","75","70","0.9590000000000001","0"
"2018","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","105","90","0.858","0"
"2019","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","80","75","0.925","0"
"2020","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","75","65","0.855","0"
"2021","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","75","60","0.766","0"
"2022","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","40","40","0.927","0"
"2023","10 points (D*D*D*)","All","Wales","Male","Main scheme applicant","All","20","15","0.773","0"
"2010","All","All","England","Female","Not main scheme applicant","All","90","85","0.9550000000000001","25"
"2011","All","All","England","Female","Not main scheme applicant","All","105","100","0.962","30"
"2017","All","All","England","Female","Not main scheme applicant","All","15","15","0.9380000000000001","0"
"2018","All","All","England","Female","Not main scheme applicant","All","10","10","1","0"
"2019","All","All","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2020","All","All","England","Female","Not main scheme applicant","All","10","10","1","0"
"2021","All","All","England","Female","Not main scheme applicant","All","30","25","0.893","0"
"2023","All","All","England","Female","Not main scheme applicant","All","5","5"," ","0"
"2011","All","All","Wales","Female","Not main scheme applicant","All","5","5"," ","0"
"2010","All","All","Northern Ireland","Male","Not main scheme applicant","All","5","5"," ","0"
"2010","All","All","England","Male","Not main scheme applicant","All","115","110","0.965","25"
"2011","All","All","England","Male","Not main scheme applicant","All","105","100","0.933","25"
"2015","All","All","England","Male","Not main scheme applicant","All","5","5"," ","0"
"2016","All","All","England","Male","Not main scheme applicant","All","5","5"," ","0"
"2017","All","All","England","Male","Not main scheme applicant","All","15","15","1","0"
"2018","All","All","England","Male","Not main scheme applicant","All","10","10","1","0"
"2019","All","All","England","Male","Not main scheme applicant","All","5","5"," ","0"
"2020","All","All","England","Male","Not main scheme applicant","All","15","15","1","0"
"2021","All","All","England","Male","Not main scheme applicant","All","15","15","0.875","0"
"2022","All","All","England","Male","Not main scheme applicant","All","5","5"," ","0"
"2023","All","All","England","Male","Not main scheme applicant","All","5","5"," ","0"
"2010","All","All","Wales","Male","Not main scheme applicant","All","5","5"," ","0"
"2011","All","All","Wales","Male","Not main scheme applicant","All","5","5"," ","0"
"2010","All","All","Northern Ireland","Female","Main scheme applicant","All","335","205","0.611","0"
"2011","All","All","Northern Ireland","Female","Main scheme applicant","All","300","175","0.582","0"
"2012","All","All","Northern Ireland","Female","Main scheme applicant","All","260","155","0.586","0"
"2013","All","All","Northern Ireland","Female","Main scheme applicant","All","215","120","0.551","0"
"2014","All","All","Northern Ireland","Female","Main scheme applicant","All","220","145","0.665","0"
"2015","All","All","Northern Ireland","Female","Main scheme applicant","All","240","145","0.607","0"
"2016","All","All","Northern Ireland","Female","Main scheme applicant","All","245","160","0.661","0"
"2017","All","All","Northern Ireland","Female","Main scheme applicant","All","240","160","0.668","0"
"2018","All","All","Northern Ireland","Female","Main scheme applicant","All","230","160","0.6940000000000001","0"
"2019","All","All","Northern Ireland","Female","Main scheme applicant","All","235","155","0.654","0"
"2020","All","All","Northern Ireland","Female","Main scheme applicant","All","290","220","0.765","0"
"2021","All","All","Northern Ireland","Female","Main scheme applicant","All","295","190","0.644","0"
"2022","All","All","Northern Ireland","Female","Main scheme applicant","All","250","165","0.668","0"
"2023","All","All","Northern Ireland","Female","Main scheme applicant","All","190","135","0.6980000000000001","0"
"2010","All","All","England","Female","Main scheme applicant","All","12335","8950","0.726","0"
"2011","All","All","England","Female","Main scheme applicant","All","12160","9015","0.741","0"
"2012","All","All","England","Female","Main scheme applicant","All","11795","8745","0.741","0"
"2013","All","All","England","Female","Main scheme applicant","All","12650","9630","0.761","0"
"2014","All","All","England","Female","Main scheme applicant","All","13885","10825","0.78","0"
"2015","All","All","England","Female","Main scheme applicant","All","14365","11380","0.792","0"
"2016","All","All","England","Female","Main scheme applicant","All","13275","10590","0.798","0"
"2017","All","All","England","Female","Main scheme applicant","All","12255","10125","0.8260000000000001","0"
"2018","All","All","England","Female","Main scheme applicant","All","11805","9800","0.8300000000000001","0"
"2019","All","All","England","Female","Main scheme applicant","All","11170","9330","0.835","0"
"2020","All","All","England","Female","Main scheme applicant","All","12105","10465","0.865","0"
"2021","All","All","England","Female","Main scheme applicant","All","13600","11325","0.833","0"
"2022","All","All","England","Female","Main scheme applicant","All","12480","10100","0.809","0"
"2023","All","All","England","Female","Main scheme applicant","All","10795","8795","0.8150000000000001","0"
"2010","All","All","Scotland","Female","Main scheme applicant","All","35","30","0.865","0"
"2011","All","All","Scotland","Female","Main scheme applicant","All","15","10","0.769","0"
"2014","All","All","Scotland","Female","Main scheme applicant","All","5","5"," ","0"
"2010","All","All","Wales","Female","Main scheme applicant","All","585","450","0.769","0"
"2011","All","All","Wales","Female","Main scheme applicant","All","580","425","0.739","0"
"2012","All","All","Wales","Female","Main scheme applicant","All","530","395","0.744","0"
"2013","All","All","Wales","Female","Main scheme applicant","All","500","380","0.758","0"
"2014","All","All","Wales","Female","Main scheme applicant","All","625","480","0.77","0"
"2015","All","All","Wales","Female","Main scheme applicant","All","610","495","0.81","0"
"2016","All","All","Wales","Female","Main scheme applicant","All","575","455","0.789","0"
"2017","All","All","Wales","Female","Main scheme applicant","All","580","470","0.811","0"
"2018","All","All","Wales","Female","Main scheme applicant","All","645","525","0.811","0"
"2019","All","All","Wales","Female","Main scheme applicant","All","480","425","0.885","0"
"2020","All","All","Wales","Female","Main scheme applicant","All","575","480","0.834","0"
"2021","All","All","Wales","Female","Main scheme applicant","All","640","510","0.798","0"
"2022","All","All","Wales","Female","Main scheme applicant","All","455","350","0.768","0"
"2023","All","All","Wales","Female","Main scheme applicant","All","260","215","0.8190000000000001","0"
"2010","All","All","Northern Ireland","Male","Main scheme applicant","All","370","255","0.6930000000000001","0"
"2011","All","All","Northern Ireland","Male","Main scheme applicant","All","315","200","0.628","0"
"2012","All","All","Northern Ireland","Male","Main scheme applicant","All","250","170","0.684","0"
"2013","All","All","Northern Ireland","Male","Main scheme applicant","All","280","180","0.643","0"
"2014","All","All","Northern Ireland","Male","Main scheme applicant","All","270","180","0.674","0"
"2015","All","All","Northern Ireland","Male","Main scheme applicant","All","370","260","0.7030000000000001","0"
"2016","All","All","Northern Ireland","Male","Main scheme applicant","All","345","240","0.6940000000000001","0"
"2017","All","All","Northern Ireland","Male","Main scheme applicant","All","280","200","0.707","0"
"2018","All","All","Northern Ireland","Male","Main scheme applicant","All","300","200","0.671","0"
"2019","All","All","Northern Ireland","Male","Main scheme applicant","All","265","175","0.653","0"
"2020","All","All","Northern Ireland","Male","Main scheme applicant","All","290","215","0.74","0"
"2021","All","All","Northern Ireland","Male","Main scheme applicant","All","305","210","0.6890000000000001","0"
"2022","All","All","Northern Ireland","Male","Main scheme applicant","All","300","195","0.656","0"
"2023","All","All","Northern Ireland","Male","Main scheme applicant","All","250","160","0.637","0"
"2010","All","All","England","Male","Main scheme applicant","All","10320","8150","0.79","0"
"2011","All","All","England","Male","Main scheme applicant","All","10420","8490","0.8150000000000001","0"
"2012","All","All","England","Male","Main scheme applicant","All","9890","8090","0.8180000000000001","0"
"2013","All","All","England","Male","Main scheme applicant","All","10795","9115","0.844","0"
"2014","All","All","England","Male","Main scheme applicant","All","12510","10530","0.842","0"
"2015","All","All","England","Male","Main scheme applicant","All","12750","10845","0.851","0"
"2016","All","All","England","Male","Main scheme applicant","All","12560","10845","0.863","0"
"2017","All","All","England","Male","Main scheme applicant","All","11910","10220","0.858","0"
"2018","All","All","England","Male","Main scheme applicant","All","10920","9465","0.867","0"
"2019","All","All","England","Male","Main scheme applicant","All","10240","8870","0.866","0"
"2020","All","All","England","Male","Main scheme applicant","All","11030","9745","0.883","0"
"2021","All","All","England","Male","Main scheme applicant","All","12515","10740","0.858","0"
"2022","All","All","England","Male","Main scheme applicant","All","11565","9525","0.8240000000000001","0"
"2023","All","All","England","Male","Main scheme applicant","All","10875","8925","0.8210000000000001","0"
"2010","All","All","Scotland","Male","Main scheme applicant","All","25","20","0.783","0"
"2011","All","All","Scotland","Male","Main scheme applicant","All","5","5"," ","0"
"2012","All","All","Scotland","Male","Main scheme applicant","All","5","5"," ","0"
"2015","All","All","Scotland","Male","Main scheme applicant","All","5","5"," ","0"
"2017","All","All","Scotland","Male","Main scheme applicant","All","5","5"," ","0"
"2022","All","All","Scotland","Male","Main scheme applicant","All","5","5"," ","0"
"2010","All","All","Wales","Male","Main scheme applicant","All","520","415","0.793","0"
"2011","All","All","Wales","Male","Main scheme applicant","All","475","365","0.771","0"
"2012","All","All","Wales","Male","Main scheme applicant","All","445","355","0.798","0"
