"Year","Difference between predicted and achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","All","18","Wales","All","Main scheme applicant","All","7510","6495","0.865","0"
"2023","All","18","Wales","All","Main scheme applicant","All","6715","5965","0.888","0"
"2010","0 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2011","0 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2012","0 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2013","0 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2014","0 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","0 points","All","England","All","Not main scheme applicant","All","10","5"," ","0"
"2016","0 points","All","England","All","Not main scheme applicant","All","15","15","0.929","0"
"2017","0 points","All","England","All","Not main scheme applicant","All","10","10"," ","5"
"2018","0 points","All","England","All","Not main scheme applicant","All","15","15","1","0"
"2019","0 points","All","England","All","Not main scheme applicant","All","30","25","0.931","5"
"2020","0 points","All","England","All","Not main scheme applicant","All","115","110","0.991","30"
"2021","0 points","All","England","All","Not main scheme applicant","All","45","45","0.9560000000000001","10"
"2022","0 points","All","England","All","Not main scheme applicant","All","20","20","0.9550000000000001","5"
"2023","0 points","All","England","All","Not main scheme applicant","All","25","20","0.9570000000000001","5"
"2020","0 points","All","Wales","All","Not main scheme applicant","All","5","5"," ","0"
"2021","0 points","All","Wales","All","Not main scheme applicant","All","5","5"," ","0"
"2011","1 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2012","1 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2013","1 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","1 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2016","1 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2019","1 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2020","1 points","All","England","All","Not main scheme applicant","All","50","50","0.98","10"
"2021","1 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2022","1 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2023","1 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","2 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2017","2 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2018","2 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2020","2 points","All","England","All","Not main scheme applicant","All","10","10","0.917","5"
"2021","2 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2020","3 points","All","England","All","Not main scheme applicant","All","10","10","0.833","0"
"2018","More than 3 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2010","-1 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2011","-1 points","All","England","All","Not main scheme applicant","All","15","15","0.933","5"
"2012","-1 points","All","England","All","Not main scheme applicant","All","10","10","0.917","5"
"2013","-1 points","All","England","All","Not main scheme applicant","All","15","15","0.9380000000000001","0"
"2014","-1 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","-1 points","All","England","All","Not main scheme applicant","All","10","10","1","5"
"2016","-1 points","All","England","All","Not main scheme applicant","All","10","10","1","0"
"2017","-1 points","All","England","All","Not main scheme applicant","All","15","15","1","0"
"2018","-1 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2019","-1 points","All","England","All","Not main scheme applicant","All","25","25","0.923","5"
"2020","-1 points","All","England","All","Not main scheme applicant","All","75","75","0.9480000000000001","15"
"2021","-1 points","All","England","All","Not main scheme applicant","All","15","15","1","5"
"2022","-1 points","All","England","All","Not main scheme applicant","All","10","10","1","5"
"2023","-1 points","All","England","All","Not main scheme applicant","All","15","15","1","0"
"2010","-2 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2011","-2 points","All","England","All","Not main scheme applicant","All","10","10","1","5"
"2012","-2 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2013","-2 points","All","England","All","Not main scheme applicant","All","10","10"," ","5"
"2014","-2 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","-2 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2016","-2 points","All","England","All","Not main scheme applicant","All","10","10","1","0"
"2017","-2 points","All","England","All","Not main scheme applicant","All","10","10"," ","5"
"2018","-2 points","All","England","All","Not main scheme applicant","All","10","10","1","0"
"2019","-2 points","All","England","All","Not main scheme applicant","All","20","20","0.9500000000000001","0"
"2020","-2 points","All","England","All","Not main scheme applicant","All","45","40","0.977","10"
"2021","-2 points","All","England","All","Not main scheme applicant","All","10","10"," ","5"
"2022","-2 points","All","England","All","Not main scheme applicant","All","10","10"," ","5"
"2023","-2 points","All","England","All","Not main scheme applicant","All","15","15","1","5"
"2010","-3 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2011","-3 points","All","England","All","Not main scheme applicant","All","10","10"," ","5"
"2012","-3 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2013","-3 points","All","England","All","Not main scheme applicant","All","10","10","1","0"
"2014","-3 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","-3 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2016","-3 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2017","-3 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2018","-3 points","All","England","All","Not main scheme applicant","All","10","10","1","5"
"2019","-3 points","All","England","All","Not main scheme applicant","All","15","15","1","0"
"2020","-3 points","All","England","All","Not main scheme applicant","All","20","20","0.9550000000000001","5"
"2021","-3 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2022","-3 points","All","England","All","Not main scheme applicant","All","20","20","1","5"
"2023","-3 points","All","England","All","Not main scheme applicant","All","15","10","0.857","5"
"2010","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2011","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2012","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2013","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","5"
"2014","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2016","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2017","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2018","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2019","-4 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2020","-4 points","All","England","All","Not main scheme applicant","All","15","15","0.929","5"
"2021","-4 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2022","-4 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2023","-4 points","All","England","All","Not main scheme applicant","All","10","10"," ","5"
"2010","-5 points","All","England","All","Not main scheme applicant","All","0","0"," ","5"
"2011","-5 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2012","-5 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2013","-5 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","-5 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2016","-5 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2017","-5 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2019","-5 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2020","-5 points","All","England","All","Not main scheme applicant","All","10","10"," ","0"
"2022","-5 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2023","-5 points","All","England","All","Not main scheme applicant","All","10","5"," ","5"
"2011","-6 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2013","-6 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2015","-6 points","All","England","All","Not main scheme applicant","All","0","0"," ","5"
"2017","-6 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2018","-6 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2020","-6 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2023","-6 points","All","England","All","Not main scheme applicant","All","5","5"," ","0"
"2010","Less than -6 points","All","England","All","Not main scheme applicant","All","20","15","0.889","10"
"2011","Less than -6 points","All","England","All","Not main scheme applicant","All","25","25","0.926","20"
"2012","Less than -6 points","All","England","All","Not main scheme applicant","All","35","35","0.971","10"
"2013","Less than -6 points","All","England","All","Not main scheme applicant","All","45","40","0.9530000000000001","5"
"2014","Less than -6 points","All","England","All","Not main scheme applicant","All","25","20","0.875","5"
"2015","Less than -6 points","All","England","All","Not main scheme applicant","All","35","35","1","5"
"2016","Less than -6 points","All","England","All","Not main scheme applicant","All","40","40","0.9510000000000001","0"
"2017","Less than -6 points","All","England","All","Not main scheme applicant","All","25","25","0.885","0"
"2018","Less than -6 points","All","England","All","Not main scheme applicant","All","50","45","0.904","10"
