"Year","Predicted A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4040","3195","0.791","0"
"2013","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4245","3425","0.806","0"
"2014","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4115","3210","0.78","0"
"2015","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4080","3275","0.803","0"
"2016","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4135","3230","0.781","0"
"2017","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4315","3315","0.768","0"
"2018","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4350","3255","0.748","0"
"2019","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4330","3125","0.722","0"
"2020","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4335","3060","0.707","0"
"2021","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4730","3725","0.788","0"
"2022","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4805","3375","0.7020000000000001","0"
"2023","15 point(s)","Quintile 3","Main scheme applicant","Main scheme application","5005","3350","0.669","0"
"2010","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1610","1340","0.833","0"
"2011","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2020","1715","0.849","0"
"2012","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2235","1820","0.8150000000000001","0"
"2013","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2390","2005","0.84","0"
"2014","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2440","1970","0.807","0"
"2015","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2445","1995","0.8150000000000001","0"
"2016","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2410","1980","0.8220000000000001","0"
"2017","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2575","2060","0.8","0"
"2018","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2660","2035","0.766","0"
"2019","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2945","2175","0.738","0"
"2020","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2900","2185","0.754","0"
"2021","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","3195","2585","0.809","0"
"2022","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","3800","2730","0.719","0"
"2023","16 point(s)","Quintile 3","Main scheme applicant","Main scheme application","4030","2835","0.7030000000000001","0"
"2010","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","895","800","0.896","0"
"2011","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1150","1010","0.878","0"
"2012","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1315","1140","0.866","0"
"2013","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1325","1130","0.851","0"
"2014","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1415","1195","0.844","0"
"2015","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1510","1280","0.845","0"
"2016","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1500","1255","0.837","0"
"2017","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1585","1310","0.8270000000000001","0"
"2018","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1630","1345","0.8260000000000001","0"
"2019","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1930","1520","0.788","0"
"2020","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1980","1570","0.794","0"
"2021","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2235","1900","0.849","0"
"2022","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2605","1985","0.762","0"
"2023","17 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2925","2180","0.745","0"
"2010","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","940","835","0.889","0"
"2011","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1145","1050","0.914","0"
"2012","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1290","1145","0.888","0"
"2013","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1280","1130","0.885","0"
"2014","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1295","1165","0.899","0"
"2015","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1365","1235","0.908","0"
"2016","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1415","1270","0.898","0"
"2017","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1375","1210","0.88","0"
"2018","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1450","1250","0.865","0"
"2019","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1675","1430","0.855","0"
"2020","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","1875","1655","0.885","0"
"2021","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2180","1930","0.887","0"
"2022","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","2945","2470","0.838","0"
"2023","18 point(s)","Quintile 3","Main scheme applicant","Main scheme application","3205","2610","0.8150000000000001","0"
"2010","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","5"," ","0"
"2011","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","0"," ","0"
"2019","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2021","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","3 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","40","15","0.325","0"
"2011","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","30","15","0.548","0"
"2012","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","5"," ","0"
"2013","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","5"," ","0"
"2014","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2016","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","25","5"," ","0"
"2020","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","25","15","0.542","0"
"2022","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","30","10","0.379","0"
"2023","4 point(s)","Quintile 4","Main scheme applicant","Main scheme application","20","10","0.455","0"
"2010","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","125","60","0.46","0"
"2011","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","105","50","0.462","0"
"2012","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","80","35","0.456","0"
"2013","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","60","30","0.517","0"
"2014","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","35","15","0.378","0"
"2015","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","40","25","0.634","0"
"2016","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","30","20","0.621","0"
"2017","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","35","20","0.543","0"
"2018","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","40","30","0.667","0"
"2019","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","45","25","0.558","0"
"2020","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","50","30","0.615","0"
"2021","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","45","25","0.605","0"
"2022","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","70","35","0.493","0"
"2023","5 point(s)","Quintile 4","Main scheme applicant","Main scheme application","65","25","0.379","0"
"2010","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","415","195","0.47700000000000004","0"
"2011","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","350","175","0.497","0"
"2012","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","200","100","0.495","0"
"2013","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","185","95","0.519","0"
"2014","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","140","75","0.514","0"
"2015","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","125","75","0.589","0"
"2016","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","120","70","0.595","0"
"2017","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","120","75","0.633","0"
"2018","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","115","60","0.544","0"
"2019","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","130","70","0.534","0"
"2020","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","125","75","0.603","0"
"2021","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","145","85","0.596","0"
"2022","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","160","80","0.494","0"
"2023","6 point(s)","Quintile 4","Main scheme applicant","Main scheme application","145","65","0.432","0"
"2010","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","905","480","0.529","0"
"2011","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","675","335","0.495","0"
"2012","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","510","265","0.523","0"
"2013","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","435","250","0.5710000000000001","0"
"2014","7 point(s)","Quintile 4","Main scheme applicant","Main scheme application","395","245","0.622","0"
