"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applicant","Main scheme application","Accepted applicants"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","Not main scheme application","795"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","Not main scheme application","820"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","All","All","Not main scheme application","975"
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","Not main scheme application","850"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","Not main scheme application","1010"
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","Not main scheme application","690"
"2022","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","Not main scheme application","735"
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","All","All","Not main scheme application","795"
"2019","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","Not main scheme application","50"
"2020","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","Not main scheme application","45"
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","Not main scheme application","30"
"2022","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","Not main scheme application","55"
"2023","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","All","All","Not main scheme application","30"
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","Not main scheme application","400"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","Not main scheme application","400"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","Not main scheme application","265"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","Not main scheme application","300"
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","All","All","Not main scheme application","350"
"2019","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","Not main scheme application","15"
"2020","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","Not main scheme application","10"
"2021","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","Not main scheme application","15"
"2022","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","Not main scheme application","5"
"2023","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","All","All","Not main scheme application","5"
"2020","(CAH10) engineering and technology","(CAH10-03-01) minerals technology","All","All","Not main scheme application","5"
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","Not main scheme application","920"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","Not main scheme application","850"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","Not main scheme application","780"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","Not main scheme application","685"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","All","All","Not main scheme application","700"
"2019","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","All","Not main scheme application","5"
"2020","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","All","All","Not main scheme application","5"
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","Not main scheme application","1405"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","Not main scheme application","1565"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","Not main scheme application","1115"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","Not main scheme application","1195"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","All","All","Not main scheme application","1440"
"2019","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","Not main scheme application","5"
"2020","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","Not main scheme application","10"
"2021","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","Not main scheme application","25"
"2022","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","Not main scheme application","10"
"2023","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","All","All","Not main scheme application","10"
"2019","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","All","Not main scheme application","5"
"2020","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","All","Not main scheme application","10"
"2021","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","All","All","Not main scheme application","5"
"2019","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","Not main scheme application","25"
"2020","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","Not main scheme application","10"
"2021","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","Not main scheme application","20"
"2022","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","Not main scheme application","15"
"2023","(CAH10) engineering and technology","(CAH10-03-07) materials science","All","All","Not main scheme application","15"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","Not main scheme application","285"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","Not main scheme application","290"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","Not main scheme application","215"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","Not main scheme application","175"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","All","All","Not main scheme application","260"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","Not main scheme application","180"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","Not main scheme application","210"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","Not main scheme application","135"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","Not main scheme application","150"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","All","All","Not main scheme application","135"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","Not main scheme application","315"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","Not main scheme application","345"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","Not main scheme application","180"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","All","All","Not main scheme application","360"
