"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","13 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.9570000000000001","0"
"2019","13 point(s)","18","Wales","Male","All","Not main scheme application","40","35","0.925","0"
"2020","13 point(s)","18","Wales","Male","All","Not main scheme application","45","45","1","0"
"2021","13 point(s)","18","Wales","Male","All","Not main scheme application","30","25","0.931","0"
"2022","13 point(s)","18","Wales","Male","All","Not main scheme application","30","25","0.931","0"
"2023","13 point(s)","18","Wales","Male","All","Not main scheme application","30","30","1","0"
"2010","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","25","0.9","0"
"2011","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.919","0"
"2012","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.971","0"
"2013","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","30","0.886","0"
"2014","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","40","0.9510000000000001","0"
"2015","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","45","40","0.87","0"
"2016","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","45","40","0.848","0"
"2017","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","60","45","0.776","0"
"2018","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","50","45","0.882","0"
"2019","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","25","0.9","0"
"2020","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","25","25","0.96","0"
"2021","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","30","0.9380000000000001","0"
"2022","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.9440000000000001","0"
"2023","14 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.9460000000000001","0"
"2010","14 point(s)","18","England","Male","All","Not main scheme application","840","780","0.925","0"
"2011","14 point(s)","18","England","Male","All","Not main scheme application","1055","1000","0.9490000000000001","0"
"2012","14 point(s)","18","England","Male","All","Not main scheme application","1060","1005","0.9490000000000001","0"
"2013","14 point(s)","18","England","Male","All","Not main scheme application","985","930","0.9410000000000001","0"
"2014","14 point(s)","18","England","Male","All","Not main scheme application","1285","1205","0.9390000000000001","0"
"2015","14 point(s)","18","England","Male","All","Not main scheme application","1245","1180","0.9500000000000001","0"
"2016","14 point(s)","18","England","Male","All","Not main scheme application","1490","1400","0.9410000000000001","0"
"2017","14 point(s)","18","England","Male","All","Not main scheme application","1670","1600","0.9560000000000001","0"
"2018","14 point(s)","18","England","Male","All","Not main scheme application","1665","1580","0.9510000000000001","0"
"2019","14 point(s)","18","England","Male","All","Not main scheme application","1905","1840","0.965","0"
"2020","14 point(s)","18","England","Male","All","Not main scheme application","2065","2000","0.969","5"
"2021","14 point(s)","18","England","Male","All","Not main scheme application","1130","1070","0.9460000000000001","0"
"2022","14 point(s)","18","England","Male","All","Not main scheme application","1505","1420","0.9420000000000001","0"
"2023","14 point(s)","18","England","Male","All","Not main scheme application","1840","1765","0.9580000000000001","0"
"2016","14 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2017","14 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","14 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2010","14 point(s)","18","Wales","Male","All","Not main scheme application","50","45","0.9390000000000001","0"
"2011","14 point(s)","18","Wales","Male","All","Not main scheme application","35","35","0.973","0"
"2012","14 point(s)","18","Wales","Male","All","Not main scheme application","40","35","0.9490000000000001","0"
"2013","14 point(s)","18","Wales","Male","All","Not main scheme application","30","30","0.9380000000000001","0"
"2014","14 point(s)","18","Wales","Male","All","Not main scheme application","50","45","0.917","0"
"2015","14 point(s)","18","Wales","Male","All","Not main scheme application","45","40","0.9550000000000001","0"
"2016","14 point(s)","18","Wales","Male","All","Not main scheme application","50","50","0.98","0"
"2017","14 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.979","0"
"2018","14 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.977","0"
"2019","14 point(s)","18","Wales","Male","All","Not main scheme application","30","30","0.968","0"
"2020","14 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.9560000000000001","0"
"2021","14 point(s)","18","Wales","Male","All","Not main scheme application","20","20","0.9500000000000001","0"
"2022","14 point(s)","18","Wales","Male","All","Not main scheme application","40","35","0.974","0"
"2023","14 point(s)","18","Wales","Male","All","Not main scheme application","35","35","0.9430000000000001","0"
"2010","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","30","0.8","0"
"2011","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","30","25","0.862","0"
"2012","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","30","0.865","0"
"2013","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","30","0.838","0"
"2014","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","30","0.833","0"
"2015","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","35","0.875","0"
"2016","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","25","25","0.923","0"
"2017","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","50","45","0.9380000000000001","0"
"2018","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","55","50","0.906","0"
"2019","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.917","0"
"2020","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","20","20","0.909","0"
"2021","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","40","35","0.9","0"
"2022","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","55","50","0.926","0"
"2023","15 point(s)","18","Northern Ireland","Male","All","Not main scheme application","35","35","0.917","0"
"2010","15 point(s)","18","England","Male","All","Not main scheme application","810","725","0.89","0"
"2011","15 point(s)","18","England","Male","All","Not main scheme application","910","825","0.907","0"
"2012","15 point(s)","18","England","Male","All","Not main scheme application","910","855","0.9420000000000001","0"
"2013","15 point(s)","18","England","Male","All","Not main scheme application","935","870","0.93","0"
"2014","15 point(s)","18","England","Male","All","Not main scheme application","1055","990","0.935","0"
"2015","15 point(s)","18","England","Male","All","Not main scheme application","1005","950","0.9430000000000001","0"
"2016","15 point(s)","18","England","Male","All","Not main scheme application","1230","1150","0.935","0"
"2017","15 point(s)","18","England","Male","All","Not main scheme application","1380","1295","0.9400000000000001","0"
"2018","15 point(s)","18","England","Male","All","Not main scheme application","1475","1390","0.9410000000000001","0"
"2019","15 point(s)","18","England","Male","All","Not main scheme application","1765","1660","0.9420000000000001","0"
"2020","15 point(s)","18","England","Male","All","Not main scheme application","1960","1860","0.9470000000000001","5"
"2021","15 point(s)","18","England","Male","All","Not main scheme application","1045","970","0.928","0"
"2022","15 point(s)","18","England","Male","All","Not main scheme application","1610","1480","0.921","0"
"2023","15 point(s)","18","England","Male","All","Not main scheme application","2065","1925","0.934","0"
"2010","15 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2012","15 point(s)","18","Scotland","Male","All","Not main scheme application","5","0"," ","0"
"2013","15 point(s)","18","Scotland","Male","All","Not main scheme application","5","0"," ","0"
"2018","15 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2019","15 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2020","15 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2021","15 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2023","15 point(s)","18","Scotland","Male","All","Not main scheme application","5","5"," ","0"
"2010","15 point(s)","18","Wales","Male","All","Not main scheme application","35","30","0.882","0"
"2011","15 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.977","0"
"2012","15 point(s)","18","Wales","Male","All","Not main scheme application","45","45","0.9560000000000001","0"
"2013","15 point(s)","18","Wales","Male","All","Not main scheme application","40","35","0.897","0"
"2014","15 point(s)","18","Wales","Male","All","Not main scheme application","35","35","0.971","0"
"2015","15 point(s)","18","Wales","Male","All","Not main scheme application","35","30","0.97","0"
"2016","15 point(s)","18","Wales","Male","All","Not main scheme application","35","35","0.972","0"
