"Year","POLAR4 Quintile","Age group","Domicile","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2020","Quintile 1","18","England","All","1890","1500","1490"
"2021","Quintile 1","18","England","All","1675","1130","1115"
"2022","Quintile 1","18","England","All","2400","1480","1450"
"2023","Quintile 1","18","England","All","2520","1610","1595"
"2019","Quintile 1","18","Scotland","All","30","15","15"
"2020","Quintile 1","18","Scotland","All","35","25","20"
"2021","Quintile 1","18","Scotland","All","25","10","10"
"2022","Quintile 1","18","Scotland","All","35","15","10"
"2023","Quintile 1","18","Scotland","All","40","20","20"
"2019","Quintile 1","18","Wales","All","75","55","55"
"2020","Quintile 1","18","Wales","All","115","90","90"
"2021","Quintile 1","18","Wales","All","80","50","45"
"2022","Quintile 1","18","Wales","All","120","70","70"
"2023","Quintile 1","18","Wales","All","135","80","80"
"2019","Quintile 2","18","Northern Ireland","All","65","15","15"
"2020","Quintile 2","18","Northern Ireland","All","80","45","40"
"2021","Quintile 2","18","Northern Ireland","All","55","25","20"
"2022","Quintile 2","18","Northern Ireland","All","90","35","35"
"2023","Quintile 2","18","Northern Ireland","All","95","30","25"
"2019","Quintile 2","18","England","All","2265","1665","1650"
"2020","Quintile 2","18","England","All","2900","2350","2335"
"2021","Quintile 2","18","England","All","2400","1590","1580"
"2022","Quintile 2","18","England","All","3250","1980","1950"
"2023","Quintile 2","18","England","All","3445","2180","2155"
"2019","Quintile 2","18","Scotland","All","50","20","15"
"2020","Quintile 2","18","Scotland","All","70","45","45"
"2021","Quintile 2","18","Scotland","All","40","25","25"
"2022","Quintile 2","18","Scotland","All","60","30","25"
"2023","Quintile 2","18","Scotland","All","80","40","40"
"2019","Quintile 2","18","Wales","All","105","75","75"
"2020","Quintile 2","18","Wales","All","155","130","130"
"2021","Quintile 2","18","Wales","All","120","80","80"
"2022","Quintile 2","18","Wales","All","185","120","115"
"2023","Quintile 2","18","Wales","All","150","95","95"
"2019","Quintile 3","18","Northern Ireland","All","135","55","50"
"2020","Quintile 3","18","Northern Ireland","All","140","80","80"
"2021","Quintile 3","18","Northern Ireland","All","145","60","60"
"2022","Quintile 3","18","Northern Ireland","All","215","85","80"
"2023","Quintile 3","18","Northern Ireland","All","205","85","80"
"2019","Quintile 3","18","England","All","2975","2205","2200"
"2020","Quintile 3","18","England","All","4095","3360","3335"
"2021","Quintile 3","18","England","All","3300","2260","2235"
"2022","Quintile 3","18","England","All","4655","2875","2835"
"2023","Quintile 3","18","England","All","4530","2950","2920"
"2019","Quintile 3","18","Scotland","All","75","30","30"
"2020","Quintile 3","18","Scotland","All","95","55","55"
"2021","Quintile 3","18","Scotland","All","55","15","15"
"2022","Quintile 3","18","Scotland","All","95","40","35"
"2023","Quintile 3","18","Scotland","All","105","45","45"
"2019","Quintile 3","18","Wales","All","135","105","105"
"2020","Quintile 3","18","Wales","All","150","115","115"
"2021","Quintile 3","18","Wales","All","125","80","80"
"2022","Quintile 3","18","Wales","All","220","130","130"
"2023","Quintile 3","18","Wales","All","170","100","100"
"2019","Quintile 4","18","Northern Ireland","All","215","80","75"
"2020","Quintile 4","18","Northern Ireland","All","230","110","105"
"2021","Quintile 4","18","Northern Ireland","All","185","75","70"
"2022","Quintile 4","18","Northern Ireland","All","265","105","100"
"2023","Quintile 4","18","Northern Ireland","All","250","100","95"
"2019","Quintile 4","18","England","All","3885","2875","2850"
"2020","Quintile 4","18","England","All","5680","4655","4625"
"2021","Quintile 4","18","England","All","4265","2955","2930"
"2022","Quintile 4","18","England","All","5630","3490","3445"
"2023","Quintile 4","18","England","All","5905","3875","3835"
"2019","Quintile 4","18","Scotland","All","110","60","55"
"2020","Quintile 4","18","Scotland","All","105","70","70"
"2021","Quintile 4","18","Scotland","All","95","40","35"
"2022","Quintile 4","18","Scotland","All","120","55","55"
"2023","Quintile 4","18","Scotland","All","150","90","85"
"2019","Quintile 4","18","Wales","All","100","70","65"
"2020","Quintile 4","18","Wales","All","150","125","125"
"2021","Quintile 4","18","Wales","All","75","50","50"
"2022","Quintile 4","18","Wales","All","170","90","90"
"2023","Quintile 4","18","Wales","All","135","70","70"
"2019","Quintile 5","18","Northern Ireland","All","340","125","120"
"2020","Quintile 5","18","Northern Ireland","All","295","165","160"
"2021","Quintile 5","18","Northern Ireland","All","295","125","120"
"2022","Quintile 5","18","Northern Ireland","All","395","170","165"
"2023","Quintile 5","18","Northern Ireland","All","345","115","110"
"2019","Quintile 5","18","England","All","5105","3670","3645"
"2020","Quintile 5","18","England","All","7840","6425","6390"
"2021","Quintile 5","18","England","All","5490","3480","3445"
"2022","Quintile 5","18","England","All","7645","4240","4195"
"2023","Quintile 5","18","England","All","7635","4730","4685"
"2019","Quintile 5","18","Scotland","All","205","95","90"
"2020","Quintile 5","18","Scotland","All","260","170","165"
"2021","Quintile 5","18","Scotland","All","170","80","80"
"2022","Quintile 5","18","Scotland","All","245","115","110"
"2023","Quintile 5","18","Scotland","All","285","150","150"
"2019","Quintile 5","18","Wales","All","120","90","90"
"2020","Quintile 5","18","Wales","All","170","140","135"
"2021","Quintile 5","18","Wales","All","120","75","75"
"2022","Quintile 5","18","Wales","All","175","100","100"
"2023","Quintile 5","18","Wales","All","165","95","95"
"2019","Unknown","19","England","All","5","0","0"
"2020","Unknown","19","England","All","5","5","5"
"2021","Unknown","19","England","All","5","5","5"
"2019","Quintile 1","19","Northern Ireland","All","15","5","5"
"2020","Quintile 1","19","Northern Ireland","All","30","15","15"
"2021","Quintile 1","19","Northern Ireland","All","15","5","5"
"2022","Quintile 1","19","Northern Ireland","All","10","5","0"
"2023","Quintile 1","19","Northern Ireland","All","20","10","10"
"2019","Quintile 1","19","England","All","355","285","285"
"2020","Quintile 1","19","England","All","425","345","340"
"2021","Quintile 1","19","England","All","375","260","250"
"2022","Quintile 1","19","England","All","415","270","260"
"2023","Quintile 1","19","England","All","435","290","280"
"2019","Quintile 1","19","Scotland","All","5","5","0"
"2020","Quintile 1","19","Scotland","All","5","5","5"
"2021","Quintile 1","19","Scotland","All","5","0","0"
"2022","Quintile 1","19","Scotland","All","5","5","5"
"2023","Quintile 1","19","Scotland","All","10","0","0"
"2019","Quintile 1","19","Wales","All","35","30","30"
"2020","Quintile 1","19","Wales","All","30","25","25"
"2021","Quintile 1","19","Wales","All","30","20","20"
"2022","Quintile 1","19","Wales","All","25","20","20"
"2023","Quintile 1","19","Wales","All","20","15","15"
"2019","Quintile 2","19","Northern Ireland","All","15","5","5"
"2020","Quintile 2","19","Northern Ireland","All","15","10","10"
"2021","Quintile 2","19","Northern Ireland","All","15","10","10"
"2022","Quintile 2","19","Northern Ireland","All","10","5","5"
"2023","Quintile 2","19","Northern Ireland","All","15","5","5"
"2019","Quintile 2","19","England","All","460","370","365"
"2020","Quintile 2","19","England","All","585","470","460"
"2021","Quintile 2","19","England","All","485","350","340"
"2022","Quintile 2","19","England","All","560","370","365"
"2023","Quintile 2","19","England","All","660","450","440"
"2019","Quintile 2","19","Scotland","All","15","5","5"
"2020","Quintile 2","19","Scotland","All","20","10","10"
"2021","Quintile 2","19","Scotland","All","5","5","5"
"2022","Quintile 2","19","Scotland","All","20","10","10"
"2023","Quintile 2","19","Scotland","All","20","10","10"
"2019","Quintile 2","19","Wales","All","35","25","20"
"2020","Quintile 2","19","Wales","All","35","30","30"
"2021","Quintile 2","19","Wales","All","25","20","20"
"2022","Quintile 2","19","Wales","All","35","15","15"
"2023","Quintile 2","19","Wales","All","40","25","25"
"2019","Quintile 3","19","Northern Ireland","All","30","15","15"
"2020","Quintile 3","19","Northern Ireland","All","30","20","20"
"2021","Quintile 3","19","Northern Ireland","All","25","10","10"
"2022","Quintile 3","19","Northern Ireland","All","20","10","10"
"2023","Quintile 3","19","Northern Ireland","All","20","15","15"
"2019","Quintile 3","19","England","All","720","605","605"
"2020","Quintile 3","19","England","All","835","725","720"
"2021","Quintile 3","19","England","All","680","505","490"
"2022","Quintile 3","19","England","All","720","495","490"
"2023","Quintile 3","19","England","All","800","580","565"
"2019","Quintile 3","19","Scotland","All","15","10","10"
"2020","Quintile 3","19","Scotland","All","25","15","15"
"2021","Quintile 3","19","Scotland","All","10","5","5"
"2022","Quintile 3","19","Scotland","All","25","10","10"
"2023","Quintile 3","19","Scotland","All","25","10","10"
"2019","Quintile 3","19","Wales","All","35","30","30"
"2020","Quintile 3","19","Wales","All","30","25","25"
"2021","Quintile 3","19","Wales","All","35","25","25"
"2022","Quintile 3","19","Wales","All","30","15","10"
"2023","Quintile 3","19","Wales","All","25","20","20"
"2019","Quintile 4","19","Northern Ireland","All","50","30","30"
"2020","Quintile 4","19","Northern Ireland","All","30","20","15"
"2021","Quintile 4","19","Northern Ireland","All","25","15","15"
"2022","Quintile 4","19","Northern Ireland","All","25","10","5"
"2023","Quintile 4","19","Northern Ireland","All","25","15","10"
"2019","Quintile 4","19","England","All","925","770","765"
"2020","Quintile 4","19","England","All","1065","905","895"
"2021","Quintile 4","19","England","All","850","645","635"
"2022","Quintile 4","19","England","All","810","605","590"
"2023","Quintile 4","19","England","All","945","670","660"
"2019","Quintile 4","19","Scotland","All","20","15","15"
"2020","Quintile 4","19","Scotland","All","25","15","15"
"2021","Quintile 4","19","Scotland","All","35","15","15"
"2022","Quintile 4","19","Scotland","All","30","15","15"
"2023","Quintile 4","19","Scotland","All","40","20","20"
"2019","Quintile 4","19","Wales","All","20","20","20"
"2020","Quintile 4","19","Wales","All","30","25","25"
"2021","Quintile 4","19","Wales","All","20","15","15"
"2022","Quintile 4","19","Wales","All","25","20","20"
"2023","Quintile 4","19","Wales","All","15","10","10"
"2019","Quintile 5","19","Northern Ireland","All","60","35","30"
"2020","Quintile 5","19","Northern Ireland","All","65","40","35"
"2021","Quintile 5","19","Northern Ireland","All","45","30","30"
"2022","Quintile 5","19","Northern Ireland","All","40","30","25"
"2023","Quintile 5","19","Northern Ireland","All","50","25","25"
"2019","Quintile 5","19","England","All","1065","880","875"
"2020","Quintile 5","19","England","All","1375","1175","1165"
"2021","Quintile 5","19","England","All","945","680","675"
"2022","Quintile 5","19","England","All","960","650","635"
"2023","Quintile 5","19","England","All","1215","865","850"
"2019","Quintile 5","19","Scotland","All","45","20","20"
"2020","Quintile 5","19","Scotland","All","70","45","45"
"2021","Quintile 5","19","Scotland","All","45","20","20"
"2022","Quintile 5","19","Scotland","All","70","40","40"
"2023","Quintile 5","19","Scotland","All","75","40","40"
"2019","Quintile 5","19","Wales","All","25","15","15"
"2020","Quintile 5","19","Wales","All","40","30","30"
"2021","Quintile 5","19","Wales","All","25","20","20"
"2022","Quintile 5","19","Wales","All","30","20","20"
"2023","Quintile 5","19","Wales","All","30","20","20"
"2019","Quintile 1","20","Northern Ireland","All","5","5","5"
"2020","Quintile 1","20","Northern Ireland","All","10","5","5"
"2021","Quintile 1","20","Northern Ireland","All","5","0","0"
"2022","Quintile 1","20","Northern Ireland","All","5","5","5"
"2023","Quintile 1","20","Northern Ireland","All","5","0","0"
"2019","Quintile 1","20","England","All","110","90","90"
"2020","Quintile 1","20","England","All","115","80","80"
"2021","Quintile 1","20","England","All","150","115","110"
"2022","Quintile 1","20","England","All","140","85","80"
"2023","Quintile 1","20","England","All","145","90","90"
"2019","Quintile 1","20","Scotland","All","5","0","0"
"2023","Quintile 1","20","Scotland","All","5","0","0"
"2019","Quintile 1","20","Wales","All","5","5","5"
"2020","Quintile 1","20","Wales","All","5","5","5"
"2021","Quintile 1","20","Wales","All","10","5","5"
"2022","Quintile 1","20","Wales","All","10","5","5"
"2023","Quintile 1","20","Wales","All","15","5","5"
"2019","Quintile 2","20","Northern Ireland","All","5","5","5"
"2020","Quintile 2","20","Northern Ireland","All","5","5","5"
"2021","Quintile 2","20","Northern Ireland","All","10","5","5"
"2022","Quintile 2","20","Northern Ireland","All","5","0","0"
"2023","Quintile 2","20","Northern Ireland","All","5","0","0"
"2019","Quintile 2","20","England","All","140","110","110"
"2020","Quintile 2","20","England","All","170","135","130"
"2021","Quintile 2","20","England","All","145","95","95"
"2022","Quintile 2","20","England","All","155","100","95"
"2023","Quintile 2","20","England","All","165","110","105"
"2019","Quintile 2","20","Scotland","All","5","5","5"
"2020","Quintile 2","20","Scotland","All","10","10","10"
"2021","Quintile 2","20","Scotland","All","5","0","0"
"2022","Quintile 2","20","Scotland","All","10","0","0"
"2023","Quintile 2","20","Scotland","All","10","5","5"
"2019","Quintile 2","20","Wales","All","10","10","10"
"2020","Quintile 2","20","Wales","All","10","10","10"
"2021","Quintile 2","20","Wales","All","10","10","10"
"2022","Quintile 2","20","Wales","All","10","10","10"
"2023","Quintile 2","20","Wales","All","10","5","5"
"2019","Quintile 3","20","Northern Ireland","All","10","5","5"
"2020","Quintile 3","20","Northern Ireland","All","5","0","0"
"2021","Quintile 3","20","Northern Ireland","All","5","0","0"
