"Year","Predicted SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","8 point(s)","White","Main scheme applicant","All","100","85","0.8240000000000001","0"
"2013","8 point(s)","White","Main scheme applicant","All","110","95","0.864","0"
"2014","8 point(s)","White","Main scheme applicant","All","75","65","0.918","0"
"2015","8 point(s)","White","Main scheme applicant","All","70","60","0.859","0"
"2016","8 point(s)","White","Main scheme applicant","All","80","70","0.885","0"
"2017","8 point(s)","White","Main scheme applicant","All","50","40","0.84","0"
"2018","8 point(s)","White","Main scheme applicant","All","60","50","0.897","0"
"2019","8 point(s)","White","Main scheme applicant","All","65","60","0.909","0"
"2020","8 point(s)","White","Main scheme applicant","All","50","50","0.9420000000000001","0"
"2021","8 point(s)","White","Main scheme applicant","All","60","50","0.852","0"
"2022","8 point(s)","White","Main scheme applicant","All","70","60","0.857","0"
"2023","8 point(s)","White","Main scheme applicant","All","55","45","0.839","0"
"2010","9 point(s)","White","Main scheme applicant","All","220","200","0.918","0"
"2011","9 point(s)","White","Main scheme applicant","All","210","185","0.899","0"
"2012","9 point(s)","White","Main scheme applicant","All","220","190","0.86","0"
"2013","9 point(s)","White","Main scheme applicant","All","215","195","0.902","0"
"2014","9 point(s)","White","Main scheme applicant","All","185","165","0.898","0"
"2015","9 point(s)","White","Main scheme applicant","All","230","200","0.873","0"
"2016","9 point(s)","White","Main scheme applicant","All","205","185","0.907","0"
"2017","9 point(s)","White","Main scheme applicant","All","170","155","0.901","0"
"2018","9 point(s)","White","Main scheme applicant","All","185","165","0.902","0"
"2019","9 point(s)","White","Main scheme applicant","All","200","185","0.9390000000000001","0"
"2020","9 point(s)","White","Main scheme applicant","All","145","140","0.965","0"
"2021","9 point(s)","White","Main scheme applicant","All","140","125","0.873","0"
"2022","9 point(s)","White","Main scheme applicant","All","120","115","0.926","0"
"2023","9 point(s)","White","Main scheme applicant","All","145","135","0.932","0"
"2010","10 point(s)","White","Main scheme applicant","All","275","255","0.917","0"
"2011","10 point(s)","White","Main scheme applicant","All","280","265","0.9430000000000001","0"
"2012","10 point(s)","White","Main scheme applicant","All","260","230","0.892","0"
"2013","10 point(s)","White","Main scheme applicant","All","270","245","0.918","0"
"2014","10 point(s)","White","Main scheme applicant","All","285","270","0.9440000000000001","0"
"2015","10 point(s)","White","Main scheme applicant","All","260","240","0.919","0"
"2016","10 point(s)","White","Main scheme applicant","All","235","220","0.937","0"
"2017","10 point(s)","White","Main scheme applicant","All","230","215","0.9390000000000001","0"
"2018","10 point(s)","White","Main scheme applicant","All","205","185","0.897","0"
"2019","10 point(s)","White","Main scheme applicant","All","220","200","0.914","0"
"2020","10 point(s)","White","Main scheme applicant","All","225","210","0.93","0"
"2021","10 point(s)","White","Main scheme applicant","All","215","190","0.888","0"
"2022","10 point(s)","White","Main scheme applicant","All","210","190","0.91","0"
"2023","10 point(s)","White","Main scheme applicant","All","220","205","0.9410000000000001","0"
"2010","11 point(s)","White","Main scheme applicant","All","290","275","0.9450000000000001","0"
"2011","11 point(s)","White","Main scheme applicant","All","315","290","0.911","0"
"2012","11 point(s)","White","Main scheme applicant","All","310","280","0.904","0"
"2013","11 point(s)","White","Main scheme applicant","All","350","325","0.934","0"
"2014","11 point(s)","White","Main scheme applicant","All","315","295","0.93","0"
"2015","11 point(s)","White","Main scheme applicant","All","340","320","0.9380000000000001","0"
"2016","11 point(s)","White","Main scheme applicant","All","355","330","0.924","0"
"2017","11 point(s)","White","Main scheme applicant","All","325","295","0.91","0"
"2018","11 point(s)","White","Main scheme applicant","All","325","305","0.927","0"
"2019","11 point(s)","White","Main scheme applicant","All","265","255","0.9510000000000001","0"
"2020","11 point(s)","White","Main scheme applicant","All","275","245","0.894","0"
"2021","11 point(s)","White","Main scheme applicant","All","320","295","0.928","0"
"2022","11 point(s)","White","Main scheme applicant","All","310","290","0.9420000000000001","0"
"2023","11 point(s)","White","Main scheme applicant","All","310","290","0.9450000000000001","0"
"2010","12 point(s)","White","Main scheme applicant","All","820","760","0.922","0"
"2011","12 point(s)","White","Main scheme applicant","All","925","860","0.929","0"
"2012","12 point(s)","White","Main scheme applicant","All","935","865","0.927","0"
"2013","12 point(s)","White","Main scheme applicant","All","1060","990","0.934","0"
"2014","12 point(s)","White","Main scheme applicant","All","1075","990","0.917","0"
"2015","12 point(s)","White","Main scheme applicant","All","1120","1030","0.923","0"
"2016","12 point(s)","White","Main scheme applicant","All","1120","1030","0.92","0"
"2017","12 point(s)","White","Main scheme applicant","All","1195","1110","0.928","0"
"2018","12 point(s)","White","Main scheme applicant","All","1250","1165","0.934","0"
"2019","12 point(s)","White","Main scheme applicant","All","1140","1060","0.932","0"
"2020","12 point(s)","White","Main scheme applicant","All","1150","1075","0.933","0"
"2021","12 point(s)","White","Main scheme applicant","All","1450","1370","0.9430000000000001","0"
"2022","12 point(s)","White","Main scheme applicant","All","1450","1340","0.921","0"
"2023","12 point(s)","White","Main scheme applicant","All","1480","1415","0.9550000000000001","0"
"2020","7 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2023","7 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2012","8 point(s)","Black","Main scheme applicant","All","5","0"," ","0"
"2012","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2016","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2018","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2020","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2021","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2022","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2023","9 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2011","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2013","10 point(s)","Black","Main scheme applicant","All","5","0"," ","0"
"2015","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2016","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2018","10 point(s)","Black","Main scheme applicant","All","10","10"," ","0"
"2020","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2022","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2023","10 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2017","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2018","11 point(s)","Black","Main scheme applicant","All","5","0"," ","0"
"2019","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2020","11 point(s)","Black","Main scheme applicant","All","10","5"," ","0"
"2021","11 point(s)","Black","Main scheme applicant","All","15","10","0.923","0"
"2022","11 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2023","11 point(s)","Black","Main scheme applicant","All","10","10","1","0"
"2011","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2012","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2013","12 point(s)","Black","Main scheme applicant","All","10","10"," ","0"
"2014","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2015","12 point(s)","Black","Main scheme applicant","All","5","5"," ","0"
"2016","12 point(s)","Black","Main scheme applicant","All","10","10"," ","0"
"2017","12 point(s)","Black","Main scheme applicant","All","15","10","0.923","0"
"2018","12 point(s)","Black","Main scheme applicant","All","20","15","0.85","0"
"2019","12 point(s)","Black","Main scheme applicant","All","15","15","0.9410000000000001","0"
"2020","12 point(s)","Black","Main scheme applicant","All","25","25","0.9580000000000001","0"
"2021","12 point(s)","Black","Main scheme applicant","All","30","25","0.8280000000000001","0"
"2022","12 point(s)","Black","Main scheme applicant","All","35","30","0.882","0"
"2023","12 point(s)","Black","Main scheme applicant","All","60","55","0.966","0"
"2011","6 point(s)","Asian","Main scheme applicant","All","5","0"," ","0"
"2012","6 point(s)","Asian","Main scheme applicant","All","5","0"," ","0"
"2017","6 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2010","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2013","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2014","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2017","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2019","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2022","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2023","7 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2010","8 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2011","8 point(s)","Asian","Main scheme applicant","All","5","0"," ","0"
"2012","8 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2013","8 point(s)","Asian","Main scheme applicant","All","10","5"," ","0"
"2015","8 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2016","8 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2017","8 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2018","8 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2019","8 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2020","8 point(s)","Asian","Main scheme applicant","All","5","0"," ","0"
"2022","8 point(s)","Asian","Main scheme applicant","All","5","5"," ","0"
"2023","8 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2010","9 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
"2011","9 point(s)","Asian","Main scheme applicant","All","10","10"," ","0"
