"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","390","375","0.967","15"
"2019","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","415","395","0.9560000000000001","20"
"2020","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","575","540","0.9410000000000001","25"
"2021","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","395","375","0.9470000000000001","15"
"2022","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","380","355","0.932","20"
"2023","Quintile 2","18","England","Female","Not main scheme applicant","Not main scheme application","380","345","0.903","20"
"2006","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2007","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2008","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","40","40","0.975","0"
"2009","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2010","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2011","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2012","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2013","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","30","30","0.968","0"
"2014","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","35","35","1","0"
"2016","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","40","40","1","0"
"2017","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","30","30","1","0"
"2018","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","30","30","1","0"
"2019","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","30","30","1","0"
"2020","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","40","40","1","0"
"2021","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2022","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","30","30","0.967","0"
"2023","Quintile 2","18","Scotland","Female","Not main scheme applicant","Not main scheme application","35","35","0.892","0"
"2006","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","30","1","5"
"2007","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2008","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","30","1","0"
"2009","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001","0"
"2010","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","15","10","0.923","0"
"2011","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2012","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2013","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2014","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2015","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","25","0.963","0"
"2016","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","0"
"2017","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","35","30","0.9390000000000001","0"
"2018","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","20","0.87","5"
"2019","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","35","35","1","0"
"2020","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","30","30","0.935","0"
"2021","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2022","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2023","Quintile 2","18","Wales","Female","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001","0"
"2018","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","Quintile 3","18","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2006","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","230","220","0.961","15"
"2007","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","255","250","0.988","25"
"2008","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","275","270","0.978","35"
"2009","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","220","210","0.9500000000000001","45"
"2010","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","105","100","0.9430000000000001","25"
"2011","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","125","115","0.913","25"
"2012","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","185","180","0.9570000000000001","15"
"2013","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","210","200","0.9430000000000001","35"
"2014","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","230","220","0.9400000000000001","20"
"2015","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","280","270","0.961","20"
"2016","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","235","225","0.9490000000000001","20"
"2017","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","320","310","0.96","20"
"2018","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","355","340","0.963","15"
"2019","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","465","445","0.9530000000000001","20"
"2020","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","585","550","0.9400000000000001","30"
"2021","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","395","380","0.9570000000000001","20"
"2022","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","395","365","0.924","25"
"2023","Quintile 3","18","England","Female","Not main scheme applicant","Not main scheme application","415","390","0.9400000000000001","30"
"2006","Quintile 3","18","Scotland","Female","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2007","Quintile 3","18","Scotland","Female","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2008","Quintile 3","18","Scotland","Female","Not main scheme applicant","Not main scheme application","55","55","0.982","0"
