"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","380","340","0.9"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","405","360","0.884"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Wales","2410","2320","0.962"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Wales","2530","2460","0.972"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Wales","2595","2490","0.96"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Wales","2550","2395","0.9400000000000001"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Wales","2670","2550","0.9560000000000001"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Wales","250","240","0.9580000000000001"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Wales","255","240","0.9490000000000001"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Wales","205","195","0.9460000000000001"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Wales","285","260","0.917"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-03) archaeology","Wales","350","330","0.9470000000000001"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Wales","265","260","0.979"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Wales","215","205","0.9580000000000001"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Wales","255","255","0.994"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Wales","195","195","0.99"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-05) classics","Wales","260","255","0.971"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Wales","40","35","0.908"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Wales","70","65","0.907"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Wales","50","50","0.967"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Wales","65","50","0.801"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","Wales","55","55","0.966"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Wales","325","310","0.9540000000000001"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Wales","415","400","0.96"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Wales","450","425","0.9410000000000001"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Wales","535","520","0.971"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","Wales","520","495","0.9550000000000001"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Wales","185","180","0.977"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Wales","175","175","0.987"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Wales","150","140","0.929"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Wales","175","155","0.899"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","Wales","180","160","0.902"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","Wales","5","5"," "
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","Wales","15","5"," "
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","Wales","15","15","1.029"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","Wales","30","30","0.973"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-04) heritage studies","Wales","30","30","1.03"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","Wales","170","160","0.9520000000000001"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","Wales","145","135","0.923"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","Wales","165","150","0.919"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","Wales","140","120","0.867"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","Wales","175","160","0.909"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","Wales","90","90","0.989"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","Wales","125","120","0.9560000000000001"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","Wales","120","115","0.967"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","Wales","140","120","0.857"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","Wales","125","115","0.908"
"2019","(CAH11) computing","(CAH11-01-07) business computing","Wales","150","130","0.865"
"2020","(CAH11) computing","(CAH11-01-07) business computing","Wales","135","125","0.915"
"2021","(CAH11) computing","(CAH11-01-07) business computing","Wales","155","135","0.868"
"2022","(CAH11) computing","(CAH11-01-07) business computing","Wales","145","130","0.888"
"2023","(CAH11) computing","(CAH11-01-07) business computing","Wales","135","110","0.8260000000000001"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","Wales","730","575","0.789"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","Wales","680","595","0.873"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","Wales","625","595","0.9510000000000001"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","Wales","695","595","0.856"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","Wales","630","570","0.901"
"2019","(CAH11) computing","(CAH11-01-01) computer science","Wales","3130","2875","0.919"
"2020","(CAH11) computing","(CAH11-01-01) computer science","Wales","3420","3080","0.901"
"2021","(CAH11) computing","(CAH11-01-01) computer science","Wales","3635","3245","0.893"
"2022","(CAH11) computing","(CAH11-01-01) computer science","Wales","3815","3395","0.89"
"2023","(CAH11) computing","(CAH11-01-01) computer science","Wales","4340","3790","0.873"
"2019","(CAH11) computing","(CAH11-01-02) information technology","Wales","25","20","0.8200000000000001"
"2020","(CAH11) computing","(CAH11-01-02) information technology","Wales","45","35","0.789"
"2021","(CAH11) computing","(CAH11-01-02) information technology","Wales","35","35","1"
"2022","(CAH11) computing","(CAH11-01-02) information technology","Wales","25","25","0.9400000000000001"
"2023","(CAH11) computing","(CAH11-01-02) information technology","Wales","30","25","0.783"
"2019","(CAH11) computing","(CAH11-01-03) information systems","Wales","130","115","0.877"
"2020","(CAH11) computing","(CAH11-01-03) information systems","Wales","175","165","0.93"
"2021","(CAH11) computing","(CAH11-01-03) information systems","Wales","145","135","0.9460000000000001"
"2022","(CAH11) computing","(CAH11-01-03) information systems","Wales","135","120","0.905"
"2023","(CAH11) computing","(CAH11-01-03) information systems","Wales","155","135","0.866"
"2019","(CAH11) computing","(CAH11-01-04) software engineering","Wales","850","785","0.926"
"2020","(CAH11) computing","(CAH11-01-04) software engineering","Wales","865","790","0.913"
"2021","(CAH11) computing","(CAH11-01-04) software engineering","Wales","895","810","0.904"
"2022","(CAH11) computing","(CAH11-01-04) software engineering","Wales","920","830","0.9"
"2023","(CAH11) computing","(CAH11-01-04) software engineering","Wales","1220","1070","0.879"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Wales","945","905","0.9560000000000001"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Wales","595","575","0.966"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Wales","685","660","0.965"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Wales","840","810","0.965"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-06) earth sciences","Wales","685","655","0.9560000000000001"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Wales","170","160","0.9530000000000001"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Wales","200","195","0.975"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Wales","260","250","0.962"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Wales","370","355","0.9590000000000001"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-04) environmental sciences","Wales","390","375","0.9560000000000001"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Wales","530","520","0.982"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Wales","850","830","0.975"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Wales","1145","1115","0.976"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Wales","1255","1230","0.978"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","Wales","1200","1170","0.977"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Wales","45","45","1"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Wales","225","220","0.971"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Wales","220","220","1.0050000000000001"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Wales","205","190","0.92"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-01) geography (non-specific)","Wales","220","195","0.889"
"2019","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Wales","860","835","0.974"
"2020","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Wales","865","835","0.966"
"2021","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Wales","985","955","0.969"
"2022","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Wales","990","975","0.986"
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","Wales","950","935","0.985"
"2019","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Wales","485","435","0.899"
"2020","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Wales","420","395","0.9410000000000001"
"2021","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Wales","480","460","0.9530000000000001"
"2022","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Wales","345","320","0.93"
"2023","(CAH07) physical sciences","(CAH07-04-02) forensic and archaeological sciences","Wales","440","415","0.9480000000000001"
"2019","(CAH07) physical sciences","(CAH07-02-01) chemistry","Wales","1135","1090","0.96"
"2020","(CAH07) physical sciences","(CAH07-02-01) chemistry","Wales","835","815","0.977"
"2021","(CAH07) physical sciences","(CAH07-02-01) chemistry","Wales","785","760","0.971"
"2022","(CAH07) physical sciences","(CAH07-02-01) chemistry","Wales","900","860","0.9580000000000001"
