"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 2808 lines in total
------------------------------------------------------------------
appl_higher_lev_dom,Cycle,statistic,equality_dimension,agegroup,value
UK providers,2019,Percentage point difference between offer rate and average offer rate,Asian ethnic group,18 year olds,-0.6
UK providers,2019,Percentage point difference between offer rate and average offer rate,Mixed ethnic group,18 year olds,-0.1
UK providers,2019,Percentage point difference between offer rate and average offer rate,Other ethnic group,18 year olds,-1.6
UK providers,2019,Percentage point difference between offer rate and average offer rate,POLAR4 Q1,18 year olds,-0.6
UK providers,2019,Percentage point difference between offer rate and average offer rate,POLAR4 Q2,18 year olds,-0.4
UK providers,2019,Percentage point difference between offer rate and average offer rate,POLAR4 Q3,18 year olds,-0.2
UK providers,2019,Percentage point difference between offer rate and average offer rate,POLAR4 Q4,18 year olds,-0.1
UK providers,2019,Percentage point difference between offer rate and average offer rate,POLAR4 Q5,18 year olds,0.6
UK providers,2019,Percentage point difference between offer rate and average offer rate,Men,18 year olds,-0.5
UK providers,2019,Percentage point difference between offer rate and average offer rate,Women,18 year olds,0.4
UK providers,2020,Percentage point difference between offer rate and average offer rate,Total,18 year olds,
UK providers,2020,Percentage point difference between offer rate and average offer rate,White ethnic group,18 year olds,0.2
UK providers,2020,Percentage point difference between offer rate and average offer rate,Black ethnic group,18 year olds,-1.3
UK providers,2020,Percentage point difference between offer rate and average offer rate,Asian ethnic group,18 year olds,-0.3
UK providers,2020,Percentage point difference between offer rate and average offer rate,Mixed ethnic group,18 year olds,0.1
UK providers,2020,Percentage point difference between offer rate and average offer rate,Other ethnic group,18 year olds,-1.4
UK providers,2020,Percentage point difference between offer rate and average offer rate,POLAR4 Q1,18 year olds,-0.1
UK providers,2020,Percentage point difference between offer rate and average offer rate,POLAR4 Q2,18 year olds,-0.1
UK providers,2020,Percentage point difference between offer rate and average offer rate,POLAR4 Q3,18 year olds,-0.2
UK providers,2020,Percentage point difference between offer rate and average offer rate,POLAR4 Q4,18 year olds,-0.2
UK providers,2020,Percentage point difference between offer rate and average offer rate,POLAR4 Q5,18 year olds,0.3
UK providers,2020,Percentage point difference between offer rate and average offer rate,Men,18 year olds,-0.5
UK providers,2020,Percentage point difference between offer rate and average offer rate,Women,18 year olds,0.4
UK providers,2021,Percentage point difference between offer rate and average offer rate,Total,18 year olds,
UK providers,2021,Percentage point difference between offer rate and average offer rate,White ethnic group,18 year olds,0.2
UK providers,2021,Percentage point difference between offer rate and average offer rate,Black ethnic group,18 year olds,-1.3
UK providers,2021,Percentage point difference between offer rate and average offer rate,Asian ethnic group,18 year olds,-0.2
UK providers,2021,Percentage point difference between offer rate and average offer rate,Mixed ethnic group,18 year olds,0
UK providers,2021,Percentage point difference between offer rate and average offer rate,Other ethnic group,18 year olds,-1.1
UK providers,2021,Percentage point difference between offer rate and average offer rate,POLAR4 Q1,18 year olds,0.4
UK providers,2021,Percentage point difference between offer rate and average offer rate,POLAR4 Q2,18 year olds,0.4
UK providers,2021,Percentage point difference between offer rate and average offer rate,POLAR4 Q3,18 year olds,-0.2
UK providers,2021,Percentage point difference between offer rate and average offer rate,POLAR4 Q4,18 year olds,-0.3
UK providers,2021,Percentage point difference between offer rate and average offer rate,POLAR4 Q5,18 year olds,0
UK providers,2021,Percentage point difference between offer rate and average offer rate,Men,18 year olds,-0.6
UK providers,2021,Percentage point difference between offer rate and average offer rate,Women,18 year olds,0.5
UK providers,2010,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2010,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.874
UK providers,2010,Contribution of group to the average offer rate,Black ethnic group,18 year olds,0.185
UK providers,2010,Contribution of group to the average offer rate,Asian ethnic group,18 year olds,0.325
UK providers,2010,Contribution of group to the average offer rate,Mixed ethnic group,18 year olds,0.113
UK providers,2010,Contribution of group to the average offer rate,Other ethnic group,18 year olds,0.111
UK providers,2010,Contribution of group to the average offer rate,POLAR4 Q1,18 year olds,0.205
UK providers,2010,Contribution of group to the average offer rate,POLAR4 Q2,18 year olds,0.233
UK providers,2010,Contribution of group to the average offer rate,POLAR4 Q3,18 year olds,0.258
UK providers,2010,Contribution of group to the average offer rate,POLAR4 Q4,18 year olds,0.298
UK providers,2010,Contribution of group to the average offer rate,POLAR4 Q5,18 year olds,0.438
UK providers,2010,Contribution of group to the average offer rate,Men,18 year olds,0.606
UK providers,2010,Contribution of group to the average offer rate,Women,18 year olds,0.683
UK providers,2011,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2011,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.866
UK providers,2011,Contribution of group to the average offer rate,Black ethnic group,18 year olds,0.188
UK providers,2011,Contribution of group to the average offer rate,Asian ethnic group,18 year olds,0.316
UK providers,2011,Contribution of group to the average offer rate,Mixed ethnic group,18 year olds,0.118
UK providers,2011,Contribution of group to the average offer rate,Other ethnic group,18 year olds,0.106
UK providers,2011,Contribution of group to the average offer rate,POLAR4 Q1,18 year olds,0.207
UK providers,2011,Contribution of group to the average offer rate,POLAR4 Q2,18 year olds,0.234
UK providers,2011,Contribution of group to the average offer rate,POLAR4 Q3,18 year olds,0.255
UK providers,2011,Contribution of group to the average offer rate,POLAR4 Q4,18 year olds,0.298
UK providers,2011,Contribution of group to the average offer rate,POLAR4 Q5,18 year olds,0.437
UK providers,2011,Contribution of group to the average offer rate,Men,18 year olds,0.606
UK providers,2011,Contribution of group to the average offer rate,Women,18 year olds,0.684
UK providers,2012,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2012,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.86
UK providers,2012,Contribution of group to the average offer rate,Black ethnic group,18 year olds,0.188
UK providers,2012,Contribution of group to the average offer rate,Asian ethnic group,18 year olds,0.314
UK providers,2012,Contribution of group to the average offer rate,Mixed ethnic group,18 year olds,0.119
UK providers,2012,Contribution of group to the average offer rate,Other ethnic group,18 year olds,0.121
UK providers,2012,Contribution of group to the average offer rate,POLAR4 Q1,18 year olds,0.207
UK providers,2012,Contribution of group to the average offer rate,POLAR4 Q2,18 year olds,0.233
UK providers,2012,Contribution of group to the average offer rate,POLAR4 Q3,18 year olds,0.257
UK providers,2012,Contribution of group to the average offer rate,POLAR4 Q4,18 year olds,0.298
UK providers,2012,Contribution of group to the average offer rate,POLAR4 Q5,18 year olds,0.441
UK providers,2012,Contribution of group to the average offer rate,Men,18 year olds,0.605
UK providers,2012,Contribution of group to the average offer rate,Women,18 year olds,0.691
UK providers,2013,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2013,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.853
UK providers,2013,Contribution of group to the average offer rate,Black ethnic group,18 year olds,0.194
UK providers,2013,Contribution of group to the average offer rate,Asian ethnic group,18 year olds,0.31
UK providers,2013,Contribution of group to the average offer rate,Mixed ethnic group,18 year olds,0.118
UK providers,2013,Contribution of group to the average offer rate,Other ethnic group,18 year olds,0.115
UK providers,2013,Contribution of group to the average offer rate,POLAR4 Q1,18 year olds,0.206
UK providers,2013,Contribution of group to the average offer rate,POLAR4 Q2,18 year olds,0.233
UK providers,2013,Contribution of group to the average offer rate,POLAR4 Q3,18 year olds,0.256
UK providers,2013,Contribution of group to the average offer rate,POLAR4 Q4,18 year olds,0.298
UK providers,2013,Contribution of group to the average offer rate,POLAR4 Q5,18 year olds,0.44
UK providers,2013,Contribution of group to the average offer rate,Men,18 year olds,0.611
UK providers,2013,Contribution of group to the average offer rate,Women,18 year olds,0.693
UK providers,2014,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2014,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.845
UK providers,2014,Contribution of group to the average offer rate,Black ethnic group,18 year olds,0.188
UK providers,2014,Contribution of group to the average offer rate,Asian ethnic group,18 year olds,0.303
UK providers,2014,Contribution of group to the average offer rate,Mixed ethnic group,18 year olds,0.117
UK providers,2014,Contribution of group to the average offer rate,Other ethnic group,18 year olds,0.117
UK providers,2014,Contribution of group to the average offer rate,POLAR4 Q1,18 year olds,0.21
UK providers,2014,Contribution of group to the average offer rate,POLAR4 Q2,18 year olds,0.235
UK providers,2014,Contribution of group to the average offer rate,POLAR4 Q3,18 year olds,0.254
UK providers,2014,Contribution of group to the average offer rate,POLAR4 Q4,18 year olds,0.295
UK providers,2014,Contribution of group to the average offer rate,POLAR4 Q5,18 year olds,0.433
UK providers,2014,Contribution of group to the average offer rate,Men,18 year olds,0.613
UK providers,2014,Contribution of group to the average offer rate,Women,18 year olds,0.694
UK providers,2015,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2015,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.836
UK providers,2015,Contribution of group to the average offer rate,Black ethnic group,18 year olds,0.183
UK providers,2015,Contribution of group to the average offer rate,Asian ethnic group,18 year olds,0.303
UK providers,2015,Contribution of group to the average offer rate,Mixed ethnic group,18 year olds,0.119
UK providers,2015,Contribution of group to the average offer rate,Other ethnic group,18 year olds,0.112
UK providers,2015,Contribution of group to the average offer rate,POLAR4 Q1,18 year olds,0.21
UK providers,2015,Contribution of group to the average offer rate,POLAR4 Q2,18 year olds,0.234
UK providers,2015,Contribution of group to the average offer rate,POLAR4 Q3,18 year olds,0.255
UK providers,2015,Contribution of group to the average offer rate,POLAR4 Q4,18 year olds,0.292
UK providers,2015,Contribution of group to the average offer rate,POLAR4 Q5,18 year olds,0.429
UK providers,2015,Contribution of group to the average offer rate,Men,18 year olds,0.607
UK providers,2015,Contribution of group to the average offer rate,Women,18 year olds,0.699
UK providers,2016,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2016,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.83
UK providers,2016,Contribution of group to the average offer rate,Black ethnic group,18 year olds,0.183
UK providers,2016,Contribution of group to the average offer rate,Asian ethnic group,18 year olds,0.308
UK providers,2016,Contribution of group to the average offer rate,Mixed ethnic group,18 year olds,0.119
UK providers,2016,Contribution of group to the average offer rate,Other ethnic group,18 year olds,0.112
UK providers,2016,Contribution of group to the average offer rate,POLAR4 Q1,18 year olds,0.209
UK providers,2016,Contribution of group to the average offer rate,POLAR4 Q2,18 year olds,0.234
UK providers,2016,Contribution of group to the average offer rate,POLAR4 Q3,18 year olds,0.253
UK providers,2016,Contribution of group to the average offer rate,POLAR4 Q4,18 year olds,0.291
UK providers,2016,Contribution of group to the average offer rate,POLAR4 Q5,18 year olds,0.43
UK providers,2016,Contribution of group to the average offer rate,Men,18 year olds,0.605
UK providers,2016,Contribution of group to the average offer rate,Women,18 year olds,0.697
UK providers,2017,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2017,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.823
UK providers,2017,Contribution of group to the average offer rate,Black ethnic group,18 year olds,0.186
UK providers,2017,Contribution of group to the average offer rate,Asian ethnic group,18 year olds,0.313
UK providers,2017,Contribution of group to the average offer rate,Mixed ethnic group,18 year olds,0.122
UK providers,2017,Contribution of group to the average offer rate,Other ethnic group,18 year olds,0.112
UK providers,2017,Contribution of group to the average offer rate,POLAR4 Q1,18 year olds,0.21
UK providers,2017,Contribution of group to the average offer rate,POLAR4 Q2,18 year olds,0.231
UK providers,2017,Contribution of group to the average offer rate,POLAR4 Q3,18 year olds,0.254
UK providers,2017,Contribution of group to the average offer rate,POLAR4 Q4,18 year olds,0.292
UK providers,2017,Contribution of group to the average offer rate,POLAR4 Q5,18 year olds,0.428
UK providers,2017,Contribution of group to the average offer rate,Men,18 year olds,0.607
UK providers,2017,Contribution of group to the average offer rate,Women,18 year olds,0.697
UK providers,2018,Contribution of group to the average offer rate,Total,18 year olds,
UK providers,2018,Contribution of group to the average offer rate,White ethnic group,18 year olds,0.812
