"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 12312 lines in total
------------------------------------------------------------------
inst_cntry_2021_map,Cycle,statistic,equality_dimension,agegroup,value
Welsh providers,2015,June deadline applications,POLAR4 Q3,18 year olds,11180
Welsh providers,2015,June deadline applications,POLAR4 Q4,18 year olds,11110
Welsh providers,2015,June deadline applications,POLAR4 Q5,18 year olds,14260
Welsh providers,2015,June deadline applications,Men,18 year olds,23930
Welsh providers,2015,June deadline applications,Women,18 year olds,29410
Welsh providers,2016,June deadline applications,Total,18 year olds,53570
Welsh providers,2016,June deadline applications,White ethnic group,18 year olds,47220
Welsh providers,2016,June deadline applications,Black ethnic group,18 year olds,1005
Welsh providers,2016,June deadline applications,Asian ethnic group,18 year olds,3100
Welsh providers,2016,June deadline applications,Mixed ethnic group,18 year olds,1560
Welsh providers,2016,June deadline applications,Other ethnic group,18 year olds,445
Welsh providers,2016,June deadline applications,POLAR4 Q1,18 year olds,6695
Welsh providers,2016,June deadline applications,POLAR4 Q2,18 year olds,10185
Welsh providers,2016,June deadline applications,POLAR4 Q3,18 year olds,11120
Welsh providers,2016,June deadline applications,POLAR4 Q4,18 year olds,10890
Welsh providers,2016,June deadline applications,POLAR4 Q5,18 year olds,14645
Welsh providers,2016,June deadline applications,Men,18 year olds,23710
Welsh providers,2016,June deadline applications,Women,18 year olds,29860
Welsh providers,2017,June deadline applications,Total,18 year olds,51130
Welsh providers,2017,June deadline applications,White ethnic group,18 year olds,44930
Welsh providers,2017,June deadline applications,Black ethnic group,18 year olds,915
Welsh providers,2017,June deadline applications,Asian ethnic group,18 year olds,2990
Welsh providers,2017,June deadline applications,Mixed ethnic group,18 year olds,1625
Welsh providers,2017,June deadline applications,Other ethnic group,18 year olds,425
Welsh providers,2017,June deadline applications,POLAR4 Q1,18 year olds,6605
Welsh providers,2017,June deadline applications,POLAR4 Q2,18 year olds,9400
Welsh providers,2017,June deadline applications,POLAR4 Q3,18 year olds,11015
Welsh providers,2017,June deadline applications,POLAR4 Q4,18 year olds,10500
Welsh providers,2017,June deadline applications,POLAR4 Q5,18 year olds,13550
Welsh providers,2017,June deadline applications,Men,18 year olds,22540
Welsh providers,2017,June deadline applications,Women,18 year olds,28585
Welsh providers,2018,June deadline applications,Total,18 year olds,48260
Welsh providers,2018,June deadline applications,White ethnic group,18 year olds,41880
Welsh providers,2018,June deadline applications,Black ethnic group,18 year olds,905
Welsh providers,2018,June deadline applications,Asian ethnic group,18 year olds,3245
Welsh providers,2018,June deadline applications,Mixed ethnic group,18 year olds,1575
Welsh providers,2018,June deadline applications,Other ethnic group,18 year olds,390
Welsh providers,2018,June deadline applications,POLAR4 Q1,18 year olds,6130
Welsh providers,2018,June deadline applications,POLAR4 Q2,18 year olds,8960
Welsh providers,2018,June deadline applications,POLAR4 Q3,18 year olds,10015
Welsh providers,2018,June deadline applications,POLAR4 Q4,18 year olds,10035
Welsh providers,2018,June deadline applications,POLAR4 Q5,18 year olds,13075
Welsh providers,2018,June deadline applications,Men,18 year olds,21050
Welsh providers,2018,June deadline applications,Women,18 year olds,27210
Welsh providers,2019,June deadline applications,Total,18 year olds,47175
Welsh providers,2019,June deadline applications,White ethnic group,18 year olds,40260
Welsh providers,2019,June deadline applications,Black ethnic group,18 year olds,1055
Welsh providers,2019,June deadline applications,Asian ethnic group,18 year olds,3435
Welsh providers,2019,June deadline applications,Mixed ethnic group,18 year olds,1645
Welsh providers,2019,June deadline applications,Other ethnic group,18 year olds,515
Welsh providers,2019,June deadline applications,POLAR4 Q1,18 year olds,6070
Welsh providers,2019,June deadline applications,POLAR4 Q2,18 year olds,8820
Welsh providers,2019,June deadline applications,POLAR4 Q3,18 year olds,9705
Welsh providers,2019,June deadline applications,POLAR4 Q4,18 year olds,9640
Welsh providers,2019,June deadline applications,POLAR4 Q5,18 year olds,12875
Welsh providers,2019,June deadline applications,Men,18 year olds,20000
Welsh providers,2019,June deadline applications,Women,18 year olds,27175
Welsh providers,2020,June deadline applications,Total,18 year olds,51155
Welsh providers,2020,June deadline applications,White ethnic group,18 year olds,43020
Welsh providers,2020,June deadline applications,Black ethnic group,18 year olds,1265
Welsh providers,2020,June deadline applications,Asian ethnic group,18 year olds,4165
Welsh providers,2020,June deadline applications,Mixed ethnic group,18 year olds,1815
Welsh providers,2020,June deadline applications,Other ethnic group,18 year olds,615
Welsh providers,2020,June deadline applications,POLAR4 Q1,18 year olds,6685
Welsh providers,2020,June deadline applications,POLAR4 Q2,18 year olds,9135
Welsh providers,2020,June deadline applications,POLAR4 Q3,18 year olds,10365
Welsh providers,2020,June deadline applications,POLAR4 Q4,18 year olds,10605
Welsh providers,2020,June deadline applications,POLAR4 Q5,18 year olds,14305
Welsh providers,2020,June deadline applications,Men,18 year olds,21710
Welsh providers,2020,June deadline applications,Women,18 year olds,29445
Welsh providers,2021,June deadline applications,Total,18 year olds,62210
Welsh providers,2021,June deadline applications,White ethnic group,18 year olds,52110
Welsh providers,2021,June deadline applications,Black ethnic group,18 year olds,1505
Welsh providers,2021,June deadline applications,Asian ethnic group,18 year olds,4990
Welsh providers,2021,June deadline applications,Mixed ethnic group,18 year olds,2500
Welsh providers,2021,June deadline applications,Other ethnic group,18 year olds,725
Welsh providers,2021,June deadline applications,POLAR4 Q1,18 year olds,7885
Welsh providers,2021,June deadline applications,POLAR4 Q2,18 year olds,10990
Welsh providers,2021,June deadline applications,POLAR4 Q3,18 year olds,12435
Welsh providers,2021,June deadline applications,POLAR4 Q4,18 year olds,12785
Welsh providers,2021,June deadline applications,POLAR4 Q5,18 year olds,18055
Welsh providers,2021,June deadline applications,Men,18 year olds,26235
Welsh providers,2021,June deadline applications,Women,18 year olds,35975
Welsh providers,2010,Offers,Total,18 year olds,43880
Welsh providers,2010,Offers,White ethnic group,18 year olds,41430
Welsh providers,2010,Offers,Black ethnic group,18 year olds,280
Welsh providers,2010,Offers,Asian ethnic group,18 year olds,1045
Welsh providers,2010,Offers,Mixed ethnic group,18 year olds,845
Welsh providers,2010,Offers,Other ethnic group,18 year olds,115
Welsh providers,2010,Offers,POLAR4 Q1,18 year olds,5025
Welsh providers,2010,Offers,POLAR4 Q2,18 year olds,7965
Welsh providers,2010,Offers,POLAR4 Q3,18 year olds,9760
Welsh providers,2010,Offers,POLAR4 Q4,18 year olds,9390
Welsh providers,2010,Offers,POLAR4 Q5,18 year olds,11665
Welsh providers,2010,Offers,Men,18 year olds,20275
Welsh providers,2010,Offers,Women,18 year olds,23605
Welsh providers,2011,Offers,Total,18 year olds,42855
Welsh providers,2011,Offers,White ethnic group,18 year olds,40340
Welsh providers,2011,Offers,Black ethnic group,18 year olds,265
Welsh providers,2011,Offers,Asian ethnic group,18 year olds,1075
Welsh providers,2011,Offers,Mixed ethnic group,18 year olds,880
Welsh providers,2011,Offers,Other ethnic group,18 year olds,110
Welsh providers,2011,Offers,POLAR4 Q1,18 year olds,4835
Welsh providers,2011,Offers,POLAR4 Q2,18 year olds,7760
Welsh providers,2011,Offers,POLAR4 Q3,18 year olds,9235
Welsh providers,2011,Offers,POLAR4 Q4,18 year olds,9390
Welsh providers,2011,Offers,POLAR4 Q5,18 year olds,11595
Welsh providers,2011,Offers,Men,18 year olds,19925
Welsh providers,2011,Offers,Women,18 year olds,22930
Welsh providers,2012,Offers,Total,18 year olds,40470
Welsh providers,2012,Offers,White ethnic group,18 year olds,37890
Welsh providers,2012,Offers,Black ethnic group,18 year olds,340
Welsh providers,2012,Offers,Asian ethnic group,18 year olds,1170
Welsh providers,2012,Offers,Mixed ethnic group,18 year olds,805
Welsh providers,2012,Offers,Other ethnic group,18 year olds,140
Welsh providers,2012,Offers,POLAR4 Q1,18 year olds,4615
Welsh providers,2012,Offers,POLAR4 Q2,18 year olds,7535
Welsh providers,2012,Offers,POLAR4 Q3,18 year olds,8790
Welsh providers,2012,Offers,POLAR4 Q4,18 year olds,8530
Welsh providers,2012,Offers,POLAR4 Q5,18 year olds,10940
Welsh providers,2012,Offers,Men,18 year olds,18520
Welsh providers,2012,Offers,Women,18 year olds,21950
Welsh providers,2013,Offers,Total,18 year olds,43370
Welsh providers,2013,Offers,White ethnic group,18 year olds,40140
Welsh providers,2013,Offers,Black ethnic group,18 year olds,485
Welsh providers,2013,Offers,Asian ethnic group,18 year olds,1470
Welsh providers,2013,Offers,Mixed ethnic group,18 year olds,985
Welsh providers,2013,Offers,Other ethnic group,18 year olds,165
Welsh providers,2013,Offers,POLAR4 Q1,18 year olds,4875
Welsh providers,2013,Offers,POLAR4 Q2,18 year olds,7820
Welsh providers,2013,Offers,POLAR4 Q3,18 year olds,9025
Welsh providers,2013,Offers,POLAR4 Q4,18 year olds,9405
Welsh providers,2013,Offers,POLAR4 Q5,18 year olds,12195
Welsh providers,2013,Offers,Men,18 year olds,20385
Welsh providers,2013,Offers,Women,18 year olds,22985
Welsh providers,2014,Offers,Total,18 year olds,44695
Welsh providers,2014,Offers,White ethnic group,18 year olds,40540
Welsh providers,2014,Offers,Black ethnic group,18 year olds,670
Welsh providers,2014,Offers,Asian ethnic group,18 year olds,1930
Welsh providers,2014,Offers,Mixed ethnic group,18 year olds,1150
Welsh providers,2014,Offers,Other ethnic group,18 year olds,255
Welsh providers,2014,Offers,POLAR4 Q1,18 year olds,5490
Welsh providers,2014,Offers,POLAR4 Q2,18 year olds,8290
Welsh providers,2014,Offers,POLAR4 Q3,18 year olds,9435
Welsh providers,2014,Offers,POLAR4 Q4,18 year olds,9195
Welsh providers,2014,Offers,POLAR4 Q5,18 year olds,12240
Welsh providers,2014,Offers,Men,18 year olds,21320
Welsh providers,2014,Offers,Women,18 year olds,23375
Welsh providers,2015,Offers,Total,18 year olds,44950
Welsh providers,2015,Offers,White ethnic group,18 year olds,40620
Welsh providers,2015,Offers,Black ethnic group,18 year olds,665
Welsh providers,2015,Offers,Asian ethnic group,18 year olds,1915
Welsh providers,2015,Offers,Mixed ethnic group,18 year olds,1310
Welsh providers,2015,Offers,Other ethnic group,18 year olds,265
Welsh providers,2015,Offers,POLAR4 Q1,18 year olds,5655
Welsh providers,2015,Offers,POLAR4 Q2,18 year olds,8200
Welsh providers,2015,Offers,POLAR4 Q3,18 year olds,9495
Welsh providers,2015,Offers,POLAR4 Q4,18 year olds,9445
Welsh providers,2015,Offers,POLAR4 Q5,18 year olds,12110
Welsh providers,2015,Offers,Men,18 year olds,21210
Welsh providers,2015,Offers,Women,18 year olds,23740
Welsh providers,2016,Offers,Total,18 year olds,45140
Welsh providers,2016,Offers,White ethnic group,18 year olds,40605
Welsh providers,2016,Offers,Black ethnic group,18 year olds,675
Welsh providers,2016,Offers,Asian ethnic group,18 year olds,2065
Welsh providers,2016,Offers,Mixed ethnic group,18 year olds,1290
Welsh providers,2016,Offers,Other ethnic group,18 year olds,300
Welsh providers,2016,Offers,POLAR4 Q1,18 year olds,5530
Welsh providers,2016,Offers,POLAR4 Q2,18 year olds,8525
Welsh providers,2016,Offers,POLAR4 Q3,18 year olds,9440
Welsh providers,2016,Offers,POLAR4 Q4,18 year olds,9270
Welsh providers,2016,Offers,POLAR4 Q5,18 year olds,12345
Welsh providers,2016,Offers,Men,18 year olds,20935
Welsh providers,2016,Offers,Women,18 year olds,24200
Welsh providers,2017,Offers,Total,18 year olds,44045
Welsh providers,2017,Offers,White ethnic group,18 year olds,39300
Welsh providers,2017,Offers,Black ethnic group,18 year olds,650
Welsh providers,2017,Offers,Asian ethnic group,18 year olds,2190
Welsh providers,2017,Offers,Mixed ethnic group,18 year olds,1405
Welsh providers,2017,Offers,Other ethnic group,18 year olds,300
Welsh providers,2017,Offers,POLAR4 Q1,18 year olds,5535
Welsh providers,2017,Offers,POLAR4 Q2,18 year olds,7995
Welsh providers,2017,Offers,POLAR4 Q3,18 year olds,9505
Welsh providers,2017,Offers,POLAR4 Q4,18 year olds,9105
Welsh providers,2017,Offers,POLAR4 Q5,18 year olds,11860
Welsh providers,2017,Offers,Men,18 year olds,20260
Welsh providers,2017,Offers,Women,18 year olds,23785
Welsh providers,2018,Offers,Total,18 year olds,42080
Welsh providers,2018,Offers,White ethnic group,18 year olds,37075
Welsh providers,2018,Offers,Black ethnic group,18 year olds,665
Welsh providers,2018,Offers,Asian ethnic group,18 year olds,2475
Welsh providers,2018,Offers,Mixed ethnic group,18 year olds,1350
Welsh providers,2018,Offers,Other ethnic group,18 year olds,280
Welsh providers,2018,Offers,POLAR4 Q1,18 year olds,5180
Welsh providers,2018,Offers,POLAR4 Q2,18 year olds,7720
Welsh providers,2018,Offers,POLAR4 Q3,18 year olds,8750
Welsh providers,2018,Offers,POLAR4 Q4,18 year olds,8840
Welsh providers,2018,Offers,POLAR4 Q5,18 year olds,11550
Welsh providers,2018,Offers,Men,18 year olds,19235
Welsh providers,2018,Offers,Women,18 year olds,22840
Welsh providers,2019,Offers,Total,18 year olds,41110
Welsh providers,2019,Offers,White ethnic group,18 year olds,35785
Welsh providers,2019,Offers,Black ethnic group,18 year olds,780
Welsh providers,2019,Offers,Asian ethnic group,18 year olds,2530
Welsh providers,2019,Offers,Mixed ethnic group,18 year olds,1420
Welsh providers,2019,Offers,Other ethnic group,18 year olds,380
